사투리,표준어
계절 계절하면은 일단 대한민국이 딱 사계절이 다 뚜렷한다 아이가.,계절 계절하면은 일단 대한민국이 딱 사계절이 다 뚜렷하지 않니.
그중에 봄 여름 가을 겨울이 있는데 일단 봄에 대해서 얘기를 해보자고,그중에 봄 여름 가을 겨울이 있는데 일단 봄에 대해서 얘기를 해보자고
봄 하면은 일단은 벚꽃축제가 대표적이고 일단 날씨도 선선하고,봄 하면은 일단은 벚꽃축제가 대표적이고 일단 날씨도 선선하고
괘안타 아이가 딱히 봄에 나는 어딜 가본 적이 없는 거 같애.,괜찮지 않니 딱히 봄에 나는 어딜 가본 적이 없는 거 같애.
내가 뭐~ 캠핑좋아하고 막 그래 해도 어딜 놀러갈라 해도 일단 돈이 들고 하니까,내가 뭐~ 캠핑좋아하고 막 그렇게 해도 어딜 놀러갈라 해도 일단 돈이 들고 하니까
딱 봄 했을 때 떠오르는 이미지하면은 꽃이 있고 뭐~ 따듯한 햇살,딱 봄 했을 때 떠오르는 이미지하면은 꽃이 있고 뭐~ 따듯한 햇살
뭐~ 여기저기 뭐~ 도시락 싸서 뭐~ 놀고 있는 사람들 그게 생각난다 아이가,뭐~ 여기저기 뭐~ 도시락 싸서 뭐~ 놀고 있는 사람들 그게 생각나지 않니
봄하면은 일단 나는 집이 또 석촌호수 그쪽에 있으니까 그냥 봄하면 난 딱히 뭐 했던 건 없는 거 같애 그냥,봄하면은 일단 나는 집이 또 석촌호수 그쪽에 있으니까 그냥 봄하면 난 딱히 뭐 했던 건 없는 거 같애 그냥
와 꽃이다 와 벚꽃이다 근데 좀 거슬리는 게 있다면은 그 쪽 주변에 날라다니는 꿀벌들,와 꽃이다 와 벚꽃이다 근데 좀 거슬리는 게 있다면은 그 쪽 주변에 날라다니는 꿀벌들
그 듣기 싫은 이이잉  하는 그런 소리들 난 좀 상당히 거슬리더라고,그 듣기 싫은 이이잉  하는 그런 소리들 난 좀 상당히 거슬리더라고
그리고 내가 또 군대에서 생긴 건지 모르겠는데 이제 꽃가루 엄청 날린다 아이가 봄 되면은,그리고 내가 또 군대에서 생긴 건지 모르겠는데 이제 꽃가루 엄청 날리지 않니 봄 되면은
그거 때문에 막 약간 천식처럼 숨쉬기 힘들고 그래 아 나 그래서,그거 때문에 막 약간 천식처럼 숨쉬기 힘들고 그래 아 나 그래서
일단 봄이랑 겨울 봄이랑 가을이 온도도 적당하고 뭐~ 옷도 좀 더 가벼워지고,일단 봄이랑 겨울 봄이랑 가을이 온도도 적당하고 뭐~ 옷도 좀 더 가벼워지고
막 어디 놀러가기도 좋은 그런 날씨어서 좋은데 하 좀 나는 빡세 좀 힘든 거 같애,막 어디 놀러가기도 좋은 그런 날씨어서 좋은데 하 좀 나는 빡세 좀 힘든 거 같애
막 숨쉬기 힘들고 막 그러니까 니는 봄은 어떤 이미진데 니한테,막 숨쉬기 힘들고 막 그러니까 너는 봄은 어떤 이미진데 너한테
어 나는 봄하면은 되게 어렸을 때 기억이 되게 많이 나거든 봄 딱 하면은 키워드가 딱 떠오르면은,어 나는 봄하면은 되게 어렸을 때 기억이 되게 많이 나거든 봄 딱 하면은 키워드가 딱 떠오르면은
봄하면 일단 내가 할머니 밑에서 자라 가지고 그쪽은 또 산이 많았어 주변에 바다보다는,봄하면 일단 내가 할머니 밑에서 자라 가지고 그쪽은 또 산이 많았어 주변에 바다보다는
봄하면은 나물들 봄나물 봄하면 일단 나물 그리고,봄하면은 나물들 봄나물 봄하면 일단 나물 그리고
할머니가 마루에서 이제 재워주는 그 선선한 바람 약간 그런 분위기,할머니가 마루에서 이제 재워주는 그 선선한 바람 약간 그런 분위기
그리고 봄 냄새가 있잖아 계절냄새 약간 그런 게 자꾸 생각이 나는데,그리고 봄 냄새가 있잖아 계절냄새 약간 그런 게 자꾸 생각이 나는데
봄하면 일단은 고사리하고 야채튀김 예 이번에 그거 있었잖아 영화중에 리틀 포레스튼가?,봄하면 일단은 고사리하고 야채튀김 예 이번에 그거 있었잖아 영화중에 리틀 포레스튼가?
거기 이제 보면서 그게 이제 계절하면 봄 약간 영화 이렇게 자꾸 생각이 나는 거 같애 나는,거기 이제 보면서 그게 이제 계절하면 봄 약간 영화 이렇게 자꾸 생각이 나는 거 같애 나는
