사투리,표준어
는 계절 좋아하는 거 있나?,는 계절 좋아하는 거 있어?
나는 일단 여름을 제일 좋아해.,나는 일단 여름을 제일 좋아해.
여름은 내가 제일 싫어하긴 한데,여름은 내가 제일 싫어하긴 한데
뭐~ 이유가 있어?,뭐~ 이유가 있어?
내가 수족냉증이 좀 심하거든.,내가 수족냉증이 좀 심하거든.
근데 여름에는 수족냉증에 대해서 걱정을 안 해도 되고 또,근데 여름에는 수족냉증에 대해서 걱정을 안 해도 되고 또
여름에는 옷을 가볍게 입잖아 그래서 옷값이 쫌  안 드는 것도 있고,여름에는 옷을 가볍게 입잖아 그래서 옷값이 조금  안 드는 것도 있고
그리고 해변을 되게 좋아하는데 여름에는 해변에서 놀면서 막,그리고 해변을 되게 좋아하는데 여름에는 해변에서 놀면서 막
태닝도 하고 수영도 하고 할 수 있으니까,태닝도 하고 수영도 하고 할 수 있으니까
그래서 여름이 좋은 거 같애 오빠는 왜 여름이 싫어?,그래서 여름이 좋은 거 같애 오빠는 왜 여름이 싫어?
나는 일단,나는 일단
그~ 몸에 열이 좀 많은 편이고 그리고 일단 나는 여름에는,그~ 몸에 열이 좀 많은 편이고 그리고 일단 나는 여름에는
벌레가 많아서 싫어 벌레가 많아서 싫고,벌레가 많아서 싫어 벌레가 많아서 싫고
나는 더위를 쫌 타는 편이라서 별로인 거 같애 그니까,나는 더위를 조금 타는 편이라서 별로인 거 같애 그러니까
그~ 에어컨 없으면 나는 못 버티거든 여름에,그~ 에어컨 없으면 나는 못 버티거든 여름에
그래 가지고 에어컨 꼭 있어야 되고,그래 가지고 에어컨 꼭 있어야 되고
그리고 땀도 나고 이러니까 약간,그리고 땀도 나고 이러니까 약간
찝찝한 게 싫은 느낌,찝찝한 게 싫은 느낌
나는 오히려 여름 겨울 굳이 따지자면은 겨울이 나은,나는 오히려 여름 겨울 굳이 따지자면은 겨울이 나은
왜냐면 그냥 이런 거거든 여름에 물론 이제,왜냐면 그냥 이런 거거든 여름에 물론 이제
뭐~ 얇게 입고하면 좋긴 한데,뭐~ 얇게 입고하면 좋긴 한데
여름은 이제 어떻게 방법이 없잖아 뭐~ 더 벗거나 이렇게 할 수가 없으니까,여름은 이제 어떻게 방법이 없잖아 뭐~ 더 벗거나 이렇게 할 수가 없으니까
나는 그게 힘든데 겨울은,나는 그게 힘든데 겨울은
약간 어떻게든 껴입으면 된다 이런 느낌,약간 어떻게든 껴입으면 된다 이런 느낌
그리고 막 패딩 이런 거 입으면은 따뜻하니까,그리고 막 패딩 이런 거 입으면은 따뜻하니까
나 그런 거는 괜찮은 것 그래서 나는 오히려 겨울이 더 좋은,나 그런 거는 괜찮은 것 그래서 나는 오히려 겨울이 더 좋은
그런 게 좀 있는 것 겨울은 그러면 싫은 거야?,그런 게 좀 있는 것 겨울은 그러면 싫은 거야?
어~ 난 겨울은 싫은 건 아닌데,어~ 난 겨울은 싫은 건 아닌데
겨울에 내가 잘 못 움직여,겨울에 내가 잘 못 움직여
일단 몸이 굳어 버려 몸 내가 열이 몸에 많이 없어서,일단 몸이 굳어 버려 몸 내가 열이 몸에 많이 없어서
땀도 잘 안 나는 편이고 그러다 보니까 이제 겨울이 되면은,땀도 잘 안 나는 편이고 그러다 보니까 이제 겨울이 되면은
몸이 더 차가워지거든.,몸이 더 차가워지거든.
그래서 최근에 또 온도 체크를 자주 하니까,그래서 최근에 또 온도 체크를 자주 하니까
온도 체크를 할 때 보면은 막 삼십사 도 이렇게 나올 때가 있는 거야.,온도 체크를 할 때 보면은 막 삼십사 도 이렇게 나올 때가 있는 거야.
막 그 정도로 내가 몸이 평상시 좀 차가워,막 그 정도로 내가 몸이 평상시 좀 차가워
근데 이제 겨울이 되면은 그게 더 심해지는 거지.,근데 이제 겨울이 되면은 그게 더 심해지는 거지.
그래서 물론 겨울에 뭐~ 예쁜 옷도 있고 막,그래서 물론 겨울에 뭐~ 예쁜 옷도 있고 막
예쁜 코드 입고 또 목도리하고 이런 건 좋은데,예쁜 코드 입고 또 목도리하고 이런 건 좋은데
겨울이 너무 추우니까 내가 일단 못 움직여서 그래서 쫌 싫은 거 같긴 해.,겨울이 너무 추우니까 내가 일단 못 움직여서 그래서 조금 싫은 거 같긴 해.
이~ 그런 거 있는 거 같긴 하다 겨울에는,이~ 그런 거 있는 거 같긴 하다 겨울에는
뭔가 바람도 많이 불고 추우니까 일단,뭔가 바람도 많이 불고 추우니까 일단
잘  나가지 않는 것도 있고,잘  나가지 않는 것도 있고
나가서도 왜 쫌,나가서도 왜 조금
예전에는 괜찮았는데 요새는 요새는 쫌,예전에는 괜찮았는데 요새는 요새는 조금
아~ 바람 많이 불면은 쫌 힘들더라고 밖에 서 있기가 그래 가지고,아~ 바람 많이 불면은 조금 힘들더라고 밖에 서 있기가 그래 가지고
약간 괜히 안에 들어가야겠다 이거 찾게 되는,약간 괜히 안에 들어가야겠다 이거 찾게 되는
그런 것도 있는 거 같 근데 그런 건 있겠다 여름에,그런 것도 있는 거 같 근데 그런 건 있겠다 여름에
그~ 옷도 가벼운데,그~ 옷도 가벼운데
하기사 어디 다니기가 괜찮으니까 그래도 날 따뜻하면은,하기야 어디 다니기가 괜찮으니까 그래도 날 따뜻하면은
그~ 밤에 뭐~ 부산에는 뭐~ 수변공원 이런 데는 다 여름이라,그~ 밤에 뭐~ 부산에는 뭐~ 수변공원 이런 데는 다 여름이라
여름 여름 가을 이런 때 많이 가니까,여름 여름 가을 이런 때 많이 가니까
근데 확실히 어~ 쫌 더 여름이 활동적으로 되는 거 같긴 하다.,근데 확실히 어~ 조금 더 여름이 활동적으로 되는 거 같긴 하다.
맞아 여름에는 그리고 뭐~ 해가 길다 하잖아 그래서 막 일곱 시가 돼도 하늘이 막,맞아 여름에는 그리고 뭐~ 해가 길다 하잖아 그래서 막 일곱 시가 돼도 하늘이 막
되게 밝고 이렇다 아이가?,되게 밝고 이렇지 않냐?
그래서 이제 오빠 말한 것처럼 수변공원도 되게 자주 가고 막 그냥,그래서 이제 오빠 말한 것처럼 수변공원도 되게 자주 가고 막 그냥
옷이 가벼우니까 그냥,옷이 가벼우니까 그냥
되게 짐이 없어서 여기저기 쉽게 쉽게 다닐 수 있어서 좋아 근데 겨울은,되게 짐이 없어서 여기저기 쉽게 쉽게 다닐 수 있어서 좋아 근데 겨울은
난 내가 패딩을 입으면 몸이 딱 무거워져서 그게 쫌 싫더라고,난 내가 패딩을 입으면 몸이 딱 무거워져서 그게 조금 싫더라고
그리고 막 음식점 가잖아 그러면은 패딩을 딱 입고 있으면,그리고 막 음식점 가잖아 그러면은 패딩을 딱 입고 있으면
그 패딩이 그~ 음식 냄새를 다 흡수를 해.,그 패딩이 그~ 음식 냄새를 다 흡수를 해.
그래서,그래서
내가 그거를 입고 따른 데를 가면은 아~ 얘가 뭐 먹었구나 이거를  다 모든 사람한테 알리는 느낌,내가 그거를 입고 다른 데를 가면은 아~ 얘가 뭐 먹었구나 이거를  다 모든 사람한테 알리는 느낌
그래서 나는 겨울이 쪼끔 싫더라고,그래서 나는 겨울이 쪼끔 싫더라고
아~ 맞는 거 같은 게 나도,아~ 맞는 거 같은 게 나도
겨울에는 롱패딩 이런 거 입잖아.,겨울에는 롱패딩 이런 거 입잖아.
그러면은 그~ 이제 뭐~ 식당도 그렇고 이제 뭐~ 어디 앉을 때도 그렇긴 한데 나는,그러면은 그~ 이제 뭐~ 식당도 그렇고 이제 뭐~ 어디 앉을 때도 그렇긴 한데 나는
특히 인제 나 지하철 이런 데 가면,특히 인제 나 지하철 이런 데 가면
이제  앉으면은 여름에는 그럴 일이 없는데,이제  앉으면은 여름에는 그럴 일이 없는데
약간 사람끼리 그~ 약간 딱 앉으면은 쫌 닿는 느낌,약간 사람끼리 그~ 약간 딱 앉으면은 조금 닿는 느낌
그게 많이 들어 가지고 난 원래 대중교통 타면,그게 많이 들어 가지고 난 원래 대중교통 타면
옆에 사람이랑 닿는 걸 되게 싫어하거든.,옆에 사람이랑 닿는 걸 되게 싫어하거든.
그래 가지고  되게 움츠려 있는데,그래 가지고  되게 움츠려 있는데
