사투리,표준어
다음 대화 주제로 넘어갈게.,다음 대화 주제로 넘어갈게.
아~ 그게 시간이 제한이 있는 거야?,아~ 그게 시간이 제한이 있는 거야?
삼십 분  삼십오 분 사이에 얘기를 해야 하는데 우리 벌써 삼십삼 분이라가지구,삼십 분  삼십오 분 사이에 얘기를 해야 하는데 우리 벌써 삼십삼 분이라가지구
어~ 이제 뭐~ 중간에 우리가 엄마가 반복되는 말 하거나 아니면은,어~ 이제 뭐~ 중간에 우리가 엄마가 반복되는 말 하거나 아니면은
이르케 뭐~ 우리가 이렇게 공백이 있는 그런 시간을 쳐내도 이제 시간이 좀 오버될 거 같아가,이렇게 뭐~ 우리가 이렇게 공백이 있는 그런 시간을 쳐내도 이제 시간이 좀 오버될 거 같아서
그렇다면 다음 주제는 우리 드라마,그렇다면 다음 주제는 우리 드라마
엄마 드라마는 정치나 뭐~ 드라마 했었지 싶다 아까 드라마 했다.,엄마 드라마는 정치나 뭐~ 드라마 했었지 싶다 아까 드라마 했다.
그러면 다음 주제인 드라마로 넘어가도록 할게.,그러면 다음 주제인 드라마로 넘어가도록 할게.
드라마는 니가 얘기 더 많이 해야 되지 싶은데,드라마는 네가 얘기 더 많이 해야 되지 싶은데
엄마 삼십 분 동안 고생했으니까 지금  하지만 엄마 지금 아까까지만 해도 드라마 보고 있었잖아.,엄마 삼십 분 동안 고생했으니까 지금  하지만 엄마 지금 아까까지만 해도 드라마 보고 있었잖아.
지성을 요하지요.,지성을 요하지요.
지성 왜 갑자기 지성에 꽂혀가지고,지성 왜 갑자기 지성에 꽂혀가지고
아~ 나 옛날부터 지성 지성 좋아했었어  아니 막 그~ 현빈이나 현빈이나 걔들 걔들처럼 막 좋아한 한 게 아니고,아~ 나 옛날부터 지성 지성 좋아했었어  아니 막 그~ 현빈이나 현빈이나 걔들 걔들처럼 막 좋아한 한 게 아니고
현빈도 좋아해?,현빈도 좋아해?
내 현빈 좋아하잖아.,나 현빈 좋아하잖아.
아~ 그건 아는데 뭐~ 그거 좋아하는 거랑 야 좋아하는 거랑 뭐가 달라?,아~ 그건 아는데 뭐~ 그거 좋아하는 거랑 얘 좋아하는 거랑 뭐가 달라?
현빈은 내가 막 이렇게 찾아서 보지만 지성은 한 번씩,현빈은 내가 막 이렇게 찾아서 보지만 지성은 한 번씩
