사투리,표준어
제가 저는 지금 운전을 하고 있거든요.,제가 저는 지금 운전을 하고 있거든요.
자차가 있어 가지고 운전을 하고 있는데,자차가 있어 가지고 운전을 하고 있는데
최근이라고 하면 최근일 수도 있고 최근이 아니라면은 쫌 오래됐다고 할 수도 있는데,최근이라고 하면 최근일 수도 있고 최근이 아니라면은 조금 오래됐다고 할 수도 있는데
민식이 법이라고 들어 보셨잖아요 민식이 법,민식이 법이라고 들어 보셨잖아요 민식이 법
그~ 제가 운전을 하는 입장에서,그~ 제가 운전을 하는 입장에서
참 동의는 해요 민식이 법에 대해서,참 동의는 해요 민식이 법에 대해서
어린이 보호 구역에서 삼십 키로 미만으로 서행하는 거는 당연 당연한 말이고,어린이 보호 구역에서 삼십 키로 미만으로 서행하는 거는 당연 당연한 말이고
그렇다고 생각을 하는데 이제,그렇다고 생각을 하는데 이제
지금 부산 내 모든 국도가 지금 오십 키로,지금 부산 내 모든 국도가 지금 오십 키로
미만의 속도로 다녀야 된단 말이에요.,미만의 속도로 다녀야 된단 말이에요.
그래서 제가 운전을 하는 입장으로 어떨 때 보면 되게 답답할 때도 있고,그래서 제가 운전을 하는 입장으로 어떨 때 보면 되게 답답할 때도 있고
또 막 내가 급한 일이 있을 때 차도 안 막히는데 속도를 지키면서 가야 되는가.,또 막 내가 급한 일이 있을 때 차도 안 막히는데 속도를 지키면서 가야 되는가.
이런 그런 뭐래야 되지 쫌,이런 그런 뭐래야 되지 조금
답답함이 들기도 하는데 뭐~ 아무튼,답답함이 들기도 하는데 뭐~ 아무튼
민식이 법이 처음에 사건의 발달이,민식이 법이 처음에 사건의 발달이
그~ 한 아이가,그~ 한 아이가
이제 고속으로 주행하는 차에 어린이 보호 구역에서,이제 고속으로 주행하는 차에 어린이 보호 구역에서
부딪쳐서 어~ 사망한 그런 사건으로 알고 있는데,부딪쳐서 어~ 사망한 그런 사건으로 알고 있는데
혹시 운전을 직접 해 보신 경험 있는지 해 보신 경험이 없다면,혹시 운전을 직접 해 보신 경험 있는지 해 보신 경험이 없다면
어~ 주위에 어른분들이 어~ 운전을 했을 때 쫌 뭔가,어~ 주위에 어른분들이 어~ 운전을 했을 때 조금 뭔가
민식이 법 저는 개인적으로 되게 좋다고 생각하지만 혹시 그거에 대해서 불만을 가진,민식이 법 저는 개인적으로 되게 좋다고 생각하지만 혹시 그거에 대해서 불만을 가진
분들이 있었거나 아님 민식이 법이 아니더라도,분들이 있었거나 아님 민식이 법이 아니더라도
쫌 도로 교 도로 교통법,조금 도로 교 도로 교통법
