사투리,표준어
그럼 건강 다이어트에 대해서 이야기해 볼까요?,그럼 건강 다이어트에 대해서 이야기해 볼까요?
건강에 대해서 할 말은 엄청 많지.,건강에 대해서 할 말은 엄청 많지.
건강 이제 한 해 한 해 지나가면서,건강 이제 한 해 한 해 지나가면서
건강에 대해서 자꾸 신경은 써지는데,건강에 대해서 자꾸 신경은 써지는데
성인병이 자꾸 생기더라고 고지혈증약 먹은 지 지끔 한,성인병이 자꾸 생기더라고 고지혈증약 먹은 지 지금 한
몇 년 됐지 제법 수년 됐고,몇 년 됐지 제법 수년 됐고
당뇨약도 한 삼 개월 정도 먹었었고,당뇨약도 한 삼 개월 정도 먹었었고
갱년기 오면서 부정맥이 오고 당뇨가 오고 고지혈증이 오고,갱년기 오면서 부정맥이 오고 당뇨가 오고 고지혈증이 오고
한꺼번에 훅 몰려오더라고 그래서,한꺼번에 훅 몰려오더라고 그래서
부정맥은 정말로 쫌 심리적으로 스트레스를 그때 디게 많이 받았었는데,부정맥은 정말로 조금 심리적으로 스트레스를 그때 되게 많이 받았었는데
스트레스를 너무 많이 받아서 그랬는지,스트레스를 너무 많이 받아서 그랬는지
부정맥약을 먹으니까 그게 고혈압 치료제도 된다고 약사가 그러드라고,부정맥약을 먹으니까 그게 고혈압 치료제도 된다고 약사가 그러더라고
협심증약도 되고 근데 그 약을 먹고 나니까 혈압이 너무 떨어져가지고,협심증약도 되고 근데 그 약을 먹고 나니까 혈압이 너무 떨어져가지고
어떻게 거동을 못 하겠드라고 그래가지고 그냥,어떻게 거동을 못 하겠더라고 그래가지고 그냥
혼자서 아~ 이거 약으로 치료해 갖고 안 되겠다 내가 내 스스로 어떻게,혼자서 아~ 이거 약으로 치료해 갖고 안 되겠다 내가 내 스스로 어떻게
해 봐야 되겠다 그러고 많이 마음도 마인드 컨트롤 많이 하고,해 봐야 되겠다 그리고 많이 마음도 마인드 컨트롤 많이 하고
그냥 좋은 것만 생각할라고 노력 많이 하고,그냥 좋은 것만 생각하려고 노력 많이 하고
그러고 먹는 음식 같은 거 고지혈증이 심해지면서,그리고 먹는 음식 같은 거 고지혈증이 심해지면서
부정맥도 같이 생긴다는 느낌이 들어서,부정맥도 같이 생긴다는 느낌이 들어서
부정맥 고지혈증약도 제대로 챙겨 먹고,부정맥 고지혈증약도 제대로 챙겨 먹고
그것 때문에 당뇨 때문에 워낙,그것 때문에 당뇨 때문에 워낙
음식 조절 쫌 많이 하고,음식 조절 조금 많이 하고
걷는 거도 쫌 걷고 했더니,걷는 거도 조금 걷고 했더니
당뇨는 한 삼사 개월 약 먹고 끊었고,당뇨는 한 삼사 개월 약 먹고 끊었고
부정맥도 어느 날 모르게 나도 모르는 사이에 그~,부정맥도 어느 날 모르게 나도 모르는 사이에 그~
이상한 느낌이 가슴에서 뛰는 이상한 느낌이 사라지고,이상한 느낌이 가슴에서 뛰는 이상한 느낌이 사라지고
근데 고지혈증 이거는 어쩔 수 없이 평생을 갖고 가야 되는 건지 계속 먹고 있는데,근데 고지혈증 이거는 어쩔 수 없이 평생을 갖고 가야 되는 건지 계속 먹고 있는데
요즘 니는 나하고 같이 산에 한 번씩 올라갔잖아.,요즘 너는 나하고 같이 산에 한 번씩 올라갔잖아.
그~ 운동하는 목적이 뭐야?,그~ 운동하는 목적이 뭐야?
저는 사실 어~ 이때까지 살면서,저는 사실 어~ 이때까지 살면서
말라서 이렇게 막 살 찌울려고 이렇게 막 고민을 한 적이 있었는 있었지 그런 적은 많았지만,말라서 이렇게 막 살 찌우려고 이렇게 막 고민을 한 적이 있었는 있었지 그런 적은 많았지만
살이 쪄서 살을 뺄려고 이렇게 고민한 적이 없었는데,살이 쪄서 살을 빼려고 이렇게 고민한 적이 없었는데
이게 삼십 대가 딱 되면서부터는 배가 나오기 시작하고,이게 삼십 대가 딱 되면서부터는 배가 나오기 시작하고
