사투리,표준어
저는 그~ 사람들은 많이 안 키우는 동물이긴 한데 고슴도치를 옛날에,저는 그~ 사람들은 많이 안 키우는 동물이긴 한데 고슴도치를 옛날에
한 여섯 마리 정도 키웠었거든요.,한 여섯 마리 정도 키웠었거든요.
원래는 두 마리로 시작했는데 제가 없 아~ 여섯 마리가 맞나 아~ 맞네.,원래는 두 마리로 시작했는데 제가 없 아~ 여섯 마리가 맞나 아~ 맞네.
제가 없을 때 엄마가 그~ 수컷이랑 암컷이랑 같이 두 같이 두신 거예요 그래 가지고 아들이 지들끼리,제가 없을 때 엄마가 그~ 수컷이랑 암컷이랑 같이 두 같이 두신 거예요 그래 가지고 아이들이 자기들끼리
그냥 막 교배해 가지고 나도 모 주인도 모르게 임신을 해 가지고,그냥 막 교배해 가지고 나도 모 주인도 모르게 임신을 해 가지고
결국 새끼를 네 마리 낳아서 그 새끼가  성체 될 때까지 데리고 있다가 아~ 이거는 사람의 삶이 아니다.,결국 새끼를 네 마리 낳아서 그 새끼가  성체 될 때까지 데리고 있다가 아~ 이거는 사람의 삶이 아니다.
이거는 내가 케어를 못 할 정도니까 그냥,이거는 내가 케어를 못 할 정도니까 그냥
새끼들은 다 입양 보내고 제가 두마 남은 두 마리만 키웠던 기억이 있는데,새끼들은 다 입양 보내고 제가 두마 남은 두 마리만 키웠던 기억이 있는데
혹시 반려동물은 지금 키우고 계신다고 하셨는데,혹시 반려동물은 지금 키우고 계신다고 하셨는데
어떤 종류인지 그리고 반려동물 나이가 궁금해요.,어떤 종류인지 그리고 반려동물 나이가 궁금해요.
어~ 저는 지금 고양이를 키우고 있구요 어~,어~ 저는 지금 고양이를 키우고 있구요 어~
입양해서 왔었는데,입양해서 왔었는데
따른 원래 키우던 분이,다른 원래 키우던 분이
갑자기 엄청 애지중지하면서 키웠는데 일 년 정도 지나니까 이제 어머니께서 면역력이 떨어지셔서 갑작스럽게,갑자기 엄청 애지중지하면서 키웠는데 일 년 정도 지나니까 이제 어머니께서 면역력이 떨어지셔서 갑작스럽게
없었던 알러지가 막 생겨 가지고 어~,없었던 알러지가 막 생겨 가지고 어~
이제 쪼끔 키울 형편이 안 된다 물품이랑 다 드리고 그다음에,이제 쪼끔 키울 형편이 안 된다 물품이랑 다 드리고 그다음에
그때 그분이 울산 사람이었거든요 울산분이었거든요 근데 뭐~ 대구까지 가 가주구 다 드리겠다 뭐~,그때 그분이 울산 사람이었거든요 울산분이었거든요 근데 뭐~ 대구까지 가 가주구 다 드리겠다 뭐~
이제 태워서까지 제가 드리고 그다음에 확인도 쪼끔 하고 싶다 라고 해서,이제 태워서까지 제가 드리고 그다음에 확인도 쪼끔 하고 싶다 라고 해서
입양을 받았던 케이스인데 그게 제가 이제 스무 살 때였으니까 거진 한 십 년?,입양을 받았던 케이스인데 그게 제가 이제 스무 살 때였으니까 거의 한 십 년?
열 살 정도 됐다고 생각을 하면 하시면 될 거 같애요.,열 살 정도 됐다고 생각을 하면 하시면 될 거 같애요.
그~ 아까 전에 말씀하셨을 때 이제 성체 될 정도로 새끼들이 성체 될 정도로 이제 키우셨다고 하섰는데,그~ 아까 전에 말씀하셨을 때 이제 성체 될 정도로 새끼들이 성체 될 정도로 이제 키우셨다고 하섰는데
저는 이제 고양이가 십 년 이상 되다 보니까,저는 이제 고양이가 십 년 이상 되다 보니까
항상 쪼끔 언제 끝이 올지 모른다는 불안감이 있거든요 근데 제가 고슴도치 수명은 잘 몰라서 그런데,항상 쪼끔 언제 끝이 올지 모른다는 불안감이 있거든요 근데 제가 고슴도치 수명은 잘 몰라서 그런데
혹시 이제 고슴도치 수명은 어떻게 되는지 그다음에 쪼끔,혹시 이제 고슴도치 수명은 어떻게 되는지 그다음에 쪼끔
어~ 뭐~ 키우다가 뭐~ 끝까지 이렇게 이렇게 잘,어~ 뭐~ 키우다가 뭐~ 끝까지 이렇게 이렇게 잘
보내 주게 뭐~ 되셨는지 고런 것들 한번 여쭤보고 싶어요.,보내 주게 뭐~ 되셨는지 고런 것들 한번 여쭤보고 싶어요.
고슴도치는 그~ 강아지나 고양이에 비해서 수명이 좀 짧거든요 애들이 아무래도 소동물이다 보니까,고슴도치는 그~ 강아지나 고양이에 비해서 수명이 좀 짧거든요 애들이 아무래도 소동물이다 보니까
짧게 사는 애들은 한 한 오 년 살고 오래 살고 관리 뭐~,짧게 사는 애들은 한 한 오 년 살고 오래 살고 관리 뭐~
잘해 주고 애가 워낙 튼튼하다 싶으면 한 팔구 년까지는 사는 걸 봤어요.,잘해 주고 애가 워낙 튼튼하다 싶으면 한 팔구 년까지는 사는 걸 봤어요.
저는 키웠던 고슴도치 한 마리는 제가 끝까지 키웠고 한 마리는 중간에 입양을 보냈어요.,저는 키웠던 고슴도치 한 마리는 제가 끝까지 키웠고 한 마리는 중간에 입양을 보냈어요.
어~ 그리고 또  맨 처음 키웠던 고슴도치가 있는데 걔는 아파 가지고 한 삼 개월 동안 아프다가 결국,어~ 그리고 또  맨 처음 키웠던 고슴도치가 있는데 걔는 아파 가지고 한 삼 개월 동안 아프다가 결국
그~ 제 품에서 갔거든요.,그~ 제 품에서 갔거든요.
아~ 그랬던 경험이 있는데 혹시 그~ 고양이 키운다고 하셨는데 길고양이,아~ 그랬던 경험이 있는데 혹시 그~ 고양이 키운다고 하셨는데 길고양이
아~ 제가 가끔 제가 이사 오기 전에는,아~ 제가 가끔 제가 이사 오기 전에는
집에서 그~ &company-name1& 사 가지고 동네 고양이들 밥 줬었거든요.,집에서 그~ &company-name1& 사 가지고 동네 고양이들 밥 줬었거든요.
혹시 뭐~ 길고양이 밥 주시거나 이런 적은  없으세요?,혹시 뭐~ 길고양이 밥 주시거나 이런 적은  없으세요?
어~ 저는 주택에 살고 있어 가지고 보면 동네에 길고양이들이 엄청 많거든요 그래서,어~ 저는 주택에 살고 있어 가지고 보면 동네에 길고양이들이 엄청 많거든요 그래서
뭐~ 서열 싸움이라든가 이런 거 때문에 뭐~ 새벽에도 쫌,뭐~ 서열 싸움이라든가 이런 거 때문에 뭐~ 새벽에도 조금
시끄러운 거 시끄러워서 막 아빠가 막 깨 가지고 막 난리 나고  막 이런 적도 있거든요.,시끄러운 거 시끄러워서 막 아빠가 막 깨 가지고 막 난리 나고  막 이런 적도 있거든요.
어~ 고양이 밥은 그~ 주택이기 때문에 그~ 계단 밑 공간이 따로 있어서 거기에 지금 계속 챙겨 주고 있어요 그래서,어~ 고양이 밥은 그~ 주택이기 때문에 그~ 계단 밑 공간이 따로 있어서 거기에 지금 계속 챙겨 주고 있어요 그래서
