사투리,표준어
초등학생 시절에 음~ 미술 시간에,초등학생 시절에 음~ 미술 시간에
친구가 생각하는 미래의 모습을 그려보세요 라고 선생님이 얘기했을 때,친구가 생각하는 미래의 모습을 그려보세요 라고 선생님이 얘기했을 때
어~ 뭐~ 그때 저도 쫌 그런 그림을 그렸었고,어~ 뭐~ 그때 저도 조금 그런 그림을 그렸었고
그때 당시에 친구들이 그린 그림를 보면 쫌,그때 당시에 친구들이 그린 그림를 보면 조금
미래에 대해서 생각한 이미지들이 대체적으로 쫌 비슷했던 거 같아요.,미래에 대해서 생각한 이미지들이 대체적으로 조금 비슷했던 거 같아요.
예를 들어서,예를 들어서
그냥 로켓트를 타고 우주에 나가는 게,그냥 로켓트를 타고 우주에 나가는 게
그냥 우리가 지금,그냥 우리가 지금
뭐~ 버스 타고 돌아다니는 뭐~ 그 정도의 수준이라던가,뭐~ 버스 타고 돌아다니는 뭐~ 그 정도의 수준이라던가
어~ 길거리에,어~ 길거리에
어~ 도로들 말고도 뭐~ 공중에도 도로가 있어서 어~,어~ 도로들 말고도 뭐~ 공중에도 도로가 있어서 어~
그리고 그 도로를 타는 차들은,그리고 그 도로를 타는 차들은
굉장히 빠르죠 거의 케이티엑스 급으로 어~ 빨라서,굉장히 빠르죠 거의 케이티엑스 급으로 어~ 빨라서
이동 거리도 확 쭐어든다 커나,이동 거리도 확 줄어든다 거나
의사 선생님이,의사 선생님이
영상으로만 환자를 보고,영상으로만 환자를 보고
뭐~ 진찰을 할 수 있게 된다거나,뭐~ 진찰을 할 수 있게 된다거나
그때 당시의,그때 당시의
그런 미래에 대해서 생각하는 그림들이 쫌 그렇게 대체적으로 쫌,그런 미래에 대해서 생각하는 그림들이 조금 그렇게 대체적으로 조금
비슷했다라고 생각을 하는데,비슷했다라고 생각을 하는데
아마 다들 뭐~ 그 나이 때도 그렇고 지금도 그렇고,아마 다들 뭐~ 그 나이 때도 그렇고 지금도 그렇고
뭐~ 생각하는 미래의 모습이라는 게 있을 거예요.,뭐~ 생각하는 미래의 모습이라는 게 있을 거예요.
어~ 제가 초등학교 때가,어~ 제가 초등학교 때가
구십 년대 후반,구십 년대 후반
이천 년대 초반 그때였으니깐,이천 년대 초반 그때였으니깐
벌써,벌써
그때 이후로 이십 년 남짓한 세월이 흘렀는데,그때 이후로 이십 년 남짓한 세월이 흘렀는데
어~ 그 기간 동안 인류도 굉장히 많은 발전을 이뤘죠.,어~ 그 기간 동안 인류도 굉장히 많은 발전을 이뤘죠.
아~ 근데 뭐~ 엄밀히 따지고 보면,아~ 근데 뭐~ 엄밀히 따지고 보면
그때 당시에 생각했던 미래 모습이랑 지금 모습이랑은 음~ 물론 차이가,그때 당시에 생각했던 미래 모습이랑 지금 모습이랑은 음~ 물론 차이가
있긴 있어요.,있긴 있어요.
그래서 아마 어~,그래서 아마 어~
그런 생각을 한번 해보셨을 거라고 저도 쫌 생각을 하고 있는데,그런 생각을 한번 해보셨을 거라고 저도 조금 생각을 하고 있는데
뭐~ 그때 당시 생각하셨던 미래의 모습이라던가,뭐~ 그때 당시 생각하셨던 미래의 모습이라던가
어~ 그때와 비교했을 때 지금,어~ 그때와 비교했을 때 지금
현재의 모습 그리고 지금 생각하는 미래의 모습,현재의 모습 그리고 지금 생각하는 미래의 모습
혹시 뭐~ 그런 것들이,혹시 뭐~ 그런 것들이
있으시면 어떤 식으로 좀 생각하고 계신지.,있으시면 어떤 식으로 좀 생각하고 계신지.
어~ 궁금합니다.,어~ 궁금합니다.
어~ 저도 역시 어렸을 때,어~ 저도 역시 어렸을 때
그 미래 도시 모습 하면은 뭔가 돔도 세워져 있고,그 미래 도시 모습 하면은 뭔가 돔도 세워져 있고
뭐~ 빌딩들이 쫌 약간 쫌 뭔가 최첨단이고,뭐~ 빌딩들이 조금 약간 조금 뭔가 최첨단이고
뭐~ 뭐~ 입출식 그렇게,뭐~ 뭐~ 입출식 그렇게
그런 식으루 뭔가 통로도 뭐~ 뭔가 가지런하고,그런 식으루 뭔가 통로도 뭐~ 뭔가 가지런하고
날아다니는 자동차가 있고 약간 그런 모습이었거든요.,날아다니는 자동차가 있고 약간 그런 모습이었거든요.
그리구,그리고
그 원더키디라고 있잖아요 그 만화가 있었던 거 같은데,그 원더키디라고 있잖아요 그 만화가 있었던 거 같은데
그게 앞에 숫자가 있었는데 그 이천이십 년도인가 지금이 이천이십 년도잖아요.,그게 앞에 숫자가 있었는데 그 이천이십 년도인가 지금이 이천이십 년도잖아요.
그거,그거
딱 그 날짜가 되는데 그 만화에서처럼 진짜 사람들이 우수 우주선을 진짜,딱 그 날짜가 되는데 그 만화에서처럼 진짜 사람들이 우수 우주선을 진짜
지금 자가용처럼 타고 막 그럴 수 있는가에 그거에 대해서는,지금 자가용처럼 타고 막 그럴 수 있는가에 그거에 대해서는
아직 거기까지는 못 미친 거 같긴 하구요 그,아직 거기까지는 못 미친 거 같긴 하구요 그
아톰이라는 만화도 있었잖아요 미래 도시하고,아톰이라는 만화도 있었잖아요 미래 도시하고
어~ 생각을 하니까 아톰을 뭐 제가 보지는 않았지마는,어~ 생각을 하니까 아톰을 뭐 제가 보지는 않았지마는
그,그
신발 같은 거에 그냥 로켓 추진 장치를,신발 같은 거에 그냥 로켓 추진 장치를
달아가지구 그냥 날아다니고 그런 게 있었는데,달아가지구 그냥 날아다니고 그런 게 있었는데
그거를 이어온 게 저는 지금 어벤져스라고 생각을 하거든요.,그거를 이어온 게 저는 지금 어벤져스라고 생각을 하거든요.
그 아이언맨이 그 강,그 아이언맨이 그 강
그 비브라 뭐~ 슈트 입고,그 비브라 뭐~ 슈트 입고
뭐~ 하늘도 날아다니고 악당도 무찌르고 하잖아요 그렇게,뭐~ 하늘도 날아다니고 악당도 무찌르고 하잖아요 그렇게
진화가 됐었던 거 같구요.,진화가 됐었던 거 같구요.
그 공공칠 시리즈 있잖아요 공공칠 시리즈도,그 공공칠 시리즈 있잖아요 공공칠 시리즈도
보면은 막 이케 최첨단,보면은 막 이렇게 최첨단
장비를 가지구,장비를 가지구
어~ 뭐~ 스파이,어~ 뭐~ 스파이
스파이를 하면서,스파이를 하면서
어~ 제가 공공칠 시리즈는 뭐~ 다 본 적이 없어서 잘 모르겠지만 저희 어머니께서 진짜 좋아하셨거든요 그래서,어~ 제가 공공칠 시리즈는 뭐~ 다 본 적이 없어서 잘 모르겠지만 저희 어머니께서 진짜 좋아하셨거든요 그래서
뭐~ 스카이 폴이랑,뭐~ 스카이 폴이랑
스카이 폴 시리즈는 같이 봤었는데,스카이 폴 시리즈는 같이 봤었는데
보면은,보면은
아~,아~
공공칠하고 그  킹스맨도 저는 진짜 재밌게 봤었거든요.,공공칠하고 그  킹스맨도 저는 진짜 재밌게 봤었거든요.
보면은 그 우산,보면은 그 우산
우산 하나 우산이 뭐~ 우산 하나로 뭐~ 방패 무기 다 되고,우산 하나 우산이 뭐~ 우산 하나로 뭐~ 방패 무기 다 되고
그 서류 가방 같은 게,그 서류 가방 같은 게
서류 가방 같은 데서 그 총이 나오고,서류 가방 같은 데서 그 총이 나오고
약간 그런 게 저는 너무 신기하더라구요 그래서,약간 그런 게 저는 너무 신기하더라구요 그래서
수트를 쫙 빼입고 하는 게 너무 멋있다고 생각도 들면서도 신기하기도 하더라구요.,수트를 쫙 빼입고 하는 게 너무 멋있다고 생각도 들면서도 신기하기도 하더라구요.
그리고 또 안경 이제 안경에도 뭐~ 무슨,그리고 또 안경 이제 안경에도 뭐~ 무슨
요새 말하는 그 스리 디,요새 말하는 그 스리 디
스리 디 영화 볼 때처럼 약간 그런 게,스리 디 영화 볼 때처럼 약간 그런 게
약간 정보력 그런 게 탑재 돼가지구 그런 것도 너무 재밌었던 거 같구요.,약간 정보력 그런 게 탑재 돼가지구 그런 것도 너무 재밌었던 거 같구요.
음~,음~
그래서인지 요즘 뭐~ 초등학생들은 그냥 어릴 때부터 그냥,그래서인지 요즘 뭐~ 초등학생들은 그냥 어릴 때부터 그냥
저희들은 장난감을 사달라고 쫄랐던 거 같은데,저희들은 장난감을 사달라고 졸랐던 거 같은데
요새 애들은 그냥 코딩을 배워가지고 장난감을 만들더라구요 그래갖고 조립을 해가지구,요새 애들은 그냥 코딩을 배워가지고 장난감을 만들더라구요 그래갖고 조립을 해가지구
뭐~ 무슨 지게차처럼,뭐~ 무슨 지게차처럼
자기가 진짜 조립을 해서 코딩해서 만들어가지구,자기가 진짜 조립을 해서 코딩해서 만들어가지구
뭔가 물건을 들기도 하고,뭔가 물건을 들기도 하고
뭐~ 자율 주행도 해보고,뭐~ 자율 주행도 해보고
쫌 약간 그런 게 너무 신기했던 거 같구요.,조금 약간 그런 게 너무 신기했던 거 같구요.
그리고 쫌,그리고 조금
아~ 드론 있잖아요 드론도,아~ 드론 있잖아요 드론도
저 제때에는 그냥 다들 뭐~ 남들 놀이고,저 제때에는 그냥 다들 뭐~ 남들 놀이고
비행기를 사달라구,비행기를 사달라구
비 장난감 비행기를 사달라고 쫄랐던 거 같은데,비 장난감 비행기를 사달라고 졸랐던 거 같은데
요새 애들은 또 드론을 가지고 놀더 드론을 조종하면서 놀더라구요.,요새 애들은 또 드론을 가지고 놀더 드론을 조종하면서 놀더라구요.
어~ 어~ 집안에서 막 조종을 하기도 하고,어~ 어~ 집안에서 막 조종을 하기도 하고
어~ 작년이나 재작년쯤에는,어~ 작년이나 재작년쯤에는
제가 태화강 국가 정원 산택하는 거를 좋아한단 말이에요?,제가 태화강 국가 정원 산택하는 거를 좋아한단 말이에요?
하는데 뭐~ 아버지랑 아들이,하는데 뭐~ 아버지랑 아들이
아들이 그,아들이 그
저는 그 연 날리는 것만 보다가,저는 그 연 날리는 것만 보다가
그~,그~
애기가 그 드론을 날리고 그 깜깜한 하늘에 그 그게 빤짝빤 빤짝하면서 너무,애기가 그 드론을 날리고 그 깜깜한 하늘에 그 그게 빤짝빤 빤짝하면서 너무
이쁘드라구요 약간 그랬던 기억이 있어요 그리구,이쁘드라구요 약간 그랬던 기억이 있어요 그리구
요새는 어~ 저는 운전면허가 없어서 잘 모르겠는데,요새는 어~ 저는 운전면허가 없어서 잘 모르겠는데
그 요새는 그 자율 주행차라고 나왔잖아요.,그 요새는 그 자율 주행차라고 나왔잖아요.
자율 주행차,자율 주행차
보면 뭐~ 뭐~ 광고도,보면 뭐~ 뭐~ 광고도
쫌 약간 친환경적이구 뭐~ 수소 자동차,조금 약간 친환경적이구 뭐~ 수소 자동차
그런 거를 하면서,그런 거를 하면서
어~ 굉장히 많이 발전을 한 거 같애요.,어~ 굉장히 많이 발전을 한 거 같애요.
어~ 님은 어떠신가요?,어~ 님은 어떠신가요?
음~ 확실히,음~ 확실히
예전에 초등학교 다닐 때 생각을 해보고,예전에 초등학교 다닐 때 생각을 해보고
지금 아이들이 어떻게 노는가를 봤을 때 어~,지금 아이들이 어떻게 노는가를 봤을 때 어~
그 풍경 자체는 굉장히 쫌 많이 달라진 걸로 쫌 보여요.,그 풍경 자체는 굉장히 조금 많이 달라진 걸로 조금 보여요.
제가 초등학생 때 중학생 때 어떻게 놀았는지 쫌 생각을 해보면,제가 초등학생 때 중학생 때 어떻게 놀았는지 조금 생각을 해보면
오히려 쫌,오히려 조금
뛰어노는 그런,뛰어노는 그런
놀이들이 많았죠 어~,놀이들이 많았죠 어~
당장 그 고전 놀이 중에 이제 그 무궁화꽃이 피었습니다 부터,당장 그 고전 놀이 중에 이제 그 무궁화꽃이 피었습니다 부터
시작을 해서 뭐~ 말뚝박기라던가,시작을 해서 뭐~ 말뚝박기라던가
어~ 제일 기본적인 숨바꼭질 술래잡기,어~ 제일 기본적인 숨바꼭질 술래잡기
어~ 그땐 그런 것들이 근데 재밌었어요.,어~ 그땐 그런 것들이 근데 재밌었어요.
어~ 재밌었고,어~ 재밌었고
이 옷 더럽히고 집에 들어가면 엄마한테 응 등짝 맞고,이 옷 더럽히고 집에 들어가면 엄마한테 응 등짝 맞고
응 어~ 저도,응 어~ 저도
아이들을 쫌 가르쳐본 적이 있는데,아이들을 조금 가르쳐본 적이 있는데
요즘 아이들이 어~ 뭘 하면서 노는지 생각을 해보면,요즘 아이들이 어~ 뭘 하면서 노는지 생각을 해보면
음~ 대체적으로 음~,음~ 대체적으로 음~
제가 본 모습은 문명의 힘을 빌리는 게 가장 많았죠.,제가 본 모습은 문명의 힘을 빌리는 게 가장 많았죠.
어~ 특히나 생각이 하나 나는 게 어~ 제가 방문교사 일을 할 때였는데,어~ 특히나 생각이 하나 나는 게 어~ 제가 방문교사 일을 할 때였는데
그때 당시 학생 중에 한 명이,그때 당시 학생 중에 한 명이
이제 막 초등학교에 올라가는 그런 학생이었어요.,이제 막 초등학교에 올라가는 그런 학생이었어요.
근데 그 학생을,근데 그 학생을
어~ 아버지가 혼자 키우시거든요?,어~ 아버지가 혼자 키우시거든요?
근데 아버지와,근데 아버지와
어~ 한번 상담을 하시는 거예요 아~ 딸내미가,어~ 한번 상담을 하시는 거예요 아~ 딸내미가
너무 좀 공부도 안 하고,너무 좀 공부도 안 하고
맨날 나한테  폰을 달라고 한다.,맨날 나한테  폰을 달라고 한다.
어~ 그럼 아버님 그,어~ 그럼 아버님 그
친구가 아버님한테 폰 받으면 그걸로 뭐 하나요?,친구가 아버님한테 폰 받으면 그걸로 뭐 하나요?
어~ 뭐~ 유튜브 볼 때도 있고 뭐~ 폰 게임 할 때도 있고,어~ 뭐~ 유튜브 볼 때도 있고 뭐~ 폰 게임 할 때도 있고
그런데 너무,그런데 너무
쫌 거기에 물드는 거 같아서 쫌 걱정이네요 선생님 계속 이렇게,조금 거기에 물드는 거 같아서 조금 걱정이네요 선생님 계속 이렇게
말씀을 하시드라구요.,말씀을 하시드라구요.
음~ 뭐~ 물론,음~ 뭐~ 물론
뭐가 맞고 틀리다는 없을 거예요 그냥,뭐가 맞고 틀리다는 없을 거예요 그냥
뭐~ 나는,뭐~ 나는
예 뭐~ 흔히 말하는 나 때는,예 뭐~ 흔히 말하는 나 때는
내가 초등학생 때는 그렇게 뛰어노는 게 뭐~ 유행이었는데,내가 초등학생 때는 그렇게 뛰어노는 게 뭐~ 유행이었는데
요즘 초등학생들은,요즘 초등학생들은
음~ 그렇게 뭔가 전자기기를 활용을 한다거나 뭐~ 어떤,음~ 그렇게 뭔가 전자기기를 활용을 한다거나 뭐~ 어떤
기계를 만지면서 노는 것들,기계를 만지면서 노는 것들
뭐~ 그런 것들이 유행이구나,뭐~ 그런 것들이 유행이구나
뭐~ 그냥 그런 차이가 있다 뭐~ 그냥 그런 차이로 끝내면 돼 라고 생각을 하는데,뭐~ 그냥 그런 차이가 있다 뭐~ 그냥 그런 차이로 끝내면 돼 라고 생각을 하는데
음~ 전 쫌 개인적으로 생각을 했을 때는,음~ 전 조금 개인적으로 생각을 했을 때는
음~ 요즘,음~ 요즘
뭐~ 물론 이,뭐~ 물론 이
