사투리,표준어
저는 아무래도 삼십 대고 가정주부다 보니까,저는 아무래도 삼십 대고 가정주부다 보니까
마트 쇼핑을 되게 많이 하게 되거든요,마트 쇼핑을 되게 많이 하게 되거든요
이제 마트 쇼핑을 할 때,이제 마트 쇼핑을 할 때
웬만하면 뭐~ 할인제품이나 쿠폰 같은 거 많이 사용해서 갈려고 하는데,웬만하면 뭐~ 할인제품이나 쿠폰 같은 거 많이 사용해서 갈려고 하는데
지금  님은 마트 쇼핑 뭐즘,지금  님은 마트 쇼핑 뭐즘
가족이 없으시다면 뭐~ 마트 쇼핑 이런 거 할 일이 많으신가요?,가족이 없으시다면 뭐~ 마트 쇼핑 이런 거 할 일이 많으신가요?
어~ 저는 이제,어~ 저는 이제
집에서 이제 부모님하고 같이 지내고 있는데 마트를 이제 부모님이 일을 하시다 보니까 제가 장을 보러 그냥 제고 먹고 싶은 거 사러 가는 경우가,집에서 이제 부모님하고 같이 지내고 있는데 마트를 이제 부모님이 일을 하시다 보니까 제가 장을 보러 그냥 제고 먹고 싶은 거 사러 가는 경우가
종종 있기는 해요 근데,종종 있기는 해요 근데
이제 집 근처에 이마트하고 하나로 마트가 있는데,이제 집 근처에 이마트하고 하나로 마트가 있는데
어~ 하나로 마트는 쪼끔 솔직히 멀어서 이마트 주로 이용하고 있구요.,어~ 하나로 마트는 쪼끔 솔직히 멀어서 이마트 주로 이용하고 있구요.
금액적인 부분 가성비를 쪼끔 따지는 편이에요 그서,금액적인 부분 가성비를 쪼끔 따지는 편이에요 그서
어~  씨께서는 그러면 뭐~ 주로 구입하시는 거는 어떤 거를 구입하시는 건가요?,어~  씨께서는 그러면 뭐~ 주로 구입하시는 거는 어떤 거를 구입하시는 건가요?
저는 대부분 식자재나 뭐~ 아이들 먹을 간식,저는 대부분 식자재나 뭐~ 아이들 먹을 간식
거리를 사는 편인데 저도 이마트를 주로 애용을 하거든요.,거리를 사는 편인데 저도 이마트를 주로 애용을 하거든요.
이마트를 이용하게 된 계기가 사용하고 있는 카드사랑 연계가 돼서 포인트 적립도 많이 되기 때문에 가는 이유도 있고,이마트를 이용하게 된 계기가 사용하고 있는 카드사랑 연계가 돼서 포인트 적립도 많이 되기 때문에 가는 이유도 있고
집이랑 가까워서 가는 이유도 있는데,집이랑 가까워서 가는 이유도 있는데
최근에 더 이마트를 갈려고 한 이유는,최근에 더 이마트를 갈려고 한 이유는
제가 그전에 이제 뭐~ 이렇게 생활을 하고 이야기 아~ 이렇게 장을 보면서 몰랐던 부분인데,제가 그전에 이제 뭐~ 이렇게 생활을 하고 이야기 아~ 이렇게 장을 보면서 몰랐던 부분인데
