사투리,표준어
오늘 우리 콤플렉스에 대해서 이야기 함 해볼까?,오늘 우리 콤플렉스에 대해서 이야기 한 번 해볼까?
괜찮겠지?,괜찮겠지?
나는 콤플렉스가 하튼 눈이 좀 많이 나빠.,나는 콤플렉스가 하튼 눈이 좀 많이 나빠.
눈이 많이 나빠서 옛날에는 이 안경이 이렇게 뭐~ 선 쓰는 게 사람들이 쫌,눈이 많이 나빠서 옛날에는 이 안경이 이렇게 뭐~ 선 쓰는 게 사람들이 조금
일반적으로 안경쓰는 사람이 별로 없었으니까 안경을 쓴다는 거는 생각 못하고,일반적으로 안경쓰는 사람이 별로 없었으니까 안경을 쓴다는 거는 생각 못하고
눈이 나빠 가지고 실수를 한 게 되게 많아.,눈이 나빠 가지고 실수를 한 게 되게 많아.
자기는 혹시나 뭐~ 이렇게 어떤 자기도 안경을 쓰고 있는데 자기도 눈이 나빠?,자기는 혹시나 뭐~ 이렇게 어떤 자기도 안경을 쓰고 있는데 자기도 눈이 나빠?
응 나는 엄청 나쁘지.,응 나는 엄청 나쁘지.
아마 자기보다 더 많이 나쁠 걸.,아마 자기보다 더 많이 나쁠 걸.
어~ 처녀 때 아~ 안경을 써야지 그러면 그때 옛날이라 가지고 억수로 옛날 아이가 그때는,어~ 처녀 때 아~ 안경을 써야지 그러면 그때 옛날이라 가지고 대단히 옛날 아니야 그때는
뭐~ 안경 쓰면은 시집도 몬 간다는 어~ 그런 이야기가 있어 가지고,뭐~ 안경 쓰면은 시집도 못 간다는 어~ 그런 이야기가 있어 가지고
하 안경 쓰면은 저 뭐~ 장애자인가 이 이정도로 어~ 생각 돼 가지고,하 안경 쓰면은 저 뭐~ 장애자인가 이 이정도로 어~ 생각 돼 가지고
나쁘다 하는 걸 알면서도 그냥 안 끼고 안 끼고 막 계속 다녔어 그러니까 그러다 보니까네,나쁘다 하는 걸 알면서도 그냥 안 끼고 안 끼고 막 계속 다녔어 그러니까 그러다 보니까는
더 나빠져 뿟는 거라.,더 나빠져 버린 거야.
그래서 안 되겠다 싶어서 안경 맞추기는 맞췄어 그시절에 맞춰놓고 또,그래서 안 되겠다 싶어서 안경 맞추기는 맞췄어 그시절에 맞춰놓고 또
끼 보니까 뭐~ 하이튼 뭐~ 이 땅이 높아 보이고 처음에는 다 그랬는데 그걸 극복을 해야 되는데 모르고,끼 보니까 뭐~ 하여튼 뭐~ 이 땅이 높아 보이고 처음에는 다 그랬는데 그걸 극복을 해야 되는데 모르고
아 이 불편해서 뭐~ 도저히 몬 끼겠네 그라고 내가 내 자신이 막 이상하게 보이고,아 이 불편해서 뭐~ 도저히 못 끼겠네 그리고 내가 내 자신이 막 이상하게 보이고
그때만 해도 안경 쓴 사람이 그렇게 요즘처럼 흔하지가 않앴거든.,그때만 해도 안경 쓴 사람이 그렇게 요즘처럼 흔하지가 않았거든.
이 내 자신이 막 매 내만 쳐다보는 거 같고 이상해서 막 쪼금 쓰다가 빼 뿌리고 그래서 또 안 끼었어.,이 내 자신이 막 매 나만 쳐다보는 거 같고 이상해서 막 쪼금 쓰다가 빼 버리고 그래서 또 안 끼었어.
