사투리,표준어
그럼 꿈에 관하여 이야기 해볼까요?,그럼 꿈에 관하여 이야기 해볼까요?
행님 이제 얼마 전에,형님 이제 얼마 전에
임용 고시 시험지 치셨잖아요.,임용 고시 시험지 치셨잖아요.
이제 선생님 되기 위한 마지막 관문을 지나고 있는데,이제 선생님 되기 위한 마지막 관문을 지나고 있는데
뭔가 이제 와서 물어 보기에는 쪼끔 애매하지만?,뭔가 이제 와서 물어 보기에는 조금 애매하지만?
어쨌든 임용고시라는 시험을 치셨습니깐 말하는 건데,어쨌든 임용고시라는 시험을 치셨습니깐 말하는 건데
원래 꿈이 선생님이었어요?,원래 꿈이 선생님이었어요?
아니 나 원래 꿈은,아니 나 원래 꿈은
소방관이었는데 근데 그건 이제 초등학교 일 학년 때,소방관이었는데 근데 그건 이제 초등학교 일 학년 때
했던 거라서,했던 거라서
사실 아무 생각 없이 했지 그냥 남들 꿈 하나씩 다 적으라니까,사실 아무 생각 없이 했지 그냥 남들 꿈 하나씩 다 적으라니까
나도 적었다 했는데,나도 적었다 했는데
근데 이제 초등학교 일 학년 때,근데 이제 초등학교 일 학년 때
그 초등학교에서,그 초등학교에서
내가 적은 꿈이었나 그린 꿈이었나 어쨌든 그걸 이제 캡슐 안에 놓고 어떤 벽 밑에 다 묻었어 진짜 포크레인 가지고,내가 적은 꿈이었나 그린 꿈이었나 어쨌든 그걸 이제 캡슐 안에 놓고 어떤 벽 밑에 다 묻었어 진짜 포크레인 가지고
이십 년 뒤에 오라고,이십 년 뒤에 오라고
근데 그게 아직까지도 거기 있을 진 모르겠다.,근데 그게 아직까지도 거기 있을 진 모르겠다.
아~ 그러면 초등학교 때 처음 가진 꿈이 소방관이었다가,아~ 그러면 초등학교 때 처음 가진 꿈이 소방관이었다가
시간이 지나고,시간이 지나고
언제 그러면 아~ 나는 교사가 되야겠다 생각하신 거예요?,언제 그러면 아~ 나는 교사가 되야겠다 생각하신 거예요?
근데 그거는 이제 내가 중학교 때부터,근데 그거는 이제 내가 중학교 때부터
아니다 초등학교 오 학년 그 때부터 이제,아니다 초등학교 오 학년 그 때부터 이제
공부를 좀 시작을 했는데,공부를 좀 시작을 했는데
이제 하다 보니까 애들한테 이제 가르쳐 주는 게,이제 하다 보니까 애들한테 이제 가르쳐 주는 게
좀 재밌더라고,좀 재밌더라고
그래서 그 때 흥미가 좀 있었는데,그래서 그 때 흥미가 좀 있었는데
이제 중학교 때도 그랬고 고등학교 때도 그렇고,이제 중학교 때도 그랬고 고등학교 때도 그렇고
하다 보니까 아~ 이제,하다 보니까 아~ 이제
그~ 고등학교 때 느낀 게 내가 좋아하는 일을 하면서,그~ 고등학교 때 느낀 게 내가 좋아하는 일을 하면서
사는 게 낫지 않을까,사는 게 낫지 않을까
해서 막 솔직히 말하면 막상 꿈은 그렇게 없었어 그냥 막연한 꿈?,해서 막 솔직히 말하면 막상 꿈은 그렇게 없었어 그냥 막연한 꿈?
대 가야지.,대 가야지.
뭐~ 좋은 대학교 가야지 이렇게 생각만 했지.,뭐~ 좋은 대학교 가야지 이렇게 생각만 했지.
한 번도 이제 내가,한 번도 이제 내가
좋아하는 거에 대해서는 뭐~ 생각해 본 적이 없었는데,좋아하는 거에 대해서는 뭐~ 생각해 본 적이 없었는데
막상 보니까 이제 선생님이라는 직업이,막상 보니까 이제 선생님이라는 직업이
뭐~ 내가 생각하는 이제,뭐~ 내가 생각하는 이제
가장 좋아하는 일 중에 하나를 업으로 삼고 그 다음에,가장 좋아하는 일 중에 하나를 업으로 삼고 그 다음에
뭐~ 내가 가장 가치 있게 생각하는 이제 안정 안정적이다.,뭐~ 내가 가장 가치 있게 생각하는 이제 안정 안정적이다.
자유롭다 뭐~ 이런 것,자유롭다 뭐~ 이런 것
도 있어가지고 그냥 선생님으로 선택을 하게 됐지.,도 있어가지고 그냥 선생님으로 선택을 하게 됐지.
그러면은,그러면은
적성에 쪼끔 맞아서 선생님이라는 직업을,적성에 조금 맞아서 선생님이라는 직업을
이제 확실하게 가지신 거고,이제 확실하게 가지신 거고
이제 되기,이제 되기
전 단계에서,전 단계에서
형님이 생각하는,형님이 생각하는
형님이 되고 싶은 선생님 상이 있을 거 아니에요.,형님이 되고 싶은 선생님 상이 있을 거 아니에요.
어떤 상을 형님은 어떤 상이 되고 싶으세요?,어떤 상을 형님은 어떤 상이 되고 싶으세요?
그거는 모르겠어 나는 일단,그거는 모르겠어 나는 일단
막 스 막연하게 생각하는 거는,막 스 막연하게 생각하는 거는
사실 이런 걸 얘기하면은 보통 그냥 아이들 잘 챙겨주고,사실 이런 걸 얘기하면은 보통 그냥 아이들 잘 챙겨주고
불화 없고,불화 없고
카리스마 있고 뭐~ 이렇게 얘기하는데 사실 나도 이거를 목표로 하고 있긴 해.,카리스마 있고 뭐~ 이렇게 얘기하는데 사실 나도 이거를 목표로 하고 있긴 해.
근데 막상 가보면 또 어떻게 될 지 모르겠지.,근데 막상 가보면 또 어떻게 될 지 모르겠지.
근데 저도,근데 저도
이제 똑같이,이제 똑같이
선생님이 되고 싶어서,선생님이 되고 싶어서
물론 저도 어릴 때는,물론 저도 어릴 때는
꿨던 꿈 중에 하나가,꿨던 꿈 중에 하나가
저는 초등학교 때,저는 초등학교 때
중학교 거의 이 학년까지?,중학교 거의 이 학년까지?
진짜 의사가 되고 싶었거든요.,진짜 의사가 되고 싶었거든요.
왜냐하면,왜냐하면
그때 당시에는 진짜 순수한 마음에서,그때 당시에는 진짜 순수한 마음에서
아~ 의사는 누군가를 치료해 줄 수 있고,아~ 의사는 누군가를 치료해 줄 수 있고
누군가를 고쳐 줄 수 있고,누군가를 고쳐 줄 수 있고
그냥 이런 매력에 빠져가지고,그냥 이런 매력에 빠져가지고
누구에게나 존경받는 직업이고 또,누구에게나 존경받는 직업이고 또
내 주변 사람들 내가 아끼는 사람들이 아플 때,내 주변 사람들 내가 아끼는 사람들이 아플 때
내가,내가
그 사람들을 치료해 줄 수 있다 라는게,그 사람들을 치료해 줄 수 있다 라는게
너무 존경심을,너무 존경심을
내비천 내비 춘다고 해야 되나?,내비천 내비 춘다고 해야 돼?
그리고 너무 멋있어 보인다고 해야 되나?,그리고 너무 멋있어 보인다고 해야 돼?
그래서 저는 중학교 때까지는,그래서 저는 중학교 때까지는
의사를 꿈 꿨는데,의사를 꿈 꿨는데
중학교 삼 학년 때 이제 고등학교 입시를 치루고,중학교 삼 학년 때 이제 고등학교 입시를 치루고
고등학교 올라가고,고등학교 올라가고
