사투리,표준어
저희가 첫 번째로는 먹거리에 대해서 이야기 할 건데요.,저희가 첫 번째로는 먹거리에 대해서 이야기 할 건데요.
우리가 최근에 먹었던 게 김치전 그리고 조개찜 이었나?,우리가 최근에 먹었던 게 김치전 그리고 조개찜 이었어?
조개찜 있었고 랑 두 가지 같이 얘기해 볼게요?,조개찜 있었고 랑 두 가지 같이 얘기해 볼게요?
처음에 우리 하기 어려운 줄 알고 비 오는 날,처음에 우리 하기 어려운 줄 알고 비 오는 날
김치전 해 먹을 지 말 지 뭐~ 해물 찌짐이 먹을 지 고민 했었는데,김치전 해 먹을 지 말 지 뭐~ 해물 지짐이 먹을 지 고민 했었는데
생각보다 쉬워 가지고,생각보다 쉬워 가지고
우리 그거 해 먹을려고 했었잖아.,우리 그거 해 먹을려고 했었잖아.
우리 그 때 뭐 뭐 들어갔지?,우리 그 때 뭐 뭐 들어갔지?
일단 김치전은,일단 김치전은
그냥 김치 썰어 가지구,그냥 김치 썰어 가지구
그~ 부침 가루 거기에 이제 반죽 해 가지고 그냥 물 넣고 반죽해서,그~ 부침 가루 거기에 이제 반죽 해 가지고 그냥 물 넣고 반죽해서
김치 넣고 그 다음에,김치 넣고 그 다음에
계란은 이제 풀어도 되고 안 풀어도 되고 그거는 인제,계란은 이제 풀어도 되고 안 풀어도 되고 그거는 인제
기호 별로 하면 되고 하이튼 그렇게,기호 별로 하면 되고 하여튼 그렇게
인제 미 섞어서,인제 미 섞어서
그러면 후라이팬에 인제,그러면 후라이팬에 인제
기름 붓고,기름 붓고
불을 쪼끔 인제 달군 상태에서,불을 쪼끔 인제 달군 상태에서
어~ 그 반죽한 거를 잘 인제 펴 가지구 프라이팬에,어~ 그 반죽한 거를 잘 인제 펴 가지구 프라이팬에
넣고 굽기만 하면 되는데,넣고 굽기만 하면 되는데
중요한 건 이 때 처음에,중요한 건 이 때 처음에
내가 실수한 게 이~ 두께를 몰라 가지고 좀 많이 두껍게 해 가지고,내가 실수한 게 이~ 두께를 몰라 가지고 좀 많이 두껍게 해 가지고
이제 좀 실패 한 게 있었는데 그게,이제 좀 실패 한 게 있었는데 그게
좀 잘 뒤집어지지가 않아서,좀 잘 뒤집어지지가 않아서
김치전은 일단은 쪼끔 가능한 좀 얇게 펴서,김치전은 일단은 쪼끔 가능한 좀 얇게 펴서
구워야지 좀 잘 째지지 않고 잘,구워야지 좀 잘 째지지 않고 잘
구필리는 거 같더라고,구필리는 거 같더라고
근데 오빠 우리 김치랑 부침 가루에 스팸 넣었잖아.,근데 오빠 우리 김치랑 부침 가루에 스팸 넣었잖아.
아~ 맞다 스팸도 넣었는데 그게 스팸 넣으면은 이제 좀 더 맛이 더 맛있었던 거 같,아~ 맞다 스팸도 넣었는데 그게 스팸 넣으면은 이제 좀 더 맛이 더 맛있었던 거 같
스팸 넣으니깐 간이 되서 더 맛있는 거 같던데?,스팸 넣으니깐 간이 되서 더 맛있는 거 같던데?
스팸을 넣으면 소금은 인제 좀 적게 놓거나 안 넣어도 될 거 같더라고,스팸을 넣으면 소금은 인제 좀 적게 놓거나 안 넣어도 될 거 같더라고
우리 그 때 소금 안 넣고 부침가루랑,우리 그 때 소금 안 넣고 부침가루랑
물이랑 스팸만 넣었는데 맛있게 잘 되던데?,물이랑 스팸만 넣었는데 맛있게 잘 되던데?
어 그래서 스팸을 넣을 때는 따로 뭐~,어 그래서 스팸을 넣을 때는 따로 뭐~
소금이나 조미료를 안 넣어도,소금이나 조미료를 안 넣어도
