사투리,표준어
보통 애니메이션은 잘 안 보는데 애니메이션 대신에,보통 애니메이션은 잘 안 보는데 애니메이션 대신에
웹툰을 많이 보거든?,웹툰을 많이 보거든?
원래 웹툰을 많이 보다가 잠깐 공부하는,원래 웹툰을 많이 보다가 잠깐 공부하는
생각보다 방해가 많이 돼 가지고,생각보다 방해가 많이 돼 가지고
웹툰을 끊었 끊었다 아니 뭐 줄였다가 맞는데,웹툰을 끊었 끊었다 아니 뭐 줄였다가 맞는데
웹툰을 많이 줄였는데,웹툰을 많이 줄였는데
제 자꾸 새로운 신작들이 나오면서,제 자꾸 새로운 신작들이 나오면서
또 이걸 하나씩 하나씩 보니까는 보는게 또 많아진 거야.,또 이걸 하나씩 하나씩 보니까는 보는게 또 많아진 거야.
목요일이 목요일 웹툰인가 그 때 웹툰 보면은,목요일이 목요일 웹툰인가 그 때 웹툰 보면은
보는 게 엄청 많거든 토요일도 그렇고?,보는 게 엄청 많거든 토요일도 그렇고?
그래가지고 원래 네이버 웹툰만 보다가 다음 웹툰도 보기 시작했는데,그래가지고 원래 네이버 웹툰만 보다가 다음 웹툰도 보기 시작했는데
다음 웹툰에 재밌는 게 너무 많아가지고,다음 웹툰에 재밌는 게 너무 많아가지고
웹툰 보는데만 한 세 시간 쓰는 거 같거든?,웹툰 보는데만 한 세 시간 쓰는 거 같거든?
그래서 가끔은 뭐~ 그거 보다 보면 현타가 올 때도 있고 짜증 날 때가 있긴 한데,그래서 가끔은 뭐~ 그거 보다 보면 현타가 올 때도 있고 짜증 날 때가 있긴 한데
니는 웹툰 많이 보나?,너는 웹툰 많이 봐?
나는 옛날 웹툰들을 되게 많이 봤는데 최근 것들은 좀 적게 본다 라는 느낌이 좀 있어서,나는 옛날 웹툰들을 되게 많이 봤는데 최근 것들은 좀 적게 본다 라는 느낌이 좀 있어서
아무래도 일단 수능 때문에 내가 지금 압박감이 있어서 웹툰을 좀 줄여야 하는 거 아닌가라는 생각을 좀 많이 하고,아무래도 일단 수능 때문에 내가 지금 압박감이 있어서 웹툰을 좀 줄여야 하는 거 아닌가라는 생각을 좀 많이 하고
근데 근데 자꾸 이제 보고 싶어지는 그런 느낌이 있거든?,근데 근데 자꾸 이제 보고 싶어지는 그런 느낌이 있거든?
내가 네이버 웹툰을 좀 많이 보는 편인데 네이버 웹툰에서 이번에 완결이 났는데,내가 네이버 웹툰을 좀 많이 보는 편인데 네이버 웹툰에서 이번에 완결이 났는데
화장 지워주는 남자라고 있는데 내가 이걸 진짜 좋아해 주인공이 되게,화장 지워주는 남자라고 있는데 내가 이걸 진짜 좋아해 주인공이 되게
막힘없이 앞으로 슬슬 나가 느낌 그런,막힘없이 앞으로 슬슬 나가 느낌 그런
캐릭터라서 내가 너무 좋아하거든 혹시 이 웹툰 본 적 있,캐릭터라서 내가 너무 좋아하거든 혹시 이 웹툰 본 적 있
아니 나는 그 웹툰 안 봤고 뭐지 화장 지워주는 남자 라길래 뭔가,아니 나는 그 웹툰 안 봤고 뭐지 화장 지워주는 남자 라길래 뭔가
그게 딱 처음 나왔을 때는 내 관점이 남자 화장을 지우고 준다고?,그게 딱 처음 나왔을 때는 내 관점이 남자 화장을 지우고 준다고?
이런 이런 느낌이여가지고,이런 이런 느낌이여가지고
그거 한 일 이 화보다가,그거 한 일 이 화보다가
보다가 뭐 관심이 없어선지 내 관심사랑 안 맞아선지는 안 봤던 거 같애 그래서,보다가 뭐 관심이 없어선지 내 관심사랑 안 맞아선지는 안 봤던 거 같애 그래서
그게 뭔 내용인지 잘 모르고,그게 뭔 내용인지 잘 모르고
내가 좋아하는 웹툰 중에 가장 최근에 완결난 거는 유미의 세포들이라는 웹툰 이거든?,내가 좋아하는 웹툰 중에 가장 최근에 완결난 거는 유미의 세포들이라는 웹툰 이거든?
그거 엄청 잘 봤단 말이야 그래서,그거 엄청 잘 봤단 말이야 그래서
제 그거를 나는 윰세라고 부르는데 어느 정도 보니까 사람들이 다 그렇게 부르더라고?,제 그거를 나는 윰세라고 부르는데 어느 정도 보니까 사람들이 다 그렇게 부르더라고?
그래서 내가 이거 내가 정한 줄 알았는데,그래서 내가 이거 내가 정한 줄 알았는데
했더니 생각보 생각해 보니까 남들이 많이 정했더라고?,했더니 생각보 생각해 보니까 남들이 많이 정했더라고?
다들 윰세라 부르는구나 했는데,다들 윰세라 부르는구나 했는데
그 웹툰이,그 웹툰이
작가가 이동건이란 사람이든?,작가가 이동건이란 사람이든?
근데 그 사람이 생각보다 엄청 창의적인 거 같애.,근데 그 사람이 생각보다 엄청 창의적인 거 같애.
그~ 세 그~ 뇌에 대해서 그렇게 세포를 그리는 것도 그렇고,그~ 세 그~ 뇌에 대해서 그렇게 세포를 그리는 것도 그렇고
주인공이 유민데 유미 부모님한테서 이제,주인공이 유민데 유미 부모님한테서 이제
세포를 받아온단 말이야 그거를 묘사했던 장면이 엄청 인상 깊었던 것 같애.,세포를 받아온단 말이야 그거를 묘사했던 장면이 엄청 인상 깊었던 것 같애.
아빠 아빠 쪽에서 이성 세포,아빠 아빠 쪽에서 이성 세포
약간 이런 이런 애들이 오고 엄마 쪽에선 감성 세포  온단 말이야.,약간 이런 이런 애들이 오고 엄마 쪽에선 감성 세포  온단 말이야.
돌아다니는 그런 글이나 뭐~ 눈물 같은 거 보면은 남자는 약간 이성적이고 여자는 감성적인 거에 강하다,돌아다니는 그런 글이나 뭐~ 눈물 같은 거 보면은 남자는 약간 이성적이고 여자는 감성적인 거에 강하다
그러잖아.,그러잖아.
그래서 아~ 이거 이렇게 표현한다고 이러면서 약간 표현력에 많이 감탄을  했었어.,그래서 아~ 이거 이렇게 표현한다고 이러면서 약간 표현력에 많이 감탄을  했었어.
그래서 그 웹툰이 영원히 안 끝나길 바랐는데,그래서 그 웹툰이 영원히 안 끝나길 바랐는데
생각해 보니 벌써 끝났 끝나 버렸더라고?,생각해 보니 벌써 끝났 끝나 버렸더라고?
너무 아쉬워 사실 좀 더 해 줬으면 좋겠는데,너무 아쉬워 사실 좀 더 해 줬으면 좋겠는데
구상해놓은 이야기가 거기까지인 거일 수도 있고 몸에 무리가 왔으니까 그냥 거기서 끝을 낼 걸 수도 있고 해서,구상해놓은 이야기가 거기까지인 거일 수도 있고 몸에 무리가 왔으니까 그냥 거기서 끝을 낼 걸 수도 있고 해서
아쉽지만 보내 주는 웹툰이지?,아쉽지만 보내 주는 웹툰이지?
그리고 또 다른 웹툰 중에는,그리고 또 다른 웹툰 중에는
완결된 지 오래 됐는데 슈퍼 시크릿이라는 웹툰 내가 마이,완결된 지 오래 됐는데 슈퍼 시크릿이라는 웹툰 내가 많이
엄청 애착 애정 했단 말이야?,엄청 애착 애정 했단 말이야?
그래서 그거를 되게 좋아했는데,그래서 그거를 되게 좋아했는데
그것도 그거 약간 요괴,그것도 그거 약간 요괴
요괴 이런 얘기란 말이야 그래서 나는,요괴 이런 얘기란 말이야 그래서 나는
그거를 보면서,그거를 보면서
너무 판타지물인 거 같은데 싶었는데,너무 판타지물인 거 같은데 싶었는데
로맨스물이 섞여 있는 거야  그래가지고 내가 그거 보면서,로맨스물이 섞여 있는 거야  그래가지고 내가 그거 보면서
너무 재밌다 이래가지고,너무 재밌다 이래가지고
그거를 정주행을 한 세 번 한 거 같애.,그거를 정주행을 한 세 번 한 거 같애.
내가 원래 웹툰을 보면 정주행을 안 하거든,내가 원래 웹툰을 보면 정주행을 안 하거든
왜 봤던 거 또 보고 하면 질려서 어지간하면 잘 안 보는데,왜 봤던 거 또 보고 하면 질려서 어지간하면 잘 안 보는데
그걸 세 번씩이나 봤단 말야 웹툰을,그걸 세 번씩이나 봤단 말야 웹툰을
그래가지고,그래가지고
이제 그게 완결이나고,이제 그게 완결이나고
유료화까지 돼 버리니까 이제 못 보는 거야.,유료화까지 돼 버리니까 이제 못 보는 거야.
그래서 너무 아쉬운데,그래서 너무 아쉬운데
좀 난 다시 보고 싶어.,좀 난 다시 보고 싶어.
너는 그렇게 완결 되고 유료가 되서 못 보는 웹툰 중에,너는 그렇게 완결 되고 유료가 되서 못 보는 웹툰 중에
가장 기억에 남는 웹툰이 있어?,가장 기억에 남는 웹툰이 있어?
나는 아직까지는 그런 웹툰이 없는데 곧 있으면 유료화가 되는,나는 아직까지는 그런 웹툰이 없는데 곧 있으면 유료화가 되는
웹툰이 있단 말이야 근데,웹툰이 있단 말이야 근데
이런 영웅은 싫어라는 웹툰인데 들어 봤을 지는 모르겠는데 이게 되게,이런 영웅은 싫어라는 웹툰인데 들어 봤을 지는 모르겠는데 이게 되게
마니아들 사이에서는 엄청 유명한 웹툰이거든?,마니아들 사이에서는 엄청 유명한 웹툰이거든?
내가 이 웹툰을 진짜 너무 좋아해서 한 다섯 번쯤은 정주행 했던 거 같아 이게,내가 이 웹툰을 진짜 너무 좋아해서 한 다섯 번쯤은 정주행 했던 거 같아 이게
중학교 때였나 내가 그때부터 계속 이 웹툰에 되게 여러 번 완독 하면서 이제,중학교 때였나 내가 그때부터 계속 이 웹툰에 되게 여러 번 완독 하면서 이제
이 웹툰이 단행본도 나왔단 말이야 그래서 내가 이,이 웹툰이 단행본도 나왔단 말이야 그래서 내가 이
이 단행본 진짜 사고 싶었는데 내가 돈이 없어가지고 참는다 하면서,이 단행본 진짜 사고 싶었는데 내가 돈이 없어가지고 참는다 하면서
그러고 있었거든 근데 이 웹툰이 되게 재밌는 게 뭐냐면 좀 판타지란 말이야.,그러고 있었거든 근데 이 웹툰이 되게 재밌는 게 뭐냐하면 좀 판타지란 말이야.
얘네가 이제 주인공들이나 아니 세계가 막,얘네가 이제 주인공들이나 아니 세계가 막
초능력 같은 걸 쓸 수도 있고,초능력 같은 걸 쓸 수도 있고
제 동물이 인간처럼 이제,제 동물이 인간처럼 이제
인간화 되는 그런 내용이 있고 되게,인간화 되는 그런 내용이 있고 되게
그런데 이제 여기 악당이,그런데 이제 여기 악당이
되게 뭐지?,되게 뭐지?
자신에 목적을 이루기 위해서 라면 뭐든지 하는데 그 목적이,자신에 목적을 이루기 위해서 라면 뭐든지 하는데 그 목적이
자신을 사랑이야.,자신을 사랑이야.
이제 한 여자한테 반해가지고,이제 한 여자한테 반해가지고
그 여자를 위해서라면 뭐든지 해줄려는 그런 악당이야.,그 여자를 위해서라면 뭐든지 해줄려는 그런 악당이야.
근데 얘가 좀 나쁜 애야.,근데 얘가 좀 나쁜 애야.
