사투리,표준어
나는 지금도 그렇고 어릴 때부터 문학 작품을 그렇게 많이,나는 지금도 그렇고 어릴 때부터 문학 작품을 그렇게 많이
읽지도 않았고 선호하지도 않았거든.,읽지도 않았고 선호하지도 않았거든.
근데 문학 작품에도 종류가 되게 많잖아 소설부터 수필,근데 문학 작품에도 종류가 되게 많잖아 소설부터 수필
시 뭐~ 그런 것들이 있는데 혹시,시 뭐~ 그런 것들이 있는데 혹시
니는 문학 작품 중에서,너는 문학 작품 중에서
어떤 종류를 쫌 좋아하고 많이 읽는 편인데?,어떤 종류를 조금 좋아하고 많이 읽는 편인데?
나는,나는
그~ 롱타임 어고라고 하지,그~ 롱타임 어고라고 하지
어릴 때부터 아주 어릴 때부터 우리 아부지가,어릴 때부터 아주 어릴 때부터 우리 아버지가
나는 공부란 걸 해 본 적도 없고 뭐~,나는 공부란 걸 해 본 적도 없고 뭐~
집에 뭐~ 일찍 일찍 들어가는 그런 말 잘 듣는 아들이 아인데도,집에 뭐~ 일찍 일찍 들어가는 그런 말 잘 듣는 아들이 아닌데도
그~ 우리 아버지가 한 번도 내 그런 것에 대해서 터치를 한 번도 해 본,그~ 우리 아버지가 한 번도 내 그런 것에 대해서 터치를 한 번도 해 본
하신 적이 없고,하신 적이 없고
난 늘 딱 한 마디 한 마디만 하셨어.,난 늘 딱 한 마디 한 마디만 하셨어.
책 읽어라 책 읽어라 책만 읽어라.,책 읽어라 책 읽어라 책만 읽어라.
그 얘기를 내가 귀에 딱지가 앉도록,그 얘기를 내가 귀에 딱지가 앉도록
듣고 자라서 그런진 모르겠는데,듣고 자라서 그런진 모르겠는데
난 뭐~ 그냥 어릴 때부터,난 뭐~ 그냥 어릴 때부터
책을 쫌,책을 조금
이~ 반강제라고 해야 될까 뭐~ 어쨌든,이~ 반강제라고 해야 될까 뭐~ 어쨌든
근데 일단은 우리 아빠가 책을 일단 쌓아놓고 항상 살았으니까,근데 일단은 우리 아빠가 책을 일단 쌓아놓고 항상 살았으니까
그래 가지고 뭐~ 자연스럽게 뭐~ 인간은 유전적인 요인이 또 성장 환경에,그래 가지고 뭐~ 자연스럽게 뭐~ 인간은 유전적인 요인이 또 성장 환경에
성장에 많이 영향을 끼친다고 하면,성장에 많이 영향을 끼친다고 하면
그 유전 못지않게 환경이라는 것도 또 지대한 영향을 인간사에 끼치니까,그 유전 못지않게 환경이라는 것도 또 지대한 영향을 인간사에 끼치니까
한 사람 성향이나 뭐~,한 사람 성향이나 뭐~
