사투리,표준어
예 요즘 그~,예 요즘 그~
그~ 코로나 때문에 경제 위기라는 소리를 주위에서 굉장히 많이 듣고 있잖아요.,그~ 코로나 때문에 경제 위기라는 소리를 주위에서 굉장히 많이 듣고 있잖아요.
근데 그~  님은 그~,근데 그~  님은 그~
이런 위기 때 혹시 소비나 저축 관련해서,이런 위기 때 혹시 소비나 저축 관련해서
따로 뭐~ 준비하시는 부분들이 있으세요?,따로 뭐~ 준비하시는 부분들이 있으세요?
아~ 저는 일단은 제가 대학생이라서,아~ 저는 일단은 제가 대학생이라서
어~,어~
뭐~ 따로 저축할 만한 돈 큰돈 이런 게 없었고,뭐~ 따로 저축할 만한 돈 큰돈 이런 게 없었고
또 코로나고 또 외출할 일이 별로 없다 보니까,또 코로나고 또 외출할 일이 별로 없다 보니까
제가 막 어~ 옷을 산다거나 뭐~ 따로 필요한,제가 막 어~ 옷을 산다거나 뭐~ 따로 필요한
걸  살려고 했는데,걸  살려고 했는데
이에 코로나 때문에 이제 나갈 일도 없고,이에 코로나 때문에 이제 나갈 일도 없고
또 그~ 만약에 어떤 물건을 사도 이거 이거를,또 그~ 만약에 어떤 물건을 사도 이거 이거를
한 번 쓸까 두 번 쓸까 뭐~ 이렇게 별로 안 쓰니까는 막,한 번 쓸까 두 번 쓸까 뭐~ 이렇게 별로 안 쓰니까는 막
소비에 대해서 한 번 더 생각하게 되는,소비에 대해서 한 번 더 생각하게 되는
어~ 그렇게 뭐~ 절약하게 되더라고요.,어~ 그렇게 뭐~ 절약하게 되더라고요.
그러다 보니까 올해 올해는 제가 정말 뭐~ 분기마다 옷은 한 번씩 샀었는데,그러다 보니까 올해 올해는 제가 정말 뭐~ 분기마다 옷은 한 번씩 샀었는데
어~ 올해는 정말 옷을 한 번도 안 산 분기도 있고,어~ 올해는 정말 옷을 한 번도 안 산 분기도 있고
뭐~ 또,뭐~ 또
어~ 제가 또 인제 취준생이고 해서 뭐~,어~ 제가 또 인제 취준생이고 해서 뭐~
정장이나 이런 거,정장이나 이런 거
이런 이제 갑자기 나가게 될 나가 나간,이런 이제 갑자기 나가게 될 나가 나간
나가게 될 일이 있어서 이럴 때만 잠깐잠깐 돈을 쓰고,나가게 될 일이 있어서 이럴 때만 잠깐잠깐 돈을 쓰고
어~ 최근에는 돈을 전혀 안 썼어요.,어~ 최근에는 돈을 전혀 안 썼어요.
어~ 그~ 코로나 요즘 코로나 때문에 경제가 안 좋다고 하는데,어~ 그~ 코로나 요즘 코로나 때문에 경제가 안 좋다고 하는데
어~ 또 자영업자분들이 요즘 특히 좀 더 임대료나 이런 것 때문에,어~ 또 자영업자분들이 요즘 특히 좀 더 임대료나 이런 것 때문에
어~ 돈이 어~ 돈 이제 소 사람들이 소비도 잘 안 하고,어~ 돈이 어~ 돈 이제 소 사람들이 소비도 잘 안 하고
또 임대료는 임대료대로 나가다 보니까 많이 힘들다고 들었는데,또 임대료는 임대료대로 나가다 보니까 많이 힘들다고 들었는데
어~ 제가 올해는 저 나갈 일도 별로 없고 한다 보니까,어~ 제가 올해는 저 나갈 일도 별로 없고 한다 보니까
이게 뉴스에서만 접하다 보니까 좀 제가 아직 뭐~ 살,이게 뉴스에서만 접하다 보니까 좀 제가 아직 뭐~ 살
와닿지 않아서 혹시,와닿지 않아서 혹시
님께서는 혹시 이런 걸 직접  경험,님께서는 혹시 이런 걸 직접  경험
좀 와닿으신 적이 있으신가요?,좀 와닿으신 적이 있으신가요?
경제 위기 이런 위기가 왔다?,경제 위기 이런 위기가 왔다?
저는 이케 저희 아빠가,저는 이렇게 저희 아빠가
그~ 공무원이기 때문에 이런 경제 위기가 물론 인제 그~,그~ 공무원이기 때문에 이런 경제 위기가 물론 인제 그~
그거 부분은 좀 줄었어요 이케,그거 부분은 좀 줄었어요 이렇게
휴가라든지 이런 걸 억지로 가야 되고 그다음에 인제 무슨 수당이라 그럽니까?,휴가라든지 이런 걸 억지로 가야 되고 그다음에 인제 무슨 수당이라 그럽니까?
그런 수당들이 굉장히 많이 준 부분은 있는데,그런 수당들이 굉장히 많이 준 부분은 있는데
그렇게 크게,그렇게 크게
이케 이케 내가 생활하는데 어렵다라거나 이런 부분은 못 느끼는데,이렇게 이렇게 내가 생활하는데 어렵다라거나 이런 부분은 못 느끼는데
이제 아까 그~ 제 막냇동생이,이제 아까 그~ 제 막냇동생이
그~ 학원을 합니다 그니까 피아노하고 미술 학원을 하거든요.,그~ 학원을 합니다 그니까 피아노하고 미술 학원을 하거든요.
근데 올 초부터 해서,근데 올 초부터 해서
그~ 그~ 어려움 부분들을 굉장히 많이 호소를 했었어요 그리고 실제로 지금,그~ 그~ 어려움 부분들을 굉장히 많이 호소를 했었어요 그리고 실제로 지금
그~ 일 년 올 초부터 해서 이제 그~ 학원 문을 닫았다가,그~ 일 년 올 초부터 해서 이제 그~ 학원 문을 닫았다가
이제 조금 인제 괜찮아지는 바람에 인제 조금 다시 열었다가를 반복을 하다가,이제 조금 인제 괜찮아지는 바람에 인제 조금 다시 열었다가를 반복을 하다가
결국은 올 얼마 전 십이월달에 결론적으로 이제 그~ 학원을 폐업을 했습니다.,결국은 올 얼마 전 십이월달에 결론적으로 이제 그~ 학원을 폐업을 했습니다.
게 그~ 더 이상 버틸 수 없으니까 임대료 부분도,게 그~ 더 이상 버틸 수 없으니까 임대료 부분도
이케 주인 상가분 상가 임대해 주시는 부분이 굉장히 좋으신 분이라서,이렇게 주인 상가분 상가 임대해 주시는 부분이 굉장히 좋으신 분이라서
임대료를 일부 이렇게 조금 이케 깎아주기는 하셨는데,임대료를 일부 이렇게 조금 이렇게 깎아주기는 하셨는데
고것도 인제 한계치에 달하기도 하고 더 이상,그것도 인제 한계치에 달하기도 하고 더 이상
학생 수가 거의 자기 말로는,학생 수가 거의 자기 말로는
아~ 삼 분의 일?,아~ 삼 분의 일?
그니까 삼 분의 일 정도가 줄게 되니까 강사 월급이라든지 임대료라든지,그니까 삼 분의 일 정도가 줄게 되니까 강사 월급이라든지 임대료라든지
기존 이제 나가야 되는 어떤 그런 부분들은 계속 나가야 되니까,기존 이제 나가야 되는 어떤 그런 부분들은 계속 나가야 되니까
이자 그래서 월세도 이렇게 깎아주시기도 하셨는데 월세도 못 내게 되고 뭐~,이자 그래서 월세도 이렇게 깎아주시기도 하셨는데 월세도 못 내게 되고 뭐~
기사 월급도 이제 일부 이제 시간이 이제 학생들이 적다 보니까,기사 월급도 이제 일부 이제 시간이 이제 학생들이 적다 보니까
뭐~ 차량 운행하는 시간이 줄어들어서,뭐~ 차량 운행하는 시간이 줄어들어서
기사 월급도 적게 주게 되니까 기사님께서도,기사 월급도 적게 주게 되니까 기사님께서도
몇 달은 참으시더니 이제,몇 달은 참으시더니 이제
