사투리,표준어
전자기기 또 너무 사랑하지.,전자기기 또 너무 사랑하지.
돈 열심히 번 걸로 에어팟 프로 샀다 아이가.,돈 열심히 번 걸로 에어팟 프로 샀지 않니.
이 노이즈캔슬링 기능이 얼마나 좋은지 쫌 차 많이 다니는 도로에서는,이 노이즈캔슬링 기능이 얼마나 좋은지 조금 차 많이 다니는 도로에서는
나 노이즈캔슬링 끄고 다녀.,나 노이즈캔슬링 끄고 다녀.
뒤에서 차가 오는지 오토바이가 오는지 노래 소리 음량 쪼금만 키워놔도,뒤에서 차가 오는지 오토바이가 오는지 노래 소리 음량 쪼금만 키워놔도
소리가 다 차단 돼 가지구 하나도 안 들린단 말이야.,소리가 다 차단 돼 가지구 하나도 안 들린단 말이야.
그래서 그냥 노래를 너무 즐기고 싶어서 그런 차 많은 도로에서도,그래서 그냥 노래를 너무 즐기고 싶어서 그런 차 많은 도로에서도
노이즈캔슬링 켜 놓고 가면은 깜짝깜짝 놀랄 때 엄청 많다.,노이즈캔슬링 켜 놓고 가면은 깜짝깜짝 놀랄 때 엄청 많다.
차가 갑자기 지나가니까 소리소문없이 오니까 놀라 가주구,차가 갑자기 지나가니까 소리소문없이 오니까 놀라 가지고
요고 말고도 운동하는 것도 좋아하니까 에어팟 에어 와치 애플 와치 사고 싶은데,요고 말고도 운동하는 것도 좋아하니까 에어팟 에어 와치 애플 와치 사고 싶은데
근데 애플 와치 너무 비싸다 아이가 암만 이번에 보급형으로 나와도 막 삼십만 원씩 하니까,근데 애플 와치 너무 비싸지 않니 암만 이번에 보급형으로 나와도 막 삼십만 원씩 하니까
근데 예전에 샤오미에서 나왔던,근데 예전에 샤오미에서 나왔던
샤오미 와치 뭐~ 하여튼 쬐깨난 거 그거 있었는데 그거도,샤오미 와치 뭐~ 하여튼 조그만 거 그거 있었는데 그거도
오만 원 삼만 아니 삼만 원 정도밖에 안 하는데 기능 되게 알짜배기라 좋단 말이야.,오만 원 삼만 아니 삼만 원 정도밖에 안 하는데 기능 되게 알짜배기라 좋단 말이야.
근데 충전기를 잃어버린 거야.,근데 충전기를 잃어버린 거야.
그래서 별로 쓰지도 못하고 그냥 또,그래서 별로 쓰지도 못하고 그냥 또
손목시계 그냥 일반 손목시계 차고 다니는 일이 일이 많아져 가지고,손목시계 그냥 일반 손목시계 차고 다니는 일이 일이 많아져 가지고
