사투리,표준어
선생님은 혹시,선생님은 혹시
문학 작품 중에 좋아하시는 작품이 있으신가요?,문학 작품 중에 좋아하시는 작품이 있으신가요?
저는 주로 인제 웹 소설이나 웹툰 같은 걸 많이 보거든요?,저는 주로 인제 웹 소설이나 웹툰 같은 걸 많이 보거든요?
주로 뭐~ 카카오톡에서 나온 카카오 페이지라든가 뭐~ 문피아라던가,주로 뭐~ 카카오톡에서 나온 카카오 페이지라든가 뭐~ 문피아라던가
그런 쪽 인제 핸드폰으로 인제 쉽게 쉽게 볼 수 있는 그런 프로그램들을 많이 사용하고 있어요.,그런 쪽 인제 핸드폰으로 인제 쉽게 쉽게 볼 수 있는 그런 프로그램들을 많이 사용하고 있어요.
어~ 이 프로그램들을 사용한 지 기간도 쫌 됐고,어~ 이 프로그램들을 사용한 지 기간도 조금 됐고
쫌 음~ 거의 집에 있다 보니까,조금 음~ 거의 집에 있다 보니까
거의 하루 종일 핸드폰으로 이제 소설이나 이런 걸,거의 하루 종일 핸드폰으로 이제 소설이나 이런 걸
글을 찾아서 읽는 거 외에는 별다르게 하는 일이 없거든요?,글을 찾아서 읽는 거 외에는 별다르게 하는 일이 없거든요?
그래서 거의 하루에,그래서 거의 하루에
일어나는 순간부터 잠드는 순간까지 거의 인제 글을,일어나는 순간부터 잠드는 순간까지 거의 인제 글을
특별하게 할 일이 없는 이상은 계속 붙잡고 있다고 생각하시면 돼요.,특별하게 할 일이 없는 이상은 계속 붙잡고 있다고 생각하시면 돼요.
음~ 선생님은 뭐~ 이런,음~ 선생님은 뭐~ 이런
글 같은 거를 뭐~ 이르케 저처럼,글 같은 거를 뭐~ 이렇게 저처럼
이르케 뭐~ 웹 소설이나 뭐~ 이런 거를,이렇게 뭐~ 웹 소설이나 뭐~ 이런 거를
읽으시는지 아니면은 일반 그냥 소설이나 서적 같은 걸 많이 읽으시는지.,읽으시는지 아니면은 일반 그냥 소설이나 서적 같은 걸 많이 읽으시는지.
어~ 네 저는 이제 문학이라고 했을 때,어~ 네 저는 이제 문학이라고 했을 때
고등학교 때 수업으로 가장 많이 접했었고,고등학교 때 수업으로 가장 많이 접했었고
그리고 이제 제가 유일하게 좋아하는 과목이 국어랑 영어였기 때문에,그리고 이제 제가 유일하게 좋아하는 과목이 국어랑 영어였기 때문에
엄청 다양하게 접했던 거 같애요 그리고 저 같은 경우도,엄청 다양하게 접했던 거 같애요 그리고 저 같은 경우도
예전에는 카카오 페이지를 사용했었구요.,예전에는 카카오 페이지를 사용했었구요.
이제 무슨 무슨 이어 무선 이어폰을 사면 카카오 페이지 쿠폰을 준다길래,이제 무슨 무슨 이어 무선 이어폰을 사면 카카오 페이지 쿠폰을 준다길래
의도치 않게 이제 쿠폰을 얻어서,의도치 않게 이제 쿠폰을 얻어서
그~ 카카오 페이지를 사용하게 잠시 사용이 됐었는데,그~ 카카오 페이지를 사용하게 잠시 사용이 됐었는데
생각보다 재밌는 웹툰들이 엄청 많드라구요 웹툰도 많고 웹 소설도 많고,생각보다 재밌는 웹툰들이 엄청 많드라구요 웹툰도 많고 웹 소설도 많고
그래서 잠시 챙겨 보다가 또 안 보게 됐구요.,그래서 잠시 챙겨 보다가 또 안 보게 됐구요.
웹툰 그냥 일반 따른 네이버에 있는 웹툰 같은 경우도,웹툰 그냥 일반 다른 네이버에 있는 웹툰 같은 경우도
한동안 챙겨 보다가 이제 한 번 밀리기 시작하니깐 이게 끝도 없이 밀리게 돼서,한동안 챙겨 보다가 이제 한 번 밀리기 시작하니깐 이게 끝도 없이 밀리게 돼서
한 웹툰을 뭐~ 안 본 지가 일 년 반이 대충 넘어가는 거 같더라고요.,한 웹툰을 뭐~ 안 본 지가 일 년 반이 대충 넘어가는 거 같더라고요.
그렇게 돼서 저는,그렇게 돼서 저는
따로 지금은 안 챙겨 보는 거 같아요.,따로 지금은 안 챙겨 보는 거 같아요.
혹시 웹 소설 중에 그러면,혹시 웹 소설 중에 그러면
기억에 남는 소설이나 추천해 주실 만한 소설이 있나요?,기억에 남는 소설이나 추천해 주실 만한 소설이 있나요?
음~ 제가 제일 길게 읽은 소설은 인제 그거,음~ 제가 제일 길게 읽은 소설은 인제 그거
의학물이 섞인 소설인데요.,의학물이 섞인 소설인데요.
인제 닥터 최태수라고,인제 닥터 최태수라고
카카오 페이지를 통해서 접하게 되고,카카오 페이지를 통해서 접하게 되고
제 읽다 보니까 너무 인제 흡입력도 좋고 이제 스토리라던가 인제,제 읽다 보니까 너무 인제 흡입력도 좋고 이제 스토리라던가 인제
우리가 평소에 알고 있는 그런,우리가 평소에 알고 있는 그런
의사들을 한 번 다시 한번 생각해 볼 수 있게 그렇게 만들어 주는,의사들을 한 번 다시 한번 생각해 볼 수 있게 그렇게 만들어 주는
그런 내용들도 좋고 또,그런 내용들도 좋고 또
이야기도 있지만은 감동도 있고 쫌 그런 다양한 그런 게 많아서,이야기도 있지만은 감동도 있고 조금 그런 다양한 그런 게 많아서
주변에 추천도 많이 해줬구요 인제 동생한테도 추천을 해 줬는데 동생도 빠져서,주변에 추천도 많이 해줬구요 인제 동생한테도 추천을 해 줬는데 동생도 빠져서
같이 좀 끝까지 재밌게 읽었던 소설 중에 하나로 인제,같이 좀 끝까지 재밌게 읽었던 소설 중에 하나로 인제
생각 되구요 또 저는 워낙 오래 쪼,생각 되구요 또 저는 워낙 오래 쪼
또 오래 읽고 또 장르 상관없이 이것저것 많이 읽다 보니까,또 오래 읽고 또 장르 상관없이 이것저것 많이 읽다 보니까
쫌 괜찮다 싶은 거는 그냥 무의식적으로 계속 들어가서 읽게 되는 거 같아요.,조금 괜찮다 싶은 거는 그냥 무의식적으로 계속 들어가서 읽게 되는 거 같아요.
처음에는 인제 존재 읽고 빠져들면은 결제도 많이 하고 그렇게 읽게 됐는데,처음에는 인제 존재 읽고 빠져들면은 결제도 많이 하고 그렇게 읽게 됐는데
제 어느 순간 이제 이~ 결제 금액이 커지니까 너무 부담스럽더라구요 그래서,제 어느 순간 이제 이~ 결제 금액이 커지니까 너무 부담스럽더라구요 그래서
인제 언젠가부터는 인제,인제 언젠가부터는 인제
