사투리,표준어
아 여보세요?,아 여보세요?
아 안녕하세요?,아 안녕하세요?
잘 지내셨어요?,잘 지내셨어요?
아~ 네 갔다 왔습니다.,아~ 네 갔다 왔습니다.
그래서 돌아왔는데,그래서 돌아왔는데
그러면 첫 번째로 순서대로,그러면 첫 번째로 순서대로
연애 결혼,연애 결혼
그러면 연애 결혼 먼저 이야기해 보도록 할까요?,그러면 연애 결혼 먼저 이야기해 보도록 할까요?
그럼  님께서는 혼기나 결혼할 때가 있다는 말을,그럼  님께서는 혼기나 결혼할 때가 있다는 말을
공감을 하시는 편이신가요?,공감을 하시는 편이신가요?
어~ 그 말에 대해서 어느 정도 공감도 하고,어~ 그 말에 대해서 어느 정도 공감도 하고
어떤 의미인지 이제 저는 삼십 대인데 네 삼십 대가 돼 보니까,어떤 의미인지 이제 저는 삼십 대인데 네 삼십 대가 돼 보니까
그런 말을 왜 어른들이 하시는지 알 거 같기는 해요.,그런 말을 왜 어른들이 하시는지 알 거 같기는 해요.
네 근데 혼기는 이제 사람들이 보편적으로 말하는 혼기는,네 근데 혼기는 이제 사람들이 보편적으로 말하는 혼기는
어느 때인지 대충 사람들이 쫌 그냥 그거에 답이 있다는 듯이 정해 놓은 것 같긴 한데,어느 때인지 대충 사람들이 조금 그냥 그거에 답이 있다는 듯이 정해 놓은 것 같긴 한데
저는 그냥 그럼에도 불구하고 사람마다 다 때가 달라서 정해진 혼기라는 거는 그냥 사람마다 각자 다 다르다고 생각을 해요.,저는 그냥 그럼에도 불구하고 사람마다 다 때가 달라서 정해진 혼기라는 거는 그냥 사람마다 각자 다 다르다고 생각을 해요.
님 뜻은 사람마다 각자의 혼기와 때가 다르지만 시기는 분명 존재한다라는,님 뜻은 사람마다 각자의 혼기와 때가 다르지만 시기는 분명 존재한다라는
오히려 그 반대인 거 같애요,오히려 그 반대인 거 같애요
적절한 시기가 존재한다고 그렇게 그냥 보편적으로 인식을 하는 경향이 있는데,적절한 시기가 존재한다고 그렇게 그냥 보편적으로 인식을 하는 경향이 있는데
네 오히려 그냥 사람마다 다 때가 다르다고,네 오히려 그냥 사람마다 다 때가 다르다고
그러면 방금 보편화하기는 되게 케바 너무 케바케니까 한 사람으로 볼 때,그러면 방금 보편화하기는 되게 케바 너무 케바케니까 한 사람으로 볼 때
한 사람 한 사람으로 바라보자면 뭔가 뭔가 이룰 거 다 이루고 안정적일 때가,한 사람 한 사람으로 바라보자면 뭔가 뭔가 이룰 거 다 이루고 안정적일 때가
뭐~ 어떤 사람은 이십 대가 어떤 사람은 삼십 대일 수도 있잖아요.,뭐~ 어떤 사람은 이십 대가 어떤 사람은 삼십 대일 수도 있잖아요.
그러면  님께서는 그렇게 생각을 뭐~ 이십 대나 이십 대가 아니더라도 쫌,그러면  님께서는 그렇게 생각을 뭐~ 이십 대나 이십 대가 아니더라도 조금
아직 가진 거 없더라도 그 사람과 같이 함께 있고  일구어 나가는 게,아직 가진 거 없더라도 그 사람과 같이 함께 있고  일구어 나가는 게
그것도 혼기의 때라고 생각을 하실런지요.,그것도 혼기의 때라고 생각을 하실런지요.
아 제 생각에는 아까 말씀하신 것 중에서는 전자에 가까운데 네 전자라고 생각을 해요.,아 제 생각에는 아까 말씀하신 것 중에서는 전자에 가까운데 네 전자라고 생각을 해요.
뭐~ 이십 대랑 삼십 대 때 사람들이 되게 중요하게 생각하고 저도 제일 중요하게 생각하는 부분이,뭐~ 이십 대랑 삼십 대 때 사람들이 되게 중요하게 생각하고 저도 제일 중요하게 생각하는 부분이
일이랑 사랑이라고 생각을 하거든요.,일이랑 사랑이라고 생각을 하거든요.
그런데 저는 지금도 그렇고 이십 대 때도 그랬고 지금도 그 생각에 변함이 없는데,그런데 저는 지금도 그렇고 이십 대 때도 그랬고 지금도 그 생각에 변함이 없는데
저는 일이 쪼금 더 중요하다고 생각을 하면서 살아왔어요 이때까지,저는 일이 쪼금 더 중요하다고 생각을 하면서 살아왔어요 이때까지
제가 뭐~ 어떤 일을 하고 싶고 어떤 목표와 꿈을 이루고 싶고,제가 뭐~ 어떤 일을 하고 싶고 어떤 목표와 꿈을 이루고 싶고
그런 데 쪼금 더 중점을 두고 있어서 그런진 모르겠지만,그런 데 쪼금 더 중점을 두고 있어서 그런진 모르겠지만
네 저는 어느 정도 쫌 이루고 나서 그때 어~ 결혼을 하는 게 쪼끔 더 좋지 않나 이렇게 생각하는 편이에요.,네 저는 어느 정도 조금 이루고 나서 그때 어~ 결혼을 하는 게 쪼끔 더 좋지 않나 이렇게 생각하는 편이에요.
님께서도 결혼도 역시 생각을 하고 계시나요?,님께서도 결혼도 역시 생각을 하고 계시나요?
지금요?,지금요?
네.,네.
구체적이진 않더라도 또,구체적이진 않더라도 또
아 네 구체적이진  않더라도 네 당연히 지금쯤은,아 네 구체적이진  않더라도 네 당연히 지금쯤은
생각을 하고는 있는 거 같애요 한 번씩 생각은 하는 거 같애요.,생각을 하고는 있는 거 같애요 한 번씩 생각은 하는 거 같애요.
님은 어떠신가요?,님은 어떠신가요?
저 같은 경우에는 크게 이십 대 초반까지는,저 같은 경우에는 크게 이십 대 초반까지는
크게 생각을 하지 않았었거든요 아무래도 그러다 보니까 결혼에 대한 쫌,크게 생각을 하지 않았었거든요 아무래도 그러다 보니까 결혼에 대한 조금
제도적인 관습이 아무래도 변하는 시기 시대에 맞추지 못하는 것들이 많다고 생각을 해서,제도적인 관습이 아무래도 변하는 시기 시대에 맞추지 못하는 것들이 많다고 생각을 해서
결혼은 쫌 구시대적인 유물이 돼 가고 있다라는 말도 있잖아요?,결혼은 조금 구시대적인 유물이 돼 가고 있다라는 말도 있잖아요?
그거처럼 뭔가 세상은 되게 급격하게 바뀌고,그거처럼 뭔가 세상은 되게 급격하게 바뀌고
어~ 일 인 가구도 생기고 이전에는 결혼이 혼자서 살지 못하 혼자서는 쫌 많은 결여되는 분들이 부분들이 많기 때문에,어~ 일 인 가구도 생기고 이전에는 결혼이 혼자서 살지 못하 혼자서는 조금 많은 결여되는 분들이 부분들이 많기 때문에
서로가 서로를 채우기 위해서 지금은,서로가 서로를 채우기 위해서 지금은
생존이라는 측면에서만 볼 때는 혼자서도 일 인 가구 뭐~ 사는 데 그렇게 크게 지장이 없잖아요?,생존이라는 측면에서만 볼 때는 혼자서도 일 인 가구 뭐~ 사는 데 그렇게 크게 지장이 없잖아요?
그러다 보니까 뭔가 생존만을 위해서라면 더 이상 적합한 모델은 아니다라고 생각이 들거든요.,그러다 보니까 뭔가 생존만을 위해서라면 더 이상 적합한 모델은 아니다라고 생각이 들거든요.
그래서 결혼을 하기 위해선  연애나 그런 사람을 좋아하는 감정이 더 크다?,그래서 결혼을 하기 위해선  연애나 그런 사람을 좋아하는 감정이 더 크다?
커야 된다고 생각을 해요 뭐~ 이전에는 조금 더 우선을 뒀다면,커야 된다고 생각을 해요 뭐~ 이전에는 조금 더 우선을 뒀다면
자급자족이 가능한 시대 이후부터는 쫌 진짜 이 사람하고,자급자족이 가능한 시대 이후부터는 조금 진짜 이 사람하고
호감이 있고 되게 그 사람하고 계속 같이 나아가고 싶다라는 생각이 들어야 서로,호감이 있고 되게 그 사람하고 계속 같이 나아가고 싶다라는 생각이 들어야 서로
할 수 있는 게 결혼이라고 생각이 들거든요.,할 수 있는 게 결혼이라고 생각이 들거든요.
그러다 보니까 뭐~ 이십 대 때는 뭐~ 연애나 결혼에 대해서 그렇게 크게 깊게 생각을 하진 않았었는데,그러다 보니까 뭐~ 이십 대 때는 뭐~ 연애나 결혼에 대해서 그렇게 크게 깊게 생각을 하진 않았었는데
지금 돌아 네 쫌 나이가 조금씩 조금씩 먹어 가면서 느끼는 게 음~ 뭔가 사회적인 압박도 있고,지금 돌아 네 조금 나이가 조금씩 조금씩 먹어 가면서 느끼는 게 음~ 뭔가 사회적인 압박도 있고
결혼에 대한 압박이라기보다는 뭔가 저 역시 좀 자리를 잡고 싶다라는 마음이 큰 거 같아요.,결혼에 대한 압박이라기보다는 뭔가 저 역시 좀 자리를 잡고 싶다라는 마음이 큰 거 같아요.
자리를 잡는다면 그다음에 좀 피라미드식으로 진척되는 단계가 결혼이지 않을까 싶습니다.,자리를 잡는다면 그다음에 좀 피라미드식으로 진척되는 단계가 결혼이지 않을까 싶습니다.
저도 동의해요.,저도 동의해요.
그럼  님도 비슷한 의견이신 거죠 근데 또,그럼  님도 비슷한 의견이신 거죠 근데 또
이제는 결혼이 뭐~ 이전부터 결혼이 필수가 아니라 선택이 되었잖아요.,이제는 결혼이 뭐~ 이전부터 결혼이 필수가 아니라 선택이 되었잖아요.
그러다 보니까 결혼이라는 게 세대별로 가진 가치나 의미가 다 다를 수밖에 없다고 생각을 하는데,그러다 보니까 결혼이라는 게 세대별로 가진 가치나 의미가 다 다를 수밖에 없다고 생각을 하는데
저는 이십 대이고 이런 생각을 가지고 있지만 어른 기성세대분들은 또,저는 이십 대이고 이런 생각을 가지고 있지만 어른 기성세대분들은 또
기존의 입장을 고수하는 분들이 많으시잖아요?,기존의 입장을 고수하는 분들이 많으시잖아요?
음~ 그런 분들하고 가끔은 쫌 대척이 될 때 있지 않으세요?,음~ 그런 분들하고 가끔은 조금 대척이 될 때 있지 않으세요?
어~ 자주  있는 거 같애요.,어~ 자주  있는 거 같애요.
지금은 이제 제가 어느 정도 제 생각이나 저희 세대의 입장을 대변해서,지금은 이제 제가 어느 정도 제 생각이나 저희 세대의 입장을 대변해서
그런 걸 설득하려고 노력하기보다는 어른들이 어떤 생각을 하는지를 제가 이해하는 쪽이 더 쉽다라고 판단이 들었거든요.,그런 걸 설득하려고 노력하기보다는 어른들이 어떤 생각을 하는지를 제가 이해하는 쪽이 더 쉽다라고 판단이 들었거든요.
네 그게 꼭 그 어른들의 의견을 그대로 받아들여서 뭐~ 행동에 옮긴다 이런 걸 의미하는 건 아니고,네 그게 꼭 그 어른들의 의견을 그대로 받아들여서 뭐~ 행동에 옮긴다 이런 걸 의미하는 건 아니고
아 어른들은 이런 생각을 하는구나.,아 어른들은 이런 생각을 하는구나.
시대가 많이 변했고 또 지금 세대랑 어른들 저희 부모님 세대랑,시대가 많이 변했고 또 지금 세대랑 어른들 저희 부모님 세대랑
생각하는 부분이 되게 많이 차이가 있는데 그 의견을 좁히는 데 있어서,생각하는 부분이 되게 많이 차이가 있는데 그 의견을 좁히는 데 있어서
부모님을 설득하는 것보다 부모님의 어떤 그런 의견이나 뭐~ 그렇게 생각하시는 부분들을,부모님을 설득하는 것보다 부모님의 어떤 그런 의견이나 뭐~ 그렇게 생각하시는 부분들을
수용하고 뭐~ 연애나 뭐~ 결혼에 대해서 적령기랑도 관련해서 뭔가 적령기가 마치 어른들이 있는 것처럼,수용하고 뭐~ 연애나 뭐~ 결혼에 대해서 적령기랑도 관련해서 뭔가 적령기가 마치 어른들이 있는 것처럼
말씀하는 이유를 그냥 쫌 긍정적으로 받아들이려고 노력하는 편이에요.,말씀하는 이유를 그냥 조금 긍정적으로 받아들이려고 노력하는 편이에요.
이것도 하나의 현상 같은 느낌으로 보시는 건가 싶기도 해요.,이것도 하나의 현상 같은 느낌으로 보시는 건가 싶기도 해요.
좀 이해한다 그 사람 아 그 기성세대분들의 생각들을 그렇게 생각할 수 있지라고 생각하시는,좀 이해한다 그 사람 아 그 기성세대분들의 생각들을 그렇게 생각할 수 있지라고 생각하시는
거 거죠?,거 거죠?
네 그렇게 이제 부모님들이 이케 항상 하시는 말씀을 들어 보면,네 그렇게 이제 부모님들이 이렇게 항상 하시는 말씀을 들어 보면
이제 그래도 너네보다는,이제 그래도 너희보다는
지금 젊은 세대보다 일단은 경험치 측면에서 결혼이란 제도를 겪어 보셨고,지금 젊은 세대보다 일단은 경험치 측면에서 결혼이란 제도를 겪어 보셨고
저희보다 더 인생을 오래 사셨으니까 어떤 측면에서 그런 말씀을 하실까.,저희보다 더 인생을 오래 사셨으니까 어떤 측면에서 그런 말씀을 하실까.
그런 걸 쪼끔 이해해서 받아들여 보려고 노력하는 편이에요.,그런 걸 쪼끔 이해해서 받아들여 보려고 노력하는 편이에요.
근데 저도 때때로  님께서 말씀해 주셨던 것처럼,근데 저도 때때로  님께서 말씀해 주셨던 것처럼
음~ 사람마다 그 때가 또 다르잖아요.,음~ 사람마다 그 때가 또 다르잖아요.
그래서 저도 뭔가 평탄한 삶을 살아와서,그래서 저도 뭔가 평탄한 삶을 살아와서
뭔가 이제 삼십 대가 됐으면 쫌 그렇게 아 이제 결혼할 시기가 됐고 돈을 어느 정도 모았 그렇게 진행할 수도 있겠지만 부모님이,뭔가 이제 삼십 대가 됐으면 조금 그렇게 아 이제 결혼할 시기가 됐고 돈을 어느 정도 모았 그렇게 진행할 수도 있겠지만 부모님이
기성세대분들이 원하시는 결혼 적령기 안에 맞춰서 준비가 될 수도 있겠지만,기성세대분들이 원하시는 결혼 적령기 안에 맞춰서 준비가 될 수도 있겠지만
요즘엔 뭐~ 취업 준비하는 기간도 길어지고,요즘엔 뭐~ 취업 준비하는 기간도 길어지고
어~ 원하는 대로 다 될 수만은 없는 경우들이 또,어~ 원하는 대로 다 될 수만은 없는 경우들이 또
그래서 그런 측면에서 보게 될 때,그래서 그런 측면에서 보게 될 때
쫌 뭐~ 부모님이나 어른들께서 하시는 말은 이해가 되지만 현실적으로는 또,조금 뭐~ 부모님이나 어른들께서 하시는 말은 이해가 되지만 현실적으로는 또
