사투리,표준어
세 번째 주제 성격에 대해서 이야기 나누도록 하겠습니다.,세 번째 주제 성격에 대해서 이야기 나누도록 하겠습니다.
아~ 혹시 혈액형이 어떻게 되세요?,아~ 혹시 혈액형이 어떻게 되세요?
에이형입니다.,에이형입니다.
아~ 저는 비형입니다.,아~ 저는 비형입니다.
뭐~ 에이 진짜 에이형이랑 성격이랑 그런 거랑 맞는 거 같애요?,뭐~ 에이 진짜 에이형이랑 성격이랑 그런 거랑 맞는 거 같애요?
아~  혈액형별 성결 성격이 맞는 거 같냐고요?,아~  혈액형별 성결 성격이 맞는 거 같냐고요?
저는 별로 안 맞는 거 같애요.,저는 별로 안 맞는 거 같애요.
아~ 진짜요?,아~ 진짜요?
그럼  활발한 편이세요?,그럼  활발한 편이세요?
저요?,저요?
자리에 따라서 다른 거 같아요.,자리에 따라서 다른 거 같아요.
제가 활발하게 있어야 하는 공간이면 일부러라도 좀 활발하게 말을 하는 편이고,제가 활발하게 있어야 하는 공간이면 일부러라도 좀 활발하게 말을 하는 편이고
그렇지 않을 때는 정말 별로 말 없거든요.,그렇지 않을 때는 정말 별로 말 없거든요.
그렇죠 모든 사람이 좀 비슷하긴 하죠.,그렇죠 모든 사람이 좀 비슷하긴 하죠.
그런 걸 근데 믿으세요?,그런 걸 근데 믿으세요?
아니면 안 믿으세요?,아니면 안 믿으세요?
전 안 믿어요.,전 안 믿어요.
믿으세요?,믿으세요?
아~  저도 안 믿어요.,아~  저도 안 믿어요.
이런 거는 잘 안 믿는 거 같아요 원래,이런 거는 잘 안 믿는 거 같아요 원래
요즘에 엠비티아이 많이 하던데 고거 해보셨어요?,요즘에 엠비티아이 많이 하던데 고거 해보셨어요?
뭐 나오셨어요?,뭐 나오셨어요?
이엔피티 나왔습니다.,이엔피티 나왔습니다.
어떤 거 나오셨어요?,어떤 거 나오셨어요?
근데 그거 엠비티아이할 때마다 다르게 나오는 거 알고 계세요?,근데 그거 엠비티아이할 때마다 다르게 나오는 거 알고 계세요?
어~  하던데.,어~  하던데.
저는 그거 전문적인 지식은 없는데 학교 때 제가 심리학 수업 같은 거 듣고 그래가지고,저는 그거 전문적인 지식은 없는데 학교 때 제가 심리학 수업 같은 거 듣고 그래가지고
조금 그냥 주서들었는데,조금 그냥 주워들었는데
엠비티아이는 그렇게 정확도가 높은 검사는 아니라고 왜냐면 자기 보고식 검사라서,엠비티아이는 그렇게 정확도가 높은 검사는 아니라고 왜냐면 자기 보고식 검사라서
