사투리,표준어
저는 성격이,저는 성격이
어~ 저도 잘 성격이 어떤지 잘 모르겠어요.,어~ 저도 잘 성격이 어떤지 잘 모르겠어요.
어~  님은  님이 생각하실 때,어~  님은  님이 생각하실 때
성격이 어떻 어떤 어떠한지 궁금하네요.,성격이 어떻 어떤 어떠한지 궁금하네요.
저도 잘 모르겠어요  저도,저도 잘 모르겠어요  저도
성격이 성격 성격이 쪼끔,성격이 성격 성격이 쪼끔
젊었을 때랑 나이 들으면서 쪼끔 쪼끔 변하는 거 같거든요.,젊었을 때랑 나이 들으면서 쪼끔 쪼끔 변하는 거 같거든요.
젊었을 때는 쪼끔 다혈질이었던 거 같애요.,젊었을 때는 쪼끔 다혈질이었던 거 같애요.
그래서 쫌 화도 좀 잘 내고,그래서 조금 화도 좀 잘 내고
목소리도 쫌 어~ 쫌 크고 그랬었는데,목소리도 조금 어~ 조금 크고 그랬었는데
나이가 들면서  그런 것들이 그~,나이가 들면서  그런 것들이 그~
쪼끔 없었진다고 해야 되나,쪼끔 없었진다고 해야 되나
그~ 지금은 옛날 나 젊었을 때 성격을 본 사람들은,그~ 지금은 옛날 나 젊었을 때 성격을 본 사람들은
다른 사람이라고 생각할 수도  있을 거 같애요.,다른 사람이라고 생각할 수도  있을 거 같애요.
성격이 지금은 많이 쪼끔 차분해지고,성격이 지금은 많이 쪼끔 차분해지고
어~ 화도 화낼 일이 인제 아이들이 다 커서 뭐~,어~ 화도 화낼 일이 인제 아이들이 다 커서 뭐~
이제 집에 같이 안 살고 하니까 화낼 일이 없어서 그런지 모르겠는데,이제 집에 같이 안 살고 하니까 화낼 일이 없어서 그런지 모르겠는데
남편한테도 그렇고 전에처럼 화를 화도 잘 안 내고,남편한테도 그렇고 전에처럼 화를 화도 잘 안 내고
지금은 성격이 옛날하고 쪼끔 달라진 거 같거든요.,지금은 성격이 옛날하고 쪼끔 달라진 거 같거든요.
그~  님  님은,그~  님  님은
제가 볼 때 성격 되게 화통한 거 같은데,제가 볼 때 성격 되게 화통한 거 같은데
목소리 같은 거 이런 거 들어보니까,목소리 같은 거 이런 거 들어보니까
되게 활달하고 활발하고 좋은 거 같애요.,되게 활달하고 활발하고 좋은 거 같애요.
그~  님 혹시 혈액형이 어떻게 되세요?,그~  님 혹시 혈액형이 어떻게 되세요?
아~ 네 어~ 저는 혈액형이 비형이거든요.,아~ 네 어~ 저는 혈액형이 비형이거든요.
어~ 그래서 비형이 또 그~ 평균적으로 나와있는 편견들 있잖아요 비형이,어~ 그래서 비형이 또 그~ 평균적으로 나와있는 편견들 있잖아요 비형이
어~ 다혈질이다 뭐~ 하여튼 성격이 뭐~,어~ 다혈질이다 뭐~ 하여튼 성격이 뭐~
소위 말하는 땡땡 뭐~ 지랄같다 이런 말 많이 하잖아요.,소위 말하는 땡땡 뭐~ 지랄같다 이런 말 많이 하잖아요.
그래서 어~ 그런 거 같아요 저도 제가 다혈질인지 몰랐는데,그래서 어~ 그런 거 같아요 저도 제가 다혈질인지 몰랐는데
어~ 살다 보니까 아~ 이게 다혈질이구나 느껴지더라구요.,어~ 살다 보니까 아~ 이게 다혈질이구나 느껴지더라구요.
그래서 아~ 모르겠어요 제 목소리에서 쪼끔 외향적인 게 느껴지셨는지 지 모르겠네요 어~ 저는,그래서 아~ 모르겠어요 제 목소리에서 쪼끔 외향적인 게 느껴지셨는지 지 모르겠네요 어~ 저는
되게 외향적이고 그니까 사람들하고 처음 만났을 때에 그~ 대면대면하는,되게 외향적이고 그러니까 사람들하고 처음 만났을 때에 그~ 대면대면하는
그런 게 너무 싫어서 항상 먼저 다가가고,그런 게 너무 싫어서 항상 먼저 다가가고
먼저 분위기를 쪼끔 이끌려고 하는 그런 면이 있어요 근데도 불구하고,먼저 분위기를 쪼끔 이끌려고 하는 그런 면이 있어요 근데도 불구하고
어~ 다혈질이다 보니까 그렇게 막 이렇게,어~ 다혈질이다 보니까 그렇게 막 이렇게
소위 말하는 분위기 메이커 기쁨조를 하고 있다가도 그냥 그래요.,소위 말하는 분위기 메이커 기쁨조를 하고 있다가도 그냥 그래요.
그니까 성격이 몰랐었는데 요즘 생각하니까,그러니까 성격이 몰랐었는데 요즘 생각하니까
막 즐겁다가도 한순간 이게 다운이 되는 거지요 그니까,막 즐겁다가도 한순간 이게 다운이 되는 거지요 그러니까
다운이 됐다가 또 좋아졌다가 그니까 그~ 감정의 기복이,다운이 됐다가 또 좋아졌다가 그러니까 그~ 감정의 기복이
너무 심한 거 같아요 그래서 제가,너무 심한 거 같아요 그래서 제가
아~ 비형의 다혈질을 이라는 거를 이런 거구나 라는 걸 느끼게 되더라구요.,아~ 비형의 다혈질을 이라는 거를 이런 거구나 라는 걸 느끼게 되더라구요.
그래서 어~ 학생 때는 친구들이랑 뭐~ 별로 이런,그래서 어~ 학생 때는 친구들이랑 뭐~ 별로 이런
트러블 같은 건 없었는데 그니까 이게 한번씩 친구들하고,트러블 같은 건 없었는데 그러니까 이게 한번씩 친구들하고
이게 의견 자체가 충돌이 생기면,이게 의견 자체가 충돌이 생기면
한번씩 이게 저도 모르게 나오더라구요.,한번씩 이게 저도 모르게 나오더라구요.
그니까 참아야 하는 그니까 포커페이스가 저는 안 돼요.,그러니까 참아야 하는 그러니까 포커페이스가 저는 안 돼요.
어~ 뭐~ 다른 뭐~ 좋은 말로 하면 뒤끝이 없는 건데,어~ 뭐~ 다른 뭐~ 좋은 말로 하면 뒤끝이 없는 건데
나쁜 말로 하면  말을 해 버리니까 상대방이 오해를 하는 부분,나쁜 말로 하면  말을 해 버리니까 상대방이 오해를 하는 부분
상처를 쫌 받는 부분이 쫌 있었던 거 같아요.,상처를 조금 받는 부분이 조금 있었던 거 같아요.
그래서 그니까 저는 있는 그대로 이제 펙트를 얘기해주는데,그래서 그러니까 저는 있는 그대로 이제 펙트를 얘기해주는데
친구는 바로 바로 이제 직선적이게 얘기를 하니까,친구는 바로 바로 이제 직선적이게 얘기를 하니까
이거를 상처받았던 게 많은 많았던 거 같아요.,이거를 상처받았던 게 많은 많았던 거 같아요.
그래서 그거를 이제 아~ 저 그니까 친구가 그렇게 얘길 해주니까 저도 알았던 거죠 그게,그래서 그거를 이제 아~ 저 그러니까 친구가 그렇게 얘길 해주니까 저도 알았던 거죠 그게
알았던 거죠 그래서 저는,알았던 거죠 그래서 저는
의외의 또 뭐~ 의리 의리파고 막 이래서 그랬었는데,의외의 또 뭐~ 의리 의리파고 막 이래서 그랬었는데
지금은 그거를 많이 쭐어들었다기보다는 어~ 세 개를 하면 하나를 하는,지금은 그거를 많이 줄어들었다기보다는 어~ 세 개를 하면 하나를 하는
식의 성격으로 변한 거 같아요.,식의 성격으로 변한 거 같아요.
왜냐면 이제 애를 키우다 보니까,왜냐면 이제 애를 키우다 보니까
애를 키우다 보니까 그게 인제 나오는 거 같아요 그래서 어느 날은,애를 키우다 보니까 그게 인제 나오는 거 같아요 그래서 어느 날은
애를 보니까 제가 하고 있는 행동을 애가 하고 있는 거예요.,애를 보니까 제가 하고 있는 행동을 애가 하고 있는 거예요.
말투나 행동이나 그래서 너무 충격을 받았던 거지요.,말투나 행동이나 그래서 너무 충격을 받았던 거지요.
어~ 평생 그~ 어~ 지금까지 살면서,어~ 평생 그~ 어~ 지금까지 살면서
어~ 나는 그니까 다른 사람들도 다 외향적이라 하고 뭐~ 성격좋다 막 이렇게 말을 들었었는데,어~ 나는 그러니까 다른 사람들도 다 외향적이라 하고 뭐~ 성격좋다 막 이렇게 말을 들었었는데
아이가 나 내가 싫어하던 모습이 아이에게 투영되어 있는 모습을 보고 충격을 받았던 거지요.,아이가 나 내가 싫어하던 모습이 아이에게 투영되어 있는 모습을 보고 충격을 받았던 거지요.
그래서 어~ 아이를 키움으로써 제가 쪼끔 많이 고쳐진,그래서 어~ 아이를 키움으로써 제가 쪼끔 많이 고쳐진
부분인 거 같아요.,부분인 거 같아요.
그래서 지금 신랑은 저랑 성격이 쪼끔,그래서 지금 신랑은 저랑 성격이 쪼끔
어~ 비슷한 점도 많은데 쪼끔,어~ 비슷한 점도 많은데 쪼끔
저보다는 제가 쪼끔 남성적이라고 하면,저보다는 제가 쪼끔 남성적이라고 하면
이~ 신랑은 쪼끔 여성적이거든요 그래서,이~ 신랑은 쪼끔 여성적이거든요 그래서
그게 쫌 닮아가는 거 같아요.,그게 조금 닮아가는 거 같아요.
제가 막 이렇게 주도했던 부분을 이제 신랑이 닮아가고,제가 막 이렇게 주도했던 부분을 이제 신랑이 닮아가고
그래서 어~ 저는 비형이 그니까,그래서 어~ 저는 비형이 그러니까
그~ 고 중학 중 삼 때 저가 생물을 배우면서,그~ 고 중학 중 삼 때 저가 생물을 배우면서
선생님이 했던 얘기가 정말 기억에 남거든요 그래서 아마 편견이 더 남은 거 같아요.,선생님이 했던 얘기가 정말 기억에 남거든요 그래서 아마 편견이 더 남은 거 같아요.
어~ 그~ 중학교 선생님이 인제 그~ 혈액형을 가르쳐주시면서,어~ 그~ 중학교 선생님이 인제 그~ 혈액형을 가르쳐주시면서
남자 비형은 절대 만나지 말라고 하는 편견을 가르,남자 비형은 절대 만나지 말라고 하는 편견을 가르
그니까 그거를 쫌 심어주셨어요.,그러니까 그거를 조금 심어주셨어요.
그~ 선생님의 나름대로의 생각이셨는데,그~ 선생님의 나름대로의 생각이셨는데
어~ 지금도 생각이 나요 그니까 비형 중에 비비형과 비오형이 있는데,어~ 지금도 생각이 나요 그러니까 비형 중에 비비형과 비오형이 있는데
비비형 남자는 정말로 다혈질이고 정말로 여자를 힘들게 한다.,비비형 남자는 정말로 다혈질이고 정말로 여자를 힘들게 한다.
그래서 비형은 절대로 만나지 말라라고 하셨던 게 기억이 나요.,그래서 비형은 절대로 만나지 말라라고 하셨던 게 기억이 나요.
그래서 제일 좋은 혈액형은 오형이다.,그래서 제일 좋은 혈액형은 오형이다.
그래서 오형을 만나라고 인제 얘기를 하시더라구요.,그래서 오형을 만나라고 인제 얘기를 하시더라구요.
그래서 저 제가 인제 저도 비형인데 저는 결혼을 하고 보니까 비오형이더라구요.,그래서 저 제가 인제 저도 비형인데 저는 결혼을 하고 보니까 비오형이더라구요.
그래서 보니까 혈액형들의 특징들이,그래서 보니까 혈액형들의 특징들이
쪼끔씩 저는 혈액형을 쫌 잘 믿는 편인데,쪼끔씩 저는 혈액형을 조금 잘 믿는 편인데
혈액형들의 특징들이 쪼끔씩은 있더라구요.,혈액형들의 특징들이 쪼끔씩은 있더라구요.
그래서 제가 비오형이다 보니까 오형의 기질도 쪼끔 갖고 있는 거 같아요.,그래서 제가 비오형이다 보니까 오형의 기질도 쪼끔 갖고 있는 거 같아요.
그래서 사람들은 저보고 다 오형이라고 하거든요.,그래서 사람들은 저보고 다 오형이라고 하거든요.
어~ 그정도로의 비형인데 지금은 다혈질이 쫌 많이 고쳐진 편이에요 아이로 인해서,어~ 그정도로의 비형인데 지금은 다혈질이 조금 많이 고쳐진 편이에요 아이로 인해서
그래서 지금은 뭐~,그래서 지금은 뭐~
