사투리,표준어
이제 겨울이 다 끝나 가는데 이제 쫌 있으면 봄이 오잖아?,이제 겨울이 다 끝나 가는데 이제 조금 있으면 봄이 오잖아?
봄에 생각나는 추억 같은 게 있나?,봄에 생각나는 추억 같은 게 있어?
어~ 봄 하니까 일단 니가 올해 초에,어~ 봄 하니까 일단 네가 올해 초에
울산 병원 가면서 가기 전에 이제 온천장 가서 봤던 벚꽃이 생각이 나는데,울산 병원 가면서 가기 전에 이제 온천장 가서 봤던 벚꽃이 생각이 나는데
이제 우리가 한 육 년 정도 만나면서,이제 우리가 한 육 년 정도 만나면서
매년 봄에 벚꽃을 보러 갔는데 그중에서 가장 기억에 남는 벚꽃 명소가 있다면 어디야?,매년 봄에 벚꽃을 보러 갔는데 그중에서 가장 기억에 남는 벚꽃 명소가 있다면 어디야?
갑자기 생각나는데,갑자기 생각나는데
그때 벚꽃인가 보러 갔다가 아~ 그~ 근데 기억이 안 나 그~ 장소가 기억이 안 나는데 어디더라?,그때 벚꽃인가 보러 갔다가 아~ 그~ 근데 기억이 안 나 그~ 장소가 기억이 안 나는데 어디더라?
그 위치 뭐야?,그 위치 뭐야?
나 갑자기 진짜 기억이 안 나 가지고 그래.,나 갑자기 진짜 기억이 안 나 가지고 그래.
음~ 니가 기억이 안 나면 내가 먼저 얘기해 볼게 그때,음~ 네가 기억이 안 나면 내가 먼저 얘기해 볼게 그때
나 군대 가기 전에 한 군대 가기 한 일이 년 전에 우리가 그~ 통영 앞에 장사도라는 섬에 갔는데,나 군대 가기 전에 한 군대 가기 한 일이 년 전에 우리가 그~ 통영 앞에 장사도라는 섬에 갔는데
들어가자마자 섬 전체가 꽃밭이었어 가지고 엄청 예뻤던 기억이 있거든 가서,들어가자마자 섬 전체가 꽃밭이었어 가지고 엄청 예뻤던 기억이 있거든 가서
맛있는 것도 먹고 뭐~ 그랬던 경험이 있는데 넌 어디였니?,맛있는 것도 먹고 뭐~ 그랬던 경험이 있는데 넌 어디였니?
갑자기 기억이  안 나는데 어떡해.,갑자기 기억이  안 나는데 어떡해.
음~ 그러면은 벚꽃 말고 그냥,음~ 그러면은 벚꽃 말고 그냥
바로 여름으로 넘어가서 나랑 갔거나 아니면 가족들끼리 갔던 바다 중에 해수욕장 중에 어떤 기억에 남는 곳?,바로 여름으로 넘어가서 나랑 갔거나 아니면 가족들끼리 갔던 바다 중에 해수욕장 중에 어떤 기억에 남는 곳?
뭐~ 가서 먹었던 거 아니면 가서 있었던 재밌었던 추억,뭐~ 가서 먹었던 거 아니면 가서 있었던 재밌었던 추억
이런 게 있으면은 한번 얘기해 줘.,이런 게 있으면은 한번 얘기해 줘.
갑자기 세부 갔을 때가 생각이 나네.,갑자기 세부 갔을 때가 생각이 나네.
겨울에 갔는데 그쪽은 여름이었거든.,겨울에 갔는데 그쪽은 여름이었거든.
거기 가 가지고 내가,거기 가 가지고 내가
진짜 리조트를 &company-name1&라는 리조트를 예약을 했는데,진짜 리조트를 &company-name1&라는 리조트를 예약을 했는데
거기 진짜 에메랄드 바다처럼 완전 바다가 너무 예뻐 가지고 거기서 매일매일 스노쿨링했던 기억이 갑자기 생각이 나네.,거기 진짜 에메랄드 바다처럼 완전 바다가 너무 예뻐 가지고 거기서 매일매일 스노쿨링했던 기억이 갑자기 생각이 나네.
친구들이랑 진짜 스노쿨링하는데 거기는,친구들이랑 진짜 스노쿨링하는데 거기는
바다가 너무 깨끗해 가지고 안에 물고기랑 이런 게 다 보이더라고,바다가 너무 깨끗해 가지고 안에 물고기랑 이런 게 다 보이더라고
그래서 너무너무 재밌었던 기억이 나고 그리고 그냥 거기는,그래서 너무너무 재밌었던 기억이 나고 그리고 그냥 거기는
거기 있었던 것만으로도 너무 즐거웠던 것 같애.,거기 있었던 것만으로도 너무 즐거웠던 것 같애.
근데 많이 덥긴 했는데 그래도 이동하면서 에어컨 같은 거 그~ 차에 타니까 에어컨 같은 게 많이 틀려 있어 가지고,근데 많이 덥긴 했는데 그래도 이동하면서 에어컨 같은 거 그~ 차에 타니까 에어컨 같은 게 많이 틀려 있어 가지고
오히려 추웠던 기억이 나네.,오히려 추웠던 기억이 나네.
혹시 여름하면 생각나는 게 있니?,혹시 여름하면 생각나는 게 있니?
나는 올해 여름에 인천이랑 대마도를 갔다 아이가.,나는 올해 여름에 인천이랑 대마도를 갔지 않아.
대마도를 이제 배 표를 끊어 가지고 배 타고 갔다가 왔는데 가 보니까 진짜,대마도를 이제 배 표를 끊어 가지고 배 타고 갔다가 왔는데 가 보니까 진짜
너무 아무것도 없는 섬이더라고 집 한 세네 척 손으로 셀 수 있을 만큼 집 쪼금 있고 할머니 할아버지들만 계시고,너무 아무것도 없는 섬이더라고 집 한 세네 척 손으로 셀 수 있을 만큼 집 쪼금 있고 할머니 할아버지들만 계시고
식당들 거의 문 다 닫았고 낚시하는 사람밖에 없고,식당들 거의 문 다 닫았고 낚시하는 사람밖에 없고
그래서 할 게 없다 보니까 그나마 추억 만들겠다고 자전거를 빌렸는데,그래서 할 게 없다 보니까 그나마 추억 만들겠다고 자전거를 빌렸는데
이렇게 한여름이다 보니까 너무 더운 거야 그리고,이렇게 한여름이다 보니까 너무 더운 거야 그리고
생각보다 길이 너무 울퉁불퉁하고 경사진 데가 많아서,생각보다 길이 너무 울퉁불퉁하고 경사진 데가 많아서
자전거를 타지는 못하고 끌고만 다녔거든.,자전거를 타지는 못하고 끌고만 다녔거든.
그래 가지고 땀 범벅이 돼서 숙소를 올라갔거든 근데 숙소도 하필 또 산 정상에 있어 가지고,그래 가지고 땀 범벅이 돼서 숙소를 올라갔거든 근데 숙소도 하필 또 산 정상에 있어 가지고
진짜 완전 땀에 절여진 상태에서 숙소에 도착했어.,진짜 완전 땀에 절여진 상태에서 숙소에 도착했어.
도착하자마자 샤워하고 이렇게,도착하자마자 샤워하고 이렇게
두 시간 세 시간을 뻗어 있다가 저녁 먹고 그러고 또다시 숙소 와서 잤다가 다음에 돌아왔던 엄청 힘들었던 기억이었단 말이지.,두 시간 세 시간을 뻗어 있다가 저녁 먹고 그러고 또다시 숙소 와서 잤다가 다음에 돌아왔던 엄청 힘들었던 기억이었단 말이지.
그래서 아~ 그냥 시원한 바다나 계곡이나 보러 갈 걸 이렇게 생각을 했었는데,그래서 아~ 그냥 시원한 바다나 계곡이나 보러 갈 걸 이렇게 생각을 했었는데
우리도 원래 매년 나는 바다를 싫어하니까 계곡을 여행 갔는데,우리도 원래 매년 나는 바다를 싫어하니까 계곡을 여행 갔는데
올해는 못 갔었잖아.,올해는 못 갔었잖아.
올해는 못 갔어 가지고 좀 아쉬웠는데 어~,올해는 못 갔어 가지고 좀 아쉬웠는데 어~
내년에 우리가 계곡을 가게 된다면 계곡에서 니가 하고 싶은 거 왜냐면,내년에 우리가 계곡을 가게 된다면 계곡에서 네가 하고 싶은 거 왜냐면
예전에 우리가 계곡을 갔을 때에 비해서 이제 이는 수영도 할 줄 알고 먹는 것도 좀 다양해졌으니까,예전에 우리가 계곡을 갔을 때에 비해서 이제 이는 수영도 할 줄 알고 먹는 것도 좀 다양해졌으니까
내년에 계곡을 간다면 하고 싶은 게 있는지 궁금하네.,내년에 계곡을 간다면 하고 싶은 게 있는지 궁금하네.
갑자기 계곡 하니까 생각난 건데,갑자기 계곡 하니까 생각난 건데
예전에  오빠랑 랑 오빠랑 넷이서 차 타고,예전에  오빠랑 랑 오빠랑 넷이서 차 타고
계곡 가서 재밌게 놀았던 게 기억이 나네 그때는 내가 수영을 못해 가지고,계곡 가서 재밌게 놀았던 게 기억이 나네 그때는 내가 수영을 못해 가지고
튜브 끼고 막 수영했는데 지금은 또 수영을 할 줄 알고 하니까,튜브 끼고 막 수영했는데 지금은 또 수영을 할 줄 알고 하니까
더 재밌게 놀 수 있을 것 같아.,더 재밌게 놀 수 있을 것 같아.
내가 다음에 가면은 수영 가르쳐 줄게.,내가 다음에 가면은 수영 가르쳐 줄게.
우리가 올해도 계곡을 가야지 하고 이케 계획을 잡고 있었는데 이제 왜 못 갔는지가 기억이 안 났었거든 근데 방금 생각난 게 올해는 비가 너무 많이 와 가지고,우리가 올해도 계곡을 가야지 하고 이렇게 계획을 잡고 있었는데 이제 왜 못 갔는지가 기억이 안 났었거든 근데 방금 생각난 게 올해는 비가 너무 많이 와 가지고
계곡에 막 물 범람해서 막 사람도 죽고 이래서 이제 계곡을 못 갔었는데,계곡에 막 물 범람해서 막 사람도 죽고 이래서 이제 계곡을 못 갔었는데
쫌 아쉽네 그리고 니가 수영도 알려준다고 했으니까,조금 아쉽네 그리고 네가 수영도 알려준다고 했으니까
다음에 이케 수영장이 딸린 숙소를 예약을 해서 수영도 배우면은 정말 재밌을 것 같애 내가,다음에 이렇게 수영장이 딸린 숙소를 예약을 해서 수영도 배우면은 정말 재밌을 것 같애 내가
바다를 무서워하는 게 어릴 때 수영하다가,바다를 무서워하는 게 어릴 때 수영하다가
이케 막 계속 떠밀려 가다가 어느 순간 발이 안 닿는 지점이 탁 오니까,이렇게 막 계속 떠밀려 가다가 어느 순간 발이 안 닿는 지점이 탁 오니까
너무 무서워서 그 트라우마도 있고,너무 무서워서 그 트라우마도 있고
