사투리,표준어
내 최애 음식은 누가 뭐래도 감자탕이야.,내 최애 음식은 누가 뭐래도 감자탕이야.
나는 이거를,나는 이거를
중학생 때인가 엄마가,중학생 때인가 엄마가
딱 포장해서 왔었거든 근데 그거 먹는 순간,딱 포장해서 왔었거든 근데 그거 먹는 순간
와 이런 고기가 있다고 뭔가,와 이런 고기가 있다고 뭔가
신세계였어 그리고 이제 성인이 되고 나서,신세계였어 그리고 이제 성인이 되고 나서
뭐~ 술을 마시잖아 술 마시고 나서도 해장국으로 그런 걸,뭐~ 술을 마시잖아 술 마시고 나서도 해장국으로 그런 걸
감자탕 같은 걸 먹잖아 그때 또 진짜,감자탕 같은 걸 먹잖아 그때 또 진짜
그런 청소년 때와는 다른 또 진짜 맛있는,그런 청소년 때와는 다른 또 진짜 맛있는
맛이 있더라고 그래서 난 감자탕이 진짜 너무 맛있어 너무너무 좋아.,맛이 있더라고 그래서 난 감자탕이 진짜 너무 맛있어 너무너무 좋아.
음~ 감자탕,음~ 감자탕
나는 감자탕을 성인 돼서도 아니고,나는 감자탕을 성인 돼서도 아니고
한 이 년 전에 일 년 전인가,한 이 년 전에 일 년 전인가
그때 처음 먹어봤는데 나는 솔직히 그런 류의 음식은 별로 좋아하지 않아.,그때 처음 먹어봤는데 나는 솔직히 그런 류의 음식은 별로 좋아하지 않아.
내가 제일 좋아하는 거는 찜닭이야.,내가 제일 좋아하는 거는 찜닭이야.
어~ 내가 처음부터 찜닭을 좋아한 건 아니었어.,어~ 내가 처음부터 찜닭을 좋아한 건 아니었어.
그냥 어릴 때부터 그냥 가끔씩 시켜 먹는 배달 음식이라고 생각했거든.,그냥 어릴 때부터 그냥 가끔씩 시켜 먹는 배달 음식이라고 생각했거든.
그리고 뭐~ 친구들 여러 명이 만나면은 솔직히 다 같이 나눠 먹는 음식이,그리고 뭐~ 친구들 여러 명이 만나면은 솔직히 다 같이 나눠 먹는 음식이
찾기가 힘들잖아.,찾기가 힘들잖아.
그래서 찜닭 먹으러 다니고 그런 거 말고는 없었거든.,그래서 찜닭 먹으러 다니고 그런 거 말고는 없었거든.
근데 내가 다이어트를 시작하고,근데 내가 다이어트를 시작하고
어~ 그냥 평소에도 먹을 수 있는 음식 단백질 음식을 찾다 보니까,어~ 그냥 평소에도 먹을 수 있는 음식 단백질 음식을 찾다 보니까
찜닭이 제일 좋더라고,찜닭이 제일 좋더라고
근데 찜닭도 솔직히 살이 안 찐다고 말 못 하겠는데 거기 있는 당면이랑,근데 찜닭도 솔직히 살이 안 찐다고 말 못 하겠는데 거기 있는 당면이랑
