사투리,표준어
요즘에 난 자격증 공부 같은 거 쫌 많이 하고 있는데,요즘에 난 자격증 공부 같은 거 조금 많이 하고 있는데
니도 최근에 자격증 공부를 쫌 했었잖아.,너도 최근에 자격증 공부를 조금 했었잖아.
그~ 자격증 공부하면서 지금 니 최근에 혹시 공부했거나 딴 자격증 어떤 거 어떤 거 있었어?,그~ 자격증 공부하면서 지금 너 최근에 혹시 공부했거나 딴 자격증 어떤 거 어떤 거 있었어?
나는 니도 알다시피 항상 공부를 하고 왔 있지만은,나는 너도 알다시피 항상 공부를 하고 왔 있지만은
그중에서도 요새 건축 쪽으로 나는 생각을 하고 있어서,그중에서도 요새 건축 쪽으로 나는 생각을 하고 있어서
그서 건축 설비 기사 자격증을 쳤고 이제 내일이면 결과 나온단 말이야.,그래서 건축 설비 기사 자격증을 쳤고 이제 내일이면 결과 나온단 말이야.
거기에 대해서 약간 쫌 짐 뭐지 기대를 하고 있고 그다음에는 이제,거기에 대해서 약간 조금 짐 뭐지 기대를 하고 있고 그다음에는 이제
지금도 공부하고 있는 거는 소방 설비 기계 기사인데,지금도 공부하고 있는 거는 소방 설비 기계 기사인데
그거를 따게 되면은 내년에 이제 사월부터 법이 바껴가지고 약간,그거를 따게 되면은 내년에 이제 사월부터 법이 바뀌어가지고 약간
내가 취직할 때 도움이 된다데 그래서 그걸 위해서 준비하고 있고,내가 취직할 때 도움이 된다데 그래서 그걸 위해서 준비하고 있고
그전에는 컴퓨터를 내가 다루는 걸 재밌어 해가지고,그전에는 컴퓨터를 내가 다루는 걸 재밌어 해가지고
컴피터 활용 능력 이런 것도 한번 따 보고,컴피터 활용 능력 이런 것도 한번 따 보고
심심해  재미로 따 보고 했는데 그거는 솔직히 내가,심심해  재미로 따 보고 했는데 그거는 솔직히 내가
짐 내가 연구실 생활하면서 도움이 많이 되는 거 같애.,짐 내가 연구실 생활하면서 도움이 많이 되는 거 같애.
왜냐하면은 엑셀을 다룰 일도 많고 하니까 재미도 있고 그리고,왜냐하면은 엑셀을 다룰 일도 많고 하니까 재미도 있고 그리고
건축 설비 기사는 내가 지금 이게 지금 몇 번째고 세 번째다 아이가.,건축 설비 기사는 내가 지금 이게 지금 몇 번째고 세 번째지 않니.
세 번 쳤는데 쳤을 때 계속 한 문제 차이로 떨어지니까 이제 마음이 더 조급해지고,세 번 쳤는데 쳤을 때 계속 한 문제 차이로 떨어지니까 이제 마음이 더 조급해지고
분명히 문제는 알겠는데 다 문제 다 풀 줄 아는데 막상 시험에 들어가면 이제 멘탈이,분명히 문제는 알겠는데 다 문제 다 풀 줄 아는데 막상 시험에 들어가면 이제 멘탈이
박살이 나는 거라 그래서,박살이 나는 거라 그래서
그거를 위해서 계속 공부를 해 왔는데도 긴장감 때문에 내가 못 했던 거 같은 생각이 들어.,그거를 위해서 계속 공부를 해 왔는데도 긴장감 때문에 내가 못 했던 거 같은 생각이 들어.
어~ 그리고 나는 이제 또 영어를 또 준비할려고 하는데,어~ 그리고 나는 이제 또 영어를 또 준비할려고 하는데
아마 영어 중에서 종류가 시험이 많다 아이가.,아마 영어 중에서 종류가 시험이 많지 않니.
아~ 뭐~ 토스 오픽 이런 거 많은데 내가 도대체 요새 뭘 해야 될지 모르겠어.,아~ 뭐~ 토스 오픽 이런 거 많은데 내가 도대체 요새 뭘 해야 될지 모르겠어.
니 같은 경우에는 최근에 뭐~ 땄다고 들었거든 자격증을,너 같은 경우에는 최근에 뭐~ 땄다고 들었거든 자격증을
니는 어떤 거를 추천하면 좋겠노?,너는 어떤 거를 추천하면 좋겠어?
어~ 나는 일단 최근에 토스를 땄는데,어~ 나는 일단 최근에 토스를 땄는데
솔직히 말해서 나는,솔직히 말해서 나는
졸업 성적 맞추려고 약간 억지로 한 게 없지 않아 있단 말이야.,졸업 성적 맞추려고 약간 억지로 한 게 없지 않아 있단 말이야.
일단 영어를 되게 싫어했기 때문에,일단 영어를 되게 싫어했기 때문에
영어 자격증을 안 따고 싶었는데 영어 자격증 따는 것보단 논문 쓰는 게 더 싫어서 나는 논문을 포기하고,영어 자격증을 안 따고 싶었는데 영어 자격증 따는 것보단 논문 쓰는 게 더 싫어서 나는 논문을 포기하고
영어 자격증 공부할려고 했어 그~ 처음에는 내가 토익을 할라 그랬는데,영어 자격증 공부할려고 했어 그~ 처음에는 내가 토익을 할라 그랬는데
토익을 할려고 하니까 이제 막 주변 사람한테 막 물어봤어 친구들한테도 물어보고 학교 선배한테도 물어보고 했는데,토익을 할려고 하니까 이제 막 주변 사람한테 막 물어봤어 친구들한테도 물어보고 학교 선배한테도 물어보고 했는데
토익을 하면은 단기적으로 점수를 내기에는 어려움이 있대 내가 일단 문법 같은 것도 모르기 때문에,토익을 하면은 단기적으로 점수를 내기에는 어려움이 있대 내가 일단 문법 같은 것도 모르기 때문에
문법 공부부터 시작을 해서 다 공부를 해야 되는데,문법 공부부터 시작을 해서 다 공부를 해야 되는데
뭐~ 알씨 같은 경우에는 기술력이기 때문에 어느 정도 커버가 가능한데,뭐~ 알씨 같은 경우에는 기술력이기 때문에 어느 정도 커버가 가능한데
엘씨는 귀가 뚫리면 순식간에 술 실력이 올라가지만 귀가 안 뚫리면은 실력이 안 올라간다고 하는 거야.,엘씨는 귀가 뚫리면 순식간에 술 실력이 올라가지만 귀가 안 뚫리면은 실력이 안 올라간다고 하는 거야.
그래서 들었던 생각이 아~ 이거 내가 뭔가 잘할 수 있을까 싶은 생각이 드는데 추천이 들어왔던 게,그래서 들었던 생각이 아~ 이거 내가 뭔가 잘할 수 있을까 싶은 생각이 드는데 추천이 들어왔던 게
토스나 오픽을 해라  얘기를 들었는데,토스나 오픽을 해라  얘기를 들었는데
내가 만약에 혼자서 롤플레잉 하듯이 말하는 걸 좋아한다 그러면 오픽을 하고,내가 만약에 혼자서 롤플레잉 하듯이 말하는 걸 좋아한다 그러면 오픽을 하고
어느 정도 틀에 잡힌 거 암기력으로 하겠다 승부를 보겠다 하면은 토스를 하라고 하는 거야.,어느 정도 틀에 잡힌 거 암기력으로 하겠다 승부를 보겠다 하면은 토스를 하라고 하는 거야.
솔직히 롤플레잉이 영어로 롤플레잉 하기에는 자신이 없었기 때문에 나는 일단 오픽은 배제를 했어.,솔직히 롤플레잉이 영어로 롤플레잉 하기에는 자신이 없었기 때문에 나는 일단 오픽은 배제를 했어.
그~ 토익 날라갔고 오픽이 날라가니까 남은 거는 뭐~ 중국어 일본어 토스밖에 없는 거야.,그~ 토익 날라갔고 오픽이 날라가니까 남은 거는 뭐~ 중국어 일본어 토스밖에 없는 거야.
그~ 중국어 일본어 같은 경우에는 기본 베이스가 아예 없었기 때문에 난 토스를 시작을 했는데,그~ 중국어 일본어 같은 경우에는 기본 베이스가 아예 없었기 때문에 난 토스를 시작을 했는데
솔직히 처음에 단기로 끝내는 게 맞다고 해서 이 주 반을 신청을 했다가,솔직히 처음에 단기로 끝내는 게 맞다고 해서 이 주 반을 신청을 했다가
그때 뭐~ 내가 그~ 다른 필기시험이랑 겹치게 되면서 한 달 늘렸단 말이야?,그때 뭐~ 내가 그~ 다른 필기시험이랑 겹치게 되면서 한 달 늘렸단 말이야?
내 토스를 준비를 하면서 했는데 솔직히 나는 걍 암기로 했어.,내 토스를 준비를 하면서 했는데 솔직히 나는 그냥 암기로 했어.
내가 막 이해를 했다기보다는,내가 막 이해를 했다기보다는
처음에 걍 책 사서 할려고 그랬는데 책을 봤는데 솔직히 못 하겠는 거야.,처음에 그냥 책 사서 할려고 그랬는데 책을 봤는데 솔직히 못 하겠는 거야.
뭐~ 단계가 레벨 어~ 뭐~ 여섯 가지인가 종류가 있는데,뭐~ 단계가 레벨 어~ 뭐~ 여섯 가지인가 종류가 있는데
파트 씩스까지 있는데 대답을 못하겠는 거야  그것만 보고 내가 생각을 해야 되니까,파트 씩스까지 있는데 대답을 못하겠는 거야  그것만 보고 내가 생각을 해야 되니까
그래서 학원을 등록을 했지 그래서 한 달짜리를 다녔는데,그래서 학원을 등록을 했지 그래서 한 달짜리를 다녔는데
이 주 동안은 걍 얼만 탄 거 같애 내가 뭔 말 하고 있는지도 모르겠고,이 주 동안은 그냥 얼만 탄 거 같애 내가 뭔 말 하고 있는지도 모르겠고
이게 맞나 싶은 생각도 들고 했는데,이게 맞나 싶은 생각도 들고 했는데
이 주 동안 남은 이 주 동안 이제 쪼끔씩 이해가 되기 시작하면서 쪼끔 빡쎄게 돌렸더니,이 주 동안 남은 이 주 동안 이제 쪼끔씩 이해가 되기 시작하면서 쪼끔 빡쎄게 돌렸더니
이제 학원에 가면은 토스 같은 경우에 틀을 준단 말이야?,이제 학원에 가면은 토스 같은 경우에 틀을 준단 말이야?
뭐~ 만약에 뭐~ 음식에 대한 얘기가 나오면은,뭐~ 만약에 뭐~ 음식에 대한 얘기가 나오면은
