사투리,표준어
면허증 있으세요?,면허증 있으세요?
저 그냥 이 종 면허,저 그냥 이 종 면허
왜 따셨어 옛날에는 땄으 따면 원동기가 그냥 넘어왔을 텐데,왜 따셨어 옛날에는 땄으 따면 원동기가 그냥 넘어왔을 텐데
저 작년에 땄어요.,저 작년에 땄어요.
그럼 아~ 나 옛날에는 일 종 보통 따면 원동기 딸려 오는 걸로 기억하고 있거든요.,그럼 아~ 나 옛날에는 일 종 보통 따면 원동기 딸려 오는 걸로 기억하고 있거든요.
지금 이거 되나?,지금 이거 되나?
저도 사실 헷갈려 가지고 잘 모르겠어요.,저도 사실 헷갈려 가지고 잘 모르겠어요.
그~ 면허증 위에 보면,그~ 면허증 위에 보면
그~ 밑에 적혀 있을 거예요 아마도,그~ 밑에 적혀 있을 거예요 아마도
적혀 있을 걸요 아마도,적혀 있을 걸요 아마도
아~ 그걸 또 확인하시네.,아~ 그걸 또 확인하시네.
지금 확인해야죠.,지금 확인해야죠.
안 그럼 까먹어요.,안 그럼 까먹어요.
근데 뭐~ 코코아 타 드세요?,근데 뭐~ 코코아 타 드세요?
코코아 타 드시고 있어요?,코코아 타 드시고 있어요?
갑자기요?,갑자기요?
굳이 굳이 코코아?,굳이 굳이 코코아?
면허증 이 종 보통,면허증 이 종 보통
원동기란 말은 없는데,원동기란 말은 없는데
그~ 왼쪽 위에 보여요?,그~ 왼쪽 위에 보여요?
없어요 이 종 보통밖에 없어.,없어요 이 종 보통밖에 없어.
언제부터였지 언제부터였는진 기억 안 나는데 옛날에,언제부터였지 언제부터였는진 기억 안 나는데 옛날에
옛날에 따면 원동기가 딸려 왔었거든요.,옛날에 따면 원동기가 딸려 왔었거든요.
면허 땄어요?,면허 땄어요?
저도 이제 들은 말이죠.,저도 이제 들은 말이죠.
이제 근데 그랬는데,이제 근데 그랬는데
몇 년도부터 그게 이제 따로 원동기를 따야지,몇 년도부터 그게 이제 따로 원동기를 따야지
따로 원동기를 따야지 이제 된다는,따로 원동기를 따야지 이제 된다는
점점 빡세지는 거,점점 세지는 거
저 삼촌 뭐~ 맨날 오토바이 사고나 가지고,저 삼촌 뭐~ 맨날 오토바이 사고나 가지고
맨날 여기저기 뿌라 왔거든요.,맨날 여기저기 부러져 왔거든요.
그래서 오토바이 타기가 무서워.,그래서 오토바이 타기가 무서워.
오토바이도,오토바이도
오토바이 살짝 스쿠터 이런 거 그런 거 좋아하세요?,오토바이 살짝 스쿠터 이런 거 그런 거 좋아하세요?
저 오토바이 할레데이비스 사고 싶어요.,저 오토바이 할레데이비스 사고 싶어요.
할리라고 해 가지고 아~ 내가 잘 못 들었나 했는데 진짜 할리네요.,할리라고 해 가지고 아~ 내가 잘 못 들었나 했는데 진짜 할리네요.
이쁘죠?,이쁘죠?
