사투리,표준어
요즘 추워져가지고 또 쇼핑하고 싶잖아.,요즘 추워져가지고 또 쇼핑하고 싶잖아.
아 저도 요즘에 옷 사고 싶은데 돈이 없어요.,아 저도 요즘에 옷 사고 싶은데 돈이 없어요.
요즘에 근데 옷 보다는 저는 이제 전자기기 쪽으로 이제 욕심 생겨가지고,요즘에 근데 옷 보다는 저는 이제 전자기기 쪽으로 이제 욕심 생겨가지고
옷을 안 산지 진짜 오래 됐어요 마지막으로 산 게 이제 작년에 맨투맨 하나 산 거 그게 다예요.,옷을 안 산지 진짜 오래 됐어요 마지막으로 산 게 이제 작년에 맨투맨 하나 산 거 그게 다예요.
와 일년 동안 옷을 어떻게 안 살 수가 있어 그러면,와 일년 동안 옷을 어떻게 안 살 수가 있어 그러면
봄 여름 가을 동안 뭐 입고 다녔어?,봄 여름 가을 동안 뭐 입고 다녔어?
있는 옷 돌려 입었죠 누나 그거 뭐 없으면 없는 대로 살아야죠.,있는 옷 돌려 입었죠 누나 그거 뭐 없으면 없는 대로 살아야죠.
나는 요즘 쇼핑에 너무 관심이 많아가지고 옛날에는 캐쥬얼스러운 옷만 사고 싶었거든,나는 요즘 쇼핑에 너무 관심이 많아가지고 옛날에는 캐쥬얼스러운 옷만 사고 싶었거든
근데 요즘에는 약간 여성스러운 옷도 눈에 많이 보이고 그리고 무엇보다 내가 신발을 좋아하니까,근데 요즘에는 약간 여성스러운 옷도 눈에 많이 보이고 그리고 무엇보다 내가 신발을 좋아하니까
요즘 명품 신발이 진짜 예쁘더라.,요즘 명품 신발이 진짜 예쁘더라.
아 저도 다른 거는 몰라도 이제 하이엔드 같은 거 신발 같은 건 좋아하거든요.,아 저도 다른 거는 몰라도 이제 하이엔드 같은 거 신발 같은 건 좋아하거든요.
맨날 뭐 &company-name1& 이제 추첨해서 사는 거 응모하면 한 번도 안 됐어요 그거 저번에,맨날 뭐 &company-name1& 이제 추첨해서 사는 거 응모하면 한 번도 안 됐어요 그거 저번에
한 번 했는 거 누나 거 됐잖아요.,한 번 한 거 누나 거 됐잖아요.
그니까 그거 내 &company-name2& 이 이 아니다 구호이,그러니까 그거 나 &company-name2& 이 이 아니다 구호이
구브이 니가 당첨 돼서 샀잖아 근데 나는,구브이 니가 당첨 돼서 샀잖아 근데 나는
그 뉴,그 뉴
은 안 땡기고,은 안 당기고
갖고 싶은 게 있으면 이제 조던이요 요즘에 조던이 또 유행하니까,갖고 싶은 게 있으면 이제 조던이요 요즘에 조던이 또 유행하니까
근데 또 조던 신발 안 신고 리셀하는 사람들 때문에 구하기가 더 어려워졌어요.,근데 또 조던 신발 안 신고 리셀하는 사람들 때문에 구하기가 더 어려워졌어요.
그러면 조던 정도는 얼마 정도 해?,그러면 조던 정도는 얼마 정도 해?
