사투리,표준어
우리 가족은 우리 내 친정 쪽부터 얘기하자면,우리 가족은 우리 내 친정 쪽부터 얘기하자면
삼남 사녀인데 그중에 제가 내가 막내고,삼남 사녀인데 그중에 제가 내가 막내고
가족 엄마 아버지는 엄마가 일찍 돌아가시고,가족 엄마 아버지는 엄마가 일찍 돌아가시고
아부지는 내가 사십 대쯤에 돌아가셨는데,아버지는 내가 사십 대쯤에 돌아가셨는데
부모님은 워낙 이제 일찍 돌아가셨기 때문에,부모님은 워낙 이제 일찍 돌아가셨기 때문에
엄마 돌아가셨을 때는 내가 워낙 일 이~ 어린 나이기 때문에 그~ 슬픔은 이루 말할 수가 없는데,엄마 돌아가셨을 때는 내가 워낙 일 이~ 어린 나이기 때문에 그~ 슬픔은 이루 말할 수가 없는데
또 이제 부모님과의 사별하고,또 이제 부모님과의 사별하고
형제간의 사별이 이게 또 첨 젤 처음으로 오빠가 이제 돌아가셨을 때 그~ 사별하고는,형제간의 사별이 이게 또 첨 젤 처음으로 오빠가 이제 돌아가셨을 때 그~ 사별하고는
또 이게 뭔가 감정이 쫌 많이 다르더라고 그리고,또 이게 뭔가 감정이 조금 많이 다르더라고 그리고
둘째 오빠가 먼저 돌아가시고 그~ 일 년 후에 큰오빠가 또 돌아가셨어.,둘째 오빠가 먼저 돌아가시고 그~ 일 년 후에 큰오빠가 또 돌아가셨어.
오빠들이 연세가 많은데 칠 남매 중에 다 이케,오빠들이 연세가 많은데 칠 남매 중에 다 이렇게
살아계시다가 이렇게 이제,살아계시다가 이렇게 이제
한 분씩 한 분씩 돌아가시고 이러니까,한 분씩 한 분씩 돌아가시고 이러니까
가족 아니 형제 간의 그~ 사별 이런 게 쫌,가족 아니 형제 간의 그~ 사별 이런 게 조금
많이 다르던데 니는 어떻노?,많이 다르던데 너는 어떻니?
나는 맨 처음에,나는 맨 처음에
제 아빠가 돌아가시고 그다음에,제 아빠가 돌아가시고 그다음에
큰오빠가 갑자기 지금 돌아가신 상태다 아이가?,큰오빠가 갑자기 지금 돌아가신 상태지 않니?
그리고 엄마가 돌아가시고 이랬는데,그리고 엄마가 돌아가시고 이랬는데
정말 처음 접한 거다 아이가 누군가가 인자 세상을 뜨는 게 처음 접하는 거여서,정말 처음 접한 거지 않니 누군가가 이제 세상을 뜨는 게 처음 접하는 거여서
그~ 뭐~ 정말 얼떨떨 아~ 이게 뭐지?,그~ 뭐~ 정말 얼떨떨 아~ 이게 뭐지?
라고 그냥 그렇게 막 지났고 그다음에 오빠가 사고로,라고 그냥 그렇게 막 지났고 그다음에 오빠가 사고로
아부지하고 나는 아빠하고 관계가 너무 좋았기 때문에 그까,아버지하고 나는 아빠하고 관계가 너무 좋았기 때문에 그러니까
오빠가 게 갑자기,오빠가 게 갑자기
돌아가신 거하고는 또 쪼끔 느낌이 다른데 나는 아빠가 세상을 가 떠나신 거에 대한,돌아가신 거하고는 또 쪼끔 느낌이 다른데 나는 아빠가 세상을 가 떠나신 거에 대한
그~ 슬픔이 너무 컸었거든 그리고 제 그다음에 인제,그~ 슬픔이 너무 컸었거든 그리고 제 그다음에 인제
엄마가 돌아가셨는데 엄마가 돌아가셨을 때는,엄마가 돌아가셨는데 엄마가 돌아가셨을 때는
정말 그거는 이제 뭐~ 세상,정말 그거는 이제 뭐~ 세상
너무 너무나 다른 자 아~ 슬픔이,너무 너무나 다른 자 아~ 슬픔이
그~ 너무 컸지  그리고 이제 너무 오만 감정이 다 드니까,그~ 너무 컸지  그리고 이제 너무 오만 감정이 다 드니까
그~ 나는 오빠 엄마,그~ 나는 오빠 엄마
