사투리,표준어
안녕하세요?,안녕하세요?
네 안녕하세요?,네 안녕하세요?
요즘 코로나 땜에 많이 힘드시죠?,요즘 코로나 땜에 많이 힘드시죠?
코로나 이전 시대에는 우리가,코로나 이전 시대에는 우리가
여름과 겨울 방학이 되면,여름과 겨울 방학이 되면
다른 지역이나 나라로 여행을 가곤 했었는데요.,다른 지역이나 나라로 여행을 가곤 했었는데요.
혹시 질문자님,혹시 질문자님
님은 혹시 기억에 남는 여행지가 있나요?,님은 혹시 기억에 남는 여행지가 있나요?
음~ 저는 여행을 되게 좋아했 하는 편이라서,음~ 저는 여행을 되게 좋아했 하는 편이라서
결혼하기 전에는 쫌 많이 다닌 편이에요.,결혼하기 전에는 조금 많이 다닌 편이에요.
그런데 결혼을 하고 육아를 하면서,그런데 결혼을 하고 육아를 하면서
여행다운 여행을 사실은 한 십 년 애기 키우는 초창기 십 년은 잘 못 다녔었어요.,여행다운 여행을 사실은 한 십 년 애기 키우는 초창기 십 년은 잘 못 다녔었어요.
다닌 여행지는 애기 키우면서 갈 수 있는 국내 여행?,다닌 여행지는 애기 키우면서 갈 수 있는 국내 여행?
그리고 애들이 쫌 더 컸을 때는 국외 여행을 쪼끔씩 하기 시작했고,그리고 애들이 조금 더 컸을 때는 국외 여행을 쪼끔씩 하기 시작했고
저는 여행 다닌다는 건,저는 여행 다닌다는 건
굉장히 사람한테 많은 경험과 간접적인,굉장히 사람한테 많은 경험과 간접적인
지 간접 경험에서 받을 수 없는 것들을 많이 배울 수 있는 것 같아서 되게 추천하는,지 간접 경험에서 받을 수 없는 것들을 많이 배울 수 있는 것 같아서 되게 추천하는
편인데 어~ 제가 가본 여행지는,편인데 어~ 제가 가본 여행지는
어~ 지금 가장 저의 인생에서 제 터닝 포인트를 만들어 줬던 건 대학 다닐 때,어~ 지금 가장 저의 인생에서 제 터닝 포인트를 만들어 줬던 건 대학 다닐 때
배낭여행 다녀왔던 게 제일 가장 기억에 남고 거기서 만났던 많은 친구들?,배낭여행 다녀왔던 게 제일 가장 기억에 남고 거기서 만났던 많은 친구들?
그리고 많은 다양한 해외 사람들 그리고 혼자,그리고 많은 다양한 해외 사람들 그리고 혼자
해외에 나가서 진짜 딱 혼자 독립적으로,해외에 나가서 진짜 딱 혼자 독립적으로
모든 걸 다 해결해야 됐을 때 느끼는 강박 관념 그리고 공포 두려움?,모든 걸 다 해결해야 됐을 때 느끼는 강박 관념 그리고 공포 두려움?
거기서 또 해결해서 자기가  가질 수 있는 성취감 등을 굉장히 많이 느껴가지구 저는 여행 다니는 걸,거기서 또 해결해서 자기가  가질 수 있는 성취감 등을 굉장히 많이 느껴가지구 저는 여행 다니는 걸
특히 우리 애들한테도 강조를 해요.,특히 우리 애들한테도 강조를 해요.
근데,근데
어~ 부모가 보내주는 여행이 아니라 내가 어떤 여행을 가고 싶으면 거기에 맞는,어~ 부모가 보내주는 여행이 아니라 내가 어떤 여행을 가고 싶으면 거기에 맞는
어~ 금액을 세우고 그 금액을 어떻게 모을 건지 계획 짜는 것,어~ 금액을 세우고 그 금액을 어떻게 모을 건지 계획 짜는 것
또한 그 사람의 인생에서 굉장히 많은 도움이 되기 때문에,또한 그 사람의 인생에서 굉장히 많은 도움이 되기 때문에
여행을 다니는 데 있어서 진짜 많은 배움이 있는 것 같아요.,여행을 다니는 데 있어서 진짜 많은 배움이 있는 것 같아요.
그러면 지금 대화하시는 그~ 상대분은 지금  어디 어디 어디 다녀와셨는지 여행지에 대해서 얘기해주실 수 있나요?,그러면 지금 대화하시는 그~ 상대분은 지금  어디 어디 어디 다녀와셨는지 여행지에 대해서 얘기해주실 수 있나요?
저는 해외는 많이는 못 가봤구요.,저는 해외는 많이는 못 가봤구요.
중국만 한 두 번 가봤었습니다.,중국만 한 두 번 가봤었습니다.
교회에 다니기 때문에 선교라는 개념으로 백두산 위에,교회에 다니기 때문에 선교라는 개념으로 백두산 위에
조선 연변 조선인 조선 중국,조선 연변 조선인 조선 중국
경계 지역 조중 국경 지대라고 말하는데 중국은,경계 지역 조중 국경 지대라고 말하는데 중국은
오십다섯 개의 소수 민족으로 이루어져 있거든요?,오십다섯 개의 소수 민족으로 이루어져 있거든요?
그~ 민족 중에 소수 민족 중에 조선족,그~ 민족 중에 소수 민족 중에 조선족
조선족이라는 민족이 있어요.,조선족이라는 민족이 있어요.
그~ 한국 말을 사용할 줄 아는 족 중국의 민족을 조선족이라고 합니다.,그~ 한국 말을 사용할 줄 아는 족 중국의 민족을 조선족이라고 합니다.
그 민족이 사는 지역들 백두산을 포함한,그 민족이 사는 지역들 백두산을 포함한
한 다섯 개 지역을 갔다 와봤던 기억이 나구요.,한 다섯 개 지역을 갔다 와봤던 기억이 나구요.
중국은 정말 놀랐던 게 기차로 열세 시간 열여섯 시간을 가도,중국은 정말 놀랐던 게 기차로 열세 시간 열여섯 시간을 가도
그 광활한 넓은 토지 그 넓은 국토를 다 갈 수 없더라고요.,그 광활한 넓은 토지 그 넓은 국토를 다 갈 수 없더라고요.
밤 기차를 주로 이용했었는데 밤에 아치 아,밤 기차를 주로 이용했었는데 밤에 아치 아
밤에 여덟 시에 타면 그다음날 새벽,밤에 여덟 시에 타면 그다음날 새벽
아침 일곱 시 여덟 시 되면 도착하는 그~ 기차에서 하룻밤을 잔 주로 시간 아낄려고 그렇게 했었는데,아침 일곱 시 여덟 시 되면 도착하는 그~ 기차에서 하룻밤을 잔 주로 시간 아낄려고 그렇게 했었는데
그게 참 기억에 남고 중국 사람들은,그게 참 기억에 남고 중국 사람들은
꽌시라 해가지고 사람과 사람 간의 관계를 되게 중요시 여기거든요?,꽌시라 해가지고 사람과 사람 간의 관계를 되게 중요시 여기거든요?
그래서 관계가 좋은 관계가 형성되면 물건 가격도,그래서 관계가 좋은 관계가 형성되면 물건 가격도
자기들 마음대로 요령껏 낮춰줘요.,자기들 마음대로 요령껏 낮춰줘요.
그래서,그래서
그런 외교술 그런 인간 관계 기술이 참 중요하구나 생각됐었습니다.,그런 외교술 그런 인간 관계 기술이 참 중요하구나 생각됐었습니다.
시장 일부러 중국 사람들은 그런,시장 일부러 중국 사람들은 그런
경제 관념을 알아볼려고 시장 여행 갈 때마다 전 시장을 주로,경제 관념을 알아볼려고 시장 여행 갈 때마다 전 시장을 주로
투어를 많이 했었는데 비싸다고 아~ 손짓하면서,투어를 많이 했었는데 비싸다고 아~ 손짓하면서
