사투리,표준어
네 제가 얼마 전까지만 해도 이제 패션이나 스타일 이런 거에 대해서 흥미가 아예 없다시피 했거든요 아무래도 이제,네 제가 얼마 전까지만 해도 이제 패션이나 스타일 이런 거에 대해서 흥미가 아예 없다시피 했거든요 아무래도 이제
제가 불과 한 두 달까지만 해도 지금 지금보다 한 이십 키로는 더 쪄 있어가 가지고,제가 불과 한 두 달까지만 해도 지금 지금보다 한 이십 키로는 더 쪄 있어서 가지고
그때까지만 해도 저한테 맞는 옷도 없고 뭐~ 맞는 옷을 입어봤자 그렇게 뭐~ 핏도 안 나오고 그래가 가지고 저랑 쫌 동떨어진 세계로 인식을 했거든요 이거를 그런데 이제 살을 빼고 이제 점점 그~ 사이즈가 쭐어가다 보니까,그때까지만 해도 저한테 맞는 옷도 없고 뭐~ 맞는 옷을 입어봤자 그렇게 뭐~ 핏도 안 나오고 그래서 가지고 저랑 조금 동떨어진 세계로 인식을 했거든요 이거를 그런데 이제 살을 빼고 이제 점점 그~ 사이즈가 줄어가다 보니까
어느 정도 좀 살아나더라고요 이제 옷 본연의 멋 같은 게,어느 정도 좀 살아나더라고요 이제 옷 본연의 멋 같은 게
그러다 보니까 이제 슬슬 저도 이제 시작을 하려고 하는데 문제는 이게 아무래도 처음 시작하다 보니까,그러다 보니까 이제 슬슬 저도 이제 시작을 하려고 하는데 문제는 이게 아무래도 처음 시작하다 보니까
쫌 정보가 많이 없단 말이에요 정보가 많이 없어서 그런데 혹시 그~ 뭐~,조금 정보가 많이 없단 말이에요 정보가 많이 없어서 그런데 혹시 그~ 뭐~
옷을 사시는 사이트라든가 아니면은 뭐~ 코디 사이트라든가 그런 것 중에 추천하실 만한 거 혹시 가르 가지고 계신가요?,옷을 사시는 사이트라든가 아니면은 뭐~ 코디 사이트라든가 그런 것 중에 추천하실 만한 거 혹시 가르 가지고 계신가요?
저도 마찬가지로 패션에 대해서 잘 모르는데 요즘 들어서 이제,저도 마찬가지로 패션에 대해서 잘 모르는데 요즘 들어서 이제
패션에 대해서 쪼끔씩 관심이 생기고 있고 쫌 알아볼려고 노력하는 중이거든요 그래가지고 저는,패션에 대해서 쪼끔씩 관심이 생기고 있고 조금 알아볼려고 노력하는 중이거든요 그래가지고 저는
친구가 옷을 잡 입는 친구가 있는데 그 친구한테 물어봤어요 처음 패션 입문을 할 때 어떤 게 좋냐.,친구가 옷을 잡 입는 친구가 있는데 그 친구한테 물어봤어요 처음 패션 입문을 할 때 어떤 게 좋냐.
물어보니까 친구는 유튜브에서 처음 봤다고 하더라고요 그래서 유튜브 패션 관련된,물어보니까 친구는 유튜브에서 처음 봤다고 하더라고요 그래서 유튜브 패션 관련된
유튜버들 영상 보면서 배우거나 아니면 이제 카페에서,유튜버들 영상 보면서 배우거나 아니면 이제 카페에서
패션 카페 같은 데 보면서 데일리 룩 올리는 거 그런 거 보면서 참고하거나,패션 카페 같은 데 보면서 데일리 룩 올리는 거 그런 거 보면서 참고하거나
아니면 뭐~ 쇼핑몰에서 무신사 스토어 그런 데,아니면 뭐~ 쇼핑몰에서 무신사 스토어 그런 데
보면은 디자이너 룩 같은 게 있단 말이에요 그런 거 보면서 쪼끔씩 참고는 하고 있는데 저도,보면은 디자이너 룩 같은 게 있단 말이에요 그런 거 보면서 쪼끔씩 참고는 하고 있는데 저도
아직 제 핏에 대해서 잘 모르기도 하고,아직 제 핏에 대해서 잘 모르기도 하고
그래가지고 그건 참고만 하고 있지 그거에  인해서 제 스타일이 완전히 바꼈다고는 얘기를 못 드리겠고요.,그래가지고 그건 참고만 하고 있지 그거에  인해서 제 스타일이 완전히 바뀌었다고는 얘기를 못 드리겠고요.
일단 그 부분에 대해서 보면서 참고하면 좋을 거 같고요 그래서,일단 그 부분에 대해서 보면서 참고하면 좋을 거 같고요 그래서
저도 처음에 패션 입문할 때 지금도 입문하는 단계지만 제일 처음에 친구한테 어떻게 하면 좋겠냐 제,저도 처음에 패션 입문할 때 지금도 입문하는 단계지만 제일 처음에 친구한테 어떻게 하면 좋겠냐 제
옷 스타일을 잘 모르니까 친구한테 도움을 요청하니까 친구가 자기 자취방에 데리고,옷 스타일을 잘 모르니까 친구한테 도움을 요청하니까 친구가 자기 자취방에 데리고
저를 데리고 가서 자기 옷을 하나씩 입혀보더라고요.,저를 데리고 가서 자기 옷을 하나씩 입혀보더라고요.
자기  하나씩 입혀보면서 스타일을,자기  하나씩 입혀보면서 스타일을
