사투리,표준어
이번엔 음악에 대해서 얘기해 볼 건데,이번엔 음악에 대해서 얘기해 볼 건데
이제 우리가 케이팝이라는 자랑스러운 문화가 있잖아 그 문화의 중심에 있는 사람으로서 혹시 케이팝에 좋아하는 가수 있어?,이제 우리가 케이팝이라는 자랑스러운 문화가 있잖아 그 문화의 중심에 있는 사람으로서 혹시 케이팝에 좋아하는 가수 있어?
블랙핑크가 너무 좋더라고 개인적으로 블랙핑크 진짜 좋아하고.,블랙핑크가 너무 좋더라고 개인적으로 블랙핑크 진짜 좋아하고.
블랙핑크가 이제 또 진짜 해외적으로 인기가 진짜 많잖아.,블랙핑크가 이제 또 진짜 해외적으로 인기가 진짜 많잖아.
이번에 나온 러브 식 걸스도 진짜 약간 팝송 느낌 나면서,이번에 나온 러브 식 걸스도 진짜 약간 팝송 느낌 나면서
되게 좋던데 혹시 이 노래 들어봤어?,되게 좋던데 혹시 이 노래 들어봤어?
당연히 들어봤지 근데 개인적으로 그 노랜 내 스타일이 아니더라고.,당연히 들어봤지 근데 개인적으로 그 노랜 내 스타일이 아니더라고.
내 스타일은 아니지만 걔네 그냥 컨셉이랑,내 스타일은 아니지만 걔네 그냥 컨셉이랑
춤추는 거 그런 거 나는 개인적으로,춤추는 거 그런 거 나는 개인적으로
무대 보면은 제니가 약간 제일 좋아하는 가수고 노래는 내 스타일이 아니지만은,무대 보면은 제니가 약간 제일 좋아하는 가수고 노래는 내 스타일이 아니지만은
블랙핑크를 좋아한단다.,블랙핑크를 좋아한단다.
사람들이 블랙핑크를 보고 우리 기준을 높여놨다고 할 만큼,사람들이 블랙핑크를 보고 우리 기준을 높여놨다고 할 만큼
진짜 매 무대마다 퀄리티가 진짜 높은 것 같애.,진짜 매 무대마다 퀄리티가 진짜 높은 것 같애.
그리고 노래 자체도 약간 블랙핑크만의 스타일이 있잖아.,그리고 노래 자체도 약간 블랙핑크만의 스타일이 있잖아.
그~ 스타일 너무 잘 소화해내는 것 같고.,그~ 스타일 너무 잘 소화해내는 것 같고.
정말 이제 엄청 많은 걸그룹이 많이,정말 이제 엄청 많은 걸그룹이 많이
보이그룹도 그렇고 많이 이제,보이그룹도 그렇고 많이 이제
생긴단 우리가 모르는 그룹도 정말 많다고 그러잖아.,생긴단 우리가 모르는 그룹도 정말 많다고 그러잖아.
거기서 진짜 독보적인 스타일을 이제,거기서 진짜 독보적인 스타일을 이제
유지하면서도 그게 또 해외 팬들을,유지하면서도 그게 또 해외 팬들을
많이 만들어낼 수 있는,많이 만들어낼 수 있는
매력 포인트가 아니었나 생각해.,매력 포인트가 아니었나 생각해.
언니가 생각하는 블랙핑크의 매력 포인트는 뭐라고 생각해?,언니가 생각하는 블랙핑크의 매력 포인트는 뭐라고 생각해?
블랙핑크의 매력 포인트는 약간 독보적인 컨셉이야.,블랙핑크의 매력 포인트는 약간 독보적인 컨셉이야.
멋있는 컨셉을 하는 여자 걸그룹들이 많이 없잖아.,멋있는 컨셉을 하는 여자 걸그룹들이 많이 없잖아.
