사투리,표준어
진행되진 않았어요.,진행되진 않았어요.
아 저는 그냥 일반 그냥 인문 이고,아 저는 그냥 일반 그냥 인문 이고
그냥 저는 그렇게 막 학군이 좋은건 아닌데,그냥 저는 그렇게 막 학군이 좋은건 아닌데
모 모르겠는데 입시 그러니까 선행?,모 모르겠는데 입시 그러니까 선행?
학원 그냥 학원얘기 하시는 거 같으세요 저는 학원을 안 다녀 봐서,학원 그냥 학원얘기 하시는 거 같으세요 저는 학원을 안 다녀 봐서
근데 왜 그때 지금도 보면은,근데 왜 그때 지금도 보면은
학원 다니는 얘들은 학교에서 그러고 그냥 넘어간다 하던데,학원 다니는 얘들은 학교에서 그리고 그냥 넘어간다 하던데
아 맞아요  저 때는 그니까 학원이,아 맞아요  저 때는 그러니까 학원이
일반 종합학원이 많이 다니고 얘들이 그랬어요.,일반 종합학원이 많이 다니고 얘들이 그랬어요.
그럼 다른얘들은 저는 그때 형편이 좀 학원 다니는 그런 형편이 아니어가지고,그럼 다른얘들은 저는 그때 형편이 좀 학원 다니는 그런 형편이 아니어가지고
그 부모님이 학습지나 약간 인터넷?,그 부모님이 학습지나 약간 인터넷?
조금씩 조금씩 시작하는 그런 때여가지고,조금씩 조금씩 시작하는 그런 때여가지고
그걸 해주신긴 했는데 다른얘들 보면은,그걸 해주신긴 했는데 다른얘들 보면은
학교 학교에서 학원 학습지를 하고 있더라고요 수업시간에,학교 학교에서 학원 학습지를 하고 있더라고요 수업시간에
그리고 수업시간에 고등학교때는 얘들이 이제,그리고 수업시간에 고등학교때는 얘들이 이제
특히 국어랑 영어 수학 시간에 그나마,특히 국어랑 영어 수학 시간에 그나마
좀 깨어있는데 윤리나 이런 다른 그런거 입시랑 관련없는,좀 깨어있는데 윤리나 이런 다른 그런거 입시랑 관련없는
그냥 거의 자는거에요.,그냥 거의 자는거에요.
어느 날은 보니까 선생님이 또 특히 수업이 조금 재밌으면 얘들이 좀 깨어있는데,어느 날은 보니까 선생님이 또 특히 수업이 조금 재밌으면 얘들이 좀 깨어있는데
