사투리,표준어
노래 가사 중에 연애는 필수 결혼은 선택이라는,노래 가사 중에 연애는 필수 결혼은 선택이라는
가사가 있는데 그거에 대해서 어떻게 생각하세요?,가사가 있는데 그거에 대해서 어떻게 생각하세요?
요즘 시대가 삼포 오포 시대니까,요즘 시대가 삼포 오포 시대니까
점점 취업도 힘들고 취업이 힘드니까,점점 취업도 힘들고 취업이 힘드니까
결혼도 힘든 거잖아요.,결혼도 힘든 거잖아요.
그래서 그런데 또 청춘 남녀들이,그래서 그런데 또 청춘 남녀들이
살다보면 또 자연스럽게,살다보면 또 자연스럽게
이렇게 연애 감정도 들고 연애를 하게 되니까,이렇게 연애 감정도 들고 연애를 하게 되니까
연애는 필수가 될 수밖에 없겠죠 그렇게 연애를 하는데,연애는 필수가 될 수밖에 없겠죠 그렇게 연애를 하는데
그런데 결혼은 힘든 거잖아요.,그런데 결혼은 힘든 거잖아요.
현실적인 것 현실적으로 재정도 필요하고,현실적인 것 현실적으로 재정도 필요하고
또 부모로부터 독립도 해야 되고 주거 공간도 필요하고,또 부모로부터 독립도 해야 되고 주거 공간도 필요하고
그렇게 우리나라,그렇게 우리나라
사회에서 결혼이라는 게 쉽지 않으니까 그런 말이 나오지 않았을까 하는 생각이 들어요.,사회에서 결혼이라는 게 쉽지 않으니까 그런 말이 나오지 않았을까 하는 생각이 들어요.
연애는 저도 되게 좋게 생각하는데,연애는 저도 되게 좋게 생각하는데
친구 중에 연애를 지금 오 년 동안 쉰 애가 있어요.,친구 중에 연애를 지금 오 년 동안 쉰 애가 있어요.
걔는 한 명을 딱,걔는 한 명을 딱
오 년을 만나고 나서 헤어지고 나서는,오 년을 만나고 나서 헤어지고 나서는
오 년 동안 지금 솔로인데 왜 그렇냐고 하니까,오 년 동안 지금 솔로인데 왜 그렇냐고 하니까
그 사람에 이미 맞춰져서 틀이 이미 맞춰져서,그 사람에 이미 맞춰져서 틀이 이미 맞춰져서
그런 사람 아니면은 못 만나겠다고 하더라고요.,그런 사람 아니면은 못 만나겠다고 하더라고요.
근데 저는 그것도 쪼끔 안타까운 생각이 드는 게 그게 사람마다 다 다른 건데,근데 저는 그것도 쪼끔 안타까운 생각이 드는 게 그게 사람마다 다 다른 건데
이 사람 저 사람 만나보고 다른 매력를 느껴봐야 되지 않나라는 생각이 드는데,이 사람 저 사람 만나보고 다른 매력를 느껴봐야 되지 않나라는 생각이 드는데
연애 많이 해 보셨어요?,연애 많이 해 보셨어요?
저는 안 해봤습니다.,저는 안 해봤습니다.
하지만 남녀 공학 학교를 나왔고,하지만 남녀 공학 학교를 나왔고
친구들은 많아요.,친구들은 많아요.
알고 지내고,알고 지내고
한사람 한사람 관계를 맺고 인격적인 그런 관계를,한사람 한사람 관계를 맺고 인격적인 그런 관계를
맺어온 그런 친구들은 많이 있고 제가,맺어온 그런 친구들은 많이 있고 제가
교회를 다니는데 십 대에 꿈을 꾸고,교회를 다니는데 십 대에 꿈을 꾸고
이십 대에 준비하고 삼십 대에,이십 대에 준비하고 삼십 대에
영향력을 발하기 위해서는,영향력을 발하기 위해서는
스물다섯 살 이전에,스물다섯 살 이전에
연애를 하지 말라고 원베네딕트 선교사님께서,연애를 하지 말라고 원베네딕트 선교사님께서
말씀을 하셨는데 제가,말씀을 하셨는데 제가
너무 그까 곧이곧대로 그걸 들어서,너무 그러니까 곧이곧대로 그걸 들어서
중고등학교 때 사귀고 싶어도 쫌 참았던 거 같애요.,중고등학교 때 사귀고 싶어도 조금 참았던 거 같애요.
아~ 연애를 안 해보셨군요.,아~ 연애를 안 해보셨군요.
근데 지금이라도 늦지 않았으니까 연애는 해보시는 걸 추천드립니다 연애를 하면은,근데 지금이라도 늦지 않았으니까 연애는 해보시는 걸 추천드립니다 연애를 하면은
뭐~ 아까 전에 스물다섯 살 전에 꿈을 위해서 안 되고 안 되고 이런 게 있다고 하셨지만,뭐~ 아까 전에 스물다섯 살 전에 꿈을 위해서 안 되고 안 되고 이런 게 있다고 하셨지만
당연히 그런 것도 무슨 말씀인지는 알겠는데,당연히 그런 것도 무슨 말씀인지는 알겠는데
그~ 친구랑,그~ 친구랑
교류하면서 얻는 거랑 연인 사이에,교류하면서 얻는 거랑 연인 사이에
감정을 공유한다는 건 엄청 큰 힘이되거든요?,감정을 공유한다는 건 엄청 큰 힘이되거든요?
그건 또 다른 친구랑은 다른 감정을 공유하는 거라서,그건 또 다른 친구랑은 다른 감정을 공유하는 거라서
연애를 한다고 해서 뭐~ 미래에 꿈에 대해서,연애를 한다고 해서 뭐~ 미래에 꿈에 대해서
쫌 포기하게 되거나 이런 거는 없는 거 같애요.,조금 포기하게 되거나 이런 거는 없는 거 같애요.
그리고 서로 각자 밀어주고,그리고 서로 각자 밀어주고
힘을 더 내게 해줄 수 있는 그런 연애,힘을 더 내게 해줄 수 있는 그런 연애
성숙한 연애를 하시면은 엄청 살아가는데,성숙한 연애를 하시면은 엄청 살아가는데
더 힘이 날 거 같애요.,더 힘이 날 거 같애요.
맞아요 그~ 김연아 선수도,맞아요 그~ 김연아 선수도
금메달 따면서도 남자친구 사겼다 하더라고요.,금메달 따면서도 남자친구 사겼다 하더라고요.
인연이라는 단어와,인연이라는 단어와
그리고 연인이라는 단어,그리고 연인이라는 단어
