사투리,표준어
본 영화 중에서 가장 좋아하고,본 영화 중에서 가장 좋아하고
재밌었던 영화 있어요?,재밌었던 영화 있어요?
제 인생 영화는 인생 영화 물어보시는 거 맞으시죠?,제 인생 영화는 인생 영화 물어보시는 거 맞으시죠?
인생 영화는,인생 영화는
킬빌이라고 옛날 영화인데요.,킬빌이라고 옛날 영화인데요.
제가 액션 영화를 진짜 좋아하거든요.,제가 액션 영화를 진짜 좋아하거든요.
근데 네 제가 중학교 때 처음 본 게 이제 킬빌인데,근데 네 제가 중학교 때 처음 본 게 이제 킬빌인데
그 감독 영화가 좀 약간,그 감독 영화가 좀 약간
매니아들만 좋아하는 그런 영화예요.,매니아들만 좋아하는 그런 영화예요.
좀 잔인하고 근데 엄청 액션이 스타일리시한 그런 액션이거든요.,좀 잔인하고 근데 엄청 액션이 스타일리시한 그런 액션이거든요.
그래서 그게 제 인생 영화예요 제일 그니까 그 뒤로 좀,그래서 그게 제 인생 영화예요 제일 그러니까 그 뒤로 좀
그런 액션 영화를 많이 찾아보게 된 거 같아요.,그런 액션 영화를 많이 찾아보게 된 거 같아요.
티비에서 하는 걸 우연히 봤거든요.,티비에서 하는 걸 우연히 봤거든요.
킬빌이 감독이 쿠엔틴 타란티노죠?,킬빌이 감독이 쿠엔틴 타란티노죠?
네 맞아요.,네 맞아요.
제가 제일 좋아하는 감독인데,제가 제일 좋아하는 감독인데
그 감독 영화들 보면 되게,그 감독 영화들 보면 되게
좀  매니아가 많은데 좀 특이하기도 한데 그래도 되게 재밌어요.,좀  매니아가 많은데 좀 특이하기도 한데 그래도 되게 재밌어요.
혹시 최근에 본 영화 어떤 거세요?,혹시 최근에 본 영화 어떤 거세요?
어~ 올해는 영화관은 간 적이 없어요 코로나 때문에,어~ 올해는 영화관은 간 적이 없어요 코로나 때문에
위험하다고 해서 안 갔는데,위험하다고 해서 안 갔는데
근데 여름에 뭐 보러 갔었는데,근데 여름에 뭐 보러 갔었는데
뭐를 보러 갔지?,뭐를 보러 갔지?
아~ 테넷 테넷 어~ 그게 올해 본 유일한 영화인가,아~ 테넷 테넷 어~ 그게 올해 본 유일한 영화인가
네 근데 테넷,네 근데 테넷
제가 그 놀란 감독 전 작이 인터스텔라 아~ 그거 말고 인셉션,제가 그 놀란 감독 전 작이 인터스텔라 아~ 그거 말고 인셉션
인셉션을 너무 재밌게 봐가지고,인셉션을 너무 재밌게 봐가지고
제가 인셉션을 보고 나와서,제가 인셉션을 보고 나와서
아니 뭐 보고 나오면 여 친구들이랑 뭐 평을 하잖아요.,아니 뭐 보고 나오면 여 친구들이랑 뭐 평을 하잖아요.
근데 평을 못하겠는 거예요.,근데 평을 못하겠는 거예요.
너무 이 감독이 천재 같고,너무 이 감독이 천재 같고
내가 입 뗄 게 없구나라는 생각이 들어가지고,내가 입 뗄 게 없구나라는 생각이 들어가지고
그르 저 봤 그거 봤을 때 되게 충격이었거든요.,그르 저 봤 그거 봤을 때 되게 충격이었거든요.
그래서 이번에 기대하고 테넷을 봤는데,그래서 이번에 기대하고 테넷을 봤는데
테넷 너무 어렵더라고요.,테넷 너무 어렵더라고요.
약간 자신의 자기가 잘 났다는 거 뽐낼려고 만든 영화 같아요.,약간 자신의 자기가 잘 났다는 거 뽐낼려고 만든 영화 같아요.
저도 그 의견에 완전 공감하는데요.,저도 그 의견에 완전 공감하는데요.
남자친구랑 보고 왔는데,남자친구랑 보고 왔는데
테넷 내용을 한 번 봤는데 이해가 아예 안 되더라고요.,테넷 내용을 한 번 봤는데 이해가 아예 안 되더라고요.
중간에 남자친구는 계속 잤고요.,중간에 남자친구는 계속 잤고요.
저도 영화 보면서 진짜 딴 생각 안 하는 편인데 그 영화는 보면서 계속 딴 생각을 했어요.,저도 영화 보면서 진짜 딴 생각 안 하는 편인데 그 영화는 보면서 계속 딴 생각을 했어요.
약간 아까 말씀하신 거에 완전 공감하는 게 자기가,약간 아까 말씀하신 거에 완전 공감하는 게 자기가
그~ 약간 자기 포트폴리오처럼 자기 잘났다.,그~ 약간 자기 포트폴리오처럼 자기 잘났다.
너희 이거 이해 못하지 약간 이런 느낌으로,너희 이거 이해 못하지 약간 이런 느낌으로
그 영화를 만든 거 같더라고요.,그 영화를 만든 거 같더라고요.
그 놀란 감독 그~ 전작 인셉션도,그 놀란 감독 그~ 전작 인셉션도
진짜 저는  이과가 아니라서 그런지 너무 이해가 안 되는 기분이었고요.,진짜 저는  이과가 아니라서 그런지 너무 이해가 안 되는 기분이었고요.
