사투리,표준어
야 니 기말고사 이 주 삼 주 넘은 거 아이가?,야 너 기말고사 이 주 삼 주 넘은 거 아니야?
니 시험 어떻게 되고 있는데.,너 시험 어떻게 되고 있는데.
어떻게 되고 있기는 어떻게 되고 있는지 딱 봐도 보이지 않나?,어떻게 되고 있기는 어떻게 되고 있는지 딱 봐도 보이지 않아?
아니 내가 너무  억울하고 어이가 없는 게 교수님이 우리가 이제 코로나 때문에,아니 내가 너무  억울하고 어이가 없는 게 교수님이 우리가 이제 코로나 때문에
학교를 많이 안 갔잖아 그래서 교수님이 비대면으로 수업을 하나 이번에 대면으로 돌렸어 근데 이제 위험해진다고,학교를 많이 안 갔잖아 그래서 교수님이 비대면으로 수업을 하나 이번에 대면으로 돌렸어 근데 이제 위험해진다고
아~ 뭔가 시험을 빨리 치자는 거야 이게 무슨 말도 안 되는 소리냐고 진짜,아~ 뭔가 시험을 빨리 치자는 거야 이게 무슨 말도 안 되는 소리냐고 진짜
빨리 치재 근데 우리가 이번에 시험 기간 이 주야 학교가 이 주로 시험 기간을 줬는데,빨리 치재 근데 우리가 이번에 시험 기간 이 주야 학교가 이 주로 시험 기간을 줬는데
첫 번째 주에 치자는 거야 무조건 근데 양이 양이 미 양이 정말 많아 양이 거의 책 한 권이란 말이야.,첫 번째 주에 치자는 거야 무조건 근데 양이 양이 미 양이 정말 많아 양이 거의 책 한 권이란 말이야.
근데 삼 주 남았다고 근데 교수님이 오늘도 갔는데 갑자기 아~ 과제를 준대 그래서 왜 지금 과제를 주나 했더니,근데 삼 주 남았다고 근데 교수님이 오늘도 갔는데 갑자기 아~ 과제를 준대 그래서 왜 지금 과제를 주나 했더니
저번 주에 우리가 위생사 시험을 쳤단 말이지 그래서 위생사 시험을 친 기념으로 과제를 준대.,저번 주에 우리가 위생사 시험을 쳤단 말이지 그래서 위생사 시험을 친 기념으로 과제를 준대.
이게 무슨 기념이냐고 진짜 내가 하도 어이가 없어 어이가 진짜 탈출을 하다 못 해 가출을 해가지고,이게 무슨 기념이냐고 진짜 내가 하도 어이가 없어 어이가 진짜 탈출을 하다 못 해 가출을 해가지고
내가 진짜 교수님 이렇게 쳐다보고 있었 근데 교수님이 아~ 너무 기쁘죠 그러니까 다섯 장부터 시작할까요 이러는 거야 난 무슨 훌라 치는 줄 알았음 다섯 장이요 그래서,내가 진짜 교수님 이렇게 쳐다보고 있었 근데 교수님이 아~ 너무 기쁘죠 그러니까 다섯 장부터 시작할까요 이러는 거야 난 무슨 훌라 치는 줄 알았음 다섯 장이요 그래서
어쨌든 그 과목은 과제도 시험도 있고,어쨌든 그 과목은 과제도 시험도 있고
근데 중요한 거는 내가 자기 수업만 듣는지 알아.,근데 중요한 거는 내가 자기 수업만 듣는지 알아.
모든 교수님이 똑같이 얘기해 가 어제 수업을 듣는데 인터넷으로 들었단 말이야.,모든 교수님이 똑같이 얘기해 가 어제 수업을 듣는데 인터넷으로 들었단 말이야.
그래서 영상을 틀어놓고 듣고 있는데 갑자기 교수님이 마지막에,그래서 영상을 틀어놓고 듣고 있는데 갑자기 교수님이 마지막에
조용히 막 아~ 그럼 오늘 수업은 여기까지 하겠습니다 하고 끝내면 되잖아 아~ 오늘 수업은 여기까지 할게요 저번주 위생사 시험 잘 봤나요로 시작하는 거야 살짝 불안하더라고,조용히 막 아~ 그럼 오늘 수업은 여기까지 하겠습니다 하고 끝내면 되잖아 아~ 오늘 수업은 여기까지 할게요 저번주 위생사 시험 잘 봤나요로 시작하는 거야 살짝 불안하더라고
아~ 교수님이 아~ 위생사를 열심히 봤죠 그래서 위생사에 대해서 우리가 과제를 한번 해보도록 할게요 이러는 거야 내가 고등학생이냐고,아~ 교수님이 아~ 위생사를 열심히 봤죠 그래서 위생사에 대해서 우리가 과제를 한번 해보도록 할게요 이러는 거야 내가 고등학생이냐고
솔직히 우리 고등학교 때도 진짜 오답 노트 많이 했잖아 기억나나 그~ 국어 오답 노트가 난 제일 어이가 없었어.,솔직히 우리 고등학교 때도 진짜 오답 노트 많이 했잖아 기억나 그~ 국어 오답 노트가 난 제일 어이가 없었어.
내가 알게 뭔데 그놈의 얄리얄리 얄랴셩 알게 뭐냐고 왜 나한테 자꾸 그런 국어를 시키는지 모르겠어 나는,내가 알게 뭔데 그놈의 얄리얄리 얄랴셩 알게 뭐냐고 왜 나한테 자꾸 그런 국어를 시키는지 모르겠어 나는
고등학교 때도 그렇고 대학교 때도 그렇고 나는 그놈의 오답 노트가 제일 싫은데,고등학교 때도 그렇고 대학교 때도 그렇고 나는 그놈의 오답 노트가 제일 싫은데
진짜 우리 고등학교 때 그~ 오답 노트 한 쌤 아직도 오답 노트 내주는지 지금도 궁금함.,진짜 우리 고등학교 때 그~ 오답 노트 한 선생님 아직도 오답 노트 내주는지 지금도 궁금함.
누군지 기억이 안 난다 뭔가 오답 노트를 엄청 많이 했던 기억은 나거든.,누군지 기억이 안 난다 뭔가 오답 노트를 엄청 많이 했던 기억은 나거든.
그~ 누구였는지 선생님 얼굴조차 기억나지 않는다.,그~ 누구였는지 선생님 얼굴조차 기억나지 않는다.
아니 일단 팔만팔천 원은 날라갔재 위생사는 날라갔고,아니 일단 팔만팔천 원은 날아갔어 위생사는 날라갔고
근데 기말 공부는 해야되는 거 아니가?,근데 기말 공부는 해야되는 거 아니야?
학점 어쩔 건데 학점.,학점 어쩔 건데 학점.
학교를 열심히 다니세요 공 졸업을 하셔야 될 거 아니에요.,학교를 열심히 다니세요 공 졸업을 하셔야 될 거 아니에요.
아니 근데 누가 들으면 저만 아 그쵸 짐 저만 학교를 다니고 있는데요.,아니 근데 누가 들으면 저만 아 그렇죠 지금 저만 학교를 다니고 있는데요.
댁도 학교 다닐 때 만만치 않게 열심히 공부 하셨잖아엿.,댁도 학교 다닐 때 만만치 않게 열심히 공부 하셨잖아요.
아니 그래서 왜 약간 너네 학교랑 우리 학교랑 쫌 다른 거 같애 애초에 처음부터 학점이 우리 학교는 십팔 학점으로 시작이잖아.,아니 그래서 왜 약간 너네 학교랑 우리 학교랑 조금 다른 거 같애 애초에 처음부터 학점이 우리 학교는 십팔 학점으로 시작이잖아.
근데 너네 학교는 이십일 학점인가 그런데도 너네는 과목이 주어지잖아 약간 그게 쫌 되게 될 거 같거든 약간 힘에 부칠 거 같애.,근데 너네 학교는 이십일 학점인가 그런데도 너네는 과목이 주어지잖아 약간 그게 조금 되게 될 거 같거든 약간 힘에 부칠 거 같애.
