사투리,표준어
제테크 어떻게 하고 계십니까?,제테크 어떻게 하고 계십니까?
돈이 있어야 재태크,돈이 있어야 재태크
씨드가 없으시군요.,씨드가 없으시군요.
주식도 이번에 다 팔았구,주식도 이번에 다 팔았구
다 정리했어?,다 정리했어?
그래서 너 돈 넣은 거잖아 거기.,그래서 너 돈 넣은 거잖아 거기.
하는 곳 없지?,하는 곳 없지?
이제 슬슬 보험 생각해야 될 나이긴 하다.,이제 슬슬 보험 생각해야 될 나이긴 하다.
부모님이 뭐 들어주신 거 없나?,부모님이 뭐 들어주신 거 없어?
어릴때 있는 보험이지.,어릴때 있는 보험이지.
잘 모르겠어 나는 병원에 갔다가 보험을 청구해 본 적이 한번도 없기 때문에,잘 모르겠어 나는 병원에 갔다가 보험을 청구해 본 적이 한번도 없기 때문에
그렇다면 높은 확률로 없겠네.,그렇다면 높은 확률로 없겠네.
무슨 보험 있긴 한데 뭔지 몰라.,무슨 보험 있긴 한데 뭔지 몰라.
애기때 든거면은 조만간 만기일수도 있는데.,애기때 든거면은 조만간 만기일수도 있는데.
나 애기 때 든 거 만기되 가지고 그걸로 아마 눈수술 했을걸?,나 애기 때 든 거 만기되 가지고 그걸로 아마 눈수술 했을걸?
엄마가 계속 알아 보라 카는데 내가 뭘 알아야 하지.,엄마가 계속 알아 보라 하는데 내가 뭘 알아야 하지.
우리가 지금 보험을 들어도 되나?,우리가 지금 보험을 들어도 되니?
회사 들어가서 해야돼.,회사 들어가서 해야돼.
그때도 막 알아보고 해야될거 아냐.,그때도 막 알아보고 해야될거 아냐.
세상엔 알아보고 해야되는게 많은지.,세상엔 알아보고 해야되는게 많은지.
진짜 걍 건강할 자신이 있으면 보험 그게 뭐야 난 그냥 예금 적금만 할 거야 이러면서 살면은,진짜 그냥 건강할 자신이 있으면 보험 그게 뭐야 난 그냥 예금 적금만 할 거야 이러면서 살면은
뭘 더  뭐하고 그럴 필요가 없는데,뭘 더  뭐하고 그럴 필요가 없는데
현대인이라는 게 질병과 떼내 올 수가 없으니까.,현대인이라는 게 질병과 떼내 올 수가 없으니까.
난 육십대 죽으면은 그런 걱정 안 하고 살텐데,난 육십대 죽으면은 그런 걱정 안 하고 살텐데
백세 시대에,백세 시대에
육십대 부터는 솔직히 아플일 밖에 없잖아 사십년 동안,육십대 부터는 솔직히 아플일 밖에 없잖아 사십년 동안
