사투리,표준어
좋아하는 계절이 뭐예요?,좋아하는 계절이 뭐예요?
저는 추위를 많이 안 타는 편이라서,저는 추위를 많이 안 타는 편이라서
가을이랑 겨울 제일 좋아하는 거 같아요.,가을이랑 겨울 제일 좋아하는 거 같아요.
아~ 저는 더위를 많이 타서,아~ 저는 더위를 많이 타서
여름을 싫어하는 편이에요.,여름을 싫어하는 편이에요.
그러면 여름에 바다 가는 것도 싫어하세요?,그러면 여름에 바다 가는 것도 싫어하세요?
물놀이는 좋아하는 편인데 바다는 사람이 많아서 잘 안 가는 편이에요.,물놀이는 좋아하는 편인데 바다는 사람이 많아서 잘 안 가는 편이에요.
여름에  바다에 사람이 많기는 하죠.,여름에  바다에 사람이 많기는 하죠.
겨울 하면 제일 먼저 생각나는 게 뭐세요?,겨울 하면 제일 먼저 생각나는 게 뭐세요?
저는 겨울 하면,저는 겨울 하면
이유는 모르겠는데,이유는 모르겠는데
수능이 생각나더라구요.,수능이 생각나더라구요.
겨울에 주로 먹는 음식 있나요?,겨울에 주로 먹는 음식 있나요?
돼지국밥이랑 갈비탕 이런,돼지국밥이랑 갈비탕 이런
따끈따끈한 음식 많이 먹는 거 같아요.,따끈따끈한 음식 많이 먹는 거 같아요.
겨울에 먹는 음식 있으세요?,겨울에 먹는 음식 있으세요?
저는 샤브샤브를 좋아해서,저는 샤브샤브를 좋아해서
그냥 계절 관계없이 항상,그냥 계절 관계없이 항상
잘 먹는 편이에요.,잘 먹는 편이에요.
그러면 여름에 제일 많이 먹는 거 같은 음식 있으세요?,그러면 여름에 제일 많이 먹는 거 같은 음식 있으세요?
과일 빙수를 제일 좋아해요.,과일 빙수를 제일 좋아해요.
혹시 여름에 좋아하시는 음식 있으세요?,혹시 여름에 좋아하시는 음식 있으세요?
저는 여름 하면,저는 여름 하면
막 냉 모밀이나 냉면,막 냉 모밀이나 냉면
초계국수 같은 거 많이 먹는 거 같아요.,초계국수 같은 거 많이 먹는 거 같아요.
지금 가을이 끝나가고 있는데,지금 가을이 끝나가고 있는데
어~ 요새 날씨 많이 춥죠?,어~ 요새 날씨 많이 춥죠?
아~ 오늘도 기온이 확 떨어져가지고,아~ 오늘도 기온이 확 떨어져가지고
밖에 보니까 패딩 입은 사람도 되게 많이 보이더라구요.,밖에 보니까 패딩 입은 사람도 되게 많이 보이더라구요.
오늘 따뜻하게 입고 오셨어요?,오늘 따뜻하게 입고 오셨어요?
저는 더위를 많이 타는 편이라서,저는 더위를 많이 타는 편이라서
약간 겨울에도 패딩은 잘 안 입는 편입니다.,약간 겨울에도 패딩은 잘 안 입는 편입니다.
아~ 오늘 따뜻하게 입고 오셨어요?,아~ 오늘 따뜻하게 입고 오셨어요?
저는 안에 경량 패딩 입어서,저는 안에 경량 패딩 입어서
춥지는 않더라구요 근데,춥지는 않더라구요 근데
밖에 보니까 롱 패딩 입으신 분들도 많이 보이고,밖에 보니까 롱 패딩 입으신 분들도 많이 보이고
이번 주 들어서 기온이 뚝,이번 주 들어서 기온이 뚝
떨어진다고 하더라구요.,떨어진다고 하더라구요.
봄 하면 가장 생각나는 게 뭐예요?,봄 하면 가장 생각나는 게 뭐예요?
봄은 날씨가 막 춥지도 않고 덥지도 않고 딱 좋으니까,봄은 날씨가 막 춥지도 않고 덥지도 않고 딱 좋으니까
나들이나 벚꽃놀이 이런 거 생각나는 거 같아요.,나들이나 벚꽃놀이 이런 거 생각나는 거 같아요.
봄에 뭐~ 여행 같은 거 간 적 있으세요?,봄에 뭐~ 여행 같은 거 간 적 있으세요?
저는 재작년에 봄에 일본으로 여행 갔는데,저는 재작년에 봄에 일본으로 여행 갔는데
벚꽃이 많이 펴서 진짜 예뻤어요.,벚꽃이 많이 펴서 진짜 예뻤어요.
어~ 뭐~ 봄에 여행 가신 적 있으세요?,어~ 뭐~ 봄에 여행 가신 적 있으세요?
여행은 안 갔는데,여행은 안 갔는데
그냥 집 앞에 벚꽃,그냥 집 앞에 벚꽃
보러 자주 갔어요 왜냐면,보러 자주 갔어요 왜냐면
온천천 바로 앞에 살거든요 그래서,온천천 바로 앞에 살거든요 그래서
봄 되면 벚꽃,봄 되면 벚꽃
되게 이쁘게 펴가지고,되게 이쁘게 펴가지고
자주 나가는 거 같아요.,자주 나가는 거 같아요.
그러면 여름에 여행 간 거,그러면 여름에 여행 간 거
되게 기억나는 거 있으세요?,되게 기억나는 거 있으세요?
이번 여름에 남해에 이제 놀러 갔는데,이번 여름에 남해에 이제 놀러 갔는데
어~ 수영장 있는 풀 빌라 갔어서,어~ 수영장 있는 풀 빌라 갔어서
너무 사람도 별로 없는데 재밌게 놀다 왔습니다.,너무 사람도 별로 없는데 재밌게 놀다 왔습니다.
어~ 가을 하면 가장 생각나시는,어~ 가을 하면 가장 생각나시는
뭐~ 주제 같은 게 있나요?,뭐~ 주제 같은 게 있나요?
가을 하면,가을 하면
저는 모든 계절 중에서 가을을 제일 좋아하거든요.,저는 모든 계절 중에서 가을을 제일 좋아하거든요.
많이 덥지도 않고,많이 덥지도 않고
시원한 편이니까 그래서,시원한 편이니까 그래서
가을에 여행을 많이 가는데,가을에 여행을 많이 가는데
이번에도 경주에 갔다 왔거든요.,이번에도 경주에 갔다 왔거든요.
근데 지금은 추워서,근데 지금은 추워서
어떨지 모르겠는데 제가 갔을 때는,어떨지 모르겠는데 제가 갔을 때는
딱 선선하게 날씨가 좋아가지고,딱 선선하게 날씨가 좋아가지고
사람도 엄청 많고,사람도 엄청 많고
그리고 경주가,그리고 경주가
다 평지다 보니까 산책하기도 되게 좋고,다 평지다 보니까 산책하기도 되게 좋고
그래서,그래서
내년 가을 되면 또 한 번 가보고 싶어요 경주에,내년 가을 되면 또 한 번 가보고 싶어요 경주에
아~ 제가 고향이 경주라서 경주의 가을을 참 잘 아는데,아~ 제가 고향이 경주라서 경주의 가을을 참 잘 아는데
불국사 쪽에 가시면,불국사 쪽에 가시면
음~ 불국사나 보문 단지 쪽 가시면,음~ 불국사나 보문 단지 쪽 가시면
단풍을 좀 잘 볼 수 있을 것 같애서 내년에,단풍을 좀 잘 볼 수 있을 것 같애서 내년에
가을에 꼭 경주 다시,가을에 꼭 경주 다시
방문하시길 바랄게요 흠,방문하시길 바랄게요 흠
어~ 경주에 다른 계절에도 경주를 방문하신 적이 있나요?,어~ 경주에 다른 계절에도 경주를 방문하신 적이 있나요?
이번에 살면서 처음 갔었거든요.,이번에 살면서 처음 갔었거든요.
근데,근데
제가 생각했던 것보다,제가 생각했던 것보다
볼 것도 되게 많고,볼 것도 되게 많고
그리고,그리고
여행하기 딱 좋게 돼 있더라구요.,여행하기 딱 좋게 돼 있더라구요.
그~ 문화재랑,그~ 문화재랑
까페 거리가 다 모여 있으니까,까페 거리가 다 모여 있으니까
걸어서 쭉 볼 수 있게 돼 있어서,걸어서 쭉 볼 수 있게 돼 있어서
부산에 살면은 경주에,부산에 살면은 경주에
한 번쯤은 가 보는 게 좋을 것 같아요 여행으로,한 번쯤은 가 보는 게 좋을 것 같아요 여행으로
겨울 하면 가장 생각나는 주제가 뭔가요?,겨울 하면 가장 생각나는 주제가 뭔가요?
겨울 하면,겨울 하면
지금은 못 가지만,지금은 못 가지만
저는 항상 겨울 되면 가족들끼리,저는 항상 겨울 되면 가족들끼리
더운 나라로 여행을 갔었거든요.,더운 나라로 여행을 갔었거든요.
멀리는 아니더라도 뭐~,멀리는 아니더라도 뭐~
필리핀이나 태국 이런 쪽,필리핀이나 태국 이런 쪽
그래서,그래서
겨울에 그런 나라에 가면은 우리나라는 추운데,겨울에 그런 나라에 가면은 우리나라는 추운데
그쪽은 따뜻하니까,그쪽은 따뜻하니까
괜히 더 기분 좋은 거 같고,괜히 더 기분 좋은 거 같고
