사투리,표준어
러시아 갔을 때,러시아 갔을 때
뭐~ 블라디보스토크 갈 때부터도 진짜  혹시 러시아는 다르구나 하고 느꼈지만,뭐~ 블라디보스토크 갈 때부터도 진짜  혹시 러시아는 다르구나 하고 느꼈지만
기차를 타고 러시아 내륙으로 시베리아 내륙으로 드가면서 정말 차원이 다른 추위를 느꼈잖아 그치?,기차를 타고 러시아 내륙으로 시베리아 내륙으로 드가면서 정말 차원이 다른 추위를 느꼈잖아 그치?
니는 그때 추위에 대해서 생각이 나는 게 있나?,너는 그때 추위에 대해서 생각이 나는 게 있니?
솔직히 이제 블라디보스토크 블라디보스토크을 떠나고 나서는,솔직히 이제 블라디보스토크 블라디보스토크을 떠나고 나서는
날씨가 계속 추웠잖아요.,날씨가 계속 추웠잖아요.
길 가다가 아 오늘,길 가다가 아 오늘
영상 일 도다 하면은,영상 일 도다 하면은
봄이다 하면서 막 그러고 놀았잖아요.,봄이다 하면서 막 그러고 놀았잖아요.
추위라고 하면은 생각나는 게 이제 저는 이제 나가서 담배를 많이 피는 스타일이니까,추위라고 하면은 생각나는 게 이제 저는 이제 나가서 담배를 많이 피우는 스타일이니까
담배 필 때 연기가 두 배로 나서 참 분위기가 좋았죠?,담배 피울 때 연기가 두 배로 나서 참 분위기가 좋았죠?
형 같은 경우엔 이제 추위라고 하면은,형 같은 경우엔 이제 추위라고 하면은
추위라고 하면은 우리 쓰레기 박물관 때 그 기억나시죠?,추위라고 하면은 우리 쓰레기 박물관 때 그 기억나시죠?
하필 니가 그때 우리가,하필 네가 그때 우리가
앞에 한번 갔고 원래 예정에 없이 그냥,앞에 한번 갔고 원래 예정에 없이 그냥
비행기를 놓쳐 가주고 다음 날 비행기를 타기 전에 이제,비행기를 놓쳐 가지고 다음 날 비행기를 타기 전에 이제
스트레스를 풀려고 한번 사격장 갔던 적이 있었잖아 그 두 번째를 말하는 거 같은데,스트레스를 풀려고 한번 사격장 갔던 적이 있었잖아 그 두 번째를 말하는 거 같은데
두 번째 우리가 원래 비행기 탈려고 비행기 안은 더울 테니까 따뜻할 테니까 방한화를 신지 말고 그냥 운동화 신고 가자.,두 번째 우리가 원래 비행기 탈려고 비행기 안은 더울 테니까 따뜻할 테니까 방한화를 신지 말고 그냥 운동화 신고 가자.
이렇게 했었잖아.,이렇게 했었잖아.
난 그냥 귀찮아서 그냥 방한화를 신었는데,난 그냥 귀찮아서 그냥 방한화를 신었는데
니가 그때 그냥 양말에 운동화 하나만 신었잖아.,네가 그때 그냥 양말에 운동화 하나만 신었잖아.
계속했던 말이 니가 형 발 발 발 얼 거 같애요.,계속했던 말이 네가 형 발 발 발 얼 거 같애요.
발가락 얼 거 같애요 하면서 계속 그런 말을 하더라고,발가락 얼 거 같애요 하면서 계속 그런 말을 하더라고
