사투리,표준어
솔직히 말해서 스포츠에 관련해서는 제가 관심 있는 게 딱히 없어요 그냥,솔직히 말해서 스포츠에 관련해서는 제가 관심 있는 게 딱히 없어요 그냥
만약에 제가 한다면 굳이 제가 좋아하는,만약에 제가 한다면 굳이 제가 좋아하는
종목을 뽑으 뽑으라면 농구를 좋아하거든요.,종목을 뽑으 뽑으라면 농구를 좋아하거든요.
왜 그~ 왜 제가 왜 그러냐면 어~ 저기,왜 그~ 왜 제가 왜 그러냐면 어~ 저기
군대에 있을 때 아~ 군대 이전이구나.,군대에 있을 때 아~ 군대 이전이구나.
고등학교 다닐 때 제 친구들이 다 농구를 했어요 근데,고등학교 다닐 때 제 친구들이 다 농구를 했어요 근데
그~ 농구 하는 애들이 너무 잘하는 거예요 멋지게,그~ 농구 하는 애들이 너무 잘하는 거예요 멋지게
약간 진짜 만화의 한 장면같이 그래가지고,약간 진짜 만화의 한 장면같이 그래가지고
물었죠.,물었죠.
친구야 어떻게 하면 그렇게 농구를 잘하냐 나는,친구야 어떻게 하면 그렇게 농구를 잘하냐 나는
농구 몇 번 해봤는데 뭐~ 한 번 왔다 갔다 하니까 숨 헉헉거리고 힘들고,농구 몇 번 해봤는데 뭐~ 한 번 왔다 갔다 하니까 숨 헉헉거리고 힘들고
그리고 점프도 힘들고 내가 키가 또 작아가지고 너거들처럼 잘 안 된다.,그리고 점프도 힘들고 내가 키가 또 작아가지고 너희들처럼 잘 안 된다.
이렇게 물었죠.,이렇게 물었죠.
물으니까네 그쪽에서 친구가 하는 말이 어~ 아.,물으니까네 그쪽에서 친구가 하는 말이 어~ 아.
괜찮다.,괜찮다.
우리도 다 처음은 힘들었다.,우리도 다 처음은 힘들었다.
근데 하다 보니까 이래 는 거고 자연스럽게 하게 된 거다.,근데 하다 보니까 이래 는 거고 자연스럽게 하게 된 거다.
그냥 못해도 실망하지 말고 그냥 계속 꾸준히 즐기면 된다 우리처럼 이래 즐겨라.,그냥 못해도 실망하지 말고 그냥 계속 꾸준히 즐기면 된다 우리처럼 이래 즐겨라.
이러길래 그때 농구를 했어요 해가지고,이러길래 그때 농구를 했어요 해가지고
야자 끝나고 야자 이후에 또 뭐~ 자율 학습 뭐~ 하잖아요.,야자 끝나고 야자 이후에 또 뭐~ 자율 학습 뭐~ 하잖아요.
그거 하고 보통 열한 시에 이제 집 학교에서 나오는데,그거 하고 보통 열한 시에 이제 집 학교에서 나오는데
그래도 농구 멋있게 골 넣는 애들이 너무 좀 멋져 보였기 때문에,그래도 농구 멋있게 골 넣는 애들이 너무 좀 멋져 보였기 때문에
그~ 학교 반에서 몰래 농구공 하나 가져와가지고 열한 시에 학교에서 농구장에서 농구 했거든요.,그~ 학교 반에서 몰래 농구공 하나 가져와가지고 열한 시에 학교에서 농구장에서 농구 했거든요.
근데 같이 그~ 자율 학습했던 친구가 진짜 잘했거든요.,근데 같이 그~ 자율 학습했던 친구가 진짜 잘했거든요.
키도 작고 걔는 저보다 더 작아요.,키도 작고 걔는 저보다 더 작아요.
더 작고 더 말랐고 근데 진짜 약간 소닉?,더 작고 더 말랐고 근데 진짜 약간 소닉?
캐릭터처럼 착착착착 이렇게 막 돌파하는 게 너무 멋있는 거예요.,캐릭터처럼 착착착착 이렇게 막 돌파하는 게 너무 멋있는 거예요.
그래가지고 그 친구한테 그거를 배워보려고 했는데 뭐~ 몇 번 하다 보니까 그 친구가,그래가지고 그 친구한테 그거를 배워보려고 했는데 뭐~ 몇 번 하다 보니까 그 친구가
저보고 아~  니는 농구를 돌파하기보다는 그냥 밀어버려라.,저보고 아~  너는 농구를 돌파하기보다는 그냥 밀어버려라.
얘기를 하는 거예요 그래서 이게 뭔 소리야 하면서 보니까,얘기를 하는 거예요 그래서 이게 뭔 소리야 하면서 보니까
제가 덩치가 좀 있으니까 이 덩치로,제가 덩치가 좀 있으니까 이 덩치로
다른 수비수 라인을 어깨로 살짝 밀치면서 밀고,다른 수비수 라인을 어깨로 살짝 밀치면서 밀고
길을 뚫어서 옆에 사람한테 패스를 하면 된다 이러는 거예요.,길을 뚫어서 옆에 사람한테 패스를 하면 된다 이러는 거예요.
그래가지고 그거를 또 연습을 했죠 한 삼 개월 동안,그래가지고 그거를 또 연습을 했죠 한 삼 개월 동안
그래서 그거를 마스터했어요.,그래서 그거를 마스터했어요.
마스터해서 실제로 반 대항전 농구 농구를 했는데,마스터해서 실제로 반 대항전 농구 농구를 했는데
아~ 생각보다 친구들은 바보가 아니었어요.,아~ 생각보다 친구들은 바보가 아니었어요.
제가 뚫어도 패스를 해도 그것만 가능하니까,제가 뚫어도 패스를 해도 그것만 가능하니까
