사투리,표준어
크리스마스 때 제일 받고 싶은 선물,크리스마스 때 제일 받고 싶은 선물
일단 근데 솔직히 나는 어떻냐면 사실 선물이라기보다는,일단 근데 솔직히 나는 어떻냐면 사실 선물이라기보다는
게 작년에는 놀이동산 되게 자주 갔었거든 이제 새내기기도 하고 애들 또,게 작년에는 놀이동산 되게 자주 갔었거든 이제 새내기기도 하고 애들 또
대구에 이월드 있으니까 자주 갔었는데 올해는 한 번도 못 갔던 말이지.,대구에 이월드 있으니까 자주 갔었는데 올해는 한 번도 못 갔던 말이지.
솔직히 코로나 때문에 못 간 건데,솔직히 코로나 때문에 못 간 건데
난 상황이 좋아지면 별빛축제,난 상황이 좋아지면 별빛축제
한 번 가서 새로 동기들이랑 같이 한번 가가지고 그거 보고 싶고,한 번 가서 새로 동기들이랑 같이 한번 가가지고 그거 보고 싶고
사고 싶은 거는 이제 가디건이나 구두?,사고 싶은 거는 이제 가디건이나 구두?
살짝 뭐라해야되지 부츠 이런 게 한 개도 없어가지고 또 두구류.,살짝 뭐라해야되지 부츠 이런 게 한 개도 없어가지고 또 두구류.
구두 사고 싶고,구두 사고 싶고
쥬얼리 그런 거 갖고 싶어,쥬얼리 그런 거 갖고 싶어
뭐 약간 그런거 같다 근데 일단 가볍게 얘기하면 이 정도고 너는 일단 뭐 받고 싶어?,뭐 약간 그런거 같다 근데 일단 가볍게 얘기하면 이 정도고 너는 일단 뭐 받고 싶어?
난 요새 그 약간,난 요새 그 약간
아이폰 십이 새로 나왔으니까 그런거나 아이패드도 약간 갖고 싶고,아이폰 십이 새로 나왔으니까 그런거나 아이패드도 약간 갖고 싶고
또 요샌 애플 워치도 있잖아 애플 워치 진짜 많이 쓰더라고?,또 요샌 애플 워치도 있잖아 애플 워치 진짜 많이 쓰더라고?
서 애플 워치 갖고 싶고,서 애플 워치 갖고 싶고
나도 뭐 주얼리나 약간 그런거 갖고 싶고,나도 뭐 주얼리나 약간 그런거 갖고 싶고
나는 일단,나는 일단
뭐라고 해야 되지 옷이 있긴 한데 살짝 편하게 입거나,뭐라고 해야 되지 옷이 있긴 한데 살짝 편하게 입거나
그런 옷은 있지 살짝 뭔가,그런 옷은 있지 살짝 뭔가
이런 룩 있잖아 뭔가,이런 룩 있잖아 뭔가
내가 내 말은 좀 예쁘게 꾸며야 될 때,내가 내 말은 좀 예쁘게 꾸며야 될 때
약간 그럴 때 입을 옷이 또 별로 없기도 하고,약간 그럴 때 입을 옷이 또 별로 없기도 하고
약간 일 학년 때는 그냥 예쁘고 유행 타는 옷을 이렇게 좋아 했었는데,약간 일 학년 때는 그냥 예쁘고 유행 타는 옷을 이렇게 좋아 했었는데
사실은 지금도 유행 타는 옷 너무 좋아하지만,사실은 지금도 유행 타는 옷 너무 좋아하지만
약간 지금은 좀 뭔가,약간 지금은 좀 뭔가
뭐라고 해야 되지 살짝 있어 보이는 룩?,뭐라고 해야 되지 살짝 있어 보이는 룩?
뭔지 알지 청순한 느낌에 룩 그런 거를 하고 싶은데 옷이 한 개도 없는 거야.,뭔지 알지 청순한 느낌에 룩 그런 거를 하고 싶은데 옷이 한 개도 없는 거야.
물론 청바지도 많고 있는데 지금 막상 입을려니까 이거를 왜 내가 샀지?,물론 청바지도 많고 있는데 지금 막상 입을려니까 이거를 왜 내가 샀지?
입을게 없지 않아?,입을게 없지 않아?
솔직히 옷 사는 건 너무 고민 돼.,솔직히 옷 사는 건 너무 고민 돼.
왜냐면 내가 작년에도 옷을 많이 샀지만 올해는 입을 옷이 없기 때문이지.,왜냐하면 내가 작년에도 옷을 많이 샀지만 올해는 입을 옷이 없기 때문이지.
너는 옷을 살 때 어떤 기준으로 사?,너는 옷을 살 때 어떤 기준으로 사?
나는 무조건 많이 입을 수 있는 거 약간,나는 무조건 많이 입을 수 있는 거 약간
샀는데 못 입어 약간 그런 게 있잖아.,샀는데 못 입어 약간 그런 게 있잖아.
자주 입을 수 있는거?,자주 입을 수 있는거?
그래서 약간 그런 것만 사다보니까 색깔도 검정색 아니면?,그래서 약간 그런 것만 사다보니까 색깔도 검정색 아니면?
뭐~ 하늘색 하얀색 그냥 회색 약간 이런 거,뭐~ 하늘색 하얀색 그냥 회색 약간 이런 거
사게 되더라고 그~ 나중에 사면,사게 되더라고 그~ 나중에 사면
코튼데 코트도 보통 검정색을 많이 사잖아?,코튼데 코트도 보통 검정색을 많이 사잖아?
하얀색 코트나 이런 거 사고 싶고,하얀색 코트나 이런 거 사고 싶고
많이 입으니까 나도 약간 그런 멋있는 옷?,많이 입으니까 나도 약간 그런 멋있는 옷?
지금 좀 사고 싶은게 겨울에 내가 계속 목도리를 좀 사고 싶거든 근데,지금 좀 사고 싶은게 겨울에 내가 계속 목도리를 좀 사고 싶거든 근데
잘 안 나갈 것 같은 거야 뭔가,잘 안 나갈 것 같은 거야 뭔가
또 답답하기도 하고 뭔가,또 답답하기도 하고 뭔가
이번 기회에 좀 사보면 좋지 않을까,이번 기회에 좀 사보면 좋지 않을까
목도리 목도리가 나는 원래 목을 진짜,목도리 목도리가 나는 원래 목을 진짜
추위에 한 팔십퍼센트가 목,추위에 한 팔십퍼센트가 목
에 바람이 들어온거고 나머지는 솔직히 엄청 차갑게 입거나 구멍 뚫린 거만 아니면 괜찮거든?,에 바람이 들어온거고 나머지는 솔직히 엄청 차갑게 입거나 구멍 뚫린 거만 아니면 괜찮거든?
목에서 내 전체 온도에서 목이 제일 추위를 많이 타서,목에서 내 전체 온도에서 목이 제일 추위를 많이 타서
항상 겨울에 목티 입고 목도리 하고 아니면 지퍼 끝까지 잠그고,항상 겨울에 목티 입고 목도리 하고 아니면 지퍼 끝까지 잠그고
사실 요즘 목도리를 잘 안 하는게,사실 요즘 목도리를 잘 안 하는게
롱패딩이,롱패딩이
그냥 턱끝까지 올라오잖아 그래서 그게 좋긴 한데,그냥 턱끝까지 올라오잖아 그래서 그게 좋긴 한데
목도리를 진짜 많이 했었거든 막 고등학교 중학교 때 막,목도리를 진짜 많이 했었거든 막 고등학교 중학교 때 막
목토시를 그냥 쓴 채로 수업을 들은 게 엄청 많았고,목토시를 그냥 쓴 채로 수업을 들은 게 엄청 많았고
엄청 추워 가지고,엄청 추워 가지고
이제 목도리가,이제 목도리가
잘 쓰게 되고 예뻐서 좋은데,잘 쓰게 되고 예뻐서 좋은데
목도리 어떤 거는 털이 엄청 빠지고 막 검은색 털 원래 검은 목도리가 있었거든?,목도리 어떤 거는 털이 엄청 빠지고 막 검은색 털 원래 검은 목도리가 있었거든?
그게 누구한테 받은 건데,그게 누구한테 받은 건데
입을 때마다 온 옷에 검은색 털이 다 붙는거야.,입을 때마다 온 옷에 검은색 털이 다 붙는거야.
아~ 그리고 옛날에는,아~ 그리고 옛날에는
뭐라 해야 되지 패딩에,뭐라 해야 되지 패딩에
패딩에 목도리가 아끼는 막,패딩에 목도리가 아끼는 막
목도리 스웨터도 패딩에 다 붙어서 다 떨어진 거야.,목도리 스웨터도 패딩에 다 붙어서 다 떨어진 거야.
