사투리,표준어
그럼 우선 음악 관련해서 얘기해볼까요.,그럼 우선 음악 관련해서 얘기해볼까요.
네 혹시 그~ 좋아하는 음악 장르나 이런 거 따로 있으세요 저는 랩이나,네 혹시 그~ 좋아하는 음악 장르나 이런 거 따로 있으세요 저는 랩이나
힙합 이쪽으로 네.,힙합 이쪽으로 네.
아~ 저는 약간,아~ 저는 약간
히 아~ 힙합 랩 그런 거 별로 좋아하진 않는데,히 아~ 힙합 랩 그런 거 별로 좋아하진 않는데
가끔 듣기만 해 좋아하는 거는,가끔 듣기만 해 좋아하는 거는
발라드 정도로 있습.,발라드 정도로 있습.
발라드 중에 그럼 어떤 음악 제일 좋아하세요?,발라드 중에 그럼 어떤 음악 제일 좋아하세요?
저는 개인적으로 좋아하는 가수가 박효신이라서 박효신 노래 야생화되게 좋아함.,저는 개인적으로 좋아하는 가수가 박효신이라서 박효신 노래 야생화되게 좋아함.
아~ 네 저도 야생화 좋아해요 박효신  그~ 음악,아~ 네 저도 야생화 좋아해요 박효신  그~ 음악
하시는 분도 좋고 요새 뭐~ 뜨고 있는 발라드 가수가,하시는 분도 좋고 요새 뭐~ 뜨고 있는 발라드 가수가
저는 그~ 이우라고 혹시 아시나요 그~ 저 이우의 이별 행동 되게 좋아해가지고.,저는 그~ 이우라고 혹시 아시나요 그~ 저 이우의 이별 행동 되게 좋아해가지고.
어~ 어~ 저도 그 노래 쫌 좋아해요  저랑 음색이 쫌 비슷해갖고.,어~ 어~ 저도 그 노래 조금 좋아해요  저랑 음색이 조금 비슷해갖고.
노래 노래 잘하시나 봐요.,노래 노래 잘하시나 봐요.
약간 쪼금은 해요.,약간 쪼금은 해요.
아~ 네 그리고 저는 아~ 발라드 쪽,아~ 네 그리고 저는 아~ 발라드 쪽
긍까 저는 발라드랑 섞어가지고 그~ 힙합 쪽을 많이 좋아해서,그러니까 저는 발라드랑 섞어가지고 그~ 힙합 쪽을 많이 좋아해서
그럼 따로 박효신 말고 다른 좋아하는 가수분 계세요?,그럼 따로 박효신 말고 다른 좋아하는 가수분 계세요?
근데 발라드 말고도 알앤비,근데 발라드 말고도 알앤비
