사투리,표준어
아~ 네  저는,아~ 네  저는
어~ 평소에,어~ 평소에
어~ 취미 활동으로,어~ 취미 활동으로
운동하는 걸 좋아해서,운동하는 걸 좋아해서
헬스랑,헬스랑
헬스를 거의 저녁에,헬스를 거의 저녁에
항상 개인 공부 끝나면,항상 개인 공부 끝나면
어~ 매일 두 시간씩 하고,어~ 매일 두 시간씩 하고
그거 외에는,그거 외에는
어~ 뭐~ 기분이 안 좋을 때 강둑을,어~ 뭐~ 기분이 안 좋을 때 강둑을
뛰거나 그런 식으로 쫌 운동을 하고 있는데  님은 혹시,뛰거나 그런 식으로 조금 운동을 하고 있는데  님은 혹시
취미 있으신가요?,취미 있으신가요?
저는 최근에,저는 최근에
어~,어~
님은 운동을 하신다고 했는데 저는 이제,님은 운동을 하신다고 했는데 저는 이제
취미라기보다는 뭐~  취미로 삼고 싶어서 어~ 매일 그~,취미라기보다는 뭐~  취미로 삼고 싶어서 어~ 매일 그~
그~ 이제 다 끝나고 한 한 시간 반 정도 줄넘기하면서,그~ 이제 다 끝나고 한 한 시간 반 정도 줄넘기하면서
어~ 좀 살도 뺄 겸 또 요새 제가 또 집에 제가 하는 일이 컴퓨터 작업을 하는 일이 많아서,어~ 좀 살도 뺄 겸 또 요새 제가 또 집에 제가 하는 일이 컴퓨터 작업을 하는 일이 많아서
이제 앉아 있는,이제 앉아 있는
쪽이 많다 보니 이게 운동 부족이더라고요.,쪽이 많다 보니 이게 운동 부족이더라고요.
그래서 그~,그래서 그~
어~ 줄넘기라도 이제 줄넘기가 가장 하기 쉽잖아요 운동이 와  줄만 있으면 되고 이제 집 앞에서 그냥,어~ 줄넘기라도 이제 줄넘기가 가장 하기 쉽잖아요 운동이 와  줄만 있으면 되고 이제 집 앞에서 그냥
어~ 뛰기만 하면 되니까 그런 식으로 네,어~ 뛰기만 하면 되니까 그런 식으로 네
어~ 줄넘기를 하고 있어요.,어~ 줄넘기를 하고 있어요.
근데 이제 또 이게 처음에 너무 의욕이 앞서가지고,근데 이제 또 이게 처음에 너무 의욕이 앞서가지고
이게 줄넘기를 하면서 제가,이게 줄넘기를 하면서 제가
쫌 과하게 한 모양인지,조금 과하게 한 모양인지
이 어느 순간 이게,이 어느 순간 이게
처음에는 무릎이 아프다가,처음에는 무릎이 아프다가
어~ 계속 한 또 한 일 주일 이 주일 지나니까 갑자기 이제,어~ 계속 한 또 한 일 주일 이 주일 지나니까 갑자기 이제
걸어 다니지도 못하는 그런 상황이 된 거예요.,걸어 다니지도 못하는 그런 상황이 된 거예요.
그래가지고 아~ 이거 쪼금 있으면 낫겠지 하면서,그래가지고 아~ 이거 쪼금 있으면 낫겠지 하면서
어~ 그냥 무시하고 계속했는데,어~ 그냥 무시하고 계속했는데
아~ 이거 도저히 안 되겠다 해서,아~ 이거 도저히 안 되겠다 해서
제가 저번 주에,제가 저번 주에
예 병원에 갔는데 이 고관절 쪽에 어~,예 병원에 갔는데 이 고관절 쪽에 어~
고관절 쪽에 물이,고관절 쪽에 물이
차 차 있어가지고 엠알아이 찍으니까 물이 차 있어갖고,차 차 있어가지고 엠알아이 찍으니까 물이 차 있어갖고
어~ 입원을 한 적이 있었어요 그래서,어~ 입원을 한 적이 있었어요 그래서
와 이게,와 이게
운동이 쫌 건강할려고 하는 건데,운동이 조금 건강할려고 하는 건데
어~ 이게 몸이 나빠지니까,어~ 이게 몸이 나빠지니까
오히려 또 건강을 해치는 그런,오히려 또 건강을 해치는 그런
그런 경험이 있었어요.,그런 경험이 있었어요.
그래서  님은 이제 취미로 운동을 이르케 하신다고 했었는데,그래서  님은 이제 취미로 운동을 이렇게 하신다고 했었는데
