사투리,표준어
해외여행을 갈,해외여행을 갈
때 참 기대가 컸는데,때 참 기대가 컸는데
가서 보니까 별 기대한 만큼 실망도 크다시피,가서 보니까 별 기대한 만큼 실망도 크다시피
상상한 거만큼의  못 본 거 같애요.,상상한 거만큼의  못 본 거 같애요.
그러나마 한번 티비를 보나 모든 면에 봤을 때,그러나마 한번 티비를 보나 모든 면에 봤을 때
거기에 간 것이 나타났을 때,거기에 간 것이 나타났을 때
일본이나 베트남 같은 데도 가보니까 갈 때는 기대가 크고,일본이나 베트남 같은 데도 가보니까 갈 때는 기대가 크고
비행기 타는 게 해외 내에는 동남아 같은 데는 너무 길어서 쫌 싫증이 났고,비행기 타는 게 해외 내에는 동남아 같은 데는 너무 길어서 조금 싫증이 났고
좋은 점도 많고 기대에 못 미친 점도 많았 그래서,좋은 점도 많고 기대에 못 미친 점도 많았 그래서
여행을 가는 거를 많이 자제하죠.,여행을 가는 거를 많이 자제하죠.
그나마 지금은 가고 싶어도,그나마 지금은 가고 싶어도
코로나 땜에 가지도 못하고 시골에서 이래 생활하고 있는데,코로나 땜에 가지도 못하고 시골에서 이렇게 생활하고 있는데
앞으로 기회가 된다면은 국내 여행을 많이 할 생각을 하고,앞으로 기회가 된다면은 국내 여행을 많이 할 생각을 하고
잘 될랑가는 모르겠네.,잘 되려나는 모르겠네.
그리고 내처럼 전국에 좋다 카는 데를 한번 찾아가볼 그런 생각인데,그리고 나처럼 전국에 좋다 하는 데를 한번 찾아가볼 그런 생각인데
잘 될라나 모르겠네요.,잘 되려나 모르겠네요.
앞으로 기회가 많이 주어진다면은 더 좋은 곳으로,앞으로 기회가 많이 주어진다면은 더 좋은 곳으로
구석구석 국내에 가고 싶고 배도 타고 싶고,구석구석 국내에 가고 싶고 배도 타고 싶고
비행기도 타고 가고 싶고 내 차로도 다니고 싶고,비행기도 타고 가고 싶고 내 차로도 다니고 싶고
산에나 바다에도 가고 싶은데 간절히 허락해줄지는 모르겠네요.,산에나 바다에도 가고 싶은데 간절히 허락해줄지는 모르겠네요.
많은 여행이 될 수 있어 많은  구하면서 듣기도 하고,많은 여행이 될 수 있어 많은  구하면서 듣기도 하고
배우기도 하고 이래 생활하면서 언제 어디서 어떻게 갈지,배우기도 하고 이렇게 생활하면서 언제 어디서 어떻게 갈지
미리 지금은 쪼끔씩 쪼끔씩 준비를 해나갈까 합니다.,미리 지금은 쪼끔씩 쪼끔씩 준비를 해나갈까 합니다.
그래서 이 공기 좋고 물 좋은 시골에 와가 지금 생활하는데,그래서 이 공기 좋고 물 좋은 시골에 와서 지금 생활하는데
그것이 앞으로 여행 가는 길에 있어서 도움이 될란지는 모르겠지만,그것이 앞으로 여행 가는 길에 있어서 도움이 될지는 모르겠지만
많은 도움이 되리라고 믿고  생활하고 있어요.,많은 도움이 되리라고 믿고  생활하고 있어요.
하숙 아닌 하숙을 하면서 황당하기도 하면서,하숙 아닌 하숙을 하면서 황당하기도 하면서
이루어질 수 있도록 노력하고 있,이루어질 수 있도록 노력하고 있
이런 게 많이 나와야 되는데 많이 나오는 것보다도,이런 게 많이 나와야 되는데 많이 나오는 것보다도
조금씩만 나타나는 기게 쫌,조금씩만 나타나는 그게 조금
아쉽기도 하고 전체 다를 기억한다는 거는 참 힘드는 일이겠지만은,아쉽기도 하고 전체 다를 기억한다는 거는 참 힘드는 일이겠지만은
가급적이면 좀 많이 나타났으면 좋겠는데,가급적이면 좀 많이 나타났으면 좋겠는데
국내에는 안 가본 곳이 많은데 해외를 간다는 것이 쫌,국내에는 안 가본 곳이 많은데 해외를 간다는 것이 조금
어떻게 생각합니까?,어떻게 생각합니까?
앞으로는 쫌 더 열심히,앞으로는 조금 더 열심히
잘 됐으면은 좋겠는데,잘 됐으면은 좋겠는데
여행을 참 좋아하거든요 그래서 유럽도 여러 군데 다니고 글쎄,여행을 참 좋아하거든요 그래서 유럽도 여러 군데 다니고 글쎄
우리나라 문화가 다르니까 여행 가는 거를 참 너무 좋아서 저는 많이 다녔어요.,우리나라 문화가 다르니까 여행 가는 거를 참 너무 좋아서 저는 많이 다녔어요.
제일 기억 남는 데가 유럽 쪽에 동유럽을 갔는데 좋았어요.,제일 기억 남는 데가 유럽 쪽에 동유럽을 갔는데 좋았어요.
모든 게 다 신기롭고 특히 오스트리아 갔는데,모든 게 다 신기롭고 특히 오스트리아 갔는데
너무 좋아서 제가 신난다 카면서 말을 많이 했습니다.,너무 좋아서 제가 신난다 하면서 말을 많이 했습니다.
너무 너무 신나서,너무 너무 신나서
음악과 모짜르트  찾아갔는데,음악과 모짜르트  찾아갔는데
참 좋은 거 같았고 뭐든지 외국에는,참 좋은 거 같았고 뭐든지 외국에는
신비로운 거 같아 좋았어요.,신비로운 거 같아 좋았어요.
그리고 유럽을 몇 군데 갔는데 스페인도 참,그리고 유럽을 몇 군데 갔는데 스페인도 참
우리나라 같지 않고 우리나라 좋다 하지만은 외국은 다른 거 같아요 문화가 다 다르고,우리나라 같지 않고 우리나라 좋다 하지만은 외국은 다른 거 같아요 문화가 다 다르고
모든 것이 신기로워요.,모든 것이 신기로워요.
그래서 다시 기회가 주어진다면,그래서 다시 기회가 주어진다면
여태 유럽 다니는데 유럽이,여태 유럽 다니는데 유럽이
그라고 유럽도 좋지만은 동남아도 괜찮았고 다 괜찮은 거 같아요.,그러고 유럽도 좋지만은 동남아도 괜찮았고 다 괜찮은 거 같아요.
정말 기회가 주어진다면은 또 더 가고 싶어,정말 기회가 주어진다면은 또 더 가고 싶어
좋은 데 동남아도 괜찮은 데는 또 많거든 그런데,좋은 데 동남아도 괜찮은 데는 또 많거든 그런데
유럽을 정말 우리나라와는 좋아요.,유럽을 정말 우리나라와는 좋아요.
중국을 갔는데 중국은 참  너무 넓고,중국을 갔는데 중국은 참  너무 넓고
아는 사람 또 한번 안 가는 사람이 있으면,아는 사람 또 한번 안 가는 사람이 있으면
가보라고 그라고 싶은 그런 거 같아요.,가보라고 그러고 싶은 그런 거 같아요.
참 가볼만하더라고요.,참 가볼만하더라고요.
그래서 다음에는 안 가봤으면 거기 꼭 가라고 권하고 싶어요.,그래서 다음에는 안 가봤으면 거기 꼭 가라고 권하고 싶어요.
해외에 가니까 갈 때는 기회가 조카가서 갔는데,해외에 가니까 갈 때는 기회가 조카가서 갔는데
그~  갖고 갔는데 밥을 못 먹겠어.,그~  갖고 갔는데 밥을 못 먹겠어.
비위에 안 맞아갖고 흔들리고 상이 너무,비위에 안 맞아갖고 흔들리고 상이 너무
짙어갖고 밥 먹는 데 제일 곤혹스럽고,짙어갖고 밥 먹는 데 제일 곤혹스럽고
남는 거는 뭐~ 별 거기 어디 다니고 하는 거는 별 문제가 안 되는데,남는 거는 뭐~ 별 거기 어디 다니고 하는 거는 별 문제가 안 되는데
음식이 안 맞아갖고 제가 그때 만날 죽만 먹고,음식이 안 맞아갖고 제가 그때 맨날 죽만 먹고
빵만 먹고 우유만 먹고 해외는,빵만 먹고 우유만 먹고 해외는
집사람과 국내 여행을 많이 할 앞으로는 계획인데,집사람과 국내 여행을 많이 할 앞으로는 계획인데
집사람이 이~ 관절이 안 좋아가 걸음을 제대로 못 걸으니까 난감하네요.,집사람이 이~ 관절이 안 좋아서 걸음을 제대로 못 걸으니까 난감하네요.
앞으로는 어떻게 치료도 잘 하게 되면은 같이 좋은 곳을,앞으로는 어떻게 치료도 잘 하게 되면은 같이 좋은 곳을
좋은 음식과 즐기면서,좋은 음식과 즐기면서
남은 여생 얼마 남지 않았지만은,남은 여생 얼마 남지 않았지만은
즐겁고 행복한 날을 보내고 싶은데 잘 될라나,즐겁고 행복한 날을 보내고 싶은데 잘 되려나
모르겠지만은 열심히 노력 한번 해보도록 하죠.,모르겠지만은 열심히 노력 한번 해보도록 하죠.
사람 마음을,사람 마음을
부풀게 하는 거 같아요.,부풀게 하는 거 같아요.
공항에 갈 때 비행기 탈 때까지는 너무나 마음이 부풀어 있었어요.,공항에 갈 때 비행기 탈 때까지는 너무나 마음이 부풀어 있었어요.
그래가 비행기를 타면은 너무 힘들고 비행기 안에서 잠이 안 오고 다리가 아프고 넘,그래서 비행기를 타면은 너무 힘들고 비행기 안에서 잠이 안 오고 다리가 아프고 너무
힘이 들어서 그게 힘든데 가면은 거기에,힘이 들어서 그게 힘든데 가면은 거기에
외국에 가면은 또 그 비행기 탔던 거를 잊어먹고 저는 너무 좋은 거 같아요.,외국에 가면은 또 그 비행기 탔던 거를 잊어먹고 저는 너무 좋은 거 같아요.
거기 가면은 그냥 음식은 안 맞지만은 그대로 그냥 가서 거기,거기 가면은 그냥 음식은 안 맞지만은 그대로 그냥 가서 거기
