사투리,표준어
요즘 계절에 아니면은 내가 최근에 먹고 있는 음식 중에,요즘 계절에 아니면은 내가 최근에 먹고 있는 음식 중에
어떤 거를 이야기 할까 요렇게 생각을 했었거든요.,어떤 거를 이야기 할까 요렇게 생각을 했었거든요.
혹시 먹거리 하니까 어떤 생각이 제일 먼저 났어요?,혹시 먹거리 하니까 어떤 생각이 제일 먼저 났어요?
요즘에는 이제 날씨도 춥고 겨울이니까,요즘에는 이제 날씨도 춥고 겨울이니까
먹거리 하면 아무래도 붕어빵이 생각 나더라고요.,먹거리 하면 아무래도 붕어빵이 생각 나더라고요.
간식 중에서 맞네요 또 붕어빵 하니까,간식 중에서 맞네요 또 붕어빵 하니까
그냥 연관적으로 생각 나는 게 붕어빵이랑 옆에 항상 같이 있는 게,그냥 연관적으로 생각 나는 게 붕어빵이랑 옆에 항상 같이 있는 게
오뎅이  있잖아요 저는 그게 쫌,오뎅이  있잖아요 저는 그게 조금
되게 이해가 안 갔는 게 어묵이 그~ 빵 옆에 있는데,되게 이해가 안 갔는 게 어묵이 그~ 빵 옆에 있는데
대부분 포장마차나 아니면 그렇게 이케 그~,대부분 포장마차나 아니면 그렇게 이렇게 그~
길에 저희 어렸을 때부터 붕어빵은 있었으니까 붕어빵 말고,길에 저희 어렸을 때부터 붕어빵은 있었으니까 붕어빵 말고
오뎅을 기준으로 봤을 때 어묵을 기준으로 봤을 때,오뎅을 기준으로 봤을 때 어묵을 기준으로 봤을 때
어묵 옆에는 항상 떡볶이가 생각났었거든요  그니까 왜,어묵 옆에는 항상 떡볶이가 생각났었거든요  그러니까 왜
붕어빵 옆에는 왜 떡볶이는 없고,붕어빵 옆에는 왜 떡볶이는 없고
어묵만 있을까 이런 생각이 문득 한번 났었어요.,어묵만 있을까 이런 생각이 문득 한번 났었어요.
제 생각에는 아무래도 겨울에 춥잖아요.,제 생각에는 아무래도 겨울에 춥잖아요.
추운데 이제 어묵은 따뜻한 국물이 있으니까,추운데 이제 어묵은 따뜻한 국물이 있으니까
몸을 녹일 수 있네요.,몸을 녹일 수 있네요.
아무래도 그렇지 않을까 싶은데요.,아무래도 그렇지 않을까 싶은데요.
또 저도 방금 생각한 건데 한번씩 이케 휘저어줘야 하잖아요.,또 저도 방금 생각한 건데 한번씩 이렇게 휘저어줘야 하잖아요.
그럼 빵에 튀지 않을까,그럼 빵에 튀지 않을까
그럴 수도 있겠네요.,그럴 수도 있겠네요.
그러면은 쪼금 난감할 수도 있으니 이제,그러면은 쪼금 난감할 수도 있으니 이제
거기에서 떡볶이가 오뎅한테 졌네요 그 때 그 이후에 또 나왔던 게 잉어빵이 있었어요.,거기에서 떡볶이가 오뎅한테 졌네요 그 때 그 이후에 또 나왔던 게 잉어빵이 있었어요.
황제 잉어빵 그~ 간판은 그냥 잉어 그 붕어에서,황제 잉어빵 그~ 간판은 그냥 잉어 그 붕어에서
쪼금 잉어가 눈이 쫌 더 커지거나 쌍꺼풀이 생기고 이케 왕관에다가 왕관,쪼금 잉어가 눈이 조금 더 커지거나 쌍꺼풀이 생기고 이렇게 왕관에다가 왕관
이제 뾰족뾰족한 세개 짜리 왕관에다가 똥글똥글한 거,이제 뾰족뾰족한 세개 짜리 왕관에다가 똥글똥글한 거
되게 디테일하게 그냥 사먹으면 팥 들어있는 그냥 먹거든요.,되게 디테일하게 그냥 사먹으면 팥 들어있는 그냥 먹거든요.
저는 그런 선  상상력을 좀 많이 때문에,저는 그런 선  상상력을 좀 많이 때문에
왜 왜 붕어와 잉어는 도대체 무슨 차이일까 그런 생각도 쫌 했습니다 어린 마음에,왜 왜 붕어와 잉어는 도대체 무슨 차이일까 그런 생각도 조금 했습니다 어린 마음에
지금은 삼십대시잖아요 그러면 요리도 많이 하시잖아요.,지금은 삼십대시잖아요 그러면 요리도 많이 하시잖아요.
쫌 아무래도 뭐~ 완전히 그~ 제가 이십대나 십대 때 보다는 쪼금 더 하게 되네요.,조금 아무래도 뭐~ 완전히 그~ 제가 이십대나 십대 때 보다는 쪼금 더 하게 되네요.
요리하는데 내가 제일 자신있다 하는 요리가 혹시 있을까요?,요리하는데 내가 제일 자신있다 하는 요리가 혹시 있을까요?
이렇게 하면 너무 제 자랑 같지만 저는 아직 미혼이고 결혼을 하지 않고 딱히 뭐~ 저는 저 혼자 해 먹고 식구들한테 해주는 걸 좋아하거든요.,이렇게 하면 너무 제 자랑 같지만 저는 아직 미혼이고 결혼을 하지 않고 딱히 뭐~ 저는 저 혼자 해 먹고 식구들한테 해주는 걸 좋아하거든요.
