사투리,표준어
어~ 야 나는 지금,어~ 야 나는 지금
어~ 그~ 나는 스마트폰이 나오고 난 이후로,어~ 그~ 나는 스마트폰이 나오고 난 이후로
계속 아이폰만 썼었는데 혹시 너는 안드로이드 휴대폰을 써본 적 있니?,계속 아이폰만 썼었는데 혹시 너는 안드로이드 휴대폰을 써본 적 있니?
나도 나는 처음으로 사용했던 폰이,나도 나는 처음으로 사용했던 폰이
아~ 삼성에서 나온 갤럭시,아~ 삼성에서 나온 갤럭시
폰 중에 어~ 삼성에서 나온 스마트폰을 사용을 했었는데,폰 중에 어~ 삼성에서 나온 스마트폰을 사용을 했었는데
그때 음~ 한창 이슈가 됐던 게 음~,그때 음~ 한창 이슈가 됐던 게 음~
디자인이 애플처럼 잘빠지고 성능도,디자인이 애플처럼 잘빠지고 성능도
좋다고 해서 그때 꽤 오래 사용했던 기억이 나고,좋다고 해서 그때 꽤 오래 사용했던 기억이 나고
지금은 아이폰 엑스를 사용하고 있는데 어~ 최근에 아이폰 새로운,지금은 아이폰 엑스를 사용하고 있는데 어~ 최근에 아이폰 새로운
그~ 버전이 나왔다고 해서 관심 있게 지켜보는 중인데 혹시 니는 어~,그~ 버전이 나왔다고 해서 관심 있게 지켜보는 중인데 혹시 너는 어~
아이폰 새로운 그~ 십이?,아이폰 새로운 그~ 십이?
에 관심이 있는지 말해줄 수 있니?,에 관심이 있는지 말해줄 수 있니?
아~ 그럼 그~,아~ 그럼 그~
난 아이폰 포부터 사용한 아이폰 유저로서,난 아이폰 포부터 사용한 아이폰 유저로서
십이도 당연히 이제 궁금하게 관심 있게 지켜보고 있는데,십이도 당연히 이제 궁금하게 관심 있게 지켜보고 있는데
아~ 요즘에 그게 이슈더라고 그~ 아이폰 투엘브에는 그~,아~ 요즘에 그게 이슈더라고 그~ 아이폰 투엘브에는 그~
배터리 충전기랑 뭐~ 이어폰도 들어있지 않다라고 해 가지고 난 그게 좀 충격적이었거든,배터리 충전기랑 뭐~ 이어폰도 들어있지 않다라고 해 가지고 난 그게 좀 충격적이었거든
그~ 휴대폰을 사는데 충전기하고 막 그런 이제 따른,그~ 휴대폰을 사는데 충전기하고 막 그런 이제 다른
부가적인 상품들을 안 주면은 그니까 그 애플사 말로는,부가적인 상품들을 안 주면은 그러니까 그 애플사 말로는
그~ 불필요한 쓰레기를 줄이고 뭐~,그~ 불필요한 쓰레기를 줄이고 뭐~
환경 보호를 위한 이런저런 좋은 이야기를 덧붙였지만,환경 보호를 위한 이런저런 좋은 이야기를 덧붙였지만
아무리 봐도 나는 이거를 이제 붓 부차적으로 구매하게끔 하는 그런 상술이라고밖에 생각이 안 든단 말이지,아무리 봐도 나는 이거를 이제 붓 부차적으로 구매하게끔 하는 그런 상술이라고밖에 생각이 안 든단 말이지
아~ 그래서 지금 엑스를 사용한 지 벌써 이 년이 지나가는데,아~ 그래서 지금 엑스를 사용한 지 벌써 이 년이 지나가는데
이걸 최대한 좀 오래 써야겠다 지금 가진 이 뭐~,이걸 최대한 좀 오래 써야겠다 지금 가진 이 뭐~
이어폰이라든지 충전기라든지 이런 걸 오래 써서,이어폰이라든지 충전기라든지 이런 걸 오래 써서
그런 아이폰의 상술에 넘어가지 않으리라고 생각하고 있지,그런 아이폰의 상술에 넘어가지 않으리라고 생각하고 있지
그렇다면  너는,그렇다면  너는
본인이 쫌 그런 전자기기에 있어서 얼리어답터라고 생각하나 아니면은,본인이 조금 그런 전자기기에 있어서 얼리어답터라고 생각해 아니면은
아니라고 생각하나,아니라고 생각해
어~ 나는 얼리어답터라고 생각하지는 않는데,어~ 나는 얼리어답터라고 생각하지는 않는데
어~ 그래도 아이패드나 애플 뭐~ 휴대폰을 사용하고 있고 뭐~,어~ 그래도 아이패드나 애플 뭐~ 휴대폰을 사용하고 있고 뭐~
항상 나오는 전자제품 신상품들에 대해서 쪼금 관심 있게 지켜보는 편이긴 하지,항상 나오는 전자제품 신상품들에 대해서 쪼금 관심 있게 지켜보는 편이긴 하지
최근에 쪼끔 가지고 싶은 게 있다면,최근에 쪼끔 가지고 싶은 게 있다면
요즘 노트북을 살 때가 돼 가지고 어  맥북으로 바꿔보면은 어떨까,요즘 노트북을 살 때가 돼 가지고 어  맥북으로 바꿔보면은 어떨까
근데 윈도우가 탑재가 안 되 잘 이케,근데 윈도우가 탑재가 안 되 잘 이렇게
따로 깔아야 되고 첫째가 안 된 안 돼 있다고 해서 그게 쫌 약간 고민인 거 같고,따로 깔아야 되고 첫째가 안 된 안 돼 있다고 해서 그게 조금 약간 고민인 거 같고
어~ 혹시 그러면 니는,어~ 혹시 그러면 너는
뭐~ 바꾸고 싶은 전자기기라던지 뭐~ 요즘,뭐~ 바꾸고 싶은 전자기기라던지 뭐~ 요즘
눈여겨보는 뭐~ 사용해 보고 싶은 그런 것들이 있는지 궁금한데 말해 주겠니?,눈여겨보는 뭐~ 사용해 보고 싶은 그런 것들이 있는지 궁금한데 말해 주겠니?
아~ 나는 아~ 아주 몇 년 전부터 계속 애플워치를 너무 사고 싶었는데,아~ 나는 아~ 아주 몇 년 전부터 계속 애플워치를 너무 사고 싶었는데
일단 그 디자인부터,일단 그 디자인부터
음~ 사실 성능은 잘 모르겠지만 아~ 그 디자인이 가장 갖고 싶은 이유 중의 하나인 거 같애.,음~ 사실 성능은 잘 모르겠지만 아~ 그 디자인이 가장 갖고 싶은 이유 중의 하나인 거 같애.
