사투리,표준어
이제 계절에 대해서  이야기해 봅시다.,이제 계절에 대해서  이야기해 봅시다.
봄 여름 가을 겨울 자기는 어느 계절이 좋아?,봄 여름 가을 겨울 자기는 어느 계절이 좋아?
나는 여름이 좋아요.,나는 여름이 좋아요.
여름?,여름?
어우 난 내가 너무 싫어하는 건데,어우 난 내가 너무 싫어하는 건데
나는 여름이 좋은 이유가 일단 허리가 아프니까,나는 여름이 좋은 이유가 일단 허리가 아프니까
겨울에는 뻣뻣해져 몸이 그래서 여름이 좋아.,겨울에는 뻣뻣해져 몸이 그래서 여름이 좋아.
여름이 더워서 쫌 땀 많이 나고 더운 걸 되게 싫어하는데,여름이 더워서 조금 땀 많이 나고 더운 걸 되게 싫어하는데
그래도 여름이 좋더라고 겨울에는 몸이 너무 아파.,그래도 여름이 좋더라고 겨울에는 몸이 너무 아파.
언니는?,언니는?
나는 겨울 되면 나도 아프긴 한데 그래도 너무 더위를 많이 타니까,나는 겨울 되면 나도 아프긴 한데 그래도 너무 더위를 많이 타니까
겨울이 좋아.,겨울이 좋아.
제일 좋은 건 봄 가을,제일 좋은 건 봄 가을
그래도 우리나라가 옛날에는 에어컨이 많이 없었지만,그래도 우리나라가 옛날에는 에어컨이 많이 없었지만
요즘에는 어딜 가나 에어컨이 있기 때문에 나는 여름이 괜찮더라고,요즘에는 어딜 가나 에어컨이 있기 때문에 나는 여름이 괜찮더라고
에어콘만 있으면 돼 난,에어콘만 있으면 돼 난
그리구 여름에는 내가 좋아하는 바다 바다가 보기가 더 좋고,그리구 여름에는 내가 좋아하는 바다 바다가 보기가 더 좋고
겨울 바다보다는 나는 여름 바다가 보기가 좋거든.,겨울 바다보다는 나는 여름 바다가 보기가 좋거든.
그래서 여름에는 뭔가 생동감이 있는 것 같애.,그래서 여름에는 뭔가 생동감이 있는 것 같애.
그래서 난 그게 너무 좋아.,그래서 난 그게 너무 좋아.
자기는 바다가 더 좋아?,자기는 바다가 더 좋아?
다른 사람은 산이 좋다 그러는데 나는 여름 바다가 너무 좋아.,다른 사람은 산이 좋다 그러는데 나는 여름 바다가 너무 좋아.
난 산이 좋아.,난 산이 좋아.
여름 바다에 수영을 내가 못하거든 언니,여름 바다에 수영을 내가 못하거든 언니
근데 나는 여름에 바다에 들어가면 안 나온다.,근데 나는 여름에 바다에 들어가면 안 나온다.
물속에서 수영을 못하는데도 나는 안 나와.,물속에서 수영을 못하는데도 나는 안 나와.
난 그기 나한테 딱 맞더라고 물하고 그~ 바다 뭐~,난 그게 나한테 딱 맞더라고 물하고 그~ 바다 뭐~
그리고 완전 바다에 물속에 있으면 햇볕이 내리쬐잖아?,그리고 완전 바다에 물속에 있으면 햇볕이 내리쬐잖아?
근데도 나는 그~ 햇빛 그~ 받고 얼굴 새카맣게 타고 여름이 그렇게 좋더라고,근데도 나는 그~ 햇빛 그~ 받고 얼굴 새카맣게 타고 여름이 그렇게 좋더라고
자기는 여름 좋아하네.,자기는 여름 좋아하네.
나는 물에 들어가는 게 계곡물은 괜차네.,나는 물에 들어가는 게 계곡물은 괜찮아.
근데 바다에 들어가면 그~ 모래 밟히는 거 또 찝찝하고 나와서 씻기도 그렇고,근데 바다에 들어가면 그~ 모래 밟히는 거 또 찝찝하고 나와서 씻기도 그렇고
또 해수욕장 같은 데 가면 안에 들어가서 씻고 옷 입고 이렇게 나오는 게 너무 귀찮아.,또 해수욕장 같은 데 가면 안에 들어가서 씻고 옷 입고 이렇게 나오는 게 너무 귀찮아.
그래서 의자 시트에 차 의자 시트에 비닐을 깔고,그래서 의자 시트에 차 의자 시트에 비닐을 깔고
그냥 바다에 물에 들어갔다가 옷 입은 채 그냥 집에 와서 씻어.,그냥 바다에 물에 들어갔다가 옷 입은 채 그냥 집에 와서 씻어.
그래서 따른 데 가면 그걸 못하니까 그냥 계곡이 좋지.,그래서 따른 데 가면 그걸 못하니까 그냥 계곡이 좋지.
근데 계곡물은 너무 차가워.,근데 계곡물은 너무 차가워.
너무 차갑고 산에는 또 벌레 같은 게 있어서 나는 싫어.,너무 차갑고 산에는 또 벌레 같은 게 있어서 나는 싫어.
나도 벌레 싫어하는 데 없는 곳으로 가야지.,나도 벌레 싫어하는 데 없는 곳으로 가야지.
말고 쪼끔 깔끔한 데 바위 많은 곳 그라고 물 깨끗하게 잘 내려오는 곳,말고 쪼끔 깔끔한 데 바위 많은 곳 그리고 물 깨끗하게 잘 내려오는 곳
언니가 그런데 찾으면 따른 사람도 그런 거 찾는다.,언니가 그런데 찾으면 따른 사람도 그런 거 찾는다.
그러면 그런데 또 사람이 복잡거리고 많고,그러면 그런데 또 사람이 복잡거리고 많고
여러 쫌 그런 게 불편한 게 쫌 있지.,여러 조금 그런 게 불편한 게 조금 있지.
뭐~ 물 좋고 정자 좋은데가 있어.,뭐~ 물 좋고 정자 좋은데가 있어.
놀러 가지 마 집에 있어 그냥,놀러 가지 마 집에 있어 그냥
에피소드 없어 계절에 대한?,에피소드 없어 계절에 대한?
나는 겨울에 그~ 학교 다닐 때 대학 다닐 때 인제,나는 겨울에 그~ 학교 다닐 때 대학 다닐 때 인제
이렇다 우리 서면하고 우리 나는 강서구 사람이다 보니까,이렇다 우리 서면하고 우리 나는 강서구 사람이다 보니까
그~ 다리를 건너야 되잖아 을숙도라든지 아니면 구포 다리,그~ 다리를 건너야 되잖아 을숙도라든지 아니면 구포 다리
이~ 이 다리는 건너는데 서면에서 눈이 펑펑 쏟아졌어.,이~ 이 다리는 건너는데 서면에서 눈이 펑펑 쏟아졌어.
근데 가야쯤 오니까 눈이 하나도 없어.,근데 가야쯤 오니까 눈이 하나도 없어.
없드니 강서구 인제 구포 다리를 딱 건너니까,없드니 강서구 인제 구포 다리를 딱 건너니까
눈이 사여서 여기는 어마어마한 거라.,눈이 쌓여서 여기는 어마어마한 거야.
그리고 우리가 사는 감천에는 눈이 없잖아 잘  겨울되면,그리고 우리가 사는 감천에는 눈이 없잖아 잘  겨울되면
근데 어느 날 우리 오빠가 그쪽 강서구에서 차를 끌고 왔는데,근데 어느 날 우리 오빠가 그쪽 강서구에서 차를 끌고 왔는데
눈이 많이 와서 쫌 있다 온다더라고 그래 거짓말한다고 우리 오빠가 항상 쫌 잘 그러니까 그랬드만,눈이 많이 와서 조금 있다 온다더라고 그래 거짓말한다고 우리 오빠가 항상 조금 잘 그러니까 그랬드만
차 위에 오빠가 왔는데 차 위에 눈이 진짜 소복하니 사여 있더라고 그~ 감천은 눈이 없는 편이지.,차 위에 오빠가 왔는데 차 위에 눈이 진짜 소복하니 쌓여 있더라고 그~ 감천은 눈이 없는 편이지.
언니 여기 감천에도 눈이 되게 많이 온 게 몇 번 있다.,언니 여기 감천에도 눈이 되게 많이 온 게 몇 번 있다.
언니가 지금 말을 하니까 내가 하는 얘기인데 정말 웃은 일이 있어서,언니가 지금 말을 하니까 내가 하는 얘기인데 정말 웃은 일이 있어서
눈이 너무 많이 온 적이 있어.,눈이 너무 많이 온 적이 있어.
그래서 우리가 눈이 오니까 너무 좋아서 언니들하고 감천에서 송도까지 걸어간 거야.,그래서 우리가 눈이 오니까 너무 좋아서 언니들하고 감천에서 송도까지 걸어간 거야.
눈을 밟으면서 미끄러지면서 걸어갔어.,눈을 밟으면서 미끄러지면서 걸어갔어.
근데 차도 못 다녔기 때문에 어쩔 수 없이 걸어갔을 수밖에 없었어.,근데 차도 못 다녔기 때문에 어쩔 수 없이 걸어갔을 수밖에 없었어.
근데 송도가 우에서 밑으로 내려올 때 내리막길이 있잖아.,근데 송도가 위에서 밑으로 내려올 때 내리막길이 있잖아.
거길 내려오는데 내가 미끄러졌어.,거길 내려오는데 내가 미끄러졌어.
내가 원래 옛날부터 허리가 안 좋아서 쫌 조심조심 해고 내려왔는데도 내가,내가 원래 옛날부터 허리가 안 좋아서 조금 조심조심 하고 내려왔는데도 내가
엉덩방아를 꽝 찍으니까 앞에 가는 언니가 막 웃기다면서 웃는 거야.,엉덩방아를 꽝 찍으니까 앞에 가는 언니가 막 웃기다면서 웃는 거야.
그래서 내가 뭐~ 일어나 가지고 조심조심 걷는다 걷는데 그 언니가,그래서 내가 뭐~ 일어나 가지고 조심조심 걷는다 걷는데 그 언니가
걷다가 자기 자기도 넘어져서 이가 깨진 거야.,걷다가 자기 자기도 넘어져서 이가 깨진 거야.
자기는 안 다쳤나?,자기는 안 다쳤나?
나는 괜찮았어.,나는 괜찮았어.
야 그 언니 어떡해?,야 그 언니 어떡해?
그래 남한테  안 좋은 소리 하면 자기가 당하는 거야.,그래 남한테  안 좋은 소리 하면 자기가 당하는 거야.
야 더 웃겼겠다 웃기고 웃기긴 했는데 웃으면 안 되는데,야 더 웃겼겠다 웃기고 웃기긴 했는데 웃으면 안 되는데
웃고 나니까 진짜 웃을 수도 없었겠네.,웃고 나니까 진짜 웃을 수도 없었겠네.
이가  이가 부러졌는데 어떡해?,이가  이가 부러졌는데 어떡해?
야 곧장 응급실 갔어야 됐네.,야 곧장 응급실 갔어야 됐네.
그렇게까지는 아니고 이에 금이 갔었어 그래 가지구 너무 우스웠다 그 생각이 난다 지금두,그렇게까지는 아니고 이에 금이 갔었어 그래 가지구 너무 우스웠다 그 생각이 난다 지금두
난 거기 했는데 내 육촌 동생뻘 되는 지금은 인제 아제라 그래.,난 거기 했는데 내 육촌 동생뻘 되는 지금은 인제 아제라 그래.
나이가 내보다 짝은데도 항렬 상 그~ 아까 너무 개족보 땜에,나이가 나보다 작은데도 항렬 상 그~ 아까 너무 개족보 땜에
그래가 내보다는 쫌 그기 해 그래 하는데,그래서 나보다는 조금 거기 해 그래 하는데
그땐 항상 나한테 누나 누나 이랬거든 그래 둘이서 내가,그땐 항상 나한테 누나 누나 이랬거든 그래 둘이서 내가
볼일 보고 들어오니까 강서구 쪽이었으니까  뻐스에 내리니까 걔가 마침 따른 데서 또 오다가 뻐스에서 내렸어.,볼일 보고 들어오니까 강서구 쪽이었으니까  뻐스에 내리니까 걔가 마침 따른 데서 또 오다가 뻐스에서 내렸어.
그~ 둘이 만났는 거라.,그~ 둘이 만났는 거야.
눈이 너무너무 사였는데 그때 스물두 살 세 살 요 때쯤이었는데,눈이 너무너무 쌓였는데 그때 스물두 살 세 살 요 때쯤이었는데
둘이서 눈싸움을 했는 거야.,둘이서 눈싸움을 했는 거야.
우리 지금 보면은 맥도 거기 생태공원 우리 숙회 뜬 데 있지?,우리 지금 보면은 맥도 거기 생태공원 우리 숙회 뜬 데 있지?
거기 뚝에 뚝에 올라가 가지구 그 뚝 자체가 지금은 공원이지만 그때는 갈대숲 뭐~ 이런 거였어.,거기 뚝에 뚝에 올라가 가지구 그 뚝 자체가 지금은 공원이지만 그때는 갈대숲 뭐~ 이런 거였어.
그기 뚝위에서 둘이서 눈밭에서 내가 감기 기운이 있어서,거기 뚝위에서 둘이서 눈밭에서 내가 감기 기운이 있어서
몸살이 난 상태에서 어디 볼일 보고 내가 너무 힘들어서 집에 갈라니까,몸살이 난 상태에서 어디 볼일 보고 내가 너무 힘들어서 집에 갈라니까
얘가 누나 같이 눈 사움 하자고 먼저 시비를 거는 거라.,얘가 누나 같이 눈 싸움 하자고 먼저 시비를 거는 거야.
