사투리,표준어
지금 코로나로 사람들 움직임도 쫌 뜸해지고 그래가지고,지금 코로나로 사람들 움직임도 조금 뜸해지고 그래가지고
돈 쓰는 거 뭐~ 소비하는 거 이런 게 쫌 상대적으로 적어지고,돈 쓰는 거 뭐~ 소비하는 거 이런 게 조금 상대적으로 적어지고
경제적인 타격이 크다고 봐는 보는데,경제적인 타격이 크다고 봐는 보는데
혹시 뭐~ 어떤 방안이 있을지 생각해 본 적 있나요?,혹시 뭐~ 어떤 방안이 있을지 생각해 본 적 있나요?
구체적으로 어떤 방안이 있을까에 대해서 생각해 본 적은 없는데,구체적으로 어떤 방안이 있을까에 대해서 생각해 본 적은 없는데
코로나 때문에 무역이나 아니면 사람들 해외에 들어오고 나가고 경제나,코로나 때문에 무역이나 아니면 사람들 해외에 들어오고 나가고 경제나
방역 부분에서 모순적인 부분이 되게 많다고 생각해요.,방역 부분에서 모순적인 부분이 되게 많다고 생각해요.
한 가지를 선택 완전히 선택할 순 없지만 둘 균형을,한 가지를 선택 완전히 선택할 순 없지만 둘 균형을
잘 맞추는 게 중요하다고 생각하는데 그런 부분에서,잘 맞추는 게 중요하다고 생각하는데 그런 부분에서
지금 해외적으로 그런 게 쫌 방역이나 이런 걸 대비했을 때 아직,지금 해외적으로 그런 게 조금 방역이나 이런 걸 대비했을 때 아직
완전하게 제대로 돼 주고 있지 않다고 생각하고 우리나라 안을 생각했을 때 방안에 대해서는 생각,완전하게 제대로 돼 주고 있지 않다고 생각하고 우리나라 안을 생각했을 때 방안에 대해서는 생각
해 본 적은 없는데 유튜브나 아니면 미디어를 통해서 매,해 본 적은 없는데 유튜브나 아니면 미디어를 통해서 매
대중 매체를 통해서 자영업자들이 막 빚도 갚아 가고 아~ 빚도 못 갚고,대중 매체를 통해서 자영업자들이 막 빚도 갚아 가고 아~ 빚도 못 갚고
막 대출만 하고 계속 월세만 내고 있고 이런 식으로 해서 되게 힘들어하고 있다는 걸 많이 봤어요.,막 대출만 하고 계속 월세만 내고 있고 이런 식으로 해서 되게 힘들어하고 있다는 걸 많이 봤어요.
그리고 그 안에서도 피시방 학교를 다니고 있지 않는데 학생들이 피시방을,그리고 그 안에서도 피시방 학교를 다니고 있지 않는데 학생들이 피시방을
가고 뭐~ 술도 마시는 사람들도 있고 한데 헬스장은 문을 닫고 막,가고 뭐~ 술도 마시는 사람들도 있고 한데 헬스장은 문을 닫고 막
특이하게 차별받는다고 느끼는 직업들이 있더라구요 그래서 그런 부분에 대해서 사람들이,특이하게 차별받는다고 느끼는 직업들이 있더라구요 그래서 그런 부분에 대해서 사람들이
되게 힘들구나 해서 지금 코로나 지원금 대구는 지원금이 두 번 있었던 걸로 알고 있는데,되게 힘들구나 해서 지금 코로나 지원금 대구는 지원금이 두 번 있었던 걸로 알고 있는데
그런 자영업자를 돕는 지원 대책이 마련되고 쫌 더 넓혀지고,그런 자영업자를 돕는 지원 대책이 마련되고 조금 더 넓혀지고
관심을 사람들이 가져야 될 거라고 생각하고 있습니다.,관심을 사람들이 가져야 될 거라고 생각하고 있습니다.
경제활동을 제가 처음에 들었을 때 저는 소비 생활 이런 걸 떠올렸거든요.,경제활동을 제가 처음에 들었을 때 저는 소비 생활 이런 걸 떠올렸거든요.
저는 지금 뭐~ 구체적인 경제생활을 안정적으로 하고 있진 않지만 그냥 여기저기 알바하고 이러면서 경제활동을 하고 있고,저는 지금 뭐~ 구체적인 경제생활을 안정적으로 하고 있진 않지만 그냥 여기저기 알바하고 이러면서 경제활동을 하고 있고
소비 생활은 그냥 의식주에서 자취하면서,소비 생활은 그냥 의식주에서 자취하면서
이제 그냥 식사하고 애들이랑 만나서 노는 데 대부분을 쓰고 있는데,이제 그냥 식사하고 애들이랑 만나서 노는 데 대부분을 쓰고 있는데
어떤 식으로 경제활동을 하고 계시며 하고 있는지 궁금하고,어떤 식으로 경제활동을 하고 계시며 하고 있는지 궁금하고
의식주 중에 뭐~ 옷을 입거나 아니면 자취 밥을 먹거나 이런 것  중에서,의식주 중에 뭐~ 옷을 입거나 아니면 자취 밥을 먹거나 이런 것  중에서
우선순위가 있을 거라고 생각하는데 그런 부분에 대해서 말씀해주시면 좋겠습니다.,우선순위가 있을 거라고 생각하는데 그런 부분에 대해서 말씀해주시면 좋겠습니다.
어~ 지금 일단 학생 신분으로서 돈을,어~ 지금 일단 학생 신분으로서 돈을
버는 뭐~ 알바 같은 것도 있지만 제가 쪼금,버는 뭐~ 알바 같은 것도 있지만 제가 쪼금
알바는 많이 하지는 않는 편이구요.,알바는 많이 하지는 않는 편이구요.
그리고 제 알바를 안 해서 어머니 아버지한테 용돈 받고,그리고 제 알바를 안 해서 어머니 아버지한테 용돈 받고
경제생활을 하고 있는데 어~ 보통 이제 제가 큰돈을 쓰는 편은 아니어서,경제생활을 하고 있는데 어~ 보통 이제 제가 큰돈을 쓰는 편은 아니어서
이제 학교에서 친구들이랑 밥 먹거나 이제 카페 가거나 이 정도에 돈을 가장 많이 쓰는 거 같고,이제 학교에서 친구들이랑 밥 먹거나 이제 카페 가거나 이 정도에 돈을 가장 많이 쓰는 거 같고
옷을 사는 거 이런 거는 제가 많이 사는 편은 아니고 일 년에 한두 번?,옷을 사는 거 이런 거는 제가 많이 사는 편은 아니고 일 년에 한두 번?
이렇게 가서 사는 거 같애요.,이렇게 가서 사는 거 같애요.
그리고 어~ 차를 이제 부모님이,그리고 어~ 차를 이제 부모님이
사주시진 않아가지고 이제 부모님 가지고 계신 두 대 중에서 이제 타고 다니는 거라서,사주시진 않아가지고 이제 부모님 가지고 계신 두 대 중에서 이제 타고 다니는 거라서
차에 대한 소비는 없는 거 같고 요즘은 코로나 때문에 쪼금,차에 대한 소비는 없는 거 같고 요즘은 코로나 때문에 쪼금
못 가긴 하지만 원래는 피씨방 노래방 이런 데서 돈을 쪼금 쓰는 거 같애요.,못 가긴 하지만 원래는 피씨방 노래방 이런 데서 돈을 쪼금 쓰는 거 같애요.
새벽에 가가지고 막 쫌 하고 했었는데 요즘은 이제 그런 건 없고,새벽에 가가지고 막 조금 하고 했었는데 요즘은 이제 그런 건 없고
요즘 이제 밥 먹고 카페 가고 공부할 때 이제 카페 가고 이런 게 단 거 같고 그렇습니다.,요즘 이제 밥 먹고 카페 가고 공부할 때 이제 카페 가고 이런 게 단 거 같고 그렇습니다.
어~ 요즘 어~ 스마트폰이 좀 갈수록 비싸지고,어~ 요즘 어~ 스마트폰이 좀 갈수록 비싸지고
있다고 생각하거든요 이에 대해서 어떻게 생각하시는지 들어보고 싶어요.,있다고 생각하거든요 이에 대해서 어떻게 생각하시는지 들어보고 싶어요.
스마트폰 가격이 아이폰부터 시작해서 되게,스마트폰 가격이 아이폰부터 시작해서 되게
비싸지고 있다 저도 공감을 하고 있는데 제가 일상생활에서,비싸지고 있다 저도 공감을 하고 있는데 제가 일상생활에서
뭐~ 공부를 하거나 스마트폰이 방해되는 순간이 있어요.,뭐~ 공부를 하거나 스마트폰이 방해되는 순간이 있어요.
그래서 폰을 집에 놔두고 한 번 생활을 한 적 있거든 딱 하루 얼마 전에 일인데,그래서 폰을 집에 놔두고 한 번 생활을 한 적 있거든 딱 하루 얼마 전에 일인데
제가 알게 모르게 스마트폰을 되게 활용하고 있더라구요.,제가 알게 모르게 스마트폰을 되게 활용하고 있더라구요.
예를 들어서 길을 찾거나 대중교통을 이용하거나 뭐~ 학교에 도서관에 들어갈 때 학생증을 찍거나,예를 들어서 길을 찾거나 대중교통을 이용하거나 뭐~ 학교에 도서관에 들어갈 때 학생증을 찍거나
클리커를 통해서 예약을 하거나 찾아보거나 어~ 사전을 찾거나 연락하고,클리커를 통해서 예약을 하거나 찾아보거나 어~ 사전을 찾거나 연락하고
카톡하고 이런 부분에서 정말 많이 제가 스마트폰을 사용하고 있구나 아니면 스케줄을 확인하고,카톡하고 이런 부분에서 정말 많이 제가 스마트폰을 사용하고 있구나 아니면 스케줄을 확인하고
날짜 확인 시간도 그냥 확인하고 정말 제가 저도 알게 모르게 스마트폰을 되게 활용하고,날짜 확인 시간도 그냥 확인하고 정말 제가 저도 알게 모르게 스마트폰을 되게 활용하고
항상 자주 확인하는 걸 제가 느꼈어요.,항상 자주 확인하는 걸 제가 느꼈어요.
한 번 집에 놔두고 올 때 그래서 스마트폰이 사실,한 번 집에 놔두고 올 때 그래서 스마트폰이 사실
너무 비싸지고 있다 생각은 하는데 그만큼 기술도 많이 발전하고 있다고 생각을 하거든요.,너무 비싸지고 있다 생각은 하는데 그만큼 기술도 많이 발전하고 있다고 생각을 하거든요.
삼성 페이나 예를 들어서 그런 부분은 저희한테 편의를 되게 크게 주고,삼성 페이나 예를 들어서 그런 부분은 저희한테 편의를 되게 크게 주고
하고 있기 때문에 뭐~ 어쩔 수 없다고 생각해요.,하고 있기 때문에 뭐~ 어쩔 수 없다고 생각해요.
기술력도 어떻게 보면 그~ 사람의 상품 중 하나니까 그게 다 포함됐다고 생각하고,기술력도 어떻게 보면 그~ 사람의 상품 중 하나니까 그게 다 포함됐다고 생각하고
사실 선두에 있는 애플이나 삼성의 그런 선택 어떻게 방향성 그런 게,사실 선두에 있는 애플이나 삼성의 그런 선택 어떻게 방향성 그런 게
제일 중요하겠지만 저는 비싸지는 거에 대해서 안타깝지만 어쩔 수 없는 것들,제일 중요하겠지만 저는 비싸지는 거에 대해서 안타깝지만 어쩔 수 없는 것들
이라 생각하고 만약에 소비자 입장에서는 최신 핸드폰이 너무 비싸고 하면 어쩔 수 없이 쪼,이라 생각하고 만약에 소비자 입장에서는 최신 핸드폰이 너무 비싸고 하면 어쩔 수 없이 쪼
