사투리,표준어
우리가 이제,우리가 이제
스물여섯 살에서 일곱 살로 넘어가고,스물여섯 살에서 일곱 살로 넘어가고
직장을 가지게 됐으니까 돈을 재테크를 해야 하잖아.,직장을 가지게 됐으니까 돈을 재테크를 해야 하잖아.
해야 하는 거에서 옛날 사람들의 경우 쪼끔,해야 하는 거에서 옛날 사람들의 경우 쪼끔
뭐~ 부동산 보험 요런 걸로 돈을 모으고 그랬었는데,뭐~ 부동산 보험 요런 걸로 돈을 모으고 그랬었는데
내 내 생각에는 그런 거보다는,내 내 생각에는 그런 거보다는
그렇게 쪼끔씩 불려가는 거보다는 차라리 주식에 우량주를 사서,그렇게 쪼끔씩 불려가는 거보다는 차라리 주식에 우량주를 사서
돈을 불리는 게 현실적으로,돈을 불리는 게 현실적으로
경제가 성장하는 거에 비해서 우리가 돈을 더 불릴 수 있는 방법이라고 생각해.,경제가 성장하는 거에 비해서 우리가 돈을 더 불릴 수 있는 방법이라고 생각해.
그래서 우리가 주식을 지금 하고 있는 거고,그래서 우리가 주식을 지금 하고 있는 거고
연습 삼아라도 그중에서도 뭐~ 아무 상관 없는 비트코인도 하고는 있지만,연습 삼아라도 그중에서도 뭐~ 아무 상관 없는 비트코인도 하고는 있지만
암튼 그렇게 해서 주식 이야기를 할 건데,암튼 그렇게 해서 주식 이야기를 할 건데
지금 가장 떠오르는 테마주가 어떤 거라고 생각해?,지금 가장 떠오르는 테마주가 어떤 거라고 생각해?
일단 나는 그~ 테마주라 하면은,일단 나는 그~ 테마주라 하면은
일단 최근에는 그~ 사람들이 코로나에 대해서 많이 얘기했었잖아 그리고,일단 최근에는 그~ 사람들이 코로나에 대해서 많이 얘기했었잖아 그리고
그~ 코로나뿐만 아니라 이제 코로나 다음에는 뭐~ 파이브 지 뭐~ 전기차 그리고,그~ 코로나뿐만 아니라 이제 코로나 다음에는 뭐~ 파이브 지 뭐~ 전기차 그리고
또 이제 막 선박 요즘은 선박도 좀 나오고 있는데,또 이제 막 선박 요즘은 선박도 좀 나오고 있는데
근데 나는 이제 앞으로 뭐가 더 각광받을 거 같냐면은,근데 나는 이제 앞으로 뭐가 더 각광받을 거 같냐면은
음~ 폐기물 쪽이 각광받을 거 같애 왜냐면은 그~ 뭐고,음~ 폐기물 쪽이 각광받을 거 같애 왜냐면은 그~ 뭐지
폐기물 쪽에서 이게 최근에 많이 이슈는 안 됐는데,폐기물 쪽에서 이게 최근에 많이 이슈는 안 됐는데
뉴스나 아니면 플라스틱 관련돼서 쓰레기 배출 같은 거 보면은,뉴스나 아니면 플라스틱 관련돼서 쓰레기 배출 같은 거 보면은
지금 그~ 사람들이 코로나로 인해서 비대면으로,지금 그~ 사람들이 코로나로 인해서 비대면으로
뭘 많이 시켜 먹고 아니면 뭘 많이 배달하면서 쓰레기가 엄청 많이 나오고 있다는데,뭘 많이 시켜 먹고 아니면 뭘 많이 배달하면서 쓰레기가 엄청 많이 나오고 있다는데
근데 쓰레기가 처리가 안 되고 있대 지금,근데 쓰레기가 처리가 안 되고 있대 지금
원래는 예전에는 중국에서 이렇게 쓰레기 음~ 재활용을 위해서,원래는 예전에는 중국에서 이렇게 쓰레기 음~ 재활용을 위해서
막 플라스틱 같은 거를 다 수거해 갔었는데 이제는 중국은 더 이상 쓰레기를 재활용하는 단계를 넘어서서,막 플라스틱 같은 거를 다 수거해 갔었는데 이제는 중국은 더 이상 쓰레기를 재활용하는 단계를 넘어서서
미국이랑 어깨를 견주고 있는 상황이다 보니까 더 이상 그런 사업을 안 해가지고,미국이랑 어깨를 견주고 있는 상황이다 보니까 더 이상 그런 사업을 안 해가지고
이게 좀 쓰레기를 엄청 쌓이고 있거든 그리고 또 이제,이게 좀 쓰레기를 엄청 쌓이고 있거든 그리고 또 이제
