사투리,표준어
지금부터 시작하겠습니다.,지금부터 시작하겠습니다.
니 요즘 알바하는 거 어때 오늘은 안 바빴나?,니 요즘 알바하는 거 어때 오늘은 안 바빴나?
요즘 코로나가 다시 또 시작 시작이 되면서,요즘 코로나가 다시 또 시작 시작이 되면서
오늘 손님이 진짜 없어서 청소 엄청 열심히 하고,오늘 손님이 진짜 없어서 청소 엄청 열심히 하고
어~ 그랬던 거 같애.,어~ 그랬던 거 같애.
어~ 그래도 손님은 없어서 쫌,어~ 그래도 손님은 없어서 조금
편하긴 편했겠다 근데 손님 없으면 시간 잘 안 가지 않나?,편하긴 편했겠다 근데 손님 없으면 시간 잘 안 가지 않나?
응 시간 엄청 안 가고 그리고 위에 씨씨티비 있어서,응 시간 엄청 안 가고 그리고 위에 씨씨티비 있어서
사장님 뭔가 언제든지 볼 수 있다는 느낌 때문에 막,사장님 뭔가 언제든지 볼 수 있다는 느낌 때문에 막
무슨 일이든 찾아서 해야 되거든.,무슨 일이든 찾아서 해야 되거든.
그래서 시간 엄청 안 가고,그래서 시간 엄청 안 가고
할 일은 없고 엄청 오늘 힘들었어 그래서,할 일은 없고 엄청 오늘 힘들었어 그래서
맞아 맞아 나 옛날에 베라 알바할 때도 위에 씨씨티비 있어가지고,맞아 맞아 나 옛날에 베라 알바할 때도 위에 씨씨티비 있어가지고
사람 없어도 너무 가만히 있으면 그냥 괜히 나 혼자 눈치 보이더라고.,사람 없어도 너무 가만히 있으면 그냥 괜히 나 혼자 눈치 보이더라고.
진짜 무슨 느낌인지 알 거 같애 차라리 좀 바빴으면 하는 마음도 있고,진짜 무슨 느낌인지 알 거 같애 차라리 좀 바빴으면 하는 마음도 있고
그럴 때 너 둘 중에 하나 골라봐봐.,그럴 때 너 둘 중에 하나 골라봐봐.
바빠서 시간이 잘 안 가는 거랑,바빠서 시간이 잘 안 가는 거랑
너무 바빠서 시간이 엄청 빨리 가는 거랑 뭐가 나아?,너무 바빠서 시간이 엄청 빨리 가는 거랑 뭐가 나아?
나는 나는 그래도 안 바빠서 시간이 천천히 가는 게 할래.,나는 나는 그래도 안 바빠서 시간이 천천히 가는 게 할래.
아~ 그래 근데 나는 너무 안 바쁘면 시간이 안 가서 재미없더라 그냥,아~ 그래 근데 나는 너무 안 바쁘면 시간이 안 가서 재미없더라 그냥
차라리 쪼금 바쁘면 정신은 없어도 시간은 빨리 가서 괜찮은 거 같던데?,차라리 쪼금 바쁘면 정신은 없어도 시간은 빨리 가서 괜찮은 거 같던데?
근데 내가 지금 하고 있는 알바는,근데 내가 지금 하고 있는 알바는
그~ 음료 만드는 거 외에도 주변에 청소하거나,그~ 음료 만드는 거 외에도 주변에 청소하거나
아니면 뭐~ 물건을 정리한다거나,아니면 뭐~ 물건을 정리한다거나
그렇게 바로 채워넣는 그런 부과적인 일이 쪼금 많은 거 같기 때문에,그렇게 바로 채워넣는 그런 부과적인 일이 쪼금 많은 거 같기 때문에
어~ 시간이 없어 손님이 없어도 시간이 천천히 가지만,어~ 시간이 없어 손님이 없어도 시간이 천천히 가지만
몸이 편하게 다른 일을 할 수 있는 거 같애.,몸이 편하게 다른 일을 할 수 있는 거 같애.
아~ 그렇구나 나는 카페 아르바이트는 한 번도 안 해봐가지고,아~ 그렇구나 나는 카페 아르바이트는 한 번도 안 해봐가지고
잘 모르겠어 우리 둘이 같이 했던 알바가,잘 모르겠어 우리 둘이 같이 했던 알바가
키즈 카페 알바 말고 또 없었나?,키즈 카페 알바 말고 또 없었나?
어~ 그거밖에 없었던 거 같애 언니 거기서 무슨 일 했더라?,어~ 그거밖에 없었던 거 같애 언니 거기서 무슨 일 했더라?
나는 키즈 카페에서,나는 키즈 카페에서
애기들 클레이 만드는 거 가르쳐 줬었지 니는 그때,애기들 클레이 만드는 거 가르쳐 줬었지 니는 그때
뭐였더라 엄청 많이 했던 거 같은데,뭐였더라 엄청 많이 했던 거 같은데
응 처음에는 애기들 놀이 봐주는 그런,응 처음에는 애기들 놀이 봐주는 그런
