사투리,표준어
형 롤 해 봤나?,형 롤 해 봤어?
요즘?,요즘?
가끔 한 번씩 하지.,가끔 한 번씩 하지.
아~ 나는 안 한지 어~ 내가 보자 작년 칠월 달에,아~ 나는 안 한지 어~ 내가 보자 작년 칠월 달에
그때쯤 칠팔월까지 하고 한 번도 안 한 판도 안 했다 아이가 맞제.,그때쯤 칠팔월까지 하고 한 번도 안 한 판도 안 했지 않아 맞지.
나도 요즘에 아~ 그~ 이번에 패치 바뀐 거 있잖아.,나도 요즘에 아~ 그~ 이번에 패치 바뀐 거 있잖아.
그~ 너무 이상한 거야 지금,그~ 너무 이상한 거야 지금
막 니는 그러면 안 해 봤겠네 그러면 그게 어떻게 바꼈냐 하면,막 너는 그러면 안 해 봤겠네 그러면 그게 어떻게 바뀌었냐 하면
인터페이스가 약간 중국 게임처럼 그래 바껴 있어 지금,인터페이스가 약간 중국 게임처럼 그렇게 바뀌어 있어 지금
조잡하고 그러니까 뭐~ 식별하기도 쫌 힘들고 아이템 모양도 되게 짝게 돼 가주고,조잡하고 그러니까 뭐~ 식별하기도 조금 힘들고 아이템 모양도 되게 작게 돼 가지고
이게 칼인지 뭔지 구분도 안 될 정도로 지금 바꼈단 말이야.,이게 칼인지 뭔지 구분도 안 될 정도로 지금 바뀌었단 말이야.
안 그래도 내가 그거 실제 게임은 내가 안 해 봤는데 그~ 뭐~ 방송하는 놈들 이렇게,안 그래도 내가 그거 실제 게임은 내가 안 해 봤는데 그~ 뭐~ 방송하는 놈들 이렇게
고거 한번 보니깐 이게 저 캐릭터가 뭐~ 무슨 아이템을 들고 있는 건지 무슨 기능을 하는 건지,고거 한번 보니깐 이게 저 캐릭터가 뭐~ 무슨 아이템을 들고 있는 건지 무슨 기능을 하는 건지
그걸 모르니깐 이게 좀 흥미가 식더라 방송 보는데도,그걸 모르니깐 이게 좀 흥미가 식더라 방송 보는데도
뭐가 뭔지 모르겠던데 공부해야 될 거 같다 내가 봤을 때 새로 할려면,뭐가 뭔지 모르겠던데 공부해야 될 거 같다 내가 봤을 때 새로 하려면
약간 이런 거 쫌,약간 이런 거 조금
티비로 볼려면 예전에 스타처럼 좀 단순해야 되는데 정말 단순하게 이래 해야 되는데 아이템들이,티비로 보려면 예전에 스타처럼 좀 단순해야 되는데 정말 단순하게 이렇게 해야 되는데 아이템들이
사용해 눌렀을 때 으 뭐지 발동되는 그런 기능이 막 생겨 가지고 지금,사용해 눌렀을 때 으 뭐지 발동되는 그런 기능이 막 생겨 가지고 지금
그런 것들을 알 수가 으 그러니까 안 해 보는 사람들은 알 수가 없다 지금 내가 봤을 때는,그런 것들을 알 수가 으 그러니까 안 해 보는 사람들은 알 수가 없다 지금 내가 봤을 때는
이게 내가 봤을 때는 라이엇이 중국에 중국 자본에 팔리고부터 방향을 잘못 잡았어 이게,이게 내가 봤을 때는 라이엇이 중국에 중국 자본에 팔리고부터 방향을 잘못 잡았어 이게
이렇게 왜 이렇게 어렵게 만들면 복잡하게 만들면 신규 유저가,이렇게 왜 이렇게 어렵게 만들면 복잡하게 만들면 신규 유저가
유입되기 어렵고 안 그래도 이제 롤도 이제 쫌 많이 고인물 게임 돼서 신규 유저보다 이제 기존 유저들이 꼐속,유입되기 어렵고 안 그래도 이제 롤도 이제 조금 많이 고인물 게임 돼서 신규 유저보다 이제 기존 유저들이 계속
하는 건데 기존 유저들도 지금처럼 이제 쫌 어려워지니까 내처럼 새로 할려고 하니까,하는 건데 기존 유저들도 지금처럼 이제 조금 어려워지니까 나처럼 새로 하려고 하니까
