사투리,표준어
요즘 전자기기가 많이 보급되어 있잖아요?,요즘 전자기기가 많이 보급되어 있잖아요?
어~ 일 인 일 전자기기는 다 있으신 걸로 아는데,어~ 일 인 일 전자기기는 다 있으신 걸로 아는데
어~ 스마트폰 저는 처음 고등학생 때 쓰기 시작한 거 같은데요.,어~ 스마트폰 저는 처음 고등학생 때 쓰기 시작한 거 같은데요.
아이폰이 이제 외형상 이쁘고,아이폰이 이제 외형상 이쁘고
어린애들 많이 쓰니까 저도 아이폰을 처음에 썼었는데,어린애들 많이 쓰니까 저도 아이폰을 처음에 썼었는데
쭉 쓰다가 이제 삼성폰을 쓰게 됐어요.,쭉 쓰다가 이제 삼성폰을 쓰게 됐어요.
지금은 노트 텐을 쓰고 있는데,지금은 노트 텐을 쓰고 있는데
어~ 아이폰에는 없는 다양한 기능이 많더라고요 우선 제가 뭐~,어~ 아이폰에는 없는 다양한 기능이 많더라고요 우선 제가 뭐~
영화 보는 거 뭐~ 드라마 보는 거 좋아해 가지고,영화 보는 거 뭐~ 드라마 보는 거 좋아해 가지고
아이폰은 뭐~ 다운로드받는 게 안 되잖아요?,아이폰은 뭐~ 다운로드받는 게 안 되잖아요?
근데 삼성 폰으로 바꾸고 나니까 뭐~ 다운로드도 쉽게 할 수 있고,근데 삼성 폰으로 바꾸고 나니까 뭐~ 다운로드도 쉽게 할 수 있고
또 삼성 페이 굉장히 편하더라고요.,또 삼성 페이 굉장히 편하더라고요.
뭐~ 요즘은 지갑도 아예 안 들고 다니는데,뭐~ 요즘은 지갑도 아예 안 들고 다니는데
음~ 질문자님은 혹시 핸드폰 어떤 거 쓰시나요?,음~ 질문자님은 혹시 핸드폰 어떤 거 쓰시나요?
저는 현재 삼성 쓰고 있는데 어~,저는 현재 삼성 쓰고 있는데 어~
저는 삼성 쓰면서,저는 삼성 쓰면서
제가 아이폰도 쓰고 삼성 핸드폰도 써 봤는데,제가 아이폰도 쓰고 삼성 핸드폰도 써 봤는데
삼성은 쫌 더 되게,삼성은 조금 더 되게
핸드폰을 제 마음대로 꾸밀 수 있는 게 저는 먼저 좋았고요.,핸드폰을 제 마음대로 꾸밀 수 있는 게 저는 먼저 좋았고요.
그리고 음악다운 할 때도 아이폰은,그리고 음악다운 할 때도 아이폰은
그~ 컴퓨터를 연결해서 아이 클라우드에 따로,그~ 컴퓨터를 연결해서 아이 클라우드에 따로
저장을 해야 되는 걸로 알고 있는데,저장을 해야 되는 걸로 알고 있는데
삼성은 바로 핸드폰에 다운받을 수 있어서 그것도 좋았고,삼성은 바로 핸드폰에 다운받을 수 있어서 그것도 좋았고
음~ 저는 음~ 사실 근데,음~ 저는 음~ 사실 근데
제가 디자인을,제가 디자인을
많이 보는 편이어서 현재는 삼성을 쓰고 있지만 다음에 애플도 한번 써 보고 싶긴 한 거 같아요.,많이 보는 편이어서 현재는 삼성을 쓰고 있지만 다음에 애플도 한번 써 보고 싶긴 한 거 같아요.
어~ 질문자님은 그~ 무선 이어폰 같은 건 사용하세요?,어~ 질문자님은 그~ 무선 이어폰 같은 건 사용하세요?
어~ 저는 무선 이어폰은 다 써 봤어요.,어~ 저는 무선 이어폰은 다 써 봤어요.
어~ 제일 처음에 쓴 거는 이제 버즈인데,어~ 제일 처음에 쓴 거는 이제 버즈인데
나오자마자 한번 샀어 샀긴 했거든요.,나오자마자 한번 샀어 샀긴 했거든요.
제가 원래 일할 때 뭐~ 쫌 프리한 일을 해 가지고 맨날 뭐~,제가 원래 일할 때 뭐~ 조금 프리한 일을 해 가지고 맨날 뭐~
이어폰  연결해 가지고 뭐~ 노래도 듣고 했는데,이어폰  연결해 가지고 뭐~ 노래도 듣고 했는데
어~ 쓰다가 최근에는 이제 에어팟 프로로 바꿨는데,어~ 쓰다가 최근에는 이제 에어팟 프로로 바꿨는데
너무 좋더라고요 이게 그~ 노이즈 캔슬링인가 뭐~ 뭐~ 진짜 좋더라고요.,너무 좋더라고요 이게 그~ 노이즈 캔슬링인가 뭐~ 뭐~ 진짜 좋더라고요.
