사투리,표준어
전 어렸을 때부터,전 어렸을 때부터
어머니가 미술 학원 되게 많이 보내셔가지고,어머니가 미술 학원 되게 많이 보내셔가지고
미술하는 거 좋아하기도 하고 계속,미술하는 거 좋아하기도 하고 계속
유 초등학교 때부터 미술하기도 하고 중학교 때도,유 초등학교 때부터 미술하기도 하고 중학교 때도
취미로 미술 집에서 자꾸 그리기도 하니까 이제 커서도 꿈이,취미로 미술 집에서 자꾸 그리기도 하니까 이제 커서도 꿈이
미술 쪽으로 가는 거였거든요 그래서,미술 쪽으로 가는 거였거든요 그래서
얼마 전까지 실기도 대학교 치고 왔고,얼마 전까지 실기도 대학교 치고 왔고
그래서 꿈이,그래서 꿈이
시각디자인과 이런 쪽이라가지고 혹시  님은,시각디자인과 이런 쪽이라가지고 혹시  님은
꿈 있으세요?,꿈 있으세요?
저는 옛날에는,저는 옛날에는
파일럿이 되고 싶었어요.,파일럿이 되고 싶었어요.
파일럿이 되고 싶었던 이유가,파일럿이 되고 싶었던 이유가
제가 드라마 보는 걸 굉장히 좋아하는데 이때,제가 드라마 보는 걸 굉장히 좋아하는데 이때
정확하게 기억은 안 나지만 구혜선 씨랑 다른 배우분,정확하게 기억은 안 나지만 구혜선 씨랑 다른 배우분
께서 나오는 드라마였어요 그~ 드라마에서,께서 나오는 드라마였어요 그~ 드라마에서
구혜선 씨가 이제 파일럿이 되어가는 그~ 과정,구혜선 씨가 이제 파일럿이 되어가는 그~ 과정
과 파일럿이 되고 나서의 그런 과정들을,과 파일럿이 되고 나서의 그런 과정들을
그렸던 드라마인데,그렸던 드라마인데
그~ 드라마가 되게 인상 깊어가지구 그때부터,그~ 드라마가 되게 인상 깊어가지구 그때부터
중학생 때까지는 파일럿이 되고 싶다라는 꿈을,중학생 때까지는 파일럿이 되고 싶다라는 꿈을
가지고 있었어요.,가지고 있었어요.
근데 이제 고등학교에 진학을 하고,근데 이제 고등학교에 진학을 하고
쪼끔 현실적으로 내다보다 보니깐,쪼끔 현실적으로 내다보다 보니깐
제가 이과를 나왔었어요.,제가 이과를 나왔었어요.
그래서,그래서
음~ 제 전공,음~ 제 전공
제가 이과다 보니깐 그~ 분야들을 살려서,제가 이과다 보니깐 그~ 분야들을 살려서
그런 항공우주공학과 이런 쪽으로 가서,그런 항공우주공학과 이런 쪽으로 가서
우주 비행사가 되기에는,우주 비행사가 되기에는
쪼끔 희박하고 그런,쪼끔 희박하고 그런
로켓이나 그런 것들을 다루는 그런 쪽으로 가고 싶다라고 생각을 하고 꿈을,로켓이나 그런 것들을 다루는 그런 쪽으로 가고 싶다라고 생각을 하고 꿈을
꿨었는데,꿨었는데
그런 부분에 있어서도,그런 부분에 있어서도
되게 제약들이 많고 또 우리나라 같은 경우에는,되게 제약들이 많고 또 우리나라 같은 경우에는
항공우주공학과라는 학과가,항공우주공학과라는 학과가
몇 대학교밖에 없더라구요.,몇 대학교밖에 없더라구요.
그래서 생각했던 게,그래서 생각했던 게
그러면 생명공학이나,그러면 생명공학이나
화공 이쪽으로 가자 이렇게 생각을 해서,화공 이쪽으로 가자 이렇게 생각을 해서
딱 정확한 꿈을 정하지는 못하고,딱 정확한 꿈을 정하지는 못하고
이런 쪽으로 가자라고 생각만 하게 되었는데,이런 쪽으로 가자라고 생각만 하게 되었는데
어느 순간,어느 순간
보다 보니깐 그거와 다른,보다 보니깐 그거와 다른
과로 대학교를,과로 대학교를
오게 되었고,오게 되었고
지금은 취업을 앞두고 있는 상황이라서 현실적으로 바라보다 보니까,지금은 취업을 앞두고 있는 상황이라서 현실적으로 바라보다 보니까
공기업,공기업
을 바라보게 되더라구요.,을 바라보게 되더라구요.
그래서 꿈이라기보다는,그래서 꿈이라기보다는
어~ 쪼끔 현실적인 그런 취업,어~ 쪼끔 현실적인 그런 취업
가능성 그런 걸 쪼끔 더 보게 된 것 같애요.,가능성 그런 걸 쪼끔 더 보게 된 것 같애요.
옛날을 생각했을 때는,옛날을 생각했을 때는
어~ 너는 뭐 되고 싶어 이러면,어~ 너는 뭐 되고 싶어 이러면
뭐~ 우주비행사 선생님,뭐~ 우주비행사 선생님
뭐~ 대통령 이런 식으로 되게,뭐~ 대통령 이런 식으로 되게
그런,그런
추상적이면서도 그런 까 꿈이라고 했을 때 떠오르는 그런 것들을 생각했었던 것 같은데,추상적이면서도 그런 까 꿈이라고 했을 때 떠오르는 그런 것들을 생각했었던 것 같은데
뭐~ 나이가 들고 현실적으로 바라보다 보니까,뭐~ 나이가 들고 현실적으로 바라보다 보니까
꿈이라는 단어보다는,꿈이라는 단어보다는
어디에 취업할 거야 이런 단어를 많이 사용하게 되더라구요.,어디에 취업할 거야 이런 단어를 많이 사용하게 되더라구요.
그래서,그래서
어~ 옛날과 같은 그런,어~ 옛날과 같은 그런
꿈꾸던 그런 때가 좋았던 것 같다 이런 때로 가고 싶다 이런 생각을 종종 하게 됐던 것 같애요.,꿈꾸던 그런 때가 좋았던 것 같다 이런 때로 가고 싶다 이런 생각을 종종 하게 됐던 것 같애요.
그래서 저는,그래서 저는
꿈이라고 했을 때는,꿈이라고 했을 때는
직업적인 부분보다는,직업적인 부분보다는
버킷리스트 같은 그~ 살면서 이런 것들은 꼭 해보고 싶다 이런,버킷리스트 같은 그~ 살면서 이런 것들은 꼭 해보고 싶다 이런
부분들로 조금 더 와닿더라구요.,부분들로 조금 더 와닿더라구요.
혹시  님은  님만의,혹시  님은  님만의
버킷리스트가 있으신가요?,버킷리스트가 있으신가요?
저는 나중에 커가지구,저는 나중에 커가지구
이제 할머니가 되면은,이제 할머니가 되면은
할머니가 된 대로 봉사도 많이 해보고 싶고,할머니가 된 대로 봉사도 많이 해보고 싶고
제가 해외여행을 한 번도 안 나가봐가지고,제가 해외여행을 한 번도 안 나가봐가지고
해외여행도 되게 해보고 싶더라구요.,해외여행도 되게 해보고 싶더라구요.
그리고 돈 많이 벌어가지고 엄마 아빠랑 가족끼리 다 여행도 해보고 싶고,그리고 돈 많이 벌어가지고 엄마 아빠랑 가족끼리 다 여행도 해보고 싶고
그리고 친구들하고도 같이 살아가지고,그리고 친구들하고도 같이 살아가지고
뭐~ 해보고 싶은 것도 있고 자취도 해보고 싶고 그렇거든요.,뭐~ 해보고 싶은 것도 있고 자취도 해보고 싶고 그렇거든요.
그래서,그래서
이제 나중에 돈 많이 또 벌어야 되니까 꿈도 이제 디자인 쪽이라서,이제 나중에 돈 많이 또 벌어야 되니까 꿈도 이제 디자인 쪽이라서
디자인 쪽을 할 수 있는 게 많이,디자인 쪽을 할 수 있는 게 많이
없다 보니까 어렵기도 하고,없다 보니까 어렵기도 하고
또 코로나 때문에 비대면,또 코로나 때문에 비대면
수업이 많아가지고,수업이 많아가지고
이제 할 수 있는 게 많이 없으니까 그래서 너무 아쉽더라구요.,이제 할 수 있는 게 많이 없으니까 그래서 너무 아쉽더라구요.
혹시 코로나가 끝나면은 하고 싶은 거 있으세요?,혹시 코로나가 끝나면은 하고 싶은 거 있으세요?
저는 해외여행은 꼭 가고 싶어요.,저는 해외여행은 꼭 가고 싶어요.
저도 해외여행을 많이 가진 않았지만,저도 해외여행을 많이 가진 않았지만
재작년 겨울에 라오스로 해외 봉사를 떠났었어요.,재작년 겨울에 라오스로 해외 봉사를 떠났었어요.
어~ 동남아 쪽으로 간 거는 이때가 처음이었는데,어~ 동남아 쪽으로 간 거는 이때가 처음이었는데
옛날에는,옛날에는
뭐~ 여행이라고 하면,뭐~ 여행이라고 하면
가까운 중국이나 일본 아니면,가까운 중국이나 일본 아니면
뭐~ 유럽 쪽이나 미국 이런 쪽으로,뭐~ 유럽 쪽이나 미국 이런 쪽으로
많이 가기도 했고 많이,많이 가기도 했고 많이
가고 싶다 이런 생각들을 했었는데,가고 싶다 이런 생각들을 했었는데
이제 해외 봉사로 동남아 쪽으로 가보니까 그~ 동남아만의,이제 해외 봉사로 동남아 쪽으로 가보니까 그~ 동남아만의
그런 특유의,그런 특유의
릴렉스되고 그런 편안한 분위기가 너무 좋더라구요.,릴렉스되고 그런 편안한 분위기가 너무 좋더라구요.
그래서 저는,그래서 저는
코로나가 끝나고 난다면,코로나가 끝나고 난다면
그때 갔던 라오스에 되게 좋은 추억들이 많아요.,그때 갔던 라오스에 되게 좋은 추억들이 많아요.
그래서,그래서
어~ 라오스에 한 번 더 가보고 싶다 이런 생각들을 해요.,어~ 라오스에 한 번 더 가보고 싶다 이런 생각들을 해요.
혹시  님은,혹시  님은
나중에 여행,나중에 여행
가는 게 꿈이라고 하셨는데,가는 게 꿈이라고 하셨는데
뭐~ 어디 특정 나라나 어디,뭐~ 어디 특정 나라나 어디
