사투리,표준어
나 최근에 피시방 가서 게임했는데 배틀그라운드 했거든?,나 최근에 피시방 가서 게임했는데 배틀그라운드 했거든?
근데 진짜 재밌더라 너 게임 좋아해?,근데 진짜 재밌더라 너 게임 좋아해?
어 나 게임 좋아하는데 요즘 코로나 때문에 피시방을 자주 못 가서,어 나 게임 좋아하는데 요즘 코로나 때문에 피시방을 자주 못 가서
게임을 자주 못해가지고 너무 아쉬워.,게임을 자주 못해가지고 너무 아쉬워.
그~ 우리 같이 저번에 피시방 가서 배틀그라운드 했잖아 그때,그~ 우리 같이 저번에 피시방 가서 배틀그라운드 했잖아 그때
이 대 이로 남았던 상황에서 우리가 능선 먼저 먹어가지구 그 이겼잖아 그때,이 대 이로 남았던 상황에서 우리가 능선 먼저 먹어가지구 그 이겼잖아 그때
너가 남은 두 명 죽여가지고 우리가 이겼었잖아 그때 어떻게 그렇게 했던 거야?,네가 남은 두 명 죽여가지고 우리가 이겼었잖아 그때 어떻게 그렇게 했던 거야?
그때 내가,그때 내가
아마 총을 어그를 가지고 있었을 거야 근데 그~ 어그가 좀 좋더라고 나한테 나한테 잘 맞고,아마 총을 어그를 가지고 있었을 거야 근데 그~ 어그가 좀 좋더라고 나한테 나한테 잘 맞고
반동을 좀 잡기 쉬워가지고,반동을 좀 잡기 쉬워가지고
머 나무 뒤에 있길래 걔가 먼저 머리 딱 내밀 때,뭐 나무 뒤에 있길래 걔가 먼저 머리 딱 내밀 때
이제 머리를 쏴가지고 죽였지 너무 짜릿했어 그때,이제 머리를 쏴가지고 죽였지 너무 짜릿했어 그때
요즘은 내가 베릴 쓰고 있는데 반동이 분명히,요즘은 내가 베릴 쓰고 있는데 반동이 분명히
잡힌다고 했는데 잘 안되더라고 그래서 그때 너 하는 거 보면서,잡힌다고 했는데 잘 안되더라고 그래서 그때 너 하는 거 보면서
내가 혼자 많이 연습해봤는데,내가 혼자 많이 연습해봤는데
난 도저히 반동을 못 잡겠어서 내가 원래 쓰는 큐비지 쓰고 있거든 너는 배그 충 중에서 머가 제일 좋은 거 같아?,난 도저히 반동을 못 잡겠어서 내가 원래 쓰는 큐비지 쓰고 있거든 너는 배그 충 중에서 뭐가 제일 좋은 거 같아?
나는 베릴,나는 베릴
왜냐면 베릴이 일단 칠턴 총 중에 탄적도 아마 빠르고,왜냐면 베릴이 일단 칠턴 총 중에 탄적도 아마 빠르고
딜도 제일 많이 가잖아 근데 반동 잡기가 좀 힘들 거야 그래서 내가 좀 추천하는 파츠 처음에 붙일 파츠는,딜도 제일 많이 가잖아 근데 반동 잡기가 좀 힘들 거야 그래서 내가 좀 추천하는 파츠 처음에 붙일 파츠는
일단 수소는 굉장히 중요하고,일단 수소는 굉장히 중요하고
그다음에 머 보전기 데크 딱 있으면은,그다음에 뭐 보전기 데크 딱 있으면은
끝나 그냥,끝나 그냥
딱 좋은,딱 좋은
조합인 거 같,조합인 거 같
그리고 내가 요즘 디엠알이랑 에스알도 연습하고 있었는데,그리고 내가 요즘 디엠알이랑 에스알도 연습하고 있었는데
