사투리,표준어
나는 지역 아동센터에서 일 하는데 그서 초등학교 저학년 친구들 공부를 가르쳐 줘.,나는 지역 아동센터에서 일 하는데 그래서 초등학교 저학년 친구들 공부를 가르쳐 줘.
그래서 어제는 일 학년 친구랑 시계를 공부했는데,그래서 어제는 일 학년 친구랑 시계를 공부했는데
걔가 아직 시계 일이 오 분인 거를 모르는 거야.,걔가 아직 시계 일이 오 분인 거를 모르는 거야.
그래서 내가 시계 일 딱 그리고 세 개,그래서 내가 시계 일 딱 그리고 세 개
세 개가 아니라 시계 바늘 다 그리면서 칸을 나누고,세 개가 아니라 시계 바늘 다 그리면서 칸을 나누고
양 하나에 다섯 칸이라는 거를 한 세 번 정도 말해 가주고,양 하나에 다섯 칸이라는 거를 한 세 번 정도 말해 가지고
애한테 외우게 했는데 이제 그때부터 애가 스스로 하나씩 잘하더라고 그래서,애한테 외우게 했는데 이제 그때부터 애가 스스로 하나씩 잘하더라고 그래서
이제 그~ 시계를 그려서 애기한테,이제 그~ 시계를 그려서 애기한테
맞추게 시켰지 맞추게 시키니까 한 세 번 정도 틀리고 나머지는 다 잘하더라고,맞추게 시켰지 맞추게 시키니까 한 세 번 정도 틀리고 나머지는 다 잘하더라고
여자 그게 엄청 귀여웠어.,여자 그게 엄청 귀여웠어.
나는 내 편의점 알바하는데 그기 귀여운 사람들은 없거든?,나는 내 편의점 알바하는데 거기 귀여운 사람들은 없거든?
여 편의점 알바하면은 내가 아파트 주변에 있어서,여 편의점 알바하면은 내가 아파트 주변에 있어서
애기들은 잘 안 온다 말이야 아파트 주변이긴 한데 그~ 공사장이 쫌 많아 가주고,애기들은 잘 안 온다 말이야 아파트 주변이긴 한데 그~ 공사장이 조금 많아 가지고
다들 그~ 어른들 아저씨분들 그런 분들이 많이 오신단 말이야.,다들 그~ 어른들 아저씨분들 그런 분들이 많이 오신단 말이야.
그렇게 오시다 보니까 게다가 내가 오후에 일하잖아.,그렇게 오시다 보니까 게다가 내가 오후에 일하잖아.
그렇다 보니까 술 사러 오는 손님들이 진짜 많거든?,그렇다 보니까 술 사러 오는 손님들이 진짜 많거든?
주말에 알바니까 술 사러 오거나 왜 술 마시고 다음 날,주말에 알바니까 술 사러 오거나 왜 술 마시고 다음 날
피로 회복제 박카스 같은 거 있잖아.,피로 회복제 박카스 같은 거 있잖아.
그런 거 사 먹으러 오거든 그러다 보니까 진상이 쫌 되게 많아.,그런 거 사 먹으러 오거든 그러다 보니까 진상이 조금 되게 많아.
에~ 술 사러 와 가지고 편의점 내에서 왜 마시면 안 되냐고,에~ 술 사러 와 가지고 편의점 내에서 왜 마시면 안 되냐고
막 그러는 거 있지 편의점에서 음주 마시면은 편의점 문 닫아야 되거든 벌금 내거나,막 그러는 거 있지 편의점에서 음주 마시면은 편의점 문 닫아야 되거든 벌금 내거나
해 가지고 안 된다고 했는데도,해 가지고 안 된다고 했는데도
왜 마시면 안 되냐고 에~ 모른 척 할 테니까 신고 안 할 테니까 걍 몰래 마시면 안 되냐고 그래 가지고,왜 마시면 안 되냐고 에~ 모른 척 할 테니까 신고 안 할 테니까 그냥 몰래 마시면 안 되냐고 그래 가지고
아~ 안 돼요 안 돼요 해 가지고,아~ 안 돼요 안 돼요 해 가지고
안 된다고 해도 그러면 밖에 의자 들고 나가도 되냐고,안 된다고 해도 그러면 밖에 의자 들고 나가도 되냐고
에~ 의자는 본사 물품이라서 가져가면 안 되는데도,에~ 의자는 본사 물품이라서 가져가면 안 되는데도
계속 의자 들고 나가면 안 되냐고 해 가지고 완전 환하게 안 됩니다.,계속 의자 들고 나가면 안 되냐고 해 가지고 완전 환하게 안 됩니다.
이러고 나서야 아~ 알았다면서 출도근해서 가는 거 있지.,이러고 나서야 아~ 알았다면서 출도근해서 가는 거 있지.
야 진상들 진짜 많아 나도 그렇게 애기 손님 있었으면 좋겠다.,야 진상들 진짜 많아 나도 그렇게 애기 손님 있었으면 좋겠다.
애기 얘기 더 해 봐.,애기 얘기 더 해 봐.
아~ 근데 애기도 말 진짜 드릅게 안 드는 애기는 너무 힘들다.,아~ 근데 애기도 말 진짜 더럽게 안 드는 애기는 너무 힘들다.
우리 목요일마다 독서 수업을 하는데 그서 애기들한테 책을 읽게 한단 말이야.,우리 목요일마다 독서 수업을 하는데 그래서 애기들한테 책을 읽게 한단 말이야.
근데 애기들이 지가 책을 골라 놓고 지가 못 읽겠다고 찡찡거리는 거임.,근데 애기들이 자기가 책을 골라 놓고 지가 못 읽겠다고 찡찡거리는 거임.
너가 고른 책인데 끝까지 읽으면 안 되겠니 해도,너가 고른 책인데 끝까지 읽으면 안 되겠니 해도
아~ 선생님 못하겠어요 진짜 하기 싫어요 이래 가주고,아~ 선생님 못하겠어요 진짜 하기 싫어요 이래 가지고
한 세 번 정도 타이르다가 결국 원청 쌤한테 불려가서 혼나고,한 세 번 정도 타이르다가 결국 원청 쌤한테 불려가서 혼나고
오면은 되게 잘 읽고 그런 걸 반복해 가지고,오면은 되게 잘 읽고 그런 걸 반복해 가지고
애기들도 말 안 듣는 애기들 엄청 힘들어 한 초등학교 사오 학년 남자애들은,애기들도 말 안 듣는 애기들 엄청 힘들어 한 초등학교 사오 학년 남자애들은
진짜 완전 말 더럽게 안 듣고 삼 학년까지는 이제,진짜 완전 말 드릅게 안 듣고 삼 학년까지는 이제
다 말 잘 듣고 엄청 착한데 사 학년부터는 애들이 진짜 말 안 듣더라.,다 말 잘 듣고 엄청 착한데 사 학년부터는 애들이 진짜 말 안 듣더라.
사춘기 때문인지 말 너무 안 들어.,사춘기 때문인지 말 너무 안 들어.
하긴 그때쯤이면은 책 안 읽을 나이긴 하지 나도 초등학교 때,하긴 그때쯤이면은 책 안 읽을 나이긴 하지 나도 초등학교 때
도서관에 엄청 자주 갔었거든?,도서관에 엄청 자주 갔었거든?
도서관 엄청 자주 가는데 읽은 거는 그 알지 만화책 오면은 보물찾기 만화책,도서관 엄청 자주 가는데 읽은 거는 그 알지 만화책 오면은 보물찾기 만화책
그것만 진짜 엄청나게 빌려 가주고,그것만 진짜 엄청나게 빌려 가지고
그것도 제대로 다 안 읽은 거 많음.,그것도 제대로 다 안 읽은 거 많음.
대충대충 넘기고 약간 이런 스토리만 넘기듯이,대충대충 넘기고 약간 이런 스토리만 넘기듯이
책 그런 정보 전해 주는 얘기인데 교육적 만화책인데,책 그런 정보 전해 주는 얘기인데 교육적 만화책인데
교육은 하나도 안 읽고 이케 넘기는 거지  애들은 다 그래.,교육은 하나도 안 읽고 이렇게 넘기는 거지  애들은 다 그래.
그치 애기들은 다 그렇지.,그치 애기들은 다 그렇지.
그래도 말 좀 들어 줬음 좋겠다 진짜,그래도 말 좀 들어 줬음 좋겠다 진짜
말 너무 안 들어 그래 가주고 저번에는,말 너무 안 들어 그래 가지고 저번에는
수학 공부였나 그거 하는데,수학 공부였나 그거 하는데
수학을 가르쳐 주는데 애가 그냥 말을 안 듣는 거임.,수학을 가르쳐 주는데 애가 그냥 말을 안 듣는 거임.
그래서 진짜 혼내고 싶어도 마음대로 혼을 낼 수 없으니까 그냥,그래서 진짜 혼내고 싶어도 마음대로 혼을 낼 수 없으니까 그냥
애기들한테 계속 말로만,애기들한테 계속 말로만
아~ 제발 한 번만 한 문제가 더 풀자 한 번만 더 해 줘 선생님 너무 힘들다 이래도,아~ 제발 한 번만 한 문제가 더 풀자 한 번만 더 해 줘 선생님 너무 힘들다 이래도
진짜 말을 드릅게 안 들어 가주고,진짜 말을 더럽게 안 들어 가지고
화가 딱 목까지 나는데도 그~ 딱 참고,화가 딱 목까지 나는데도 그~ 딱 참고
그래도 애기들이니까 귀여워서 한 번씩 봐준다 이러면서,그래도 애기들이니까 귀여워서 한 번씩 봐준다 이러면서
원장 쌤한테 이르고 그러거든 원장 쌤한테 가지고,원장 쌤한테 이르고 그러거든 원장 쌤한테 가지고
우리 땡땡이 오늘 너무 힘들어하는데 어떻게 하면 좋을까 하면은 원장 쌤이,우리 땡땡이 오늘 너무 힘들어하는데 어떻게 하면 좋을까 하면은 원장 쌤이
데리고 오세요 이래 가주고 데리고 가면은 야 너 선생님 말 안 들어 이러면서,데리고 오세요 이래 가지고 데리고 가면은 야 너 선생님 말 안 들어 이러면서
이러고 혼내면은 또 애기들 완전 입 대빠리 튀어나와 가주고,이러고 혼내면은 또 애기들 완전 입 대빠리 튀어나와 가지고
아~ 이제 우리 열심히 해보자 이러면 알겠어요 이러면서 문제 풀긴 풀더라.,아~ 이제 우리 열심히 해보자 이러면 알겠어요 이러면서 문제 풀긴 풀더라.
근데 원장 쌤이면은 니 거기 센터에서 일한다 했지.,근데 원장 쌤이면은 니 거기 센터에서 일한다 했지.
그 센터가 센터이 뭐~ 딘구청 아니면은 유치원 그런 데?,그 센터가 센터이 뭐~ 딘구청 아니면은 유치원 그런 데?
아니 우리 센터 사립 센터거든.,아니 우리 센터 사립 센터거든.
그래서 선생님 원장 선생님이 전부 다 하시는 거 같애.,그래서 선생님 원장 선생님이 전부 다 하시는 거 같애.
사립 원장 쌤이면 유치원 원장 선생님?,사립 원장 쌤이면 유치원 원장 선생님?
아니 그냥 그~ 담당자 선생님인데,아니 그냥 그~ 담당자 선생님인데
그냥 우리 원장 선생님이라고 부르고 있어.,그냥 우리 원장 선생님이라고 부르고 있어.
사립이면은 근데 그렇게 하니까,사립이면은 근데 그렇게 하니까
약간 학원 학원 같은 거임?,약간 학원 학원 같은 거임?
학원 같은 거라서 사오 학년 애들은 그냥 여기 센터로 안 부르고 학원이라고 부르더라.,학원 같은 거라서 사오 학년 애들은 그냥 여기 센터로 안 부르고 학원이라고 부르더라.
아~ 신기하다 근로라 하길래 약간 알지 교육청에서 주관하는,아~ 신기하다 근로라 하길래 약간 알지 교육청에서 주관하는
그런 센터인 줄 알았거든 근데 그래서 원장 쌤이라 하길래,그런 센터인 줄 알았거든 근데 그래서 원장 쌤이라 하길래
약간 유치원에서 하거나 방과 후 느낌 알지 알지 나도 방과 후 했었거든?,약간 유치원에서 하거나 방과 후 느낌 알지 알지 나도 방과 후 했었거든?
에~ 좀 방과 후 강사 느낌인 줄 알았는데 에~ 사립에다가 그런 거 있구나 신기하다.,에~ 좀 방과 후 강사 느낌인 줄 알았는데 에~ 사립에다가 그런 거 있구나 신기하다.
난 근로 그거 우리 학교는 근로 아르바이트 얘기 하나도 없었거든.,난 근로 그거 우리 학교는 근로 아르바이트 얘기 하나도 없었거든.
있었는데도 바로 일 분만에 마감돼 가주고,있었는데도 바로 일 분만에 마감돼 가지고
심지어 그거 그거 이~ 교내였거든?,심지어 그거 그거 이~ 교내였거든?
교외 근로는 얘기 하나도 안 해 주더라.,교외 근로는 얘기 하나도 안 해 주더라.
어디였지 그~ 학과 단톡방에 선착순으로 모집한다는 글이 올라온 거야.,어디였지 그~ 학과 단톡방에 선착순으로 모집한다는 글이 올라온 거야.
그래서 그날에 바로 했는데 매달 신청은 돼 가주고,그래서 그날에 바로 했는데 매달 신청은 돼 가지고
아싸 이러면서 어떻게 진행하면 되는지 보니까 내가 센터에 다 전화를 일일이 다 해 가주고,아싸 이러면서 어떻게 진행하면 되는지 보니까 내가 센터에 다 전화를 일일이 다 해 가지고
할 수 있냐고 물어봐야 되는 거야.,할 수 있냐고 물어봐야 되는 거야.
그서 센터에 전화를 했지 전화를 했는데,그래서 센터에 전화를 했지 전화를 했는데
이 프로그램을 아예 모르는 센터도 있고,이 프로그램을 아예 모르는 센터도 있고
그냥 그냥 전화를 안 받는 데도 있고 전화 받아도 안 구한다고 하는 데가 너무 많은 거야.,그냥 그냥 전화를 안 받는 데도 있고 전화 받아도 안 구한다고 하는 데가 너무 많은 거야.
전화하는 곳인데 이제 거기 집도 가까워서 그냥,전화하는 곳인데 이제 거기 집도 가까워서 그냥
아~ 한번 해 봐야지 전화했는데 그양 오늘 바로 오면 된다고 해 가주고,아~ 한번 해 봐야지 전화했는데 그냥 오늘 바로 오면 된다고 해 가지고
서류 작성해서 갔는데 생각보다 잘 맞아서 난 괜찮더라.,서류 작성해서 갔는데 생각보다 잘 맞아서 난 괜찮더라.
기억난다 그~ 우리,기억난다 그~ 우리
산에 갔을 때 그거 전화했었지 산인가 어린이 대공원?,산에 갔을 때 그거 전화했었지 산인가 어린이 대공원?
근로를 그르케 니가 다 전화로 하는구나.,근로를 그렇게 네가 다 전화로 하는구나.
그러면은 학교에서 학교에 전화하고 학교에서 연결시켜 주는지 알았거든.,그러면은 학교에서 학교에 전화하고 학교에서 연결시켜 주는지 알았거든.
왜냐면은 학교에서 모집하는 거니까,왜냐면은 학교에서 모집하는 거니까
일일이 전화한다니까 약간 되게 되게 근로가 아니라 니가 알바 찾아서 하는 거 같은,일일이 전화한다니까 약간 되게 되게 근로가 아니라 네가 알바 찾아서 하는 거 같은
센터에 전화를 해서 아~ 저희 이거 대학교 청소년 교육 시스템 교육 프로그램인데,센터에 전화를 해서 아~ 저희 이거 대학교 청소년 교육 시스템 교육 프로그램인데
혹시 센터에서 학생 선생님 쓸 생각 없어요 하면서 계속 물어보고 물어보면 전화하고,혹시 센터에서 학생 선생님 쓸 생각 없어요 하면서 계속 물어보고 물어보면 전화하고
난 솔직히 내가 이거 프로그램 하는 거보다 약간,난 솔직히 내가 이거 프로그램 하는 거보다 약간
알바 알바 진짜 정식으로 알바 구하는 느낌으로 전화했었어.,알바 알바 진짜 정식으로 알바 구하는 느낌으로 전화했었어.
나는 그~ 알바 전화하는 거 진짜 못하겠던데,나는 그~ 알바 전화하는 거 진짜 못하겠던데
내 알바 찾은 것도 너한테도 말했을 거 같은 데 내,나 알바 찾은 것도 너한테도 말했을 거 같은 데 나
우리 이사했을 때 집 앞 바로 집 밑 편의점이 있는데,우리 이사했을 때 집 앞 바로 집 밑 편의점이 있는데
거기를 아빠가 자주 왔었거든 난 진짜 자주 안 갔어 언제 갔지?,거기를 아빠가 자주 왔었거든 난 진짜 자주 안 갔어 언제 갔지?
한 달에 한 번도 안 갔어 한 반년에 한 번,한 달에 한 번도 안 갔어 한 반년에 한 번
이사한지 몇 분 됐는데 이사한 지 한 일 년 정도 됐는데도,이사한지 몇 분 됐는데 이사한 지 한 일 년 정도 됐는데도
진짜 안 가 가지고 거기 사장님은 날 몰랐거든 근데,진짜 안 가 가지고 거기 사장님은 날 몰랐거든 근데
아빠는 거기 점장님이랑 진짜 친해진 거야 점장님 아들분 거의 남매 두 분이서 이케 일하고 계시거든?,아빠는 거기 점장님이랑 진짜 친해진 거야 점장님 아들분 거의 남매 두 분이서 이렇게 일하고 계시거든?
점장님은 그 여성분이고 남성분이 오전에 일하시는데,점장님은 그 여성분이고 남성분이 오전에 일하시는데
그때아 빠가 친해진 거야.,그때아 빠가 친해진 거야.
