사투리,표준어
나는 초등학교 때 힙합을 겁나 들었었거든.,나는 초등학교 때 힙합을 굉장히 들었었거든.
아웃사이더 엠씨더맥스 에픽하이 엠씨몽,아웃사이더 엠씨더맥스 에픽하이 엠씨몽
힙합이 왜 그렇게 좋았을까 따르게 따라 부르는 그게 너무 재밌더라고 노래 자체도 그렇고,힙합이 왜 그렇게 좋았을까 따르게 따라 부르는 그게 너무 재밌더라고 노래 자체도 그렇고
아니면은 버즈 노래도 진짜 많이 들었었는데.,아니면은 버즈 노래도 진짜 많이 들었었는데.
에프티아일랜드 밴드 노래를 좀 좋아하는 것 같애.,에프티아일랜드 밴드 노래를 좀 좋아하는 것 같애.
요즘 밴드는 새소년이나 데이식스 데이식스도 노래 세련되고 좋지.,요즘 밴드는 새소년이나 데이식스 데이식스도 노래 세련되고 좋지.
인디 가수 나는 장르 다 안 가리고 엄청 많이 듣는 편이라서,인디 가수 나는 장르 다 안 가리고 엄청 많이 듣는 편이라서
고등학교 때는 인디 노래 엄청 들었고,고등학교 때는 인디 노래 엄청 들었고
그리고 팝송도 엄청 좋아하고,그리고 팝송도 엄청 좋아하고
재즈도 들었다가 요즘은 가사 없는 비트만 있는 노래라던가,재즈도 들었다가 요즘은 가사 없는 비트만 있는 노래라던가
그냥 클래식도 듣고,그냥 클래식도 듣고
멜론 그거 스트리밍으로 듣고 있거든.,멜론 그거 스트리밍으로 듣고 있거든.
원래는 엠피쓰리 삼십 곡 다운받을 수 있는 걸로 해가지고 내가 곡 소장하는 욕구가 있어서 옛날에는,원래는 엠피쓰리 삼십 곡 다운받을 수 있는 걸로 해가지고 내가 곡 소장하는 욕구가 있어서 옛날에는
엠피쓰리 목에 걸고 다니고 엠피쓰리 직접 다운받아가지고 한 곡 한 곡 넣어서 이렇게 듣는다 아이가.,엠피쓰리 목에 걸고 다니고 엠피쓰리 직접 다운받아가지고 한 곡 한 곡 넣어서 이렇게 듣지 않니.
그때부터 길렀던 버릇이 엠프쓰리를 약간 소장해야 돼 고론 욕구가 있어서 했었는데,그때부터 길렀던 버릇이 엠프쓰리를 약간 소장해야 돼 고론 욕구가 있어서 했었는데
엠피쓰리 삼십 곡 다운받는 게 이제 또 돈이 더 비싸고,엠피쓰리 삼십 곡 다운받는 게 이제 또 돈이 더 비싸고
돈이 너무 비싸고 삼십 곡을 매달 골를라니까 너무 힘든 거야.,돈이 너무 비싸고 삼십 곡을 매달 골를라니까 너무 힘든 거야.
어떨 때는 삼십 곡 넘치게 받고 싶을 때도 있고 또 어떨 때는 받을 게 없어가지고 버리기 아까워서 겨우겨우 삼십 곡 채워서 할 때도 있고,어떨 때는 삼십 곡 넘치게 받고 싶을 때도 있고 또 어떨 때는 받을 게 없어가지고 버리기 아까워서 겨우겨우 삼십 곡 채워서 할 때도 있고
근데 나중에 되니까 귀찮아가지고 잘 안 하게 되더라고.,근데 나중에 되니까 귀찮아가지고 잘 안 하게 되더라고.
그래서 이제 스트리밍만 하는데 요즘은 또 아이돌한테 빠져가지고,그래서 이제 스트리밍만 하는데 요즘은 또 아이돌한테 빠져가지고
한 박자 두 박자 늦는 게 아니고 한 세네 박자 늦게 뒷박을 많이 치는 타입이라가지고,한 박자 두 박자 늦는 게 아니고 한 세네 박자 늦게 뒷박을 많이 치는 타입이라가지고
그래도 너무 좋지만 이게 좀 질리더라고 그래서 요즘은 또 하도 주변에서 이달소가 너무 좋다 노래가 너무 좋다.,그래도 너무 좋지만 이게 좀 질리더라고 그래서 요즘은 또 하도 주변에서 이달의 소녀가 너무 좋다 노래가 너무 좋다.
그때도 사람들 좋아할 때 별로 흥미 못 느꼈는데,그때도 사람들 좋아할 때 별로 흥미 못 느꼈는데
그나마 듣던 거  하트 어택을 진짜 많이 들었어.,그나마 듣던 거  하트 어택을 진짜 많이 들었어.
여자 아이돌은 마마무도 원랜 많이 좋아했고.,여자 아이돌은 마마무도 원랜 많이 좋아했고.
요새 새로 나온 아이돌은,요새 새로 나온 아이돌은
내가 아는 한은 걔네가 제일 따끈따끈한 아이돌 축에 속하지.,내가 아는 한은 걔네가 제일 따끈따끈한 아이돌 축에 속하지.
나는 어렸을 때부터 무조건 댄스 신나는 거 발라드 극혐자거든.,나는 어렸을 때부터 무조건 댄스 신나는 거 발라드 극혐자거든.
그래서 초등학교 오 학년 때 아이돌을 달고 살았지.,그래서 초등학교 오 학년 때 아이돌을 달고 살았지.
나의 시대로 말할 것 같으면 정말,나의 시대로 말할 것 같으면 정말
초등학교 오 학년 때는 바야흐로 누가 나타났냐.,초등학교 오 학년 때는 바야흐로 누가 나타났냐.
소녀시대 원더걸스 카라,소녀시대 원더걸스 카라
그때부터 약간 다시 만난 세계에 빠져가지고 미쳐가지고 또 초등학교 육 학년 때 누가 나왔냐.,그때부터 약간 다시 만난 세계에 빠져가지고 미쳐가지고 또 초등학교 육 학년 때 누가 나왔냐.
그때는 동방신기 주문 미로틱,그때는 동방신기 주문 미로틱
사람들 다 미쳤었지 그게 시작이었지.,사람들 다 미쳤었지 그게 시작이었지.
지금도 무조건 댄스 아이돌,지금도 무조건 댄스 아이돌
근데 요즘 또 취향이 바껴가지고 발라드 약간 살짝살짝 넣긴 넣는데,근데 요즘 또 취향이 바뀌어가지고 발라드 약간 살짝살짝 넣긴 넣는데
진짜 싫어하거든 발라드 잔잔한 걸 싫어해.,진짜 싫어하거든 발라드 잔잔한 걸 싫어해.
그래서 백예린 노래 진짜 싫어하거든 잔잔하니까,그래서 백예린 노래 진짜 싫어하거든 잔잔하니까
나는 유튜브 스트리밍이어가지고 다운받을 수 있겠지만 그~ 안 듣거든.,나는 유튜브 스트리밍이어가지고 다운받을 수 있겠지만 그~ 안 듣거든.
근데 어떻게 하다가 유튜브에서 침펄 있잖아.,근데 어떻게 하다가 유튜브에서 침펄 있잖아.
침착만이랑 주호민이랑 그게 우리의 잘못은 아닐 거야 그걸 부르는 걸 봤는데,침착만이랑 주호민이랑 그게 우리의 잘못은 아닐 거야 그걸 부르는 걸 봤는데
너무 좋은 거야 노래가 아니 백예린이 부른 것보다 침펄이 부른 거 너무 재밌고 좋은 거야.,너무 좋은 거야 노래가 아니 백예린이 부른 것보다 침펄이 부른 거 너무 재밌고 좋은 거야.
그 계기로 백예린 그거 일단 다운받고 그건 우리의 잘못은 아닐 거야.,그 계기로 백예린 그거 일단 다운받고 그건 우리의 잘못은 아닐 거야.
그리고 어떻게 하다가 비긴 어게인 포를 봤는데,그리고 어떻게 하다가 비긴 어게인 포를 봤는데
정승환이랑 이수현이랑 어떻게 이별까지 사랑하겠어 널 사랑하는 거지.,정승환이랑 이수현이랑 어떻게 이별까지 사랑하겠어 널 사랑하는 거지.
그걸 부르는데 너무 잘 부르고 노래가 너무 좋은 거야.,그걸 부르는데 너무 잘 부르고 노래가 너무 좋은 거야.
노래도 잔잔해가지고 아~ 뭐야 쓰레기네 이러고 안 들었는데,노래도 잔잔해가지고 아~ 뭐야 쓰레기네 이러고 안 들었는데
그거 듣고 나니까 약간 또 바껴가지고 또 다운받고,그거 듣고 나니까 약간 또 바뀌어가지고 또 다운받고
근데 하지만 댄스가 한 구십이고 십 프로가 잔잔한 노래.,근데 하지만 댄스가 한 구십이고 십 프로가 잔잔한 노래.
예전 노래 꽂혀가지고 지금 뭐 듣고 있냐면,예전 노래 꽂혀가지고 지금 뭐 듣고 있냐면
보아 넘버 원 아니면 슈가맨에 한때 빠졌었을 때가 있었거,보아 넘버 원 아니면 슈가맨에 한때 빠졌었을 때가 있었거
그래가지고 막 나 태어나지도 않았는데 유피 뿌요뿌요 바다 이런 노래 듣고,그래가지고 막 나 태어나지도 않았는데 유피 뿌요뿌요 바다 이런 노래 듣고
또 뭐 있지 일단은 소녀시대 노래는 거의는 아니고 쫌 많고,또 뭐 있지 일단은 소녀시대 노래는 거의는 아니고 조금 많고
그리고 비투비를 한 이 년 전에 꽂혀가지고,그리고 비투비를 한 이 년 전에 꽂혀가지고
너무 잘 부르고 노래도 좋은 거야.,너무 잘 부르고 노래도 좋은 거야.
