사투리,표준어
니 국민연금 국민연금 한 개도 안 냈다고 그~ 이야기해줘.,니 국민연금 국민연금 한 개도 안 냈다고 그~ 이야기해줘.
아니 내가 근데 일을 그전부터 안 한 것도 아니고 그전에도 계속하고 있는데 갑자기 올해 초에,아니 내가 근데 일을 그전부터 안 한 것도 아니고 그전에도 계속하고 있는데 갑자기 올해 초에
긍까 올해 초에부터 올해 초부터 국민연금을 내야 된다는 식으로 연락이 온 거야 그리고,그러니까 올해 초에부터 올해 초부터 국민연금을 내야 된다는 식으로 연락이 온 거야 그리고
건강보험도 아빠한테서 안 하고 이제 빠져나간다고 연락이 온 거야.,건강보험도 아빠한테서 안 하고 이제 빠져나간다고 연락이 온 거야.
그~ 올해 초부터 그렇게 할 거라고  내가,그~ 올해 초부터 그렇게 할 거라고  내가
뭐야 했는데 이게 소득이 어느 순간,뭐야 했는데 이게 소득이 어느 순간
딱 넘어가는 순간 이제 건강보험은 뭐~ 빠져나오는데 국민연금까지 내라는 거라.,딱 넘어가는 순간 이제 건강보험은 뭐~ 빠져나오는데 국민연금까지 내라는 거야.
그전에 가만히 있다가 그니까 소득이 어느 이렇게 있다가 갑자기 확 튀었겠지.,그전에 가만히 있다가 그러니까 소득이 어느 이렇게 있다가 갑자기 확 튀었겠지.
그러니까 돈을 내라고 하겠지.,그러니까 돈을 내라고 하겠지.
근데 국민연금도 날라올 때 어떻게 했냐면,근데 국민연금도 날라올 때 어떻게 했냐면
뭐~ 이거를 무슨 가입을 안 하면 나중에 그~ 다음 달부터는 자동으로 지역으로 들어간다.,뭐~ 이거를 무슨 가입을 안 하면 나중에 그~ 다음 달부터는 자동으로 지역으로 들어간다.
근데 지역 가입자가 돈을 더 많이 낸대요.,근데 지역 가입자가 돈을 더 많이 낸대요.
아무튼 나는 쌩 까고 있었어.,아무튼 나는 쌩 까고 있었어.
무시하고 있다가 갑자기 일월 일 일부터 해당되는 그~ 일월 말부터 국민연금이 하나씩 날라오는데,무시하고 있다가 갑자기 일월 일 일부터 해당되는 그~ 일월 말부터 국민연금이 하나씩 날라오는데
아니 금액도 십삼만 원인 거라.,아니 금액도 십삼만 원인 거야.
금액이 그니까 남들은 사대보험 뗐을 때 전체에서 뭐 십 프로 십일 프로 뗀다 아이가.,금액이 그러니까 남들은 사대보험 뗐을 때 전체에서 뭐 십 프로 십일 프로 떼지 않아.
근데 나는 국민연금만 십삼만 원이고,근데 나는 국민연금만 십삼만 원이고
내 건강보험도 또 십오만 원이 또 나와요 그거 두 개만 해도 이십팔만 원인 거야.,내 건강보험도 또 십오만 원이 또 나와요 그거 두 개만 해도 이십팔만 원인 거야.
그거 두 개만 사대도 아니고 그 두 개만 하는데도 진짜 많이 나오는 거라  내가,그거 두 개만 사대도 아니고 그 두 개만 하는데도 진짜 많이 나오는 거야  내가
아 나는 건강보험 어쩔 수 없이 내야 되니까 무조건 의무니까 내는데 국민연금도 의무긴 의무래.,아 나는 건강보험 어쩔 수 없이 내야 되니까 무조건 의무니까 내는데 국민연금도 의무긴 의무래.
나는 이거 너무 뭐~ 불합리해서 난 못 받겠다 왜냐하면 이게 이 소득이,나는 이거 너무 뭐~ 불합리해서 난 못 받겠다 왜냐하면 이게 이 소득이
그~ 뭐지 이천십팔 년에 해가지고 연말 정산된 게 이제 십구 년에 했던 게 날 어~ 이렇게 되는 거다 아이가 이천이십 년에,그~ 뭐지 이천십팔 년에 해가지고 연말 정산된 게 이제 십구 년에 했던 게 날 어~ 이렇게 되는 거지 않아 이천이십 년에
나는 그때는 많이  모르겠는데 나 이번에는,나는 그때는 많이  모르겠는데 나 이번에는
이렇게 못 번다 코로나도 있고 그다음에 그~ 뭐고,이렇게 못 번다 코로나도 있고 그다음에 그~ 뭐야
학원 강사 같은 경우에 프리랜서는 너무 많이 이렇게 유동적이니까,학원 강사 같은 경우에 프리랜서는 너무 많이 이렇게 유동적이니까
난 지금 그렇게 못 번다고 난 못 한다고 못 낸다고 이렇게 가서 따졌어 얘기를 했어 근데,난 지금 그렇게 못 번다고 난 못 한다고 못 낸다고 이렇게 가서 따졌어 얘기를 했어 근데
낮출 수 있는 방법이 없대.,낮출 수 있는 방법이 없대.
낮춰줄 수 있는 방법은 없고 뭐~ 이것도 의무니까 무조건 내라면서 막 그런 식으로 이야기한 거야  내가,낮춰줄 수 있는 방법은 없고 뭐~ 이것도 의무니까 무조건 내라면서 막 그런 식으로 이야기한 거야  내가
아니 국민연금 이거는 딱 그냥 소득으로만 따지는 거 아니냐고 나는,아니 국민연금 이거는 딱 그냥 소득으로만 따지는 거 아니냐고 나는
어떻게 보면 이제 아부지 그때 퇴직하고 이러니까 내가 실질적 가장이고,어떻게 보면 이제 아버지 그때 퇴직하고 이러니까 내가 실질적 가장이고
집에 있는 이제 가족 세 명 다 내가 어떻게 보면 케어를 해야 되는 상황인데,집에 있는 이제 가족 세 명 다 내가 어떻게 보면 케어를 해야 되는 상황인데
이 돈으로 나는 이 국민연금 이거 돈 돈 못 낸다고,이 돈으로 나는 이 국민연금 이거 돈 돈 못 낸다고
그니까 아~ 그런 상황 경제적 상황은,그러니까 아~ 그런 상황 경제적 상황은
아~ 긍까 그런 상황 다 고려 안 하고 소득으로만 따졌기 때문에 어쩔 수 없다면서 무조건 내라는 식으로 얘기하데  난 얘기했지 난 못 낸다.,아~ 그러니까 그런 상황 다 고려 안 하고 소득으로만 따졌기 때문에 어쩔 수 없다면서 무조건 내라는 식으로 얘기하데  난 얘기했지 난 못 낸다.
조정 안 해주는 이상 난 못 낼 거라고 그렇게 하고 왔어.,조정 안 해주는 이상 난 못 낼 거라고 그렇게 하고 왔어.
