사투리,표준어
자 이 자동차,자 이 자동차
자동차는 정말 남자들의 로망이죠 네,자동차는 정말 남자들의 로망이죠 네
이 자동차를,이 자동차를
요즘 들어 외제 차를 모는 거에 있어서 정말 외제 차라면,요즘 들어 외제 차를 모는 거에 있어서 정말 외제 차라면
남자들이,남자들이
살면서 꼭 한번은 몰아보고 싶은,살면서 꼭 한번은 몰아보고 싶은
네 그런,네 그런
어~ 정말 로망인데 이 자동차가,어~ 정말 로망인데 이 자동차가
또 차랑 이 자동차는 또 다르다고 해요?,또 차랑 이 자동차는 또 다르다고 해요?
예 이 자동차는 그 우리가 쉽게 얘기해서,예 이 자동차는 그 우리가 쉽게 얘기해서
사람이나 뭐~ 짐승의 힘이 아니고 인공적인 동력으로 차체에 달린 바퀴를,사람이나 뭐~ 짐승의 힘이 아니고 인공적인 동력으로 차체에 달린 바퀴를
어~ 이 노면하고 이르케 마찰을 시켜갖고 그 반작용으로 이르케 움직이는,어~ 이 노면하고 이렇게 마찰을 시켜갖고 그 반작용으로 이렇게 움직이는
교통수단을 자동차라고 하는데,교통수단을 자동차라고 하는데
근데 이 자동차랑 차는 또,근데 이 자동차랑 차는 또
뭐~ 보면은,뭐~ 보면은
많잖아요 뭐~ 어떻게 보면 뭐~ 건설차들도 있고 뭐~ 이 그 뭐지 포크레인,많잖아요 뭐~ 어떻게 보면 뭐~ 건설차들도 있고 뭐~ 이 그 뭐지 포크레인
굴착기 이런 거는 또,굴착기 이런 거는 또
자동차가 아니라고 해요.,자동차가 아니라고 해요.
차로 들어가고,차로 들어가고
그거는 법상 예 도로교통법상 네,그거는 법상 예 도로교통법상 네
그니까 뭐~ 쉽게 얘기하면,그러니까 뭐~ 쉽게 얘기하면
피자를 채소류로 정했다고 해서 진짜로 피자가 채소가 되는 건 아닌 것처럼,피자를 채소류로 정했다고 해서 진짜로 피자가 채소가 되는 건 아닌 것처럼
법이라는 게 뭐~ 본래 기술적인 측면도 있고,법이라는 게 뭐~ 본래 기술적인 측면도 있고
어~ 같은 이륜자동차라 하더라도,어~ 같은 이륜자동차라 하더라도
배기량이 백이십오 씨씨 이상이면 자동차이고,배기량이 백이십오 씨씨 이상이면 자동차이고
그 이하이면,그 이하이면
자동차가 아니라 원동기 장치 자전거가 된다는 거죠.,자동차가 아니라 원동기 장치 자전거가 된다는 거죠.
그까 경운기는,그까 경운기는
자동차에 해당하지 않는 것,자동차에 해당하지 않는 것
네 뭐~ 그런,네 뭐~ 그런
얘기인데 그까,얘기인데 그까
자동차가 아니라고 해도 사람이나 뭐~,자동차가 아니라고 해도 사람이나 뭐~
가축의 힘으로 이르케,가축의 힘으로 이렇게
그까 그밖에  그 동력으로 힘으로,그까 그밖에  그 동력으로 힘으로
도로에서 운전되는 것은,도로에서 운전되는 것은
네 차 자동차가 아니고,네 차 자동차가 아니고
예 차에 해당한다고 볼 수가 있다 그까,예 차에 해당한다고 볼 수가 있다 그까
쉽게 생각해서 이제 바퀴 달린 거 바퀴 달린 것 탕,쉽게 생각해서 이제 바퀴 달린 거 바퀴 달린 것 탕
