사투리,표준어
어~  님은 어~ 여행 많이 다녀보셨어요 코로나 이전에?,어~  님은 어~ 여행 많이 다녀보셨어요 코로나 이전에?
네 저는 러시아도 한 번 다녀왔고 사이판 같은 곳도 갔다 와본 것 같은데,네 저는 러시아도 한 번 다녀왔고 사이판 같은 곳도 갔다 와본 것 같은데
국내여행은 제주도 이런 데 많이 가봤고,국내여행은 제주도 이런 데 많이 가봤고
유럽 여행도 한번 가보고 싶어요  님은요?,유럽 여행도 한번 가보고 싶어요  님은요?
아~ 저도 유럽 여행 예전에 어학연수할 때 마치고 나서 유럽 여행 한번 해보고,아~ 저도 유럽 여행 예전에 어학연수할 때 마치고 나서 유럽 여행 한번 해보고
저는 직업상 여기저기 외국을 많이 돌아다니는 직업이라가지고,저는 직업상 여기저기 외국을 많이 돌아다니는 직업이라가지고
계속 외국 여행을 하다가 지금 코로나 때문에 한국에 있는 상태거든요.,계속 외국 여행을 하다가 지금 코로나 때문에 한국에 있는 상태거든요.
국내 여행을 좀 많이 하는 것 같아요 그래서 다음 달에 제주도 한번 가려고 티켓도 알아보는,국내 여행을 좀 많이 하는 것 같아요 그래서 다음 달에 제주도 한번 가려고 티켓도 알아보는
많이 가보셨어요?,많이 가보셨어요?
네 한 열 번 정도 넘게 가본 것 같고,네 한 열 번 정도 넘게 가본 것 같고
그러면 이제 여행을 많이 다녀보셨다고 했는데 어디 나라가 제일 예뻤어요?,그러면 이제 여행을 많이 다녀보셨다고 했는데 어디 나라가 제일 예뻤어요?
전 스위스가 제일 예뻤어요.,전 스위스가 제일 예뻤어요.
어~ 그게 진짜 딱 보면  북유럽 풍 느낌이 나요?,어~ 그게 진짜 딱 보면  북유럽 풍 느낌이 나요?
네 약간 진짜 하이디가 사는 알  도나서,네 약간 진짜 하이디가 사는 알  도나서
날씨도 되게 좋을 때 겨울이 아닐 때 가가지고,날씨도 되게 좋을 때 겨울이 아닐 때 가가지고
그 판 있고 거기서 패러글라이딩하고 그랬던 게 제일 좋았던 것 같아요.,그 판 있고 거기서 패러글라이딩하고 그랬던 게 제일 좋았던 것 같아요.
그~ 유 이제 외국에 많이 가보시면은 음식 입에 잘 맞으세요 여행하실 때?,그~ 유 이제 외국에 많이 가보시면은 음식 입에 잘 맞으세요 여행하실 때?
네 저는 아무거나 또 잘  그래가지고,네 저는 아무거나 또 잘  그래가지고
그~ 제주도는 그면 이번에 가실 때   어디 쪽으로 가실 거예요 제주 그~ 서귀포 이런 쪽도 있고,그~ 제주도는 그러면 이번에 가실 때   어디 쪽으로 가실 거예요 제주 그~ 서귀포 이런 쪽도 있고
그니까 제주도는 두 번밖에 안 가봐가지고 사실.,그러니까 제주도는 두 번밖에 안 가봐가지고 사실.
&company-name1& 이라는 곳이 있는데 거기가 되게 예쁘더라고요 근데 조금,&company-name1& 이라는 곳이 있는데 거기가 되게 예쁘더라고요 근데 조금
저는 저~ 사실 이번 달에도 갔다 왔는데 거기,저는 저~ 사실 이번 달에도 갔다 왔는데 거기
&company-name1&이 갈대밭이랑 핑크뮬리 이런 것도 있고 되게 예뻤어요.,&company-name1&이 갈대밭이랑 핑크뮬리 이런 것도 있고 되게 예뻤어요.
&company-name1&  거기 카페도 많고,&company-name1&  거기 카페도 많고
그~ 해 지는 거 보러 많이들 가시더라고요 &company-name1& 쪽에?,그~ 해 지는 거 보러 많이들 가시더라고요 &company-name1& 쪽에?
맞아요 그러면 그~ 다른 곳에 여행을 많이 해보셨잖아요 기념품 이런 것도 집에 되게 있겠네요.,맞아요 그러면 그~ 다른 곳에 여행을 많이 해보셨잖아요 기념품 이런 것도 집에 되게 있겠네요.
근데 기념품은 또 많이 안 사요 그냥 그~ 돈으로,근데 기념품은 또 많이 안 사요 그냥 그~ 돈으로
아니면 입장 이런 거 한 번 더 하자 이런 주의라가지고,아니면 입장 이런 거 한 번 더 하자 이런 주의라가지고
기념품을 많이 사는 타입은 아닌 것 같아요 사면 한 엽서나 마그네틱.,기념품을 많이 사는 타입은 아닌 것 같아요 사면 한 엽서나 마그네틱.
저는 러시아 갔다가 왔을 때 마트료시카랑,저는 러시아 갔다가 왔을 때 마트료시카랑
진짜 기념품만 한 십 만 원어치 사온 것 같아요 친구한테 또 준다고,진짜 기념품만 한 십 만 원어치 사온 것 같아요 친구한테 또 준다고
네 그~ 열쇠고리 부터 해서 또 러시아 하면 당근 크림이니 그런 거 다 나눠주고,네 그~ 열쇠고리 부터 해서 또 러시아 하면 당근 크림이니 그런 거 다 나눠주고
그랬는데 확실히 그냥 기념품 보면 기억 남는데 또 친구들한테 나눠주는 게 많다 보니까,그랬는데 확실히 그냥 기념품 보면 기억 남는데 또 친구들한테 나눠주는 게 많다 보니까
어~ 생각보다 나한테 남는 게 별로 없네 이런 느낌이었어요.,어~ 생각보다 나한테 남는 게 별로 없네 이런 느낌이었어요.
맞아요 맞아요 저도 그~ 부모님거나 친척분들,맞아요 맞아요 저도 그~ 부모님거나 친척분들
