사투리,표준어
여행지 외국 가 본 적 있으세요?,여행지 외국 가 본 적 있으세요?
네 몇 번 없는데 간 적이 있기는 해요.,네 몇 번 없는데 간 적이 있기는 해요.
어디 가셨어요?,어디 가셨어요?
저는 어렸을 때 일본이랑 중국 가고 최근으로 따지면 미국 가봤어요.,저는 어렸을 때 일본이랑 중국 가고 최근으로 따지면 미국 가봤어요.
최근에 간 거는 언제 가신 거예요?,최근에 간 거는 언제 가신 거예요?
어~ 작년 구월이요.,어~ 작년 구월이요.
그때는 이제 코로나 안 터지기 전이어서 갈 수 있었던 건가요?,그때는 이제 코로나 안 터지기 전이어서 갈 수 있었던 건가요?
네 그렇죠.,네 그렇죠.
그 개월은 얼마나 되었어요?,그 개월은 얼마나 되었어요?
아~ 거기에서 여행 기간을 여쭤보시는 건가요?,아~ 거기에서 여행 기간을 여쭤보시는 건가요?
네.,네.
구 박 십 일 정도 가 본 거 같아요.,구 박 십 일 정도 가 본 거 같아요.
배낭여행으로 가신 거예요?,배낭여행으로 가신 거예요?
아니요 저희 가족 여행으로 갔어요.,아니요 저희 가족 여행으로 갔어요.
아~ 그러면 또 일본은 언제 어릴 때 언제 가신 거예요?,아~ 그러면 또 일본은 언제 어릴 때 언제 가신 거예요?
초등학교 삼 학년 때 갔는데,초등학교 삼 학년 때 갔는데
솔직히 기억이 잘 안 나요.,솔직히 기억이 잘 안 나요.
가 본 적이 있었구나.,가 본 적이 있었구나.
음~ 저도 일본 가 본 적이 있었는데,음~ 저도 일본 가 본 적이 있었는데
여행하기 괜찮은 나라라고 생각이 들어가지고 또 가고 싶은데,여행하기 괜찮은 나라라고 생각이 들어가지고 또 가고 싶은데
또 코로나 땜에 가기 좀 힘든 거 같아요.,또 코로나 때문에 가기 좀 힘든 거 같아요.
언제 가 보셨어요?,언제 가 보셨어요?
저는 한 삼 년 사 년 쫌 됐어요.,저는 한 삼 년 사 년 조금 됐어요.
그중에서 어느 여행지가 가장 좋으셨어요?,그중에서 어느 여행지가 가장 좋으셨어요?
저는 유럽을 배낭여행으로 갔었는데,저는 유럽을 배낭여행으로 갔었는데
영국이 제일 좋았던 거 같아요.,영국이 제일 좋았던 거 같아요.
그래서 다시 가면 또 영국을 가고 싶은데,그래서 다시 가면 또 영국을 가고 싶은데
멀다 보니까 쪼끔 가기 어려운 거 같아요.,멀다 보니까 쪼끔 가기 어려운 거 같아요.
어떤 점이 가장 좋으셨는지 여쭤봐도 될까요?,어떤 점이 가장 좋으셨는지 여쭤봐도 될까요?
영국이라는 여행지가,영국이라는 여행지가
어릴 때부터 쫌 유럽이라는 곳이 동경의 대상이라고 생각해가지고,어릴 때부터 조금 유럽이라는 곳이 동경의 대상이라고 생각해가지고
갔었을 때 그 생각한 그대로의 모습이어서 되게 좋았고,갔었을 때 그 생각한 그대로의 모습이어서 되게 좋았고
그런 영국 신사에 대한 그런 것도 있어가지고 갔었을 때 되게 만족스럽고,그런 영국 신사에 대한 그런 것도 있어가지고 갔었을 때 되게 만족스럽고
음~ 원래 날씨 이런 것도 쪼끔 영국이 안 좋다고 하는데,음~ 원래 날씨 이런 것도 쪼끔 영국이 안 좋다고 하는데
갔을 때 날씨도 좋아가지고,갔을 때 날씨도 좋아가지고
또 한번 가고 싶은 그런 점이요.,또 한번 가고 싶은 그런 점이요.
근데 농담으로,근데 농담으로
영국이 음식이 맛이 별로라는 얘기들도 있잖아요.,영국이 음식이 맛이 별로라는 얘기들도 있잖아요.
그런 면에서는 괜찮으셨어요?,그런 면에서는 괜찮으셨어요?
잘 맞으셨어요 입맛에?,잘 맞으셨어요 입맛에?
아~ 영국이 확실히  음식은 별로긴 한데,아~ 영국이 확실히  음식은 별로긴 한데
어~ 그래도 식재료 같은 걸 쉽게 구해서 만들어 먹어서 오히려 조금 나았던 거 같기는 해요.,어~ 그래도 식재료 같은 걸 쉽게 구해서 만들어 먹어서 오히려 조금 나았던 거 같기는 해요.
뭐~ 사먹는 거는 그냥,뭐~ 사먹는 거는 그냥
돈 그런 환율이 비싸다 보니까,돈 그런 환율이 비싸다 보니까
별로 가성비는 좋진 않고,별로 가성비는 좋진 않고
그래도 또 그래도 가고 싶은 나라긴 해요.,그래도 또 그래도 가고 싶은 나라긴 해요.
아~ 그럼 혹시 한식을 만들어 드셨던 거예요?,아~ 그럼 혹시 한식을 만들어 드셨던 거예요?
아~ 네 한식 만들어서 먹고,아~ 네 한식 만들어서 먹고
뭐 주로 그냥 떡볶이 볶음밥 이런 거 이제 쉽게 만들 수 있는 것들 재료 같은 것도,뭐 주로 그냥 떡볶이 볶음밥 이런 거 이제 쉽게 만들 수 있는 것들 재료 같은 것도
이제 유럽 쪽이니까 아시아 음식을 구하는 게 어려워가지고 막 아시아 마트 가 가지고 구해서 먹고 이렇게 했어요.,이제 유럽 쪽이니까 아시아 음식을 구하는 게 어려워가지고 막 아시아 마트 가 가지고 구해서 먹고 이렇게 했어요.
아쉽지 않으셨어요?,아쉽지 않으셨어요?
저는 그때 미국을 갔을 때,저는 그때 미국을 갔을 때
음식을 되게 기대하고 갔는데 부모님이랑 같이 가다보니,음식을 되게 기대하고 갔는데 부모님이랑 같이 가다보니
거의 한식을 먹어서 진짜 엄청 혼자서만 아쉬워했었거든요.,거의 한식을 먹어서 진짜 엄청 혼자서만 아쉬워했었거든요.
아~ 그 미국 음식을 못 먹고 막 그래서 그러셨던 거예요?,아~ 그 미국 음식을 못 먹고 막 그래서 그러셨던 거예요?
네.,네.
그~ 미국에서도 그런 한식당이 이제 많으니까,그~ 미국에서도 그런 한식당이 이제 많으니까
그런 한식당으로만 찾으러 다니신 거예요?,그런 한식당으로만 찾으러 다니신 거예요?
식당으로 갔을 때도 있고,식당으로 갔을 때도 있고
거기서도 저희도 이제,거기서도 저희도 이제
식재료를 사서 해 먹은 적도 있어요.,식재료를 사서 해 먹은 적도 있어요.
미국 어디 지역으로 여행을 가신 거예요?,미국 어디 지역으로 여행을 가신 거예요?
죄송한데 정확히 지명이 생각이 안 나고,죄송한데 정확히 지명이 생각이 안 나고
캐나다 쪽에서 미국 밑으로 내려갔던 거 같아요.,캐나다 쪽에서 미국 밑으로 내려갔던 거 같아요.
아~ 그러면 캐나다 미국 이렇게 두 개를 간 거예요?,아~ 그러면 캐나다 미국 이렇게 두 개를 간 거예요?
네 네.,네 네.
그 차를 렌트해서 이제 그렇게 이동을 하면서 여행했어요.,그 차를 렌트해서 이제 그렇게 이동을 하면서 여행했어요.
아~ 미국 뉴욕이라던지 엘에이 이렇게 특정 지역이 아니라,아~ 미국 뉴욕이라던지 엘에이 이렇게 특정 지역이 아니라
서부 지역이요.,서부 지역이요.
아~ 서부 지역을,아~ 서부 지역을
거의 국립 공원이랑 산 쪽으로 여행을 다녔던 거 같아요.,거의 국립 공원이랑 산 쪽으로 여행을 다녔던 거 같아요.
그래서 도시 지역은 솔직히 기억이 잘 안 나고,그래서 도시 지역은 솔직히 기억이 잘 안 나고
그~ 산 경관이나 경치 그때 날씨 이런 거에 대한 기억이 가장 커요.,그~ 산 경관이나 경치 그때 날씨 이런 거에 대한 기억이 가장 커요.
그러면 대화는 이제 영어로 하셨을 거 아니에요 주로 누가 이제 대화 같은 거를 끌으셨어요?,그러면 대화는 이제 영어로 하셨을 거 아니에요 주로 누가 이제 대화 같은 거를 끌으셨어요?
아~ 그거는 저희 오빠가 다 해 줘서,아~ 그거는 저희 오빠가 다 해 줘서
저랑 이제 부모님은 엄청 편하게 이제 여행을 즐길 수 있었어요.,저랑 이제 부모님은 엄청 편하게 이제 여행을 즐길 수 있었어요.
혹시 이제 그러면 국내 여행들 중에서는,혹시 이제 그러면 국내 여행들 중에서는
이제 부산 말고 다른 지역에 가 보신 적이 있으세요?,이제 부산 말고 다른 지역에 가 보신 적이 있으세요?
네 있죠.,네 있죠.
개인적으로 기억에 남는 건 강원도 쪽이,개인적으로 기억에 남는 건 강원도 쪽이
가장 기억에 남는 거 같아요.,가장 기억에 남는 거 같아요.
친구들이랑 간 적도 있고 가족들이랑 간 적도 있는데,친구들이랑 간 적도 있고 가족들이랑 간 적도 있는데
바다가 너무 예뻐서 기억에 남는 거 같아요.,바다가 너무 예뻐서 기억에 남는 거 같아요.
혹시 강원도 쪽에서 바다 가 보신 적 있으세요?,혹시 강원도 쪽에서 바다 가 보신 적 있으세요?
아~ 저도 강원도 세 번인가 갔었는데,아~ 저도 강원도 세 번인가 갔었는데
저는 이제 국내에서 내일로라고,저는 이제 국내에서 내일로라고
철도 이런 시스템이 또 잘 돼 있어가지고,철도 이런 시스템이 또 잘 돼 있어가지고
내일로 기차를 이용해가지고 전국을 돌았거든요.,내일로 기차를 이용해가지고 전국을 돌았거든요.
그래서 부산에서 강원도를 제일 첫 번째로 이제 지역을  정해가지고,그래서 부산에서 강원도를 제일 첫 번째로 이제 지역을  정해가지고
그 기차를 타고 가는데만 여덟 시간이 걸린 거예요.,그 기차를 타고 가는데만 여덟 시간이 걸린 거예요.
그래서 꼬박 반나절 동안 이제 강원도까지 간 다음에,그래서 꼬박 반나절 동안 이제 강원도까지 간 다음에
이제 강원도 구경을 했는데,이제 강원도 구경을 했는데
도착하자마자 내리는 게 그 강원도 바다 풍경이니까,도착하자마자 내리는 게 그 강원도 바다 풍경이니까
그~ 너무 좋은 거예요 힐링이 되는 그런 느낌이었던 거예요.,그~ 너무 좋은 거예요 힐링이 되는 그런 느낌이었던 거예요.
그래서 또 그 강원도  또 부산 앞 바다랑 또 다른 그런 느낌이더라고요 막 이렇게 돌도 이렇게 있고,그래서 또 그 강원도  또 부산 앞 바다랑 또 다른 그런 느낌이더라고요 막 이렇게 돌도 이렇게 있고
부산은 약간 그냥 모래고 그냥 늘 보던 거니까,부산은 약간 그냥 모래고 그냥 늘 보던 거니까
그 소중함을 모르고 이렇게 살았는데,그 소중함을 모르고 이렇게 살았는데
강원도 가니까 바다도 너무 괜찮고,강원도 가니까 바다도 너무 괜찮고
그런 또 조용함도 좋더라고요 특유에,그런 또 조용함도 좋더라고요 특유에
음식들도 저는 되게 입맛에 맞아가지고 되게 재밌게 놀고 왔던 거 같아요.,음식들도 저는 되게 입맛에 맞아가지고 되게 재밌게 놀고 왔던 거 같아요.
강원도 갔을 때는 뭐 드셨어요?,강원도 갔을 때는 뭐 드셨어요?
저는 지금 기억 남는 거는,저는 지금 기억 남는 거는
그~ 짬뽕 순두부라고 아세요?,그~ 짬뽕 순두부라고 아세요?
그~ 짬뽕인데 안에 순두부 들어가 있는 건데,그~ 짬뽕인데 안에 순두부 들어가 있는 건데
그거 맛있었던 기억이랑,그거 맛있었던 기억이랑
순두부 아이스크림 먹었던 기억이 나요.,순두부 아이스크림 먹었던 기억이 나요.
솔직히 제가 해산물을 못 먹는 편이어서 바다 근처를 가도,솔직히 제가 해산물을 못 먹는 편이어서 바다 근처를 가도
해산물을 안 먹고 그냥,해산물을 안 먹고 그냥
평소에 먹을 수 있는 메뉴지만 그 지역에 유명한 가게를 가든가 그러거든요.,평소에 먹을 수 있는 메뉴지만 그 지역에 유명한 가게를 가든가 그러거든요.
그래서 뭔가 누가 추천을 했을 때,그래서 뭔가 누가 추천을 했을 때
아~ 여기가 엄청 좋았어 할 만한,아~ 여기가 엄청 좋았어 할 만한
곳은 없는 거 같아요.,곳은 없는 거 같아요.
여행지로 강원도를 갔었을 때는 강원도만 가신 거예요?,여행지로 강원도를 갔었을 때는 강원도만 가신 거예요?
네 아무래도 강원도가 멀 거리가 멀기도 하고,네 아무래도 강원도가 멀 거리가 멀기도 하고
강원도 안에서 모여 있는 지역들이 많잖아요.,강원도 안에서 모여 있는 지역들이 많잖아요.
그래서 한번 갈 때 강원도만 가서 그 안에서 여러 지역을 간 가는 편이에요.,그래서 한번 갈 때 강원도만 가서 그 안에서 여러 지역을 간 가는 편이에요.
그 지역은 어디 어디 가신 거예요?,그 지역은 어디 어디 가신 거예요?
속초 강릉 양양 이렇게 가봤는데,속초 강릉 양양 이렇게 가봤는데
그 같은 곳을 여러 번 간 적이 많아서,그 같은 곳을 여러 번 간 적이 많아서
속초랑 강릉을 여러 번 간 거 여러 번 갔어요.,속초랑 강릉을 여러 번 간 거 여러 번 갔어요.
같은 지역을 여러 번 간 이유가 있을까요?,같은 지역을 여러 번 간 이유가 있을까요?
처음에는 친구랑 둘 다 안 가 본 곳이어서,처음에는 친구랑 둘 다 안 가 본 곳이어서
가보자 해서 간 거고,가보자 해서 간 거고
나중에는 가족끼리도 여행을 가려고 했는데,나중에는 가족끼리도 여행을 가려고 했는데
그 지역이 좋다고 하니까,그 지역이 좋다고 하니까
그냥 또 같이 가면 좋을 거 같아서 여러 번 가게 됐어요.,그냥 또 같이 가면 좋을 거 같아서 여러 번 가게 됐어요.
강원도 말고는 다른 지역 가본 데 있으세요?,강원도 말고는 다른 지역 가본 데 있으세요?
저는 경주요.,저는 경주요.
제가 놀이기구 타는 걸 좋아하는데 경주에 &company-name1&가 있잖아요?,제가 놀이기구 타는 걸 좋아하는데 경주에 &company-name1&가 있잖아요?
그래서 경주를 쫌 여행을 자주 갔어요.,그래서 경주를 조금 여행을 자주 갔어요.
&company-name1& 가보셨어요?,&company-name1& 가보셨어요?
네 경주는 아무래도 가깝다 보니깐,네 경주는 아무래도 가깝다 보니깐
쫌 자주 가게 되는 여행지더라고요.,조금 자주 가게 되는 여행지더라고요.
&company-name1&는 항상 갈 때마다 재밌게 놀고 와가지고 또 가도 괜찮은 곳이라고 생각이 들고,&company-name1&는 항상 갈 때마다 재밌게 놀고 와가지고 또 가도 괜찮은 곳이라고 생각이 들고
음~ 경주는 또 여름에 그런 &company-name2& 같은 게 잘 돼 있잖아요.,음~ 경주는 또 여름에 그런 &company-name2& 같은 게 잘 돼 있잖아요.
그래가지고 워터파크도 몇 번 가보고 혹시 가보셨어요 워터파크는?,그래가지고 워터파크도 몇 번 가보고 혹시 가보셨어요 워터파크는?
아~ 저는 물놀이는 좋아하지 않아서,아~ 저는 물놀이는 좋아하지 않아서
워터파크 말고 그냥 놀이기구만 타는 편이에요.,워터파크 말고 그냥 놀이기구만 타는 편이에요.
워터파크 가면 주로  어떤 거 하고 노세요?,워터파크 가면 주로  어떤 거 하고 노세요?
그냥 뭐 미끄럽틀 타고 수유 풀 이런 거 즐기시는 건가요?,그냥 뭐 미끄럽틀 타고 수유 풀 이런 거 즐기시는 건가요?
그냥 물놀이 하러 가는 건데,그냥 물놀이 하러 가는 건데
이제 경주가는 게,이제 경주가는 게
그 물놀이도 있지만 간 김에 이제 그~ 뭐~ 경주에,그 물놀이도 있지만 간 김에 이제 그~ 뭐~ 경주에
그런 유적지 같은 것도 불국사라던지 이런 거 같이 볼 겸해서 겸사겸사 가는 거 같아요.,그런 유적지 같은 것도 불국사라던지 이런 거 같이 볼 겸해서 겸사겸사 가는 거 같아요.
어~ 경주 가면서 그~ 경북 근처니까 가는 길에,어~ 경주 가면서 그~ 경북 근처니까 가는 길에
뭐~ 드라이브한다 셈 치고 이제 가는 편인 거 같아요.,뭐~ 드라이브한다 셈 치고 이제 가는 편인 거 같아요.
저는 근데 사실 부산 사람이 아니어서,저는 근데 사실 부산 사람이 아니어서
부산도 여행지로 너무 좋은 거 같아요.,부산도 여행지로 너무 좋은 거 같아요.
근데 처음에는 제가 부산에 살 게 될 줄 모르고,근데 처음에는 제가 부산에 살 게 될 줄 모르고
딱 스무 살 처음에 부산 여행을 온 거예요.,딱 스무 살 처음에 부산 여행을 온 거예요.
그래서 그때 부산에 모든 관광지를 거의 다 가봤는데,그래서 그때 부산에 모든 관광지를 거의 다 가봤는데
막상 살고 나니까 이제 갈 곳이 없는 거예요 그때 너무 많이 가서,막상 살고 나니까 이제 갈 곳이 없는 거예요 그때 너무 많이 가서
그래서 이게 쫌 아쉬운 거 같은데,그래서 이게 조금 아쉬운 거 같은데
혹시 계속 부산에 사셨어요?,혹시 계속 부산에 사셨어요?
어~ 저는 부산에 계속 살았어요 어~,어~ 저는 부산에 계속 살았어요 어~
현지인으로서 가장 추천해 주고 싶은 여행지가 있으세요?,현지인으로서 가장 추천해 주고 싶은 여행지가 있으세요?
저는 부산하면 아무래도 바다니까 항상 광안리를 추천하거든요?,저는 부산하면 아무래도 바다니까 항상 광안리를 추천하거든요?
해운대도 있고 성촌도 있고,해운대도 있고 성촌도 있고
뭐 바다하면 여러 개가 있는데 저는 그 광안 대교의 야경이 너무 예뻐서,뭐 바다하면 여러 개가 있는데 저는 그 광안 대교의 야경이 너무 예뻐서
항상 갈 때마다 힐링하고 오는 그런 기분이어서 광안리를 추천해 주는 게 저는,항상 갈 때마다 힐링하고 오는 그런 기분이어서 광안리를 추천해 주는 게 저는
좋은 거 같아요.,좋은 거 같아요.
혹시 가보신 여행지 중에서 좋았던 곳이 있을까요 부산에서?,혹시 가보신 여행지 중에서 좋았던 곳이 있을까요 부산에서?
저도 솔직히 뻔할 수 있지만 광안리가,저도 솔직히 뻔할 수 있지만 광안리가
광안 대교 때문에 너무 예뻐서,광안 대교 때문에 너무 예뻐서
광안리가 제일 좋고요.,광안리가 제일 좋고요.
그다음으로는,그다음으로는
해동 용궁사가 기억에 남았던 거 같아요.,해동 용궁사가 기억에 남았던 거 같아요.
그~ 바다랑 절이 같이 있는 게 흔하지 않으니까,그~ 바다랑 절이 같이 있는 게 흔하지 않으니까
그냥 그 분위기가 되게 인상 적이었어요.,그냥 그 분위기가 되게 인상 적이었어요.
가보신 적 있으세요 해동 용궁사?,가보신 적 있으세요 해동 용궁사?
네 저도 용궁사 가봤는데,네 저도 용궁사 가봤는데
아무래도 교통편이 불편하다 보니까,아무래도 교통편이 불편하다 보니까
