사투리,표준어
그러면 지금부터 드라마에 대해서 얘기를 해볼까?,그러면 지금부터 드라마에 대해서 얘기를 해볼까?
너 최근에 본 드라마 있나?,너 최근에 본 드라마 있어?
나는 최근에 한국 드라마는 본 적은 없고,나는 최근에 한국 드라마는 본 적은 없고
넷플릭스에서 추천해주는 대만 드라마를 봤는데 같은 방 쓰는 애도 재밌다 그래가지고 한번 봤거든?,넷플릭스에서 추천해주는 대만 드라마를 봤는데 같은 방 쓰는 애도 재밌다 그래가지고 한번 봤거든?
쫌 재밌었어.,조금 재밌었어.
그~ 남자 주인공이 약간 박보검이랑 그~ 샤이니의 종현을 약간 썪어놓은 거 같은 그런 느낌인데,그~ 남자 주인공이 약간 박보검이랑 그~ 샤이니의 종현을 약간 섞어놓은 거 같은 그런 느낌인데
되게 뭐랄까 엄청 고등학생 밝은 고등학생 그런 이미지?,되게 뭐랄까 엄청 고등학생 밝은 고등학생 그런 이미지?
근데 재밌더라고 근데 아직 삼 화까지밖에 안 봐가지고,근데 재밌더라고 근데 아직 삼 화까지밖에 안 봐가지고
정확하게 파악은 못 했는데 근데 여자 주인공이 고등학교 교복을 입고 나오는데 여자 주인공도,정확하게 파악은 못 했는데 근데 여자 주인공이 고등학교 교복을 입고 나오는데 여자 주인공도
그~ 너무 고등학생 같지가 않아서 몰입에 쫌 방해가 되더라고,그~ 너무 고등학생 같지가 않아서 몰입에 조금 방해가 되더라고
근데 남자 주인공이랑 서브 남주랑 둘이서 쫌 뭐랄까?,근데 남자 주인공이랑 서브 남주랑 둘이서 조금 뭐랄까?
쫌 잘 생겼어 그래가지고 아직까지 보고 있다.,조금 잘 생겼어 그래가지고 아직까지 보고 있다.
너는 최근에 본 거 있어?,너는 최근에 본 거 있어?
나는 사랑의 불시착을 이번에 다시 봤는데,나는 사랑의 불시착을 이번에 다시 봤는데
처음에 봤을 때는 이제 안 보이던 것들이 두 번째 보니까 막 보이더라고,처음에 봤을 때는 이제 안 보이던 것들이 두 번째 보니까 막 보이더라고
