사투리,표준어
저는 지금까지 살면서,저는 지금까지 살면서
제가 가장 기분 좋았던 선물은 엄마가 숮 작은 공책에,제가 가장 기분 좋았던 선물은 엄마가 숮 작은 공책에
직접 수제로 글씨도 쓰고  스티커도 붙이고,직접 수제로 글씨도 쓰고  스티커도 붙이고
엄마 얼굴이 들어간 사진도 붙이고,엄마 얼굴이 들어간 사진도 붙이고
시중에 파는 편지에다가 편지를 써서 그거를 공책에 붙여서 더 예쁘게 꾸며서,시중에 파는 편지에다가 편지를 써서 그거를 공책에 붙여서 더 예쁘게 꾸며서
만드신 공책을 저한테 크리스마스 때랑,만드신 공책을 저한테 크리스마스 때랑
또 저의 생일 때 그렇게 두 권을 총 선물해 주셨는데,또 저의 생일 때 그렇게 두 권을 총 선물해 주셨는데
그게 아직까지도 제가 최고의 보물로 간직하고 있는데,그게 아직까지도 제가 최고의 보물로 간직하고 있는데
혹시 지금까지 살면서 받았던 선물 중에 가장 좋았던 선물이 있나요?,혹시 지금까지 살면서 받았던 선물 중에 가장 좋았던 선물이 있나요?
어~ 그렇게 정성 깊은 선물을 받으면 정말 기분이 좋을 거 같애요.,어~ 그렇게 정성 깊은 선물을 받으면 정말 기분이 좋을 거 같애요.
그~ 저는 그렇게 누가 직접 자기가 만들어서 준 거는,그~ 저는 그렇게 누가 직접 자기가 만들어서 준 거는
편지 정도밖에는 받은 적이 없는 거 같애요.,편지 정도밖에는 받은 적이 없는 거 같애요.
어~ 굉장히 감동 깊었던 선물은,어~ 굉장히 감동 깊었던 선물은
아무래도 그냥 정말 예상치 못 했는데 서프라이즈로,아무래도 그냥 정말 예상치 못 했는데 서프라이즈로
뭐~ 갑자기 나타나 준다거나 아니면 갑자기 축하해 준다거나,뭐~ 갑자기 나타나 준다거나 아니면 갑자기 축하해 준다거나
그냥 이 정도의 선물로 기억하고 있는데 그런 이벤트가 저한테는 선물같이 느껴졌던 거 같애요.,그냥 이 정도의 선물로 기억하고 있는데 그런 이벤트가 저한테는 선물같이 느껴졌던 거 같애요.
어~ 만약에 그~ 받고 싶은 이벤트가 있다면,어~ 만약에 그~ 받고 싶은 이벤트가 있다면
