사투리,표준어
아르바이트,아르바이트
뭐~ 해 보셨던 거 있으신가요?,뭐~ 해 보셨던 거 있으신가요?
저는,저는
고등학교 삼학년 때,고등학교 삼학년 때
편의점 아르바이트를,편의점 아르바이트를
처음으로 시작했습니다.,처음으로 시작했습니다.
그리고,그리고
군대 가기 전까지도 계속,군대 가기 전까지도 계속
편의점 아르바이트를 계속 했었고,편의점 아르바이트를 계속 했었고
뭐~ 군대가 끝나고 나서는,뭐~ 군대가 끝나고 나서는
아르바이트라고 해야 되나 이게,아르바이트라고 해야 되나 이게
근로 장학생으로,근로 장학생으로
우체국에서,우체국에서
아르바이트 했었고,아르바이트 했었고
편의점 아르바이트 계속,편의점 아르바이트 계속
했었음.,했었음.
니는,너는
아르바이트를 했었니?,아르바이트를 했었니?
어~ 종류가 꽤나 다양한데,어~ 종류가 꽤나 다양한데
일단 저는,일단 저는
저도 했었는데,저도 했었는데
저도 이제 간략하게 말씀을 드리자면,저도 이제 간략하게 말씀을 드리자면
십칠년도에,십칠년도에
브런치 까페,브런치 까페
주방으로 한 번,주방으로 한 번
알바를 시작을 했었고,알바를 시작을 했었고
이제 고 다음에는,이제 고 다음에는
저도 이제,저도 이제
핫도그 알바,핫도그 알바
요것도 이제 중앙 주방으로 했었고,요것도 이제 중앙 주방으로 했었고
이제 핫도그에서,이제 핫도그에서
까페도 안에 있는데,까페도 안에 있는데
거기에서 음료도 뽑는,거기에서 음료도 뽑는
약간,약간
쫌 다양한,조금 다양한
그럼 느낌으로 해 봤었고,그럼 느낌으로 해 봤었고
뭐~ 전단지 알바도 한 번,뭐~ 전단지 알바도 한 번
같이 한 거 같은데,같이 한 거 같은데
해 봤었고,해 봤었고
또 뭐가 있을라나?,또 뭐가 있을라나?
그~ 학생들 가르치는,그~ 학생들 가르치는
그런 것도 약간 달 단기로,그런 것도 약간 달 단기로
과외는 아니고,과외는 아니고
뭔가,뭔가
약간,약간
어떻게 소개를 잘 받아서,어떻게 소개를 잘 받아서
뭐~ 하루?,뭐~ 하루?
아니면은 몇 시간 이렇게 단기로 한 번 해 봤던 거 같습니다.,아니면은 몇 시간 이렇게 단기로 한 번 해 봤던 거 같습니다.
소개는 누구한테 받았습니까?,소개는 누구한테 받았습니까?
아~ 이게 일,아~ 이게 일
그~ 회사 업체를 알게 되었었는데,그~ 회사 업체를 알게 되었었는데
그 업체를 알게 된 경로가,그 업체를 알게 된 경로가
제 지인의 소개로,제 지인의 소개로
지인의 소개로 받았었고,지인의 소개로 받았었고
그~ 회사 업체에서,그~ 회사 업체에서
제가 곧,제가 곧
제가 대학교 때 배웠던 내용에 대해서,제가 대학교 때 배웠던 내용에 대해서
혹시 이제 초등학생들을 좀 가르쳐 줄 수 있냐,혹시 이제 초등학생들을 좀 가르쳐 줄 수 있냐
어~ 이런 식으로 해서,어~ 이런 식으로 해서
네 연락이 닿아서,네 연락이 닿아서
뭐~ 알바를 했었던 거 같습니다.,뭐~ 알바를 했었던 거 같습니다.
회사 업체에서 왜 학교 학생들을  가르쳐 달라고 하는 거죠?,회사 업체에서 왜 학교 학생들을  가르쳐 달라고 하는 거죠?
일단,일단
제가 생각하기로는,제가 생각하기로는
그~,그~
인력이 일단 부족했는 게,인력이 일단 부족했던 게
그~ 회사가 지금 신생,그~ 회사가 지금 신생
신생 기업이라고 해야 되나 약간,신생 기업이라고 해야 되나 약간
창업을 하는데,창업을 하는데
그~ 창업에,그~ 창업에
이제 발판이 되는 경험들을 할려고,이제 발판이 되는 경험들을 할려고
약간 했었던 거 같고,약간 했었던 거 같고
자신이 이제,자신이 이제
그~ 기획했던 프로젝트에 비해서,그~ 기획했던 프로젝트에 비해서
인력이 너무 부족했어 갖고,인력이 너무 부족했어 갖고
최대한,최대한
그냥 외부 강사들 보조 강사들이라고 해야 될까?,그냥 외부 강사들 보조 강사들이라고 해야 될까?
그런 인원들이 필요했던 거 같아서,그런 인원들이 필요했던 거 같아서
우연찮게,우연찮게
저희가,저희가
대학생들이 한 두세 명 정도 뽑혔던 거 같습니다.,대학생들이 한 두세 명 정도 뽑혔던 거 같습니다.
혹시 시급은 어느 정도 받았는지 알려줄 수 있을까?,혹시 시급은 어느 정도 받았는지 알려줄 수 있을까?
너무 좋은 질문인데요 일단 시급은,너무 좋은 질문인데요 일단 시급은
기억이 잘 안 나는데,기억이 잘 안 나는데
거의 뭐~ 시간당 만원 정도 받은 거 같고,거의 뭐~ 시간당 만원 정도 받은 거 같고
이박 삼일 동안 해서,이박 삼일 동안 해서
한 이십 한 다섯 시간 정도?,한 이십 한 다섯 시간 정도?
채웠던 거 같습니다 그래서 한,채웠던 거 같습니다 그래서 한
한,한
한 삼십 돈 삼십 만원 정도 받은 거 같은데,한 삼십 돈 삼십 만원 정도 받은 거 같은데
이게 정확하게 기억은 안 나네 이십구에서 삼십 받은 거 같습니다.,이게 정확하게 기억은 안 나네 이십구에서 삼십 받은 거 같습니다.
하루에 열 시간 했으면,하루에 열 시간 했으면
힘들지 않았나요?,힘들지 않았나요?
이게 이게 초등학생들을 또 가르치는 거다 보니까,이게 이게 초등학생들을 또 가르치는 거다 보니까
또 그때 기억 추억들이 또 떠오르는데,또 그때 기억 추억들이 또 떠오르는데
정말 이~,정말 이~
힘들면서도,힘들면서도
보람 찼다 아이가.,보람 차지 않니.
초등학생들이 일단 에너지가 넘치기 때문에,초등학생들이 일단 에너지가 넘치기 때문에
그거에 대해서 상당히 힘들었고,그거에 대해서 상당히 힘들었고
또 뭐랄까.,또 뭐랄까.
기본적으로 저가,기본적으로 제가
보조 강사다 보니까,보조 강사다 보니까
애들의,애들의
이~,이~
학습,학습
이런 것 말고도,이런 것 말고도
생활적인 지도도 해 줘야 되기 때문에,생활적인 지도도 해 줘야 되기 때문에
어~ 한 대 여섯 명씩,어~ 한 대 여섯 명씩
델꼬 다니면서,데리고 다니면서
뭔갈 했다 이런 거가 쫌 힘들었음.,뭔갈 했다 이런 거가 조금 힘들었음.
그럼 삼십 만원으론 무얼 하셨죠?,그럼 삼십 만원으론 무얼 하셨죠?
야 요거는 기억이 잘 안 나는데,야 요거는 기억이 잘 안 나는데
아마 먹고 놀지 않았을까 싶습니다.,아마 먹고 놀지 않았을까 싶습니다.
그럼 이때까지,그럼 이때까지
아르바이트를 많이 하셨는데,아르바이트를 많이 하셨는데
가장,가장
좋았던,좋았던
아르바이트는,아르바이트는
무엇입니까?,무엇입니까?
다 좋았는데,다 좋았는데
다 다 다 괜찮았어요 다 괜찮았는데,다 다 다 괜찮았어요 다 괜찮았는데
일단은,일단은
처음 알바가,처음 알바가
제일 인상 깊었던 거는,제일 인상 깊었던 거는
