사투리,표준어
엄마가 지금까지 살아오면서,엄마가 지금까지 살아오면서
진짜 제일 못했다는 거 꼽으라면 재테크야.,진짜 제일 못했다는 거 꼽으라면 재테크야.
그거는 엄마가 할 말이 없다.,그거는 엄마가 할 말이 없다.
그래서 엄마는 재테크 지금 투자 안 정하고 싶은데,그래서 엄마는 재테크 지금 투자 안 정하고 싶은데
니 엄마한테 지금 재테크,너 엄마한테 지금 재테크
이거 주제 정해놓고 엄마한테 야단 칠라고 지금 재테크 주제 정한 거지?,이거 주제 정해놓고 엄마한테 야단 치려고 지금 재테크 주제 정한 거지?
부동산 주식 저축,부동산 주식 저축
이런 거 엄마는 잘 못 하는 거 니도 알잖아.,이런 거 엄마는 잘 못 하는 거 너도 알잖아.
이게 재테크에 관해서 내가 얘기를 하나 해주자면,이게 재테크에 관해서 내가 얘기를 하나 해주자면
이 재테크라는 게 얼마나 중요한 거냐면은,이 재테크라는 게 얼마나 중요한 거냐면은
엄마가 저기 건설 막노동하는 사람들이,엄마가 저기 건설 막노동하는 사람들이
일하다가 다리가 뿌러졌어.,일하다가 다리가 부러졌어.
그러면은 일을 못 하잖아.,그러면은 일을 못 하잖아.
내일 일 못 나가잖아.,내일 일 못 나가잖아.
그럼 내일 월세 내고 전기세 내야 되는데,그럼 내일 월세 내고 전기세 내야 되는데
일을 못 나가니까 돈이 없잖아.,일을 못 나가니까 돈이 없잖아.
그럼 돈을 못 내는 거잖아.,그럼 돈을 못 내는 거잖아.
그러니까 돈을 못 버는 거야.,그러니까 돈을 못 버는 거야.
근데 재테크 하는 사람들은 부동산이나 땅을 사놔.,근데 재테크 하는 사람들은 부동산이나 땅을 사놔.
땅을 만 원짜리 사 놨거든?,땅을 만 원짜리 사 놨거든?
근데 땅을 만 원짜리 사 놨는데,근데 땅을 만 원짜리 사 놨는데
내가 저기 교통사고로 몸을 못 쓰는 상황이 돼도,내가 저기 교통사고로 몸을 못 쓰는 상황이 돼도
땅은 계속 오르잖아.,땅은 계속 오르잖아.
내가 몸 못 쓰는 거하고 땅 하고 뭔 상관있나?,내가 몸 못 쓰는 거하고 땅 하고 뭔 상관있나?
근데 그러니까 사고가 나도 땅값이 오르잖아.,근데 그러니까 사고가 나도 땅값이 오르잖아.
그러면은 땅값이 만 원이었는데 이만 원 올랐어.,그러면은 땅값이 만 원이었는데 이만 원 올랐어.
그럼 난 병원에 누워 있었는데 돈을 만 원 번 거야.,그럼 난 병원에 누워 있었는데 돈을 만 원 번 거야.
이게 재테크거든.,이게 재테크거든.
그러니까 나이가 들수록 재테크를 사람이 배워야 되는 거야.,그러니까 나이가 들수록 재테크를 사람이 배워야 되는 거야.
그래서 엄마가 너한테 매번 얘기하잖아.,그래서 엄마가 너한테 매번 얘기하잖아.
지금 주식 살 수 있으면은 십 년 동안 꾸준하게 사라.,지금 주식 살 수 있으면은 십 년 동안 꾸준하게 사라.
그러고 또 땅 사라면 사라 그러는데,그러고 또 땅 사라면 사라 그러는데
너는 돈 벌면은 쓸 생각부터 하잖아.,너는 돈 벌면은 쓸 생각부터 하잖아.
시계부터 사고 또 옷 사고,시계부터 사고 또 옷 사고
재테크의 일 순위는 사는 게 아니라 절약이야.,재테크의 일 순위는 사는 게 아니라 절약이야.
절약이 재테크의 일 순위,절약이 재테크의 일 순위
그다음에 두 번째가 가치 있는 곳에 투자를 하는 거야.,그다음에 두 번째가 가치 있는 곳에 투자를 하는 거야.
가치 있는 거에 대한 투자를,가치 있는 거에 대한 투자를
안목이 없으니까 공부를 해야 되고 사람들에게 전문가들한테 물어봐야 되는데,안목이 없으니까 공부를 해야 되고 사람들에게 전문가들한테 물어봐야 되는데
엄마는 그런 걸 못했어.,엄마는 그런 걸 못했어.
그렇지만 너는 이제 엄마가,그렇지만 너는 이제 엄마가
엄마 아빠는 직장 다니면서 저축하고,엄마 아빠는 직장 다니면서 저축하고
저축한 거 가지고 집 사고,저축한 거 가지고 집 사고
집 산 거 대출받고 대출받은 거 갚고 이렇게 살아왔지만,집 산 거 대출받고 대출받은 거 갚고 이렇게 살아왔지만
그치만 이나 한테는,그치만 이나 한테는
그렇게 하지 말고 투자를 할 수 있으면 투자를 하고,그렇게 하지 말고 투자를 할 수 있으면 투자를 하고
또 주식 같은 걸 살 수 있으면 사라고 얘기하잖아.,또 주식 같은 걸 살 수 있으면 사라고 얘기하잖아.
근데 넌 엄마 말 안 듣잖아.,근데 넌 엄마 말 안 듣잖아.
그~ 안 들을 수밖에 없는 게,그~ 안 들을 수밖에 없는 게
아니 저~ 엄마는 나보다 돈을 한 달에 훨씬 더 많이 벌면서,아니 저~ 엄마는 나보다 돈을 한 달에 훨씬 더 많이 벌면서
비교가 안 될 정도로 지금 버는데,비교가 안 될 정도로 지금 버는데
그러면서 주식 엄마 명의로 된 거 없잖아.,그러면서 주식 엄마 명의로 된 거 없잖아.
근데 나보고 주식 사라 하잖아.,근데 나보고 주식 사라 하잖아.
이거 왜 그러는 거야?,이거 왜 그러는 거야?
아~ 엄마부터 먼저 사고 나한테 주식 사라하면 하겠는데,아~ 엄마부터 먼저 사고 나한테 주식 사라하면 하겠는데
그리고 내가 말했잖아.,그리고 내가 말했잖아.
돈 버는 거 그거 적금을 넣지 말고,돈 버는 거 그거 적금을 넣지 말고
그거를 다 삼성전자를 사라고,그거를 다 삼성전자를 사라고
그때가 삼성전자 육 만원 할 때였는데,그때가 삼성전자 육 만원 할 때였는데
오늘 육만칠천이백 원까지 올랐는데,오늘 육만칠천이백 원까지 올랐는데
엄마 지금 내 말 듣고,엄마 지금 내 말 듣고
엄마는 적금해 가지고,엄마는 적금해 가지고
이자로 빌딩 살 거야.,이자로 빌딩 살 거야.
이러면 뭐 하노 이~ 언제,이러면 뭐 하나 이~ 언제
내가 저기 읽은 책이 있어요.,내가 저기 읽은 책이 있어요.
사천억 대 부자인 스노우 폭스 이~ 사장 있는데,사천억 대 부자인 스노우 폭스 이~ 사장 있는데
이 사람이 뭐라 했냐면은,이 사람이 뭐라 했냐면은
더 이상 저기 은행에다 적금해 갖고,더 이상 저기 은행에다 적금해 갖고
건물 사고 집 사는 시대가 끝났대.,건물 사고 집 사는 시대가 끝났대.
왜냐하면 내가 그~ 은행 가서 물어봤는데,왜냐하면 내가 그~ 은행 가서 물어봤는데
하나 은행이 우리 하나 은행 쓰잖아.,하나 은행이 우리 하나 은행 쓰잖아.
그래 갖고 하나 은행 가 갖고 십억 십억 이상 저축하면 얼마 주는 줄 아나?,그래 갖고 하나 은행 가 갖고 십억 십억 이상 저축하면 얼마 주는 줄 알아?
이자 한 달에 일 점 영산 준대 일 점 영삼,이자 한 달에 일 점 영산 준대 일 점 영삼
십억 이상 넣으면 일 점 영삼 주는데 이거 가지고 언제 빌딩 사냬.,십억 이상 넣으면 일 점 영삼 주는데 이거 가지고 언제 빌딩 사냬.
일 점 영삼으로 주식을 사래 그 사람이,일 점 영삼으로 주식을 사래 그 사람이
그러니까 엄마 월급으로 들어오는 거,그러니까 엄마 월급으로 들어오는 거
일정량을 제발 그~ 하나 은행에 넣지 말고,일정량을 제발 그~ 하나 은행에 넣지 말고
내가 제 주식이 삼성전자 그냥 사놓으라 했으면,내가 제 주식이 삼성전자 그냥 사놓으라 했으면
그거 샀으면 육만칠천 원 올랐으면 엄마 지금 그나마,그거 샀으면 육만칠천 원 올랐으면 엄마 지금 그나마
코로나 끝나고 여행이나 갈 수 있었다 진짜,코로나 끝나고 여행이나 갈 수 있었다 진짜
아 니는 생활비가,아 너는 생활비가
집에서 엄마가 먹여주지 재워주지,집에서 엄마가 먹여주지 재워주지
니가 가지고 있는 용돈은 니가 개인적으로,너가 가지고 있는 용돈은 너가 개인적으로
용돈도 마찬가지야 엄마 카드 다 쓰지,용돈도 마찬가지야 엄마 카드 다 쓰지
마음만 먹으면 니가 가지고 있는 돈은 전부 다 재테크에 투자할 수 있잖아.,마음만 먹으면 너가 가지고 있는 돈은 전부 다 재테크에 투자할 수 있잖아.
근데 엄마는 살림을 살잖아.,근데 엄마는 살림을 살잖아.
니 얘기하잖아 엄마 너 학원비,너 얘기하잖아 엄마 너 학원비
생활비 여러가지로 엄마가 들어가는 돈이 많은데,생활비 여러가지로 엄마가 들어가는 돈이 많은데
엄마가 재테크한다고 주식,엄마가 재테크한다고 주식
지금 여유분도 없는 주식을 사 놨다가 주식이 잘못돼 갖고,지금 여유분도 없는 주식을 사 놨다가 주식이 잘못돼 갖고
엄마는 안정적으로 살아야지.,엄마는 안정적으로 살아야지.
집에 살림을 할 수 있잖아.,집에 살림을 할 수 있잖아.
물론 살림을 하면서 여윳돈으로 약간의 주식을 하고,물론 살림을 하면서 여윳돈으로 약간의 주식을 하고
부동산을 사는 것도 좋아.,부동산을 사는 것도 좋아.
그렇지만 엄마 입장에서 너희들은 중학생 고등학생인데,그렇지만 엄마 입장에서 너희들은 중학생 고등학생인데
어~ 공부 한창 공부해야 될 애들,어~ 공부 한창 공부해야 될 애들
학원비며 교육비 들어가지.,학원비며 교육비 들어가지.
그 외에도 실제로 생활비가 많이 들어간다고,그 외에도 실제로 생활비가 많이 들어간다고
그러면 엄마는 여유가 없어 여유,그러면 엄마는 여유가 없어 여유
뭐든지 재테크는 빚을 많이 내 갖고 하는 거는 무리수가 있기 때문에,뭐든지 재테크는 빚을 많이 내 갖고 하는 거는 무리수가 있기 때문에
엄마는 할 수 가 없어.,엄마는 할 수 가 없어.
그러니까 엄마는 할 수 없으니까 너는 하라고 얘길 하잖아.,그러니까 엄마는 할 수 없으니까 너는 하라고 얘길 하잖아.
월급을 받은 거에 노후 대비 저축 이런 거 하지?,월급을 받은 거에 노후 대비 저축 이런 거 하지?
하고 있지.,하고 있지.
그거 한 달에 얼마 넣어요?,그거 한 달에 얼마 넣어요?
니가 알아서 뭐 할라고?,너가 알아서 뭐 하려고?
그러니까 그 돈을 노후 저축을 하지 말고,그러니까 그 돈을 노후 저축을 하지 말고
주식을 사라고 그거를,주식을 사라고 그거를
인자 그~ 삼성전자를 다 사도,이제 그~ 삼성전자를 다 사도
삼성 전자 배당금이,삼성 전자 배당금이
하나 은행 이자보다 써 쎄.,하나 은행 이자보다 써 세.
하나 은행 이자보다 삼성 전자 배당금이,하나 은행 이자보다 삼성 전자 배당금이
지난번 니 배당금 받아 갖고 계산하데.,지난번 너 배당금 받아 갖고 계산하데.
얼마 받았는데?,얼마 받았는데?
니가 받았던 배당금 이율이 얼만데?,너가 받았던 배당금 이율이 얼만데?
삼성전자는 내가 계산을 했는데,삼성전자는 내가 계산을 했는데
삼성전자는 네 분기를 나눠서 주거든?,삼성전자는 네 분기를 나눠서 주거든?
그니까 삼 개월에 한 번씩 배당금을 준단 말이야.,그러니까 삼 개월에 한 번씩 배당금을 준단 말이야.
근데 내가 백만 원 투자해 갖고,근데 내가 백만 원 투자해 갖고
백만 원 주식 샀잖아 나 백만 원 샀는데,백만 원 주식 샀잖아 나 백만 원 샀는데
그때 배당금이 삼 개월에 오천 원 나왔거든?,그때 배당금이 삼 개월에 오천 원 나왔거든?
근데 하나 은행에 백만 원 넣어 갖고,근데 하나 은행에 백만 원 넣어 갖고
오천 나와?,오천 나와?
