사투리,표준어
최근에 다녀온 여행지가 어디야?,최근에 다녀온 여행지가 어디야?
난 가장 최근에 한 이 주 전쯤에 제주도에 갔다 왔거든?,난 가장 최근에 한 이 주 전쯤에 제주도에 갔다 왔거든?
친구랑 둘이 갔다 왔는데,친구랑 둘이 갔다 왔는데
되게 재밌었어.,되게 재밌었어.
가서 어떤 걸 했어?,가서 어떤 걸 했어?
일단 우리는,일단 우리는
나랑 그 친구랑 여행 스타일이 그~,나랑 그 친구랑 여행 스타일이 그~
여행지에 모든 것들 봐야 되는 게 아니라 그냥,여행지에 모든 것들 봐야 되는 게 아니라 그냥
머무르는 지역이 한정되어 있더라도,머무르는 지역이 한정되어 있더라도
이제 여유롭게 여행 다니는 걸 좋아하거든?,이제 여유롭게 여행 다니는 걸 좋아하거든?
그래서 우선 첫 째날에는 서귀포 쪽에 숙소를 잡고,그래서 우선 첫 째날에는 서귀포 쪽에 숙소를 잡고
서귀포에서 놀았어.,서귀포에서 놀았어.
일단 서귀포에서는,일단 서귀포에서는
흑돼지를 가자마자 먹었는데 흑돼지가,흑돼지를 가자마자 먹었는데 흑돼지가
원래는 고기 먹을 때 그냥 뭐~ 소금을 찍어 먹거나 아니면 양파랑 그~ 간장에 찍어 먹잖아.,원래는 고기 먹을 때 그냥 뭐~ 소금을 찍어 먹거나 아니면 양파랑 그~ 간장에 찍어 먹잖아.
근데 제주도에서는 멜젓이라는 게 있거든?,근데 제주도에서는 멜젓이라는 게 있거든?
근데 그 멜젓에 찍어서 명이 나물에 싸서 먹었는데,근데 그 멜젓에 찍어서 명이 나물에 싸서 먹었는데
진짜 맛있는 거야 그리고 다음 날에 먹었던 것 중에 기억나는 건,진짜 맛있는 거야 그리고 다음 날에 먹었던 것 중에 기억나는 건
&company-name1&였나?,&company-name1&였나?
거기서 새우 들어간 김밥을 먹었는데 그것도 되게 맛있었어.,거기서 새우 들어간 김밥을 먹었는데 그것도 되게 맛있었어.
너는 혹시 최근에,너는 혹시 최근에
여행 다녀온 게 혹시 어디야?,여행 다녀온 게 혹시 어디야?
나도 제일 최근에 간 게,나도 제일 최근에 간 게
작년 십이 월 초쯤,작년 십이 월 초쯤
제주도였던 거 같은데,제주도였던 거 같은데
나는 가족끼리 다 같이 간 거였어서,나는 가족끼리 다 같이 간 거였어서
뭔가 관광지를 많이 가기는 했었는데,뭔가 관광지를 많이 가기는 했었는데
그래도 사람이 쫌 적은 관광지를 주로 갔었어.,그래도 사람이 조금 적은 관광지를 주로 갔었어.
근데 가서 주로 우리 가족은,근데 가서 주로 우리 가족은
약간 다들 돌아다니고,약간 다들 돌아다니고
자연을 많이 보는 걸 좋아해서,자연을 많이 보는 걸 좋아해서
여기저기 많이 다녔었는데,여기저기 많이 다녔었는데
그중에 가장 기억에 남는 곳은,그중에 가장 기억에 남는 곳은
고등학교 교과서에  나오는,고등학교 교과서에  나오는
현무암이 나오는 주상절리가 많은 곳에 갔었는데,현무암이 나오는 주상절리가 많은 곳에 갔었는데
그때 당시에는 되게 보면서,그때 당시에는 되게 보면서
교과서에서만 보던 걸 눈앞에서 보게 돼서 되게 신기하다는 생각도 많이 했고,교과서에서만 보던 걸 눈앞에서 보게 돼서 되게 신기하다는 생각도 많이 했고
엄청 이뻤다고 생각을 해.,엄청 이뻤다고 생각을 해.
그리고 다른 곳도 많이 갔었는데,그리고 다른 곳도 많이 갔었는데
