사투리,표준어
네 여보세요.,네 여보세요.
네 안녕하세요.,네 안녕하세요.
네 안녕하세요.,네 안녕하세요.
네 이번 주제는 날씨입니다.,네 이번 주제는 날씨입니다.
네.,네.
네 이제 부쩍 추워지고 있죠?,네 이제 부쩍 추워지고 있죠?
네.,네.
지금 십일월 중순이니까 곧 십이월달 겨울이 와 가지고,지금 십일월 중순이니까 곧 십이월달 겨울이 와 가지고
뭐~ 밖에 나가실 때 따뜻하게 입으시나요?,뭐~ 밖에 나가실 때 따뜻하게 입으시나요?
네 그런 스타일이어가지고 항상 밖에 입을 때 옷을 또 따듯하게 입는데 또 어쩌다 춥다가 또 낮에는 덥고 또 아침 저녁으론 좀 쌀쌀하고 그러더라구요 그러다 보니까 이제,네 그런 스타일이어가지고 항상 밖에 입을 때 옷을 또 따듯하게 입는데 또 어쩌다 춥다가 또 낮에는 덥고 또 아침 저녁으론 좀 쌀쌀하고 그러더라구요 그러다 보니까 이제
기온차가 심해지니까 옷도 그렇긴 하네요.,기온차가 심해지니까 옷도 그렇긴 하네요.
그러게요 저는 참 음~ 한국의 사계절 날씨만 따지면 너무 변덕스럽다라고 얘기하고 싶네요.,그러게요 저는 참 음~ 한국의 사계절 날씨만 따지면 너무 변덕스럽다라고 얘기하고 싶네요.
에~ 왜냐하면 어~ 봄에는 또 뭐랄까 따뜻하게 입을 게 그냥 긴팔 정도 있고,에~ 왜냐하면 어~ 봄에는 또 뭐랄까 따뜻하게 입을 게 그냥 긴팔 정도 있고
그 다음에 여름에는 짧게 입고 다니면서 가을에는 긴팔에 뭔가 더 걸쳐야 될 거 같은 느낌?,그 다음에 여름에는 짧게 입고 다니면서 가을에는 긴팔에 뭔가 더 걸쳐야 될 거 같은 느낌?
두껍게 어~,두껍게 어~
내복까지 입는 사람들도 있고 정말 저희 나라에서 옷 소비를 너무 많이 하는것 같아요.,내복까지 입는 사람들도 있고 정말 저희 나라에서 옷 소비를 너무 많이 하는것 같아요.
네 그쵸 그쵸.,네 그쵸 그쵸.
다른 나라의 하나인지 두 개인지 정도는 그렇게 옷 소비가 많이 안 늘어날 텐데 이제 봄 여름 가을 겨울용을 일단 뭐~ 다 따로 구매를 해야되는 경우가 돼버리니까.,다른 나라의 하나인지 두 개인지 정도는 그렇게 옷 소비가 많이 안 늘어날 텐데 이제 봄 여름 가을 겨울용을 일단 뭐~ 다 따로 구매를 해야되는 경우가 돼버리니까.
네 그런 불편함도 있을 것 같애요.,네 그런 불편함도 있을 것 같애요.
네 말씀하세요.,네 말씀하세요.
이제 또 추운 지방 나라도 있고 이제 또 더운 열대지방 나라도 있는데 이제 그~ 중간 사이에 있다 보니까,이제 또 추운 지방 나라도 있고 이제 또 더운 열대지방 나라도 있는데 이제 그~ 중간 사이에 있다 보니까
사계절이 생겼는데 저도 이렇게 말씀하신 것처럼 저도,사계절이 생겼는데 저도 이렇게 말씀하신 것처럼 저도
이제 사계절이다보니까 이제 날씨도 금방 금방 변하고 또 옷도 그에 맞춰서 또 다르게 입어야 되니까 되게,이제 사계절이다보니까 이제 날씨도 금방 금방 변하고 또 옷도 그에 맞춰서 또 다르게 입어야 되니까 되게
계절이 바뀔 때마다 그런 문제로 고민을 에~ 좀 하는 거 같습니다.,계절이 바뀔 때마다 그런 문제로 고민을 에~ 좀 하는 거 같습니다.
그~ 또 겨울되면 미세먼지가 또 많아지잖아요 봄하고 아무래도 건조하다 보니까,그~ 또 겨울되면 미세먼지가 또 많아지잖아요 봄하고 아무래도 건조하다 보니까
어~ 먼지 자체가 많이 날리고 어~ 그래도 여름 같은 경우에는 습도가 높으니까 먼지가 그렇게 떠다니는 경우가 별로 없어서,어~ 먼지 자체가 많이 날리고 어~ 그래도 여름 같은 경우에는 습도가 높으니까 먼지가 그렇게 떠다니는 경우가 별로 없어서
좀 좋은데 여름에는 너무 덥고 찝찝하고 혹시 땀을 많이 흘리시는 편인가요?,좀 좋은데 여름에는 너무 덥고 찝찝하고 혹시 땀을 많이 흘리시는 편인가요?
네 저 여름 되면은 땀이 네 많이 흐르는 편.,네 저 여름 되면은 땀이 네 많이 흐르는 편.
아~ 저도 땀이 많은 편이라서 어~ 저는 그냥 매운 거 이렇게 먹지 않고 보기만 해도 땀이 나는 것 같애요.,아~ 저도 땀이 많은 편이라서 어~ 저는 그냥 매운 거 이렇게 먹지 않고 보기만 해도 땀이 나는 것 같애요.
