사투리,표준어
저희는 연애 결혼에 관련돼서 한번 얘기해보도록 하겠습니다.,저희는 연애 결혼에 관련돼서 한번 얘기해보도록 하겠습니다.
일단 저는 현재 여자친구가 있고,일단 저는 현재 여자친구가 있고
사귄 지 한 이십 일밖에 안 된 풋풋한 연애 중이고,사귄 지 한 이십 일밖에 안 된 풋풋한 연애 중이고
나이 차이는 지금 현재 여덟 살 차이 나는데,나이 차이는 지금 현재 여덟 살 차이 나는데
제 인생에 있어서 이렇게 나이 차이 많이 나는 연하는 처음인 거 같애요.,제 인생에 있어서 이렇게 나이 차이 많이 나는 연하는 처음인 거 같애요.
그니까 지금까지 사겨온 사람들 보면 동갑이거나 아니면 한 살 연상인데,그러니까 지금까지 사겨온 사람들 보면 동갑이거나 아니면 한 살 연상인데
연상도 대부분 그~ 빠른 년생이라서,연상도 대부분 그~ 빠른 년생이라서
나이 차이가 별로 안 나고 한 살 연하도 그냥 뭐~ 그렇게 나이차이가 난단 느낌은 없었어요 맨날 내가 존댓말로 막 연하한테도 존댓말하고,나이 차이가 별로 안 나고 한 살 연하도 그냥 뭐~ 그렇게 나이차이가 난단 느낌은 없었어요 맨날 내가 존댓말로 막 연하한테도 존댓말하고
뭐~ 연상한테도 존댓말 하니까 딱히 뭐~ 별로 그런 거 없었는데 이번에 지금 여덟 살 차이나는 여자친구 만나면서,뭐~ 연상한테도 존댓말 하니까 딱히 뭐~ 별로 그런 거 없었는데 이번에 지금 여덟 살 차이나는 여자친구 만나면서
약간 싱숭생숭함 이게 뭐라 해야 되지?,약간 싱숭생숭함 이게 뭐라 해야 되지?
나이 차이가 너무 나서 그니까 내가 너무 의식을 하는 건가 싶어가지고,나이 차이가 너무 나서 그러니까 내가 너무 의식을 하는 건가 싶어가지고
그래 내 뭐~ 하는 거 못 봤나 나는 그런 거 아무 상관 안 하잖아.,그래 나 뭐~ 하는 거 못 봤니 나는 그런 거 아무 상관 안 하잖아.
다 친구 위 아 더 월,다 친구 위 아 더 월
그렇지 그니까 약간,그렇지 그러니까 약간
나이를 굳이 걸고 넘어지면 진짜 나이가 보이는 거 같고 아니면 약간 어~ 위 아 더 월드?,나이를 굳이 걸고 넘어지면 진짜 나이가 보이는 거 같고 아니면 약간 어~ 위 아 더 월드?
그래 그냥 텐션 높은 여자친구지 뭔 상관이야 그냥 노는 거지 뭐~,그래 그냥 텐션 높은 여자친구지 뭔 상관이야 그냥 노는 거지 뭐~
어 쫌 재밌는 거 같음,어 조금 재밌는 거 같음
이번에 만나는 친구는 되게 취미가 되게 비슷한 게 많아가지고,이번에 만나는 친구는 되게 취미가 되게 비슷한 게 많아가지고
맨날 놀면 보드께임 가서 내기하는데,맨날 놀면 보드게임 가서 내기하는데
원래는 쫌 져주잖아요 약간 승부욕이 있는 거 딱 보이면 내가 요정도 조절해줘야 되겠다 이렇게 하는데,원래는 조금 져주잖아요 약간 승부욕이 있는 거 딱 보이면 내가 요정도 조절해줘야 되겠다 이렇게 하는데
그냥 내가 전력으로 막 노력해도 막 비등비등하니까 더 재밌는 거?,그냥 내가 전력으로 막 노력해도 막 비등비등하니까 더 재밌는 거?
남자들 노는 것도 다 좋아하고 롤 할줄 알고 그다음 당구도 칠 줄 알고 뭐~ 당구는 알려달라 해서 알려주는데,남자들 노는 것도 다 좋아하고 롤 할줄 알고 그다음 당구도 칠 줄 알고 뭐~ 당구는 알려달라 해서 알려주는데
약간 배울려고 막 해서 가르쳐줄 맛 나는 거?,약간 배울려고 막 해서 가르쳐줄 맛 나는 거?
막 자기가 막 아~ 잘 쳤다 막 오 가르쳐줘서 됐다 이런 식으로 하니까 좋아해서 더 재밌고,막 자기가 막 아~ 잘 쳤다 막 오 가르쳐줘서 됐다 이런 식으로 하니까 좋아해서 더 재밌고
그래서 이번에 처음으로 쫌 취미 맞는 사람 만나는 거 같아서 되게 재밌음 그냥 그냥 마냥 재밌음 사람도 좋고,그래서 이번에 처음으로 조금 취미 맞는 사람 만나는 거 같아서 되게 재밌음 그냥 그냥 마냥 재밌음 사람도 좋고
어~ 매력이 많다 해야 되나 그런 느낌?,어~ 매력이 많다 해야 되나 그런 느낌?
취미는 맞는 게 있나 니 술 마시면 좋잖아 술 마시는 여자친구니까 좋은 거지.,취미는 맞는 게 있나 너 술 마시면 좋잖아 술 마시는 여자친구니까 좋은 거지.
아~ 그래 그~ 술도 쫌 그런 것 같다 술도 주량 쫌 비슷해가지고,아~ 그래 그~ 술도 조금 그런 것 같다 술도 주량 조금 비슷해가지고
이때까지 한 번도 그런 술친구 한 적 없었는데 아 근데 전 여자친구는 그 친구도 술 좋아했어요.,이때까지 한 번도 그런 술친구 한 적 없었는데 아 근데 전 여자친구는 그 친구도 술 좋아했어요.
그까 그 친구는 진짜,그러니까 그 친구는 진짜
아무리 내랑 공통점을 찾고 싶어도 데이트할 때 뭘 하지 뭘 하지 물어봤는데,아무리 나랑 공통점을 찾고 싶어도 데이트할 때 뭘 하지 뭘 하지 물어봤는데
자기는 걷는 게 제일 좋대.,자기는 걷는 게 제일 좋대.
걸으면서 뭐 하는 게 좋은 데 하니까 카페 가는 게 좋대.,걸으면서 뭐 하는 게 좋은 데 하니까 카페 가는 게 좋대.
카페까지도 이해했어 그리고 뭐 하는데 물어보니까 술 마신대.,카페까지도 이해했어 그리고 뭐 하는데 물어보니까 술 마신대.
그래서 맨날 걷고 카페 가고 술 마시고 걷고 카페 가고 술 마시고 근데,그래서 맨날 걷고 카페 가고 술 마시고 걷고 카페 가고 술 마시고 근데
술을 마셔도 술 마시면 이 친구가 인사불성이 돼서,술을 마셔도 술 마시면 이 친구가 인사불성이 돼서
별로 같이 마시기도 싫고 빨리 먼저 취하고,별로 같이 마시기도 싫고 빨리 먼저 취하고
뒤치다꺼리 다 해야 되고 그니까 너무 쫌 귀찮았음,뒤치다꺼리 다 해야 되고 그러니까 너무 조금 귀찮았음
그까 같은 술을 마셔도 어느 정도 페이스가 비슷하고 마시면서 재밌고 막 이렇게 해야 되는데,그러니까 같은 술을 마셔도 어느 정도 페이스가 비슷하고 마시면서 재밌고 막 이렇게 해야 되는데
그냥 전 여자친구는 아예 이상한 걍   주정 주정이 심했다 해야 되나 쫌 그런 거 있음,그냥 전 여자친구는 아예 이상한 그냥   주정 주정이 심했다 해야 되나 조금 그런 거 있음
그래서 난 별로 이번에 쪼끔 많이 맞는 게 있어서 다 재밌음,그래서 난 별로 이번에 쪼끔 많이 맞는 게 있어서 다 재밌음
할 것도 많고 다 일주일에 한 세네 번 넘게 만난 거 같다.,할 것도 많고 다 일주일에 한 세네 번 넘게 만난 거 같다.
일 마치고도 나와라 해서 그냥 밥 먹고,일 마치고도 나와라 해서 그냥 밥 먹고
아~ 진짜 일 마치고도?,아~ 진짜 일 마치고도?
그까 원래 내 한 이 내 원래 연애 패턴이 그거잖아 한 이 주일에 한두 번?,그러니까 원래 나 한 이 나 원래 연애 패턴이 그거잖아 한 이 주일에 한두 번?
그까 데이트만 만나고 이런 거였는데,그러니까 데이트만 만나고 이런 거였는데
집이 가까워서 그런가 모르겠는데 쫌 자주 만나는 편이야.,집이 가까워서 그런가 모르겠는데 조금 자주 만나는 편이야.
마치고 뭐해 물어보면 그냥 같이 뭐~,마치고 뭐해 물어보면 그냥 같이 뭐~
걷거나 아니면 간단하게 술 한잔하거나 간술하거나 아니면 치킨이나 이런 거 먹고 얘기하고,걷거나 아니면 간단하게 술 한잔하거나 간술하거나 아니면 치킨이나 이런 거 먹고 얘기하고
쫌 그런 거 보면 재밌음,조금 그런 거 보면 재밌음
그런 거 좋은 거 같다 그게 원래,그런 거 좋은 거 같다 그게 원래
보통은 여자친구랑 그게 안 맞잖아 이게,보통은 여자친구랑 그게 안 맞잖아 이게
