사투리,표준어
이제 겨울이고 하니까,이제 겨울이고 하니까
막 다시 이제  스키장 같은 것도 개방하고,막 다시 이제  스키장 같은 것도 개방하고
그러는 거 같던데,그러는 거 같던데
혹시 니는 뭐~ 스키나 보드나 이런 거,혹시 너는 뭐~ 스키나 보드나 이런 거
같은 거 타본 적 있어?,같은 거 타본 적 있어?
음~ 스키 제일 마지막으로 타본 게 아마 중 삼 때?,음~ 스키 제일 마지막으로 타본 게 아마 중 삼 때?
중 삼 때 졸업 여행으로 가가지고 스키장,중 삼 때 졸업 여행으로 가가지고 스키장
졸업 여행 맞나 하이튼 가가지고 아마,졸업 여행 맞나 하여튼 가가지고 아마
그때가 마지막이었던 거 같은데,그때가 마지막이었던 거 같은데
근데 그전에는 인제 막 여섯 살 때 였나?,근데 그전에는 인제 막 여섯 살 때 였나?
여섯 살 때랑 인제 열다섯 살 그때니까,여섯 살 때랑 인제 열다섯 살 그때니까
이제 구 년 주기로 하면 인제 또 갈 때가 됐지?,이제 구 년 주기로 하면 인제 또 갈 때가 됐지?
근데 그렇게 텀이 긴 거치고는,근데 그렇게 텀이 긴 거치고는
한 번 탔을 때마다 나름 잘 탔던 거 같은데,한 번 탔을 때마다 나름 잘 탔던 거 같은데
누나는 뭐~ 보드파야 스키파야?,누나는 뭐~ 보드파야 스키파야?
나는 스키장을 딱 한 번밖에 못 가 봐서,나는 스키장을 딱 한 번밖에 못 가 봐서
보드밖에 못 타 봤어 그래서 스키를 타본 적이 한 번도 없어가지고,보드밖에 못 타 봤어 그래서 스키를 타본 적이 한 번도 없어가지고
다음에는 스키 타 보고 싶기도 하고,다음에는 스키 타 보고 싶기도 하고
보드가 이제 배우니까 같이 시작했던 애는,보드가 이제 배우니까 같이 시작했던 애는
스키를 처음 탔고 나는 보드를 처음 이제  탔는데 스키는 어떻게든,스키를 처음 탔고 나는 보드를 처음 이제  탔는데 스키는 어떻게든
이게 두 발 이게 발이 짚을 수가 있으니까,이게 두 발 이게 발이 짚을 수가 있으니까
내 어떻게든 내려는 가는데 보드 내가 보드를 이제 처음에,내 어떻게든 내려는 가는데 보드 내가 보드를 이제 처음에
타고 제일 이제 리프트에 내려서 내려오는데,타고 제일 이제 리프트에 내려서 내려오는데
거의 리프트권 끊은 거의 반,거의 리프트권 끊은 거의 반
반 시간이 지났다고 해야 되나 반이 지나가지고,반 시간이 지났다고 해야 되나 반이 지나가지고
진짜 힘도 빠지고 짜증도 나고,진짜 힘도 빠지고 짜증도 나고
마음대로 안 돼 가지고 막,마음대로 안 돼 가지고 막
스키 나도 스키나 탈 걸 왜 보드 탄다고 해서,스키 나도 스키나 탈 걸 왜 보드 탄다고 해서
그랬노 카면서 혼자 후회하고 막 그랬는데,그랬니 하면서 혼자 후회하고 막 그랬는데
나주 한 진짜 중간 지점에서 이제 거의 마지막 지점까지 내려올 때는 그래도 어느 정도 막 타고 이제 막,나주 한 진짜 중간 지점에서 이제 거의 마지막 지점까지 내려올 때는 그래도 어느 정도 막 타고 이제 막
넘어지는 것도 안 무서워가지고 그냥 막 넘어지고 했었는데,넘어지는 것도 안 무서워가지고 그냥 막 넘어지고 했었는데
다음에는 스키를 한 번 타 보고 싶은 생각이 있다.,다음에는 스키를 한 번 타 보고 싶은 생각이 있다.
다음에는 보드 안 탈 거다.,다음에는 보드 안 탈 거다.
니는 보드랑 스키 다 타 봤나?,너는 보드랑 스키 다 타 봤니?
음~ 나는 스키만 타 봐 가지고 보드는 안 타 봤는데,음~ 나는 스키만 타 봐 가지고 보드는 안 타 봤는데
그렇게 어려울 거 같진 않던데,그렇게 어려울 거 같진 않던데
왜냐하면 내가 스키를 인제 중 삼 때 그때 탔을 때도,왜냐하면 내가 스키를 인제 중 삼 때 그때 탔을 때도
여섯 살 때 이후로 처음 탄 거였는데 마,여섯 살 때 이후로 처음 탄 거였는데 그냥
그냥 쪼끔 일단 나는 그때 나는 초심자라고 생각했으니까,그냥 쪼끔 일단 나는 그때 나는 초심자라고 생각했으니까
초 처음 타는 사람들이 약간 그때 어차피 다 단체로 간 거였으니까,초 처음 타는 사람들이 약간 그때 어차피 다 단체로 간 거였으니까
가르쳐 주는 사람이 있었는데,가르쳐 주는 사람이 있었는데
그 사람한테 한 십 분 배우곤가 혼자 그냥 쌩쌩,그 사람한테 한 십 분 배우곤가 혼자 그냥 쌩쌩
잘 달려가지고 막 마지막에는 막 그~ 스틱 없이도 막 타고 이케 가지고,잘 달려가지고 막 마지막에는 막 그~ 스틱 없이도 막 타고 이렇게 가지고
뭐~ 물론 처음부터 스틱 없이 타지는 못했지만,뭐~ 물론 처음부터 스틱 없이 타지는 못했지만
거의 중간부터는 스틱 없이도 타고 이랬어가지고 뭐~,거의 중간부터는 스틱 없이도 타고 이랬어가지고 뭐~
보드도 배우면 잘 탈 거 같애 가지고 보드를 한 번 배우고 싶어가지고,보드도 배우면 잘 탈 거 같애 가지고 보드를 한 번 배우고 싶어가지고
왜냐하면 보드가 또 깐지가 나잖아 그래서 카는데,왜냐하면 보드가 또 깐지가 나잖아 그래서 하는데
막 근데 뭐~ 보면은 막,막 근데 뭐~ 보면은 막
보드 타는 사람들이 막 넘어지면 쫌 심하게 넘어지고 그런 게 있잖아.,보드 타는 사람들이 막 넘어지면 조금 심하게 넘어지고 그런 게 있잖아.
금 누나는 뭐~ 그렇게 하면서 뭐~,금 누나는 뭐~ 그렇게 하면서 뭐~
약간 다쳐서 다쳐서 그런 것도 있나 스키를 타고 싶어 하는 게?,약간 다쳐서 다쳐서 그런 것도 있니 스키를 타고 싶어 하는 게?
나는 생각보다 겁이 되게 많아가지고,나는 생각보다 겁이 되게 많아가지고
넘어지는 게 되게 무서워가지고 되게 조심조심 타 가지고,넘어지는 게 되게 무서워가지고 되게 조심조심 타 가지고
진짜 아까도 말했듯이,진짜 아까도 말했듯이
리프트권의 반 한 번 내려오는데 리프트권 반 시간이 지났었으니까 막,리프트권의 반 한 번 내려오는데 리프트권 반 시간이 지났었으니까 막
진짜 심하게 넘어진 거는 아닌데,진짜 심하게 넘어진 거는 아닌데
근데 내가 또 그거를 타기 전에 스키복 안에,근데 내가 또 그거를 타기 전에 스키복 안에
장비를 다 끼고 엉덩이 보호대랑 막,장비를 다 끼고 엉덩이 보호대랑 막
무릎 보호대랑 이런 거 다 끼고 타 가지고,무릎 보호대랑 이런 거 다 끼고 타 가지고
근데 그거를 안 끼면 진짜 많이 그다음 날에 되게 보드 타고 엉덩이로 넘어져야 되니까,근데 그거를 안 끼면 진짜 많이 그다음 날에 되게 보드 타고 엉덩이로 넘어져야 되니까
그게 되게 아프다고 하더라고?,그게 되게 아프다고 하더라고?
근데 나는 그~ 장비를 다 끼고 타서 진짜 뭐~ 그냥 아침에 일어났는데 막,근데 나는 그~ 장비를 다 끼고 타서 진짜 뭐~ 그냥 아침에 일어났는데 막
몸이 아프거나 그런 거는 없었던 거 같고,몸이 아프거나 그런 거는 없었던 거 같고
뭐~ 그거 때문에 스키를 타고 싶거나 막 무서,뭐~ 그거 때문에 스키를 타고 싶거나 막 무서
아파서 그런 거는 아닌데,아파서 그런 거는 아닌데
그냥 스키가 더 쉬워 보이고,그냥 스키가 더 쉬워 보이고
나는 생각보다 보드보,나는 생각보다 보드보
보드가 간지 뭐~ 사람들은 다  보드가  멋있다 하는데,보드가 간지 뭐~ 사람들은 다  보드가  멋있다 하는데
나는 막 스키를 되게 막 쌩쌩,나는 막 스키를 되게 막 쌩쌩
타 진짜 빠르게 막 내려오는 게 더 간지난다고 생각하거든?,타 진짜 빠르게 막 내려오는 게 더 간지난다고 생각하거든?
그래서 쫌 막 고글 같은 거 끼고 막,그래서 조금 막 고글 같은 거 끼고 막
그게 되게 멋있을 거 같아서 나중에 스키를,그게 되게 멋있을 거 같아서 나중에 스키를
그래서 배워보고 싶은데,그래서 배워보고 싶은데
보드 카니까 생각나는데 내가,보드 하니까 생각나는데 내가
포항에 가서 서핑 보드를 탄 적이 있거든?,포항에 가서 서핑 보드를 탄 적이 있거든?
근데 나는 진짜 느꼈던 게 확실히,근데 나는 진짜 느꼈던 게 확실히
스키장에서 타는 보드는 눈 위에서 타는 건데,스키장에서 타는 보드는 눈 위에서 타는 건데
이제 물 위에서 타는 거니깐,이제 물 위에서 타는 거니깐
중심도 잡아야 되고,중심도 잡아야 되고
더 잘 잡아야 되고 쫌 흔들 물 때문에 파도 때문에 흔들흔들거리고 그런 게 있어가지고,더 잘 잡아야 되고 조금 흔들 물 때문에 파도 때문에 흔들흔들거리고 그런 게 있어가지고
처음에는 되게 못 탔는데,처음에는 되게 못 탔는데
그때는 이제 내 친구가 스 보드 강사 서핑,그때는 이제 내 친구가 스 보드 강사 서핑
거기 샵에서 일을 하고 있어가지고 그래서,거기 샵에서 일을 하고 있어가지고 그래서
내 친구가 강사니까 더 잘 타고 내가,내 친구가 강사니까 더 잘 타고 내가
보드는 보드 같은 경우에는 나도 강사한테 배운 게 아니라서 막 진짜 자세,보드는 보드 같은 경우에는 나도 강사한테 배운 게 아니라서 막 진짜 자세
제대로 된 자세나 이런 거를 정석으로 배우지 못해서 그런지 모르겠는데,제대로 된 자세나 이런 거를 정석으로 배우지 못해서 그런지 모르겠는데
나는 서핑 보드가 더 쉽더라고 나중에 되니까 뭐~,나는 서핑 보드가 더 쉽더라고 나중에 되니까 뭐~
한 번 이제 파도 타고 막 중심을 잡기 시작하니까 그냥 이제,한 번 이제 파도 타고 막 중심을 잡기 시작하니까 그냥 이제
파도 쪼끔 큰 파도가 와도,파도 쪼끔 큰 파도가 와도
어느 정도 중심 잡을 수 있고 그게,어느 정도 중심 잡을 수 있고 그게
막 파도 같은 거 보고 타는 게,막 파도 같은 거 보고 타는 게
생각보다 재밌어서 그때 한,생각보다 재밌어서 그때 한
그때 한 번 타기 시작했을 때 그때 여름에는 되게,그때 한 번 타기 시작했을 때 그때 여름에는 되게
보드 탔 서핑 보드 타러 자주 갔었던 거 같은데,보드 탔 서핑 보드 타러 자주 갔었던 거 같은데
그게 삼 년 전인데 삼 년 전에 그래서 뭐~,그게 삼 년 전인데 삼 년 전에 그래서 뭐~
회원권 같은 거를 끊어서 오 회에 뭐~,회원권 같은 거를 끊어서 오 회에 뭐~
몇만 원 이렇게 하는 게 더 훨씬 싸가지고,몇만 원 이렇게 하는 게 더 훨씬 싸가지고
그렇게 끊어서 갔던 거 같은데,그렇게 끊어서 갔던 거 같은데
혹시 니는 서핑 보드 타 봤나?,혹시 너는 서핑 보드 타 봤니?
서핑 보드 그게 나도 해 보고 싶은데 서핑 뭐~,서핑 보드 그게 나도 해 보고 싶은데 서핑 뭐~
저번에도 말했듯이 친구 따라 그냥,저번에도 말했듯이 친구 따라 그냥
